game_id,date,home_team,away_team,home_pf5,home_pa5,home_tot5,away_pf5,away_pa5,away_tot5,target_total,target_margin,target_1h_total,rest_home,rest_away,b2b_home,b2b_away,neutral_site,home_efg5,home_tov_rate5,home_orb_rate5,home_ftr5,home_poss5,away_efg5,away_tov_rate5,away_orb_rate5,away_ftr5,away_poss5,home_rating_margin,away_rating_margin,rating_margin_diff,home_off_rating,away_off_rating,off_rating_diff,home_def_rating,away_def_rating,def_rating_diff,home_tempo_rating,away_tempo_rating,tempo_rating_sum,home_conf,away_conf
400918387,2017-01-22,Richmond Spiders,George Mason Patriots,,,,,,,159,-5,83.0,,41.0,False,False,False,,,,,,,,,,,1.953044453919437,0.4299071043675653,1.5231373495518716,,,,,,,,,,A-10,A-10
400918308,2017-01-22,Dayton Flyers,Saint Louis Billikens,,,,,,,113,21,49.0,16.0,62.0,False,False,False,,,,,,,,,,,10.830353243675065,3.101133962130163,7.7292192815449,,,,,,,,,,A-10,A-10
400918309,2017-01-27,VCU Rams,Dayton Flyers,,,,,,,141,5,64.0,5.0,5.0,False,False,False,,,,,,,,,,,7.114087376169164,10.830353243675065,-3.716265867505899,,,,,,,,,,A-10,A-10
400918452,2017-02-17,Richmond Spiders,VCU Rams,,,,,,,157,-11,71.0,26.0,21.0,False,False,False,,,,,,,,,,,1.953044453919437,7.114087376169164,-5.161042922249727,,,,,,,,,,A-10,A-10
400918280,2017-02-24,Davidson Wildcats,Dayton Flyers,,,,66.8,63.6,130.4,171,-7,91.0,21.0,14.0,False,False,False,,,,,,,,,,0.0,6.49096962425014,10.830353243675065,-4.339383619424923,,,,,,,,,,A-10,A-10
400945585,2017-03-08,Saint Louis Billikens,Duquesne Dukes,,,,,,,143,1,74.0,45.0,,False,False,True,,,,,,,,,,,3.101133962130163,1.3437170502004243,1.7574169119297387,,,,,,,,,,A-10,A-10
400946138,2017-03-10,Dayton Flyers,Davidson Wildcats,73.2,67.8,141.0,76.6,77.8,154.4,140,-6,62.0,14.0,1.0,False,True,True,,,,,0.0,,,,,0.0,10.830353243675065,6.49096962425014,4.339383619424923,,,,,,,,,,A-10,A-10
400946180,2017-03-10,VCU Rams,George Mason Patriots,81.4,62.6,144.0,75.6,73.6,149.2,131,11,64.0,21.0,1.0,False,True,True,,,,,0.0,,,,,0.0,7.114087376169164,0.4299071043675653,6.684180271801599,,,,,,,,,,A-10,A-10
400946215,2017-03-11,VCU Rams,Richmond Spiders,80.6,60.8,141.4,,,,164,10,67.0,1.0,1.0,True,True,True,,,,,0.0,,,,,,7.114087376169164,1.953044453919437,5.161042922249727,,,,,,,,,,A-10,A-10
400989823,2018-01-12,Dayton Flyers,VCU Rams,71.4,73.2,144.6,76.4,73.0,149.4,185,27,107.0,301.0,302.0,False,False,False,,,,,0.0,,,,,0.0,10.830353243675065,7.114087376169164,3.716265867505899,,,,,,,,,,A-10,A-10
401020074,2018-03-08,VCU Rams,Dayton Flyers,74.8,83.8,158.6,75.2,75.8,151.0,149,5,71.0,34.0,13.0,False,False,True,,,,,0.0,,,,,0.0,7.114087376169164,10.830353243675065,-3.716265867505899,,,,,,,,,,A-10,A-10
401020076,2018-03-08,Richmond Spiders,Duquesne Dukes,72.8,81.0,153.8,,,,149,13,74.0,23.0,40.0,False,False,True,,,,,0.0,,,,,,1.953044453919437,1.3437170502004243,0.6093274037190126,,,,,,,,,,A-10,A-10
401020079,2018-03-09,Saint Joseph's Hawks,George Mason Patriots,65.6,72.0,137.6,73.0,73.2,146.2,117,19,51.0,10.0,1.0,False,True,True,,,,,0.0,,,,,0.0,2.554373365977737,0.4299071043675653,2.124466261610172,,,,,,,,,,A-10,A-10
401020080,2018-03-09,St. Bonaventure Bonnies,Richmond Spiders,74.0,71.6,145.6,73.6,78.2,151.8,160,6,64.0,21.0,1.0,False,True,True,,,,,0.0,,,,,0.0,2.46305772845662,1.953044453919437,0.510013274537183,,,,,,,,,,A-10,A-10
401020081,2018-03-09,Davidson Wildcats,Saint Louis Billikens,66.6,75.0,141.6,59.2,69.2,128.4,138,18,64.0,7.0,1.0,False,True,True,,,,,0.0,,,,,0.0,6.49096962425014,3.101133962130163,3.389835662119977,,,,,,,,,,A-10,A-10
401020083,2018-03-10,St. Bonaventure Bonnies,Davidson Wildcats,72.2,70.6,142.8,70.2,70.2,140.4,152,-12,68.0,1.0,1.0,True,True,True,,,,,0.0,,,,,0.0,2.46305772845662,6.49096962425014,-4.027911895793521,,,,,,,,,,A-10,A-10
401085656,2018-11-19,Loyola Chicago Ramblers,Richmond Spiders,71.4,67.4,138.8,74.4,78.0,152.4,148,16,69.0,233.0,255.0,False,False,True,,,,,0.0,,,,,0.0,7.718791129924963,1.953044453919437,5.765746676005525,,,,,,,,,,A-10,A-10
401085691,2019-02-08,Saint Joseph's Hawks,Saint Louis Billikens,76.2,70.8,147.0,62.4,66.6,129.0,152,30,79.0,62.0,54.0,False,False,False,,,,,0.0,,,,,0.0,2.554373365977737,3.101133962130163,-0.546760596152426,,,,,,,,,,A-10,A-10
401121524,2019-03-14,Duquesne Dukes,Saint Joseph's Hawks,,,,78.8,73.4,152.2,178,-6,92.0,109.0,34.0,False,False,True,,,,,,,,,,0.0,1.3437170502004243,2.554373365977737,-1.2106563157773127,,,,,,,,,,A-10,A-10
401121533,2019-03-14,Saint Louis Billikens,Richmond Spiders,60.2,70.6,130.8,68.4,73.8,142.2,139,3,66.0,34.0,1.0,False,True,True,,,,,0.0,,,,,0.0,3.101133962130163,1.953044453919437,1.148089508210726,,,,,,,,,,A-10,A-10
401121535,2019-03-15,St. Bonaventure Bonnies,George Mason Patriots,69.0,74.4,143.4,63.4,65.0,128.4,125,11,58.0,97.0,1.0,False,True,True,,,,,0.0,,,,,0.0,2.46305772845662,0.4299071043675653,2.0331506240890547,,,,,,,,,,A-10,A-10
401121536,2019-03-15,Davidson Wildcats,Saint Joseph's Hawks,69.4,64.8,134.2,83.6,80.8,164.4,130,10,53.0,76.0,1.0,False,True,True,,,,,0.0,,,,,0.0,6.49096962425014,2.554373365977737,3.9365962582724032,,,,,,,,,,A-10,A-10
401121537,2019-03-15,Dayton Flyers,Saint Louis Billikens,63.4,74.2,137.6,65.2,73.6,138.8,119,-9,59.0,97.0,1.0,False,True,True,,,,,0.0,,,,,0.0,10.830353243675065,3.101133962130163,7.7292192815449,,,,,,,,,,A-10,A-10
401121539,2019-03-16,Davidson Wildcats,Saint Louis Billikens,67.0,62.8,129.8,64.0,72.0,136.0,111,-23,58.0,1.0,1.0,True,True,True,,,,,0.0,,,,,0.0,6.49096962425014,3.101133962130163,3.389835662119977,,,,,,,,,,A-10,A-10
401121540,2019-03-17,St. Bonaventure Bonnies,Saint Louis Billikens,65.6,64.2,129.8,65.4,65.2,130.6,108,-2,59.0,1.0,1.0,True,True,True,,,,,0.0,,,,,0.0,2.46305772845662,3.101133962130163,-0.638076233673543,,,,,,,,,,A-10,A-10
401170220,2020-01-05,Saint Joseph's Hawks,Dayton Flyers,73.4,73.0,146.4,78.2,55.0,133.2,147,-13,66.0,29.0,3.0,False,False,False,,,,,0.0,,,,,0.0,2.554373365977737,10.830353243675065,-8.275979877697326,,,,,,,,,,A-10,A-10
401170237,2020-01-14,Dayton Flyers,VCU Rams,82.0,59.4,141.4,74.2,61.2,135.4,144,14,71.0,3.0,50.0,False,False,False,,,,,0.0,,,,,0.0,10.830353243675065,7.114087376169164,3.716265867505899,,,,,,,,,,A-10,A-10
401170242,2020-01-17,Saint Louis Billikens,Dayton Flyers,61.4,60.2,121.6,81.6,61.8,143.4,154,-2,58.0,58.0,3.0,False,False,False,,,,,0.0,,,,,0.0,3.101133962130163,10.830353243675065,-7.7292192815449,,,,,,,,,,A-10,A-10
401170250,2020-01-22,Dayton Flyers,St. Bonaventure Bonnies,81.8,65.2,147.0,63.2,63.6,126.8,146,26,76.0,5.0,311.0,False,False,False,,,,,0.0,,,,,0.0,10.830353243675065,2.46305772845662,8.367295515218443,,,,,,,,,,A-10,A-10
401170257,2020-01-25,Richmond Spiders,Dayton Flyers,65.8,74.4,140.2,82.2,65.6,147.8,166,-8,72.0,317.0,3.0,False,False,False,,,,,0.0,,,,,0.0,1.953044453919437,10.830353243675065,-8.877308789755626,,,,,,,,,,A-10,A-10
401170264,2020-01-29,Duquesne Dukes,Dayton Flyers,77.0,71.8,148.8,83.6,68.0,151.6,142,-4,68.0,51.0,4.0,False,False,False,,,,,0.0,,,,,0.0,1.3437170502004243,10.830353243675065,-9.486636193474638,,,,,,,,,,A-10,A-10
401170281,2020-02-08,Dayton Flyers,Saint Louis Billikens,78.8,68.0,146.8,63.2,67.0,130.2,136,6,70.0,7.0,22.0,False,False,False,,,,,0.0,,,,,0.0,10.830353243675065,3.101133962130163,7.7292192815449,,,,,,,,,,A-10,A-10
401170291,2020-02-14,St. Bonaventure Bonnies,Davidson Wildcats,62.2,65.8,128.0,62.2,68.8,131.0,157,-29,75.0,23.0,26.0,False,False,False,,,,,0.0,,,,,0.0,2.46305772845662,6.49096962425014,-4.027911895793521,,,,,,,,,,A-10,A-10
401170299,2020-02-18,VCU Rams,Dayton Flyers,76.0,71.6,147.6,73.2,64.0,137.2,127,-5,65.0,18.0,3.0,False,False,False,,,,,0.0,,,,,0.0,7.114087376169164,10.830353243675065,-3.716265867505899,,,,,,,,,,A-10,A-10
401170304,2020-02-21,Saint Louis Billikens,VCU Rams,65.2,70.6,135.8,71.4,68.4,139.8,142,18,68.0,13.0,3.0,False,False,False,,,,,0.0,,,,,0.0,3.101133962130163,7.114087376169164,-4.012953414039001,,,,,,,,,,A-10,A-10
401170308,2020-02-22,Dayton Flyers,Duquesne Dukes,71.8,62.4,134.2,79.2,74.2,153.4,150,10,74.0,4.0,24.0,False,False,False,,,,,0.0,,,,,0.0,10.830353243675065,1.3437170502004243,9.486636193474638,,,,,,,,,,A-10,A-10
401170312,2020-02-25,George Mason Patriots,Dayton Flyers,59.2,66.4,125.6,73.8,65.2,139.0,117,-7,55.0,95.0,3.0,False,False,False,,,,,0.0,,,,,0.0,0.4299071043675653,10.830353243675065,-10.400446139307498,,,,,,,,,,A-10,A-10
401170318,2020-02-28,Dayton Flyers,Davidson Wildcats,72.0,63.2,135.2,68.8,65.2,134.0,149,15,66.0,3.0,14.0,False,False,False,,,,,0.0,,,,,0.0,10.830353243675065,6.49096962425014,4.339383619424923,,,,,,,,,,A-10,A-10
401170332,2020-03-06,Duquesne Dukes,Richmond Spiders,79.6,74.0,153.6,66.2,75.2,141.4,135,-11,66.0,13.0,41.0,False,False,False,,,,,0.0,,,,,0.0,1.3437170502004243,1.953044453919437,-0.6093274037190126,,,,,,,,,,A-10,A-10
401170333,2020-03-06,Davidson Wildcats,VCU Rams,68.2,69.6,137.8,68.2,74.8,143.0,140,10,68.0,7.0,14.0,False,False,False,,,,,0.0,,,,,0.0,6.49096962425014,7.114087376169164,-0.6231177519190236,,,,,,,,,,A-10,A-10
