game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401828553,2025-11-04,2025-11-04 23:30:00+00:00,Purdue Boilermakers,Evansville Purple Aces,82,51,41,22,41,29,False,Mackey Arena,,82,51,41.0,22.0,41.0,29.0,150.68960571289062,13.079290390014648,,,133,31,Away Cover,Under,41.0,22.0,41.0,29.0,41,22,41,29,63.0,70.0
401817228,2025-11-04,2025-11-05 01:45:00+00:00,Duke Blue Devils,Texas Longhorns,75,60,32,33,43,27,True,Spectrum Center,,75,60,32.0,33.0,43.0,27.0,151.17747497558594,6.776694297790527,,,135,15,Away Cover,Under,32.0,33.0,43.0,27.0,32,33,43,27,65.0,70.0
401826746,2025-11-04,2025-11-05 00:00:00+00:00,Kentucky Wildcats,Nicholls Colonels,77,51,28,15,49,36,False,Rupp Arena,,77,51,28.0,15.0,49.0,36.0,150.5540313720703,11.43988037109375,,,128,26,Away Cover,Under,28.0,15.0,49.0,36.0,28,15,49,36,43.0,85.0
401819898,2025-11-04,2025-11-05 01:00:00+00:00,Texas Tech Red Raiders,Lindenwood Lions,98,60,58,30,40,30,False,United Supermarkets Arena,,98,60,58.0,30.0,40.0,30.0,150.87940979003906,15.374467849731444,,,158,38,Away Cover,Under,58.0,30.0,40.0,30.0,58,30,40,30,88.0,70.0
401826052,2025-11-04,2025-11-04 23:00:00+00:00,UMBC Retrievers,Penn State-York Nittany Lions,74,53,39,25,35,28,False,Chesapeake Employers Insurance Arena,,74,53,39.0,25.0,35.0,28.0,150.41845703125,9.80046844482422,,,127,21,Away Cover,Under,39.0,25.0,35.0,28.0,39,25,35,28,64.0,63.0
401829341,2025-11-04,2025-11-05 00:00:00+00:00,SIU Edwardsville Cougars,East-West University Phantoms,119,50,62,27,57,23,False,First Community Arena,,119,50,62.0,27.0,57.0,23.0,151.71995544433594,25.538818359375,,,169,69,Away Cover,Under,62.0,27.0,57.0,23.0,62,27,57,23,89.0,80.0
401827525,2025-11-04,2025-11-05 00:00:00+00:00,South Carolina Gamecocks,North Carolina A&T Aggies,91,72,46,28,45,44,False,Colonial Life Arena,,91,72,46.0,28.0,45.0,44.0,150.36424255371094,9.14470386505127,,,163,19,Away Cover,Under,46.0,28.0,45.0,44.0,46,28,45,44,74.0,89.0
401826705,2025-11-04,2025-11-05 00:00:00+00:00,Florida State Seminoles,Alcorn State Braves,108,76,58,44,50,32,False,Tucker Center,,108,76,58.0,44.0,50.0,32.0,150.7167205810547,13.40717315673828,,,184,32,Away Cover,Under,58.0,44.0,50.0,32.0,58,44,50,32,102.0,82.0
401824884,2025-11-04,2025-11-05 00:00:00+00:00,East Tennessee State Buccaneers,Converse University Valkyries,102,50,56,23,46,27,False,Freedom Hall (TN),,102,50,56.0,23.0,46.0,27.0,151.25900268554688,19.964818954467773,,,152,52,Away Cover,Under,56.0,23.0,46.0,27.0,56,23,46,27,79.0,73.0
401824860,2025-11-04,2025-11-05 00:00:00+00:00,Monmouth Hawks,Caldwell Cougars,96,68,54,25,42,43,False,OceanFirst Bank Center,,96,68,54.0,25.0,42.0,43.0,150.60826110839844,12.095643997192385,,,164,28,Away Cover,Under,54.0,25.0,42.0,43.0,54,25,42,43,79.0,85.0
401823857,2025-11-04,2025-11-05 00:00:00+00:00,Manhattan Jaspers,St. Joseph's (NY) Bears,125,59,55,27,70,32,False,Draddy Gymnasium,,125,59,55.0,27.0,70.0,32.0,151.63861083984375,24.55517196655273,,,184,66,Away Cover,Under,55.0,27.0,70.0,32.0,55,27,70,32,82.0,102.0
401823724,2025-11-04,2025-11-05 00:00:00+00:00,Sacred Heart Pioneers,Merchant Marine Academy Mariners,103,46,45,25,58,21,False,William H. Pitt Center,,103,46,45.0,25.0,58.0,21.0,151.3945770263672,21.604230880737305,,,149,57,Away Cover,Under,45.0,25.0,58.0,21.0,45,25,58,21,70.0,79.0
401822165,2025-11-04,2025-11-05 00:00:00+00:00,Fordham Rams,NJIT Highlanders,61,72,26,37,35,35,False,Rose Hill Gym,,61,72,26.0,37.0,35.0,35.0,149.55081176757812,-0.691765308380127,,,133,-11,Away Cover,Under,26.0,37.0,35.0,35.0,26,37,35,35,63.0,70.0
401820806,2025-11-04,2025-11-05 00:00:00+00:00,East Carolina Pirates,Georgia Southern Eagles,92,89,44,42,48,47,False,Minges Coliseum,,92,89,44.0,42.0,48.0,47.0,149.93040466308594,3.8985867500305176,,,181,3,Away Cover,Under,44.0,42.0,48.0,47.0,44,42,48,47,86.0,95.0
401813397,2025-11-04,2025-11-05 00:00:00+00:00,West Virginia Mountaineers,Mount St. Mary's Mountaineers,70,54,35,29,35,25,False,WVU Coliseum,,70,54,35.0,29.0,35.0,25.0,150.28289794921875,8.161056518554688,,,124,16,Away Cover,Under,35.0,29.0,35.0,25.0,35,29,35,25,64.0,60.0
401826879,2025-11-04,2025-11-05 00:30:00+00:00,Wichita State Shockers,UNC Asheville Bulldogs,75,58,34,30,41,28,False,Charles Koch Arena,,75,58,34.0,30.0,41.0,28.0,150.3100128173828,8.48893928527832,,,133,17,Away Cover,Under,34.0,30.0,41.0,28.0,34,30,41,28,64.0,69.0
401826946,2025-11-04,2025-11-05 01:00:00+00:00,Utah Valley Wolverines,West Coast Baptist Eagles,116,35,64,16,52,19,False,UCCU Center,,116,35,64.0,16.0,52.0,19.0,152.04531860351562,29.47340583801269,,,151,81,Away Cover,Under,64.0,16.0,52.0,19.0,64,16,52,19,80.0,71.0
401826803,2025-11-04,2025-11-05 01:00:00+00:00,Rice Owls,College Of Biblical Studies Ambassadors,109,38,65,18,44,20,False,Tudor Fieldhouse,,109,38,65.0,18.0,44.0,20.0,151.774169921875,26.19458198547364,,,147,71,Away Cover,Under,65.0,18.0,44.0,20.0,65,18,44,20,83.0,64.0
401825185,2025-11-04,2025-11-05 01:00:00+00:00,Little Rock Trojans,Arkansas Baptist Buffaloes,92,63,37,42,55,21,False,Jack Stephens Center,,92,63,37.0,42.0,55.0,21.0,150.6353759765625,12.423526763916016,,,155,29,Away Cover,Under,37.0,42.0,55.0,21.0,37,42,55,21,79.0,76.0
401823321,2025-11-04,2025-11-05 01:00:00+00:00,Missouri State Bears,Missouri Southern State Lions,88,70,40,43,48,27,False,Great Southern Bank Arena,,88,70,40.0,43.0,48.0,27.0,150.3371124267578,8.816821098327637,,,158,18,Away Cover,Under,40.0,43.0,48.0,27.0,40,43,48,27,83.0,75.0
401822329,2025-11-04,2025-11-05 01:00:00+00:00,Valparaiso Beacons,Eastern Illinois Panthers,66,63,31,25,35,38,False,Athletics-Recreation Center,,66,63,31.0,25.0,35.0,38.0,149.93040466308594,3.8985867500305176,,,129,3,Away Cover,Under,31.0,25.0,35.0,38.0,31,25,35,38,56.0,73.0
401819888,2025-11-04,2025-11-05 01:00:00+00:00,Kansas State Wildcats,UNC Greensboro Spartans,93,64,33,34,60,30,False,Bramlage Coliseum,,93,64,33.0,34.0,60.0,30.0,150.6353759765625,12.423526763916016,,,157,29,Away Cover,Under,33.0,34.0,60.0,30.0,33,34,60,30,67.0,90.0
401813286,2025-11-04,2025-11-05 01:00:00+00:00,Oklahoma State Cowboys,Oral Roberts Golden Eagles,95,71,50,46,45,25,False,Gallagher-Iba Arena,,95,71,50.0,46.0,45.0,25.0,150.4998016357422,10.784114837646484,,,166,24,Away Cover,Under,50.0,46.0,45.0,25.0,50,46,45,25,96.0,70.0
401823398,2025-11-04,2025-11-05 01:30:00+00:00,Iowa Hawkeyes,Robert Morris Colonials,101,69,49,26,52,43,False,Carver-Hawkeye Arena,,101,69,49.0,26.0,52.0,43.0,150.7167205810547,13.40717315673828,,,170,32,Away Cover,Under,49.0,26.0,52.0,43.0,49,26,52,43,75.0,95.0
401830629,2025-11-04,2025-11-05 02:00:00+00:00,New Mexico State Aggies,Adams State Grizzlies,83,72,43,36,40,36,False,Pan American Center,,83,72,43.0,36.0,40.0,36.0,150.14732360839844,6.521645545959473,,,155,11,Away Cover,Under,43.0,36.0,40.0,36.0,43,36,40,36,79.0,76.0
401830409,2025-11-04,2025-11-05 02:00:00+00:00,UC Santa Barbara Gauchos,San Francisco State Gators,98,67,58,35,40,32,False,The Thunderdome,,98,67,58.0,35.0,40.0,32.0,150.68960571289062,13.079290390014648,,,165,31,Away Cover,Under,58.0,35.0,40.0,32.0,58,35,40,32,93.0,72.0
401824110,2025-11-04,2025-11-05 02:00:00+00:00,San Diego Toreros,Occidental Tigers,88,59,57,28,31,31,False,Jenny Craig Pavilion,,88,59,57.0,28.0,31.0,31.0,150.6353759765625,12.423526763916016,,,147,29,Away Cover,Under,57.0,28.0,31.0,31.0,57,28,31,31,85.0,62.0
