game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401851289,2026-03-11,2026-03-11 16:30:00+00:00,Iowa State Cyclones,Arizona State Sun Devils,91,42,45,16,46,26,True,T-Mobile Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,153.8397216796875,11.163808822631836,148.5,-11.5,133,49,Home Cover,Under,,,,,91.0,42.0,45.0,16.0,46.0,26.0,61.0,72.0
401851174,2026-03-11,2026-03-11 18:45:00+00:00,Louisville Cardinals,SMU Mustangs,62,58,26,26,36,32,True,Spectrum Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,153.3824462890625,2.0387725830078125,163.5,-6.5,120,4,Away Cover,Under,,,,,62.0,58.0,26.0,26.0,36.0,32.0,52.0,68.0
401851258,2026-03-11,2026-03-11 15:30:00+00:00,La Salle Explorers,St. Bonaventure Bonnies,80,99,33,48,47,51,True,PPG Paints Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,138.8287677001953,-5.144692147572835,144.5,5.5,179,-19,Away Cover,Over,,,,,80.0,99.0,33.0,48.0,47.0,51.0,81.0,98.0
401851365,2026-03-11,2026-03-11 16:00:00+00:00,Iowa Hawkeyes,Maryland Terrapins,75,64,25,26,50,38,True,United Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,69.3591251373291,-3.1165135383605955,134.5,-12.5,139,11,Away Cover,Over,,,,,75.0,64.0,25.0,26.0,50.0,38.0,51.0,88.0
401851173,2026-03-11,2026-03-11 16:00:00+00:00,NC State Wolfpack,Pittsburgh Panthers,98,88,51,50,47,38,True,Spectrum Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,150.05271911621094,8.498411178588867,144.5,-8.5,186,10,Home Cover,Over,,,,,98.0,88.0,51.0,50.0,47.0,38.0,101.0,85.0
401851557,2026-03-11,2026-03-11 16:30:00+00:00,Kentucky Wildcats,LSU Tigers,87,82,46,43,41,39,True,Bridgestone Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,156.52056884765625,8.99841022491455,151.5,-8.5,169,5,Away Cover,Over,,,,,87.0,82.0,46.0,43.0,41.0,39.0,89.0,80.0
401851718,2026-03-11,2026-03-11 18:00:00+00:00,Bethune-Cookman Wildcats,Prairie View A&M Panthers,67,71,32,32,35,39,True,Gateway Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,136.85385131835938,-3.522709846496582,150.5,-5.5,138,-4,Away Cover,Under,,,,,67.0,71.0,32.0,32.0,35.0,39.0,64.0,74.0
401851260,2026-03-11,2026-03-11 18:00:00+00:00,Richmond Spiders,Loyola Chicago Ramblers,67,75,38,32,29,43,True,PPG Paints Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,146.03353881835938,-12.405715942382812,143.5,-5.5,142,-8,Away Cover,Under,,,,,67.0,75.0,38.0,32.0,29.0,43.0,70.0,72.0
401851367,2026-03-11,2026-03-11 18:30:00+00:00,Washington Huskies,USC Trojans,83,79,33,40,38,31,True,United Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,117.6877655029297,-5.786195921897888,152.5,-5.5,162,4,Away Cover,Over,,,,,83.0,79.0,33.0,40.0,50.0,39.0,73.0,89.0
401851495,2026-03-11,2026-03-11 19:00:00+00:00,UNLV Rebels,Wyoming Cowboys,73,70,44,31,29,39,True,Thomas & Mack Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,145.03384399414062,7.750168800354004,153.5,-3.5,143,3,Away Cover,Under,,,,,73.0,70.0,44.0,31.0,29.0,39.0,75.0,68.0
