game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,ml_home,market_total_1h,market_total_2h,spread_home_1h,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,ml_implied_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401825481,2026,2026-01-30,2026-01-31 01:00:00+00:00,2026-01-30 20:00,EST,Michigan State Spartans,Michigan Wolverines,71,83,26,42,45,41,False,Breslin Center,,,154,-12,148.5,1.5,100.0,72.0225,76.4775,0.75,68,86,,,,,,,away_cover,-16,away_cover,,0.5,0.0,,,,,,,,,,1
401828400,2026,2026-01-30,2026-01-31 01:00:00+00:00,2026-01-30 20:00,EST,Saint Louis Billikens,Dayton Flyers,102,71,46,29,56,42,False,Chaifetz Arena,,,173,31,152.5,-9.5,-525.0,73.96249999999999,78.53750000000001,-4.75,75,98,,,,,,,home_cover,17,home_cover,,0.84,1.0,,,,,,,,,,1
401858731,2026,2026-01-30,2026-01-30 20:00:00+00:00,2026-01-30 15:00,EST,UL Monroe Warhawks,Georgia Southern Eagles,76,79,33,37,43,42,True,Fredrick C. Hobdy Assembly Center,,,155,-3,161.5,11.0,550.0,78.3275,83.1725,5.5,70,85,,,,,,,away_cover,-4,away_cover,,0.1538461538461538,0.0,,,,,,,,,,1
401826866,2026,2026-01-30,2026-01-30 23:00:00+00:00,2026-01-30 18:00,EST,Cornell Big Red,Princeton Tigers,87,64,48,32,39,32,False,Newman Arena,,,151,23,159.5,-7.0,-317.5,77.3575,82.1425,-3.5,80,71,,,,,,,home_cover,16,home_cover,,0.7604790419161677,1.0,,,,,,,,,,1
401814549,2026,2026-01-30,2026-01-30 23:00:00+00:00,2026-01-30 18:00,EST,Akron Zips,Kent State Golden Flashes,69,52,38,29,31,23,False,James A. Rhodes Arena,,,121,17,166.5,-10.5,-630.0,80.7525,85.7475,-5.25,67,54,,,,,,,home_cover,9,home_cover,,0.863013698630137,1.0,,,,,,,,,,1
401817643,2026,2026-01-30,2026-01-30 23:30:00+00:00,2026-01-30 18:30,EST,Youngstown State Penguins,IU Indianapolis Jaguars,85,76,34,39,51,37,False,Beeghly Center,,,161,9,154.75,-10.75,-650.0,75.05375,79.69625,-5.375,73,88,,,,,,,home_cover,-5,home_cover,,0.8666666666666667,1.0,,,,,,,,,,1
401813390,2026,2026-01-30,2026-01-30 23:30:00+00:00,2026-01-30 18:30,EST,Niagara Purple Eagles,Siena Saints,79,82,40,42,39,40,False,Gallagher Center,,,161,-3,128.5,10.0,400.0,62.3225,66.17750000000001,5.0,82,79,,,,,,,away_cover,-2,away_cover,,0.2,0.0,,,,,,,,,,1
401828204,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Charlotte 49ers,Rice Owls,80,70,37,30,43,40,False,Halton Arena,,,150,10,141.5,-5.25,-230.0,68.6275,72.8725,-2.625,67,83,,,,,,,home_cover,7,home_cover,,0.696969696969697,1.0,,,,,,,,,,1
401823317,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Iona Gaels,Fairfield Stags,70,71,35,34,35,37,False,Hynes Athletics Center,,,141,-1,146.5,-2.25,-145.0,71.0525,75.4475,-1.125,69,72,,,,,,,home_cover,1,home_cover,,0.5918367346938775,0.0,,,,,,,,,,1
401822922,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Villanova Wildcats,Providence Friars,87,73,45,28,42,45,False,Finneran Pavilion,,,160,14,157.0,-9.5,-500.0,76.145,80.855,-4.75,73,87,,,,,,,home_cover,17,home_cover,,0.8333333333333334,1.0,,,,,,,,,,1
401820590,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Quinnipiac Bobcats,Sacred Heart Pioneers,91,98,50,47,41,51,False,M&T Bank Arena,,,189,-7,156.5,-9.0,-455.0,75.9025,80.5975,-4.5,97,92,,,,,,,home_cover,3,home_cover,,0.8198198198198198,0.0,,,,,,,,,,1
401818311,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Yale Bulldogs,Dartmouth Big Green,83,68,33,32,50,36,False,John J. Lee Amphitheater,,,151,15,154.5,-15.5,-1600.0,74.9325,79.5675,-7.75,65,86,,,,,,,home_cover,1,home_cover,,0.9411764705882352,1.0,,,,,,,,,,1
401817646,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Green Bay Phoenix,Cleveland State Vikings,82,89,27,39,55,50,False,Resch Center,,,171,-7,150.5,-7.5,-352.5,72.99249999999999,77.50750000000001,-3.75,66,105,,,,,,,home_cover,-12,away_cover,,0.7790055248618785,0.0,,,,,,,,,,1
401817644,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Detroit Mercy Titans,Northern Kentucky Norse,90,77,44,38,46,39,False,Calihan Hall,,,167,13,161.75,6.0,223.5,78.44875,83.30125,3.0,82,85,,,,,,,home_cover,6,home_cover,,0.3091190108191654,1.0,,,,,,,,,,1
401813337,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Canisius Golden Griffins,Marist Red Foxes,86,88,35,37,38,36,False,Koessler Athletic Center,,,174,-2,128.5,10.5,475.0,62.3225,66.17750000000001,5.25,72,74,,,,,,,away_cover,-2,away_cover,,0.1739130434782608,0.0,,,,,,,,,,1
401813304,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Manhattan Jaspers,Rider Broncs,95,90,45,43,50,47,False,Draddy Gymnasium,,,185,5,146.5,-6.0,-260.0,71.0525,75.4475,-3.0,88,97,,,,,,,home_cover,2,home_cover,,0.7222222222222222,1.0,,,,,,,,,,1
401812617,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Brown Bears,Harvard Crimson,59,69,28,34,31,35,False,Pizzitola Sports Center,,,128,-10,134.5,1.5,105.0,65.2325,69.2675,0.75,62,66,,,,,,,away_cover,-6,away_cover,,0.4878048780487805,0.0,,,,,,,,,,1
401812590,2026,2026-01-30,2026-01-31 00:00:00+00:00,2026-01-30 19:00,EST,Columbia Lions,Pennsylvania Quakers,72,67,32,27,40,40,False,Levien Gymnasium,,,139,5,153.5,-5.5,-245.0,74.44749999999999,79.05250000000001,-2.75,59,80,,,,,,,home_cover,5,home_cover,,0.7101449275362319,1.0,,,,,,,,,,1
401817645,2026,2026-01-30,2026-01-31 01:00:00+00:00,2026-01-30 20:00,EST,Milwaukee Panthers,Wright State Raiders,69,76,26,36,43,40,False,UW-Milwaukee Panther Arena,,,145,-7,151.5,3.5,140.0,73.47749999999999,78.02250000000001,1.75,62,83,,,,,,,away_cover,-10,away_cover,,0.4166666666666667,0.0,,,,,,,,,,1
401813414,2026,2026-01-30,2026-01-31 01:00:00+00:00,2026-01-30 20:00,EST,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,66,58,32,33,34,25,False,Yanitelli Center,,,124,8,136.5,-6.0,-275.0,66.2025,70.2975,-3.0,65,59,,,,,,,home_cover,-1,home_cover,,0.7333333333333333,1.0,,,,,,,,,,1
401828401,2026,2026-01-30,2026-01-31 02:00:00+00:00,2026-01-30 21:00,EST,VCU Rams,Loyola Chicago Ramblers,89,75,46,46,43,29,False,Siegel Center,,,164,14,151.0,-18.5,-2500.0,73.235,77.765,-9.25,92,72,,,,,,,home_cover,0,home_cover,,0.9615384615384616,1.0,,,,,,,,,,1
401823799,2026,2026-01-30,2026-01-31 02:00:00+00:00,2026-01-30 21:00,EST,Grand Canyon Lopes,Boise State Broncos,86,69,43,41,43,28,False,Global Credit Union Arena,,,155,17,140.5,-1.0,-115.0,68.1425,72.3575,-0.5,84,71,,,,,,,home_cover,2,home_cover,,0.5348837209302325,1.0,,,,,,,,,,1
401829317,2026,2026-01-30,2026-01-31 03:00:00+00:00,2026-01-30 22:00,EST,Nevada Wolf Pack,UNLV Rebels,89,76,33,28,56,48,False,Lawlor Events Center,,,165,13,147.25,-8.5,-400.0,71.41625,75.83375,-4.25,61,104,,,,,,,home_cover,5,home_cover,,0.8,1.0,,,,,,,,,,1
