game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401825509,2026-02-11,2026-02-12 01:30:00+00:00,Northwestern Wildcats,Michigan Wolverines,75,87,44,35,31,52,False,Welsh-Ryan Arena,,0,0,,,,,94.54363479614258,-12.34114694595337,154.0,15.5,162,-12,Home Cover,Over,,,,,75.0,87.0,44.0,35.0,31.0,52.0,79.0,83.0
401822940,2026-02-11,2026-02-12 00:30:00+00:00,Butler Bulldogs,UConn Huskies,70,80,38,41,32,39,False,Hinkle Fieldhouse,,0,0,,,,,151.5714874267578,-23.939178466796875,144.5,11.0,150,-10,Home Cover,Over,,,,,70.0,80.0,38.0,41.0,32.0,39.0,79.0,71.0
401808230,2026-02-11,2026-02-12 00:00:00+00:00,Georgia Bulldogs,Florida Gators,66,86,27,43,39,43,False,Stegeman Coliseum,,0,0,,,,,95.36221160888672,-11.388240003585816,165.5,8.75,152,-20,Away Cover,Under,,,,,66.0,86.0,27.0,43.0,39.0,43.0,70.0,82.0
401827678,2026-02-11,2026-02-12 01:00:00+00:00,Texas Tech Red Raiders,Colorado Buffaloes,78,44,39,22,39,22,False,United Supermarkets Arena,,0,0,,,,,101.7930908203125,10.698348426818846,155.75,-13.5,122,34,Home Cover,Under,,,,,78.0,44.0,39.0,22.0,39.0,22.0,61.0,61.0
401820733,2026-02-11,2026-02-12 00:00:00+00:00,Clemson Tigers,Virginia Tech Hokies,66,76,33,40,33,36,False,Littlejohn Coliseum,,0,0,,,,,152.19659423828125,-3.2123923301696777,137.5,-8.5,142,-10,Away Cover,Over,,,,,66.0,76.0,33.0,40.0,33.0,36.0,73.0,69.0
401825508,2026-02-11,2026-02-11 23:00:00+00:00,Maryland Terrapins,Iowa Hawkeyes,77,70,37,32,40,38,False,XFINITY Center,,0,0,,,,,98.16310501098631,-1.3518884658813477,138.5,10.5,147,7,Home Cover,Over,,,,,77.0,70.0,37.0,32.0,40.0,38.0,69.0,78.0
401824393,2026-02-11,2026-02-11 23:00:00+00:00,Holy Cross Crusaders,Colgate Raiders,70,74,23,33,47,41,False,Hart Center,,0,0,,,,,138.87547302246094,-11.526691436767578,143.0,8.0,144,-4,Home Cover,Over,,,,,70.0,74.0,23.0,33.0,47.0,41.0,56.0,88.0
401824372,2026-02-11,2026-02-11 23:00:00+00:00,Army Black Knights,Boston University Terriers,68,85,29,40,39,45,False,Christl Arena,,0,0,,,,,138.86920166015625,-1.7354388236999512,140.5,3.0,153,-17,Away Cover,Over,,,,,68.0,85.0,29.0,40.0,39.0,45.0,69.0,84.0
401809367,2026-02-11,2026-02-11 23:00:00+00:00,Western Carolina Catamounts,The Citadel Bulldogs,87,49,52,25,35,24,False,Ramsey Center,,0,0,,,,,137.43223571777344,-2.1312131881713867,146.0,-9.0,136,38,Home Cover,Under,,,,,87.0,49.0,52.0,25.0,35.0,24.0,77.0,59.0
401828423,2026-02-11,2026-02-11 23:30:00+00:00,La Salle Explorers,VCU Rams,68,77,31,37,37,40,False,John Glaser Arena,,0,0,,,,,142.9898681640625,-15.440027236938477,147.0,13.0,145,-9,Home Cover,Under,,,,,68.0,77.0,31.0,37.0,37.0,40.0,68.0,77.0
401825510,2026-02-11,2026-02-11 23:30:00+00:00,Ohio State Buckeyes,USC Trojans,89,82,40,43,49,39,False,Value City Arena,,0,0,,,,,100.43680572509766,5.267726421356201,152.5,-7.5,171,7,Away Cover,Over,,,,,89.0,82.0,40.0,43.0,49.0,39.0,83.0,88.0
401828677,2026-02-11,2026-02-12 00:00:00+00:00,Lehigh Mountain Hawks,American University Eagles,90,82,47,34,43,48,False,Stabler Arena,,0,0,,,,,139.70443725585938,10.604330062866213,140.5,1.5,172,8,Home Cover,Over,,,,,90.0,82.0,47.0,34.0,43.0,48.0,81.0,91.0
401828221,2026-02-11,2026-02-12 00:00:00+00:00,East Carolina Pirates,UTSA Roadrunners,88,72,46,31,42,41,False,Minges Coliseum,,0,0,,,,,141.75462341308594,2.844899892807007,150.25,-10.5,160,16,Home Cover,Over,,,,,88.0,72.0,46.0,31.0,42.0,41.0,77.0,83.0
401820738,2026-02-11,2026-02-12 00:00:00+00:00,Syracuse Orange,California Golden Bears,107,100,35,35,43,43,False,JMA Wireless Dome,,0,0,,,,,148.24560546875,9.844364166259766,148.5,-6.5,207,7,Home Cover,Over,,,,,107.0,100.0,35.0,35.0,72.0,65.0,70.0,137.0
401820204,2026-02-11,2026-02-12 00:00:00+00:00,Lafayette Leopards,Loyola Maryland Greyhounds,54,68,29,40,25,28,False,Kirby Sports Center,,0,0,,,,,139.44088745117188,-0.8439140319824219,146.5,-3.0,122,-14,Away Cover,Under,,,,,54.0,68.0,29.0,40.0,25.0,28.0,69.0,53.0
401814561,2026-02-11,2026-02-12 00:00:00+00:00,Western Michigan Broncos,Toledo Rockets,79,90,41,50,38,40,False,University Arena (MI),,0,0,,,,,143.92302083333334,-6.4398357200622565,154.5,6.5,169,-11,Away Cover,Over,,,,,79.0,90.0,41.0,50.0,38.0,40.0,91.0,78.0
401814560,2026-02-11,2026-02-12 00:00:00+00:00,Kent State Golden Flashes,Eastern Michigan Eagles,95,91,40,47,55,44,False,M.A.C. Center,,0,0,,,,,144.09258015950522,18.97273635864257,145.0,-10.25,186,4,Away Cover,Over,,,,,95.0,91.0,40.0,47.0,55.0,44.0,87.0,99.0
401814559,2026-02-11,2026-02-12 00:00:00+00:00,Ball State Cardinals,Buffalo Bulls,53,63,27,30,26,33,False,Worthen Arena,,0,0,,,,,145.24995849609377,-6.972924219767252,141.5,1.5,116,-10,Away Cover,Under,,,,,53.0,63.0,27.0,30.0,26.0,33.0,57.0,59.0
401809366,2026-02-11,2026-02-12 00:00:00+00:00,UNC Greensboro Spartans,VMI Keydets,92,71,47,20,45,51,False,First Horizon Coliseum,,0,0,,,,,143.486328125,5.464796543121338,150.5,-8.5,163,21,Home Cover,Over,,,,,92.0,71.0,47.0,20.0,45.0,51.0,67.0,96.0
401809365,2026-02-11,2026-02-12 00:00:00+00:00,Samford Bulldogs,Wofford Terriers,97,80,47,34,50,46,False,Pete Hanna Center,,0,0,,,,,144.7946014404297,0.2290172576904297,150.5,-5.5,177,17,Home Cover,Over,,,,,97.0,80.0,47.0,34.0,50.0,46.0,81.0,96.0
401809364,2026-02-11,2026-02-12 00:00:00+00:00,Mercer Bears,Furman Paladins,69,64,29,31,40,33,False,Hawkins Arena,,0,0,,,,,146.0593719482422,2.3942887783050537,151.5,-3.5,133,5,Home Cover,Under,,,,,69.0,64.0,29.0,31.0,40.0,33.0,60.0,73.0
401809363,2026-02-11,2026-02-12 00:00:00+00:00,East Tennessee State Buccaneers,Chattanooga Mocs,73,61,32,27,41,34,False,Freedom Hall (TN),,0,0,,,,,142.8345184326172,-0.6069488525390625,145.5,-10.5,134,12,Home Cover,Under,,,,,73.0,61.0,32.0,27.0,41.0,34.0,59.0,75.0
401808227,2026-02-11,2026-02-12 00:00:00+00:00,Ole Miss Rebels,Alabama Crimson Tide,74,93,30,32,44,61,False,The Sandy and John Black Pavilion at Ole Miss,,0,0,,,,,152.14768981933594,-21.98367118835449,164.0,6.5,167,-19,Away Cover,Over,,,,,74.0,93.0,30.0,32.0,44.0,61.0,62.0,105.0
401807738,2026-02-11,2026-02-12 00:00:00+00:00,North Alabama Lions,West Georgia Wolves,73,82,40,46,33,36,False,Flowers Hall,,0,0,,,,,142.66937255859375,4.1907806396484375,145.0,-1.0,155,-9,Away Cover,Over,,,,,73.0,82.0,40.0,46.0,33.0,36.0,86.0,69.0
