game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401811102,2025-11-05,2025-11-06 01:00:00+00:00,creighton bluejays,south dakota coyotes,92,76,48,35,44,41,False,CHI Health Center Omaha,,92,76,48.0,35.0,44.0,41.0,150.28289794921875,8.161056518554688,,,168,16,Away Cover,Under,48.0,35.0,44.0,41.0,48,35,44,41,83.0,85.0
401822993,2025-11-05,2025-11-05 16:30:00+00:00,middle tennessee blue raiders,milligan buffaloes,100,51,48,26,52,25,False,Murphy Center,,100,51,48.0,26.0,52.0,25.0,151.1776580810547,18.981172561645508,,,151,49,Away Cover,Under,48.0,26.0,52.0,25.0,48,26,52,25,74.0,77.0
401826937,2025-11-05,2025-11-05 23:00:00+00:00,presbyterian blue hose,bluefield university ramblin rams,105,76,49,39,56,37,False,Templeton Center,,105,76,49.0,39.0,56.0,37.0,150.6353759765625,12.423526763916016,,,181,29,Away Cover,Under,49.0,39.0,56.0,37.0,49,39,56,37,88.0,93.0
401820604,2025-11-05,2025-11-05 23:00:00+00:00,binghamton bearcats,rit tigers,66,56,34,27,32,29,False,Events Center (Binghamton),,66,56,34.0,27.0,32.0,29.0,150.12020874023438,6.19376277923584,,,122,10,Away Cover,Under,34.0,27.0,32.0,29.0,34,27,32,29,61.0,61.0
401812626,2025-11-05,2025-11-05 23:00:00+00:00,rutgers scarlet knights,rider broncs,81,53,35,24,46,29,False,Jersey Mike’s Arena,,81,53,35.0,24.0,46.0,29.0,150.60826110839844,12.095643997192385,,,134,28,Away Cover,Under,35.0,24.0,46.0,29.0,35,24,46,29,59.0,75.0
401826731,2025-11-05,2025-11-05 23:30:00+00:00,app state mountaineers,carolina university bruins,92,46,53,19,39,27,False,Holmes Convocation Center,,92,46,53.0,19.0,39.0,27.0,151.0963134765625,17.997526168823242,,,138,46,Away Cover,Under,53.0,19.0,39.0,27.0,53,19,39,27,72.0,66.0
401822176,2025-11-05,2025-11-05 23:30:00+00:00,la salle explorers,coppin state eagles,87,59,47,23,40,36,False,John Glaser Arena,,87,59,47.0,23.0,40.0,36.0,150.60826110839844,12.095643997192385,,,146,28,Away Cover,Under,47.0,23.0,40.0,36.0,47,23,40,36,70.0,76.0
401831374,2025-11-05,2025-11-06 00:00:00+00:00,utsa roadrunners,college of biblical studies ambassadors,97,30,56,18,41,12,False,UTSA Convocation Center,,97,30,56.0,18.0,41.0,12.0,151.6657257080078,24.883054733276367,,,127,67,Away Cover,Under,56.0,18.0,41.0,12.0,56,18,41,12,74.0,53.0
401830341,2025-11-05,2025-11-06 00:00:00+00:00,mississippi valley state delta devils,mississippi university for women owls,97,61,40,27,57,34,False,R.W. Harrison HPER Complex,,97,61,40.0,27.0,57.0,34.0,150.82518005371094,14.71870231628418,,,158,36,Away Cover,Under,40.0,27.0,57.0,34.0,40,27,57,34,67.0,91.0
401829495,2025-11-05,2025-11-06 00:00:00+00:00,james madison dukes,washington and lee generals,70,56,38,30,32,26,False,Atlantic Union Bank Center,,70,56,38.0,30.0,32.0,26.0,150.22866821289062,7.505291938781738,,,126,14,Away Cover,Under,38.0,30.0,32.0,26.0,38,30,32,26,68.0,58.0
401829411,2025-11-05,2025-11-06 00:00:00+00:00,lafayette leopards,dickinson pa red devils,79,44,43,26,36,18,False,Kirby Sports Center,,79,44,43.0,26.0,36.0,18.0,150.79806518554688,14.390819549560549,,,123,35,Away Cover,Under,43.0,26.0,36.0,18.0,43,26,36,18,69.0,54.0
401828719,2025-11-05,2025-11-06 00:00:00+00:00,norfolk state spartans,regent royals,119,55,62,29,57,26,False,Joseph G. Echols Hall,,119,55,62.0,29.0,57.0,26.0,151.58438110351562,23.8994083404541,,,174,64,Away Cover,Under,62.0,29.0,57.0,26.0,62,29,57,26,91.0,83.0
