game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,home_score,away_score,result,pnl_units
401820605,Georgetown Hoyas,Binghamton Bearcats,2h,moneyline,Fanatics,Binghamton Bearcats ML,93.87922532347106,4500.0,-4.17474365234375,181.55563512033152,0,,,0,0,0,push,0.0
401820605,Georgetown Hoyas,Binghamton Bearcats,2h,moneyline,FanDuel,Binghamton Bearcats ML,93.13278938730896,4000.0,-4.17474365234375,181.55563512033152,0,,,0,0,0,push,0.0
401820605,Georgetown Hoyas,Binghamton Bearcats,2h,moneyline,BetMGM,Binghamton Bearcats ML,91.71895190822556,3300.0,-4.17474365234375,181.55563512033152,0,,,0,0,0,push,0.0
401817254,NC State Wolfpack,UNC Greensboro Spartans,2h,moneyline,BetMGM,UNC Greensboro Spartans ML,89.74153716921148,3300.0,-6.380009174346924,248.7877362468097,0,,,0,0,0,push,0.0
401822736,VCU Rams,Saint Peter's Peacocks,2h,moneyline,FanDuel,Saint Peter's Peacocks ML,84.52048402152158,2200.0,-6.580840110778809,256.0288675050036,0,,,0,0,0,push,0.0
401822736,VCU Rams,Saint Peter's Peacocks,2h,moneyline,Fanatics,Saint Peter's Peacocks ML,83.04624440452363,2000.0,-6.580840110778809,256.0288675050036,0,,,0,0,0,push,0.0
401828544,Vanderbilt Commodores,Eastern Kentucky Colonels,2h,moneyline,Fanatics,Eastern Kentucky Colonels ML,80.89117031767397,3500.0,-12.399919509887695,587.9178685637373,0,,,0,0,0,push,0.0
401828544,Vanderbilt Commodores,Eastern Kentucky Colonels,2h,moneyline,BetMGM,Eastern Kentucky Colonels ML,79.76712151283125,3300.0,-12.399919509887695,587.9178685637373,0,,,0,0,0,push,0.0
401822736,VCU Rams,Saint Peter's Peacocks,2h,moneyline,BetMGM,Saint Peter's Peacocks ML,79.05712544088213,1600.0,-6.580840110778809,256.0288675050036,0,,,0,0,0,push,0.0
401822736,VCU Rams,Saint Peter's Peacocks,2h,moneyline,Caesars,Saint Peter's Peacocks ML,78.42249287848463,1550.0,-6.580840110778809,256.0288675050036,0,,,0,0,0,push,0.0
401826931,Utah State Aggies,Weber State Wildcats,2h,moneyline,FanDuel,Weber State Wildcats ML,75.9031245342132,1600.0,-7.911836624145508,309.6468829183753,0,,,0,0,0,push,0.0
401826931,Utah State Aggies,Weber State Wildcats,2h,moneyline,BetRivers,Weber State Wildcats ML,74.39706981760155,1500.0,-7.911836624145508,309.6468829183753,0,,,0,0,0,push,0.0
401822759,South Florida Bulls,Coppin St Eagles,2h,moneyline,BetMGM,Coppin St Eagles ML,73.64194610449498,3300.0,-14.522531509399414,796.1738324471709,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,FanDuel,Montana St Bobcats ML,71.88445938260102,890.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401826931,Utah State Aggies,Weber State Wildcats,2h,moneyline,BetMGM,Weber State Wildcats ML,71.7484908332155,1350.0,-7.911836624145508,309.6468829183753,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,DraftKings,Montana St Bobcats ML,70.70064714607895,850.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,BetOnline.ag,Montana St Bobcats ML,70.26240896236645,836.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,LowVig.ag,Montana St Bobcats ML,70.26240896236645,836.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,BetUS,Montana St Bobcats ML,69.90877274462163,825.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,BetRivers,Montana St Bobcats ML,69.07290532086111,800.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,BetMGM,Montana St Bobcats ML,68.1892740443143,775.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401822311,Indiana Hoosiers,Milwaukee Panthers,2h,moneyline,FanDuel,Milwaukee Panthers ML,67.66556408554062,2500.0,-14.016934394836426,740.6953337759439,0,,,0,0,0,push,0.0
401817466,Stanford Cardinal,Montana St Bobcats,2h,moneyline,Bovada,Montana St Bobcats ML,67.25366445738236,750.0,-4.049802780151367,178.34385211224998,0,,,0,0,0,push,0.0
401812284,Texas Longhorns,Fairleigh Dickinson Knights,2h,moneyline,BetMGM,Fairleigh Dickinson Knights ML,65.39364661108678,3300.0,-16.634855270385742,1076.616015223049,0,,,0,0,0,push,0.0
401822311,Indiana Hoosiers,Milwaukee Panthers,2h,moneyline,Caesars,Milwaukee Panthers ML,63.4480289662633,2200.0,-14.016934394836426,740.6953337759439,0,,,0,0,0,push,0.0
401826726,San Francisco Dons,Portland St Vikings,2h,moneyline,FanDuel,Portland St Vikings ML,59.96738178536656,630.0,-4.574952125549316,192.2381129668241,0,,,0,0,0,push,0.0
401822311,Indiana Hoosiers,Milwaukee Panthers,2h,moneyline,BetMGM,Milwaukee Panthers ML,59.9668888678122,2000.0,-14.016934394836426,740.6953337759439,0,,,0,0,0,push,0.0
401822311,Indiana Hoosiers,Milwaukee Panthers,2h,moneyline,Fanatics,Milwaukee Panthers ML,59.9668888678122,2000.0,-14.016934394836426,740.6953337759439,0,,,0,0,0,push,0.0
401828282,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,2h,moneyline,FanDuel,Oral Roberts Golden Eagles ML,59.39163882416332,270.0,4.816987037658691,-199.0012669660721,0,,,0,0,0,push,0.0
401828282,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,2h,moneyline,Bovada,Oral Roberts Golden Eagles ML,58.26362879150119,260.0,4.816987037658691,-199.0012669660721,0,,,0,0,0,push,0.0
401828282,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,2h,moneyline,Caesars,Oral Roberts Golden Eagles ML,58.26362879150119,260.0,4.816987037658691,-199.0012669660721,0,,,0,0,0,push,0.0
401828282,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,2h,moneyline,DraftKings,Oral Roberts Golden Eagles ML,58.26362879150119,260.0,4.816987037658691,-199.0012669660721,0,,,0,0,0,push,0.0
401828282,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,2h,moneyline,BetUS,Oral Roberts Golden Eagles ML,58.03046470653751,258.0,4.816987037658691,-199.0012669660721,0,,,0,0,0,push,0.0
