game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401825544,2026-02-27,2026-02-28 01:00:00+00:00,Illinois Fighting Illini,Michigan Wolverines,70,84,31,38,39,46,False,State Farm Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,99.98003082275392,-2.2270665407180785,158.5,2.5,154,-14,Away Cover,Under,,,,,70.0,84.0,31.0,38.0,39.0,46.0,69.0,85.0
401814590,2026-02-27,2026-02-27 23:00:00+00:00,Western Michigan Broncos,Miami (OH) RedHawks,67,69,30,26,37,43,False,University Arena (MI),STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,141.19239807128906,-5.605592250823975,161.5,12.0,136,-2,Home Cover,Under,,,,,67.0,69.0,30.0,26.0,37.0,43.0,56.0,80.0
401818335,2026-02-27,2026-02-27 23:00:00+00:00,Cornell Big Red,Yale Bulldogs,72,69,35,30,37,39,False,Newman Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.70645141601562,-7.690369968414306,165.5,4.0,141,3,Home Cover,Under,,,,,72.0,69.0,35.0,30.0,37.0,39.0,65.0,76.0
401813395,2026-02-27,2026-02-27 23:30:00+00:00,Niagara Purple Eagles,Quinnipiac Bobcats,78,76,31,32,37,36,False,Gallagher Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,139.4598388671875,2.76379132270813,135.5,8.0,154,2,Home Cover,Over,,,,,78.0,76.0,31.0,32.0,47.0,44.0,63.0,91.0
401828448,2026-02-27,2026-02-28 00:00:00+00:00,George Washington Revolutionaries,Dayton Flyers,66,68,31,34,35,34,False,Charles E. Smith Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,143.60365295410156,-24.97535896301269,152.5,-3.5,134,-2,Away Cover,Under,,,,,66.0,68.0,31.0,34.0,35.0,34.0,65.0,69.0
401823856,2026-02-27,2026-02-28 00:00:00+00:00,Iona Gaels,Rider Broncs,80,58,40,30,40,28,False,Hynes Athletics Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,143.446044921875,8.064779281616211,141.0,-12.5,138,22,Home Cover,Under,,,,,80.0,58.0,40.0,30.0,40.0,28.0,70.0,68.0
401818546,2026-02-27,2026-02-28 00:00:00+00:00,Columbia Lions,Brown Bears,80,62,31,32,49,30,False,Levien Gymnasium,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,140.42156982421875,1.625922679901123,140.0,-5.0,142,18,Home Cover,Over,,,,,80.0,62.0,31.0,32.0,49.0,30.0,63.0,79.0
401813432,2026-02-27,2026-02-28 00:00:00+00:00,Fairfield Stags,Siena Saints,72,58,37,23,35,35,False,Leo D. Mahoney Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,93.23732147216796,0.7301056385040281,143.5,1.5,130,14,Home Cover,Under,,,,,72.0,58.0,37.0,23.0,35.0,35.0,60.0,70.0
401813418,2026-02-27,2026-02-28 00:00:00+00:00,Sacred Heart Pioneers,Mount St. Mary's Mountaineers,77,69,31,32,46,37,False,William H. Pitt Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,138.4470672607422,2.5148303508758545,149.5,-2.5,146,8,Home Cover,Under,,,,,77.0,69.0,31.0,32.0,46.0,37.0,63.0,83.0
401813371,2026-02-27,2026-02-28 00:00:00+00:00,Canisius Golden Griffins,Merrimack Warriors,67,62,29,32,38,30,False,Koessler Athletic Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,140.0478973388672,-2.579362392425537,130.5,9.5,129,5,Home Cover,Under,,,,,67.0,62.0,29.0,32.0,38.0,30.0,61.0,68.0
401813318,2026-02-27,2026-02-28 00:00:00+00:00,Saint Peter's Peacocks,Manhattan Jaspers,75,65,40,25,35,40,False,Yanitelli Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,140.73678588867188,20.901037216186523,146.0,-7.5,140,10,Home Cover,Under,,,,,75.0,65.0,40.0,25.0,35.0,40.0,65.0,75.0
401812623,2026-02-27,2026-02-28 00:00:00+00:00,Princeton Tigers,Harvard Crimson,56,58,33,21,23,37,False,Jadwin Gymnasium,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,146.41626688639323,5.51213841120402,130.5,4.5,114,-2,Home Cover,Under,,,,,56.0,58.0,33.0,21.0,23.0,37.0,54.0,60.0
401812596,2026-02-27,2026-02-28 00:00:00+00:00,Pennsylvania Quakers,Dartmouth Big Green,80,71,34,42,46,29,False,The Palestra,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.34913635253906,10.05168342590332,153.5,-7.5,151,9,Home Cover,Under,,,,,80.0,71.0,34.0,42.0,46.0,29.0,76.0,75.0
