date,n_games,n_with_pred,mae_model_total,mae_closing_total,beat_rate_vs_closing,n_picks,n_wins,n_losses,n_pushes,mae_model_total_1h,mae_model_total_2h,ats_cover_rate_full,ats_cover_rate_1h,brier_ml,logloss_ml,picks_raw_n,picks_raw_win_rate,picks_raw_totals_n,picks_raw_totals_win_rate,picks_raw_spreads_n,picks_raw_spreads_win_rate,picks_raw_moneyline_n,picks_raw_moneyline_win_rate
2025-11-25,78,78,23.847323988890036,,,0,0,0,0,12.727862868530732,14.614060931698074,0.48717948717948717,0.47435897435897434,0.22688559055701235,0.6702223144366709,0,,0,,0,,0,
