date,n_games,n_with_pred,mae_model_total,mae_closing_total,beat_rate_vs_closing,n_picks,n_wins,n_losses,n_pushes,mae_model_total_1h,mae_model_total_2h,ats_cover_rate_full,ats_cover_rate_1h,brier_ml,logloss_ml,picks_raw_n,picks_raw_win_rate,picks_raw_totals_n,picks_raw_totals_win_rate,picks_raw_spreads_n,picks_raw_spreads_win_rate,picks_raw_moneyline_n,picks_raw_moneyline_win_rate
2025-11-21,73,73,16.0803329648928,,,0,0,0,0,9.366325841685953,10.499866389123927,0.6986301369863014,0.7123287671232876,0.21038524456626917,0.6187992972204094,0,,0,,0,,0,
