game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401825524,2026-02-17,2026-02-17 23:30:00+00:00,Purdue Boilermakers,Michigan Wolverines,80,91,32,48,48,43,False,Mackey Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,100.83782806396484,3.801584625244141,157.5,2.5,171,-11,Away Cover,Over,,,,,80.0,91.0,32.0,48.0,48.0,43.0,80.0,91.0
401825520,2026-02-17,2026-02-18 02:00:00+00:00,Iowa Hawkeyes,Nebraska Cornhuskers,57,52,33,28,24,24,False,Carver-Hawkeye Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,99.67050170898438,12.047196006774902,139.5,-1.5,109,5,Home Cover,Under,,,,,57.0,52.0,33.0,28.0,24.0,24.0,61.0,48.0
401808241,2026-02-17,2026-02-18 00:00:00+00:00,Florida Gators,South Carolina Gamecocks,76,62,39,29,37,33,False,Stephen C. O'Connell Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,100.35376739501952,10.78660316467285,155.0,-23.0,138,14,Away Cover,Under,,,,,76.0,62.0,39.0,29.0,37.0,33.0,68.0,70.0
401827686,2026-02-17,2026-02-18 04:10:00+00:00,Arizona State Sun Devils,Texas Tech Red Raiders,72,67,37,36,35,31,False,Desert Financial Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,94.5348175048828,-15.688483428955076,152.0,8.5,139,5,Home Cover,Under,,,,,72.0,67.0,37.0,36.0,35.0,31.0,73.0,66.0
401825521,2026-02-17,2026-02-18 01:30:00+00:00,Michigan State Spartans,UCLA Bruins,82,59,43,23,39,36,False,Breslin Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,157.02052307128906,-6.883021831512451,139.5,-8.5,141,23,Home Cover,Over,,,,,82.0,59.0,43.0,23.0,39.0,36.0,66.0,75.0
401820752,2026-02-17,2026-02-18 00:00:00+00:00,NC State Wolfpack,North Carolina Tar Heels,82,58,42,26,40,32,False,Lenovo Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,152.8154754638672,-21.250417709350582,158.5,-6.5,140,24,Home Cover,Under,,,,,82.0,58.0,42.0,26.0,40.0,32.0,68.0,72.0
401828431,2026-02-17,2026-02-18 00:00:00+00:00,Rhode Island Rams,Saint Louis Billikens,81,76,43,37,38,39,False,Thomas M. Ryan Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,145.97450256347656,5.034069538116455,152.5,10.5,157,5,Home Cover,Over,,,,,81.0,76.0,43.0,37.0,38.0,39.0,80.0,77.0
401820749,2026-02-17,2026-02-18 00:00:00+00:00,SMU Mustangs,Louisville Cardinals,95,85,52,49,43,36,False,Moody Coliseum (Dallas),STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,151.27810668945312,-11.206048965454102,166.5,4.0,180,10,Home Cover,Over,,,,,95.0,85.0,52.0,49.0,43.0,36.0,101.0,79.0
401814572,2026-02-17,2026-02-18 00:00:00+00:00,Massachusetts Minutemen,Miami (OH) RedHawks,77,86,36,41,41,45,False,Mullins Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.69204711914062,-0.0966548919677734,161.5,3.0,163,-9,Away Cover,Over,,,,,77.0,86.0,36.0,41.0,41.0,45.0,77.0,86.0
401825522,2026-02-17,2026-02-18 01:30:00+00:00,Ohio State Buckeyes,Wisconsin Badgers,86,69,38,26,48,43,False,Value City Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,98.65405960083008,-2.202616143226624,157.5,1.5,155,17,Home Cover,Under,,,,,86.0,69.0,38.0,26.0,48.0,43.0,64.0,91.0
401823930,2026-02-17,2026-02-17 23:00:00+00:00,Charleston Southern Buccaneers,Gardner-Webb Runnin' Bulldogs,75,66,40,28,35,38,False,Buccaneer Fieldhouse,STATUS_FINAL,True,0,0,,,,,,139.50096130371094,-6.557804584503174,158.5,-17.75,141,9,Away Cover,Under,,,,,75.0,66.0,40.0,28.0,35.0,38.0,68.0,73.0
401820748,2026-02-17,2026-02-17 23:00:00+00:00,Florida State Seminoles,Boston College Eagles,80,72,32,42,48,30,False,Tucker Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,152.93631591796876,15.311570358276366,148.0,-12.0,152,8,Away Cover,Over,,,,,80.0,72.0,32.0,42.0,48.0,30.0,74.0,78.0
401822947,2026-02-17,2026-02-17 23:30:00+00:00,Xavier Musketeers,Villanova Wildcats,89,92,42,43,39,38,False,Cintas Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,154.23416137695312,-14.897445678710938,152.0,4.5,181,-3,Home Cover,Over,,,,,89.0,92.0,42.0,43.0,47.0,49.0,85.0,96.0
401814573,2026-02-17,2026-02-17 23:30:00+00:00,Buffalo Bulls,Northern Illinois Huskies,70,72,35,29,35,43,False,Alumni Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,146.63048360188802,12.15828971862793,147.0,-8.5,142,-2,Away Cover,Under,,,,,70.0,72.0,35.0,29.0,35.0,43.0,64.0,78.0
401814570,2026-02-17,2026-02-17 23:30:00+00:00,Eastern Michigan Eagles,Central Michigan Chippewas,66,54,35,27,31,27,False,Gervin GameAbove Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,138.0712432861328,-5.080320835113525,143.5,-5.5,120,12,Home Cover,Under,,,,,66.0,54.0,35.0,27.0,31.0,27.0,62.0,58.0
