game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401819840,2025,2025-12-19,2025-12-20 02:30:00+00:00,2025-12-19 21:30,EST,byu cougars,abilene christian wildcats,85,67,43,36,42,31,False,Marriott Center,,,152,18,144.0,-32.5,69.84,74.16,-16.25,79,73,,,,,,,home_cover,7,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
401823729,2025,2025-12-19,2025-12-19 16:00:00+00:00,2025-12-19 11:00,EST,sacred heart pioneers,dartmouth big green,85,63,35,26,50,37,False,William H. Pitt Center,,,148,22,157.5,-1.0,76.3875,81.1125,-0.5,61,87,,,,,,,home_cover,9,home_cover,,1.0,,,,,,,,,,1
