game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401822972,2026-03-06,2026-03-07 02:00:00+00:00,Seton Hall Pirates,St. John's Red Storm,65,72,27,30,38,42,False,Prudential Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,97.62798080444335,0.9917733192443848,,,137,-7,Away Cover,Under,,,,,65.0,72.0,27.0,30.0,38.0,42.0,57.0,80.0
401814601,2026-03-06,2026-03-07 02:10:00+00:00,Ohio Bobcats,Miami (OH) RedHawks,108,110,48,54,52,46,False,Convocation Center (OH),STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,145.8861846923828,7.491673469543457,158.5,5.5,218,-2,Home Cover,Over,,,,,108.0,110.0,48.0,54.0,60.0,56.0,102.0,116.0
401851347,2026-03-06,2026-03-06 17:00:00+00:00,High Point Panthers,Gardner-Webb Runnin' Bulldogs,81,59,43,27,38,32,True,Freedom Hall (TN),STATUS_FINAL,True,29,17,STATUS_IN_PROGRESS,29.0,17.0,,,143.0983123779297,5.793047428131104,148.5,-13.5,140,22,Home Cover,Under,29.0,17.0,,,81.0,59.0,43.0,27.0,38.0,32.0,70.0,70.0
401851245,2026-03-06,2026-03-06 17:00:00+00:00,Central Arkansas Bears,Bellarmine Knights,86,73,48,34,38,39,True,VyStar Veterans Memorial Arena,STATUS_FINAL,True,28,16,STATUS_IN_PROGRESS,28.0,16.0,,,143.0983123779297,5.793047428131104,145.5,-5.5,159,13,Home Cover,Over,28.0,16.0,,,86.0,73.0,48.0,34.0,38.0,39.0,82.0,77.0
401851488,2026-03-06,2026-03-06 18:00:00+00:00,Belmont Bruins,Drake Bulldogs,79,100,41,48,38,52,True,Enterprise Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,144.60818481445312,-9.596088409423828,135.5,-5.0,179,-21,Away Cover,Over,,,,,79.0,100.0,41.0,48.0,38.0,52.0,89.0,90.0
401856422,2026-03-06,2026-03-06 19:00:00+00:00,North Carolina A&T Aggies,Northeastern Huskies,72,88,24,40,48,48,True,CareFirst Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,140.3286895751953,-4.0497822761535645,139.5,-5.5,160,-16,Away Cover,Over,,,,,72.0,88.0,24.0,40.0,48.0,48.0,64.0,96.0
401851348,2026-03-06,2026-03-06 19:30:00+00:00,Winthrop Eagles,Charleston Southern Buccaneers,86,81,37,40,49,41,True,Freedom Hall (TN),STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,143.8410186767578,18.084028244018555,145.5,-7.5,167,5,Away Cover,Over,,,,,86.0,81.0,37.0,40.0,49.0,41.0,77.0,90.0
401851246,2026-03-06,2026-03-06 19:30:00+00:00,Lipscomb Bisons,Florida Gulf Coast Eagles,53,77,27,36,26,41,True,VyStar Veterans Memorial Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,144.13998413085938,0.1948370933532714,145.5,-5.5,130,-24,Away Cover,Under,,,,,53.0,77.0,27.0,36.0,26.0,41.0,63.0,67.0
401851489,2026-03-06,2026-03-06 20:30:00+00:00,Murray State Racers,UIC Flames,79,92,32,50,47,42,True,Enterprise Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,146.24432373046875,7.271956443786621,140.5,-5.5,171,-13,Away Cover,Over,,,,,79.0,92.0,32.0,50.0,47.0,42.0,82.0,89.0
401851579,2026-03-06,2026-03-06 22:00:00+00:00,Chattanooga Mocs,The Citadel Bulldogs,85,88,49,49,36,39,True,Harrah's Cherokee Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,143.6605224609375,11.619503021240234,139.5,-15.5,173,-3,Away Cover,Over,,,,,85.0,88.0,49.0,49.0,36.0,39.0,98.0,75.0
401851247,2026-03-06,2026-03-06 22:00:00+00:00,Austin Peay Governors,Stetson Hatters,69,60,32,37,37,23,True,VyStar Veterans Memorial Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,138.5730438232422,-7.514542102813721,,,129,9,Away Cover,Under,,,,,69.0,60.0,32.0,37.0,37.0,23.0,69.0,60.0
401851700,2026-03-06,2026-03-06 23:00:00+00:00,Texas State Bobcats,Southern Miss Golden Eagles,77,81,33,37,44,44,True,Pensacola Bay Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.99327087402344,7.822956562042236,142.5,1.5,158,-4,Away Cover,Over,,,,,77.0,81.0,33.0,37.0,44.0,44.0,70.0,88.0
401851457,2026-03-06,2026-03-06 23:00:00+00:00,Merrimack Warriors,Sacred Heart Pioneers,70,48,39,25,31,23,True,Jim Whelan Boardwalk Hall,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,141.6869659423828,11.954744338989258,146.5,-3.5,118,22,Home Cover,Under,,,,,70.0,48.0,39.0,25.0,31.0,23.0,64.0,54.0
401851349,2026-03-06,2026-03-06 23:00:00+00:00,UNC Asheville Bulldogs,Longwood Lancers,85,82,40,36,33,37,True,Freedom Hall (TN),STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,141.38624572753906,19.256715774536133,148.5,-13.5,167,3,Away Cover,Over,,,,,85.0,82.0,40.0,36.0,45.0,46.0,76.0,91.0
401814602,2026-03-06,2026-03-06 23:00:00+00:00,Akron Zips,Northern Illinois Huskies,94,55,47,27,47,28,False,James A. Rhodes Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,144.287109375,11.065759658813477,,,149,39,Away Cover,Under,,,,,94.0,55.0,47.0,27.0,47.0,28.0,74.0,75.0
401814598,2026-03-06,2026-03-06 23:30:00+00:00,Eastern Michigan Eagles,Bowling Green Falcons,69,77,31,28,38,49,False,Gervin GameAbove Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,138.1477508544922,-5.719995975494385,,,146,-8,Away Cover,Under,,,,,69.0,77.0,31.0,28.0,38.0,49.0,59.0,87.0
401851621,2026-03-06,2026-03-07 00:00:00+00:00,South Dakota Coyotes,Omaha Mavericks,62,76,31,34,31,42,True,Denny Sanford Premier Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.60020446777344,18.180158615112305,,,138,-14,Away Cover,Under,,,,,62.0,76.0,31.0,34.0,31.0,42.0,65.0,73.0
