game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,actual_margin_1h,home_score,away_score,result,pnl_units
401809078,St. John's Red Storm,Bucknell Bison,2h,moneyline,Fanatics,Bucknell Bison ML,93.08266648362653,4500.0,-5.461607933044434,218.19734175318075,,,,,,,,,
401809078,St. John's Red Storm,Bucknell Bison,2h,moneyline,BetMGM,Bucknell Bison ML,90.64125465431822,3300.0,-5.461607933044434,218.19734175318075,,,,,,,,,
401811106,Missouri Tigers,South Dakota Coyotes,2h,moneyline,FanDuel,South Dakota Coyotes ML,90.18190633340572,4000.0,-7.749345779418945,302.5418403303649,,,,,,,,,
401811106,Missouri Tigers,South Dakota Coyotes,2h,moneyline,Fanatics,South Dakota Coyotes ML,90.18190633340572,4000.0,-7.749345779418945,302.5418403303649,,,,,,,,,
401826779,Oklahoma Sooners,Oral Roberts Golden Eagles,2h,moneyline,FanDuel,Oral Roberts Golden Eagles ML,88.34653079394351,2500.0,-4.955912590026856,202.9901993574689,,,,,,,,,
401811106,Missouri Tigers,South Dakota Coyotes,2h,moneyline,BetMGM,South Dakota Coyotes ML,87.01477934418178,3000.0,-7.749345779418945,302.5418403303649,,,,,,,,,
401826779,Oklahoma Sooners,Oral Roberts Golden Eagles,2h,moneyline,BetMGM,Oral Roberts Golden Eagles ML,86.8265130714144,2200.0,-4.955912590026856,202.9901993574689,,,,,,,,,
401826779,Oklahoma Sooners,Oral Roberts Golden Eagles,2h,moneyline,Fanatics,Oral Roberts Golden Eagles ML,86.8265130714144,2200.0,-4.955912590026856,202.9901993574689,,,,,,,,,
401829386,Tennessee Volunteers,Tennessee St Tigers,2h,moneyline,BetMGM,Tennessee St Tigers ML,86.40761463297663,3300.0,-9.00804615020752,362.1411024787943,,,,,,,,,
401826779,Oklahoma Sooners,Oral Roberts Golden Eagles,2h,moneyline,DraftKings,Oral Roberts Golden Eagles ML,84.05314740223848,1800.0,-4.955912590026856,202.9901993574689,,,,,,,,,
401823636,Memphis Tigers,Purdue Boilermakers,2h,moneyline,FanDuel,Memphis Tigers ML,83.90920688309929,1060.0,1.0027936697006226,-115.4025469571998,,,,,,,,,
401823636,Memphis Tigers,Purdue Boilermakers,2h,moneyline,Caesars,Memphis Tigers ML,83.76928694295232,1050.0,1.0027936697006226,-115.4025469571998,,,,,,,,,
401823636,Memphis Tigers,Purdue Boilermakers,2h,moneyline,DraftKings,Memphis Tigers ML,83.03152725854106,1000.0,1.0027936697006226,-115.4025469571998,,,,,,,,,
401826779,Oklahoma Sooners,Oral Roberts Golden Eagles,2h,moneyline,BetRivers,Oral Roberts Golden Eagles ML,81.06311254015819,1500.0,-4.955912590026856,202.9901993574689,,,,,,,,,
401823636,Memphis Tigers,Purdue Boilermakers,2h,moneyline,BetMGM,Memphis Tigers ML,80.35229472041595,850.0,1.0027936697006226,-115.4025469571998,,,,,,,,,
401823636,Memphis Tigers,Purdue Boilermakers,2h,moneyline,BetRivers,Memphis Tigers ML,79.26075553821686,800.0,1.0027936697006226,-115.4025469571998,,,,,,,,,
401811106,Missouri Tigers,South Dakota Coyotes,2h,moneyline,DraftKings,South Dakota Coyotes ML,78.81358735103343,1800.0,-7.749345779418945,302.5418403303649,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,FanDuel,Wake Forest Demon Deacons ML,78.81192003789894,520.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401820211,Miami (OH) RedHawks,Mercyhurst Lakers,2h,moneyline,FanDuel,Mercyhurst Lakers ML,77.20097943229977,1040.0,-3.2860357761383057,159.90883447178263,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,Bovada,Wake Forest Demon Deacons ML,77.15372247564754,475.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,BetUS,Wake Forest Demon Deacons ML,76.5417686133881,460.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,BetOnline.ag,Wake Forest Demon Deacons ML,76.45768893099881,458.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,LowVig.ag,Wake Forest Demon Deacons ML,76.45768893099881,458.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401820211,Miami (OH) RedHawks,Mercyhurst Lakers,2h,moneyline,BetRivers,Mercyhurst Lakers ML,76.37192413892886,1000.0,-3.2860357761383057,159.90883447178263,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,DraftKings,Wake Forest Demon Deacons ML,76.33043319549071,455.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,BetMGM,Wake Forest Demon Deacons ML,76.1152553154497,450.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,Caesars,Wake Forest Demon Deacons ML,75.213944195278,430.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401820211,Miami (OH) RedHawks,Mercyhurst Lakers,2h,moneyline,Caesars,Mercyhurst Lakers ML,74.00911655282172,900.0,-3.2860357761383057,159.90883447178263,,,,,,,,,
401820211,Miami (OH) RedHawks,Mercyhurst Lakers,2h,moneyline,Fanatics,Mercyhurst Lakers ML,74.00911655282172,900.0,-3.2860357761383057,159.90883447178263,,,,,,,,,
401820211,Miami (OH) RedHawks,Mercyhurst Lakers,2h,moneyline,BetMGM,Mercyhurst Lakers ML,73.34268364391973,875.0,-3.2860357761383057,159.90883447178263,,,,,,,,,
401817531,Wake Forest Demon Deacons,Texas Tech Red Raiders,2h,moneyline,BetRivers,Wake Forest Demon Deacons ML,72.34397983894178,375.0,8.116098403930664,-318.8155795644183,,,,,,,,,
401827255,Ohio State Buckeyes,Western Michigan Broncos,2h,moneyline,FanDuel,Western Michigan Broncos ML,72.3251122042436,4000.0,-16.35667610168457,1034.6703996260128,,,,,,,,,
401827255,Ohio State Buckeyes,Western Michigan Broncos,2h,moneyline,Fanatics,Western Michigan Broncos ML,72.3251122042436,4000.0,-16.35667610168457,1034.6703996260128,,,,,,,,,
401820482,Incarnate Word Cardinals,Southern Indiana Screaming Eagles,2h,moneyline,Caesars,Southern Indiana Screaming Eagles ML,71.29162134582981,400.0,5.820126533508301,-229.6638765291008,,,,,,,,,
401820482,Incarnate Word Cardinals,Southern Indiana Screaming Eagles,2h,moneyline,FanDuel,Southern Indiana Screaming Eagles ML,71.29162134582981,400.0,5.820126533508301,-229.6638765291008,,,,,,,,,
401827210,USC Trojans,Troy Trojans,2h,moneyline,FanDuel,Troy Trojans ML,71.2154965998285,1400.0,-8.394850730895996,331.7675510025724,,,,,,,,,
401827210,USC Trojans,Troy Trojans,2h,moneyline,Fanatics,Troy Trojans ML,71.2154965998285,1400.0,-8.394850730895996,331.7675510025724,,,,,,,,,
401820482,Incarnate Word Cardinals,Southern Indiana Screaming Eagles,2h,moneyline,BetMGM,Southern Indiana Screaming Eagles ML,69.78065404824191,375.0,5.820126533508301,-229.6638765291008,,,,,,,,,
401820482,Incarnate Word Cardinals,Southern Indiana Screaming Eagles,2h,moneyline,Fanatics,Southern Indiana Screaming Eagles ML,69.78065404824191,375.0,5.820126533508301,-229.6638765291008,,,,,,,,,
401820482,Incarnate Word Cardinals,Southern Indiana Screaming Eagles,2h,moneyline,BetRivers,Southern Indiana Screaming Eagles ML,69.4591716444998,370.0,5.820126533508301,-229.6638765291008,,,,,,,,,
401827210,USC Trojans,Troy Trojans,2h,moneyline,DraftKings,Troy Trojans ML,66.78711146134059,1200.0,-8.394850730895996,331.7675510025724,,,,,,,,,
