game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401820819,2026-02-16,2026-02-17 02:00:00+00:00,Iowa State Cyclones,Houston Cougars,70,67,43,40,27,27,False,Hilton Coliseum,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,157.05718994140625,-22.387041091918945,135.5,-2.5,137,3,Home Cover,Over,,,,,70.0,67.0,43.0,40.0,27.0,27.0,83.0,54.0
401820747,2026-02-16,2026-02-17 00:00:00+00:00,Duke Blue Devils,Syracuse Orange,101,64,40,24,61,40,False,Cameron Indoor Stadium,STATUS_FINAL,True,25,14,STATUS_IN_PROGRESS,25.0,14.0,,,95.17297821044922,13.7628963470459,,,165,37,Away Cover,Under,25.0,14.0,,,101.0,64.0,40.0,24.0,61.0,40.0,64.0,101.0
401808719,2026-02-16,2026-02-16 19:00:00+00:00,East Texas A&M Lions,SE Louisiana Lions,70,53,35,20,35,33,False,The Field House,STATUS_FINAL,True,70,53,STATUS_FINAL,35.0,20.0,35.0,33.0,142.31219482421875,8.48893928527832,,,123,17,Away Cover,Under,35.0,20.0,35.0,33.0,70.0,53.0,35.0,20.0,35.0,33.0,55.0,68.0
401822776,2026-02-16,2026-02-16 21:45:00+00:00,South Carolina State Bulldogs,Coppin State Eagles,57,59,28,22,29,37,False,Smith-Hammond-Middleton Memorial Center,STATUS_FINAL,True,57,59,STATUS_FINAL,28.0,22.0,29.0,37.0,141.79701232910156,2.2591753005981445,,,116,-2,Away Cover,Under,28.0,22.0,29.0,37.0,57.0,59.0,28.0,22.0,29.0,37.0,50.0,66.0
401808640,2026-02-16,2026-02-16 22:00:00+00:00,Old Dominion Monarchs,Louisiana Ragin' Cajuns,83,72,34,33,49,39,False,Chartway Arena,STATUS_FINAL,True,83,72,STATUS_FINAL,34.0,33.0,49.0,39.0,142.14950561523438,6.521645545959473,,,155,11,Away Cover,Under,34.0,33.0,49.0,39.0,83.0,72.0,34.0,33.0,49.0,39.0,67.0,88.0
401824374,2026-02-16,2026-02-16 23:00:00+00:00,Boston University Terriers,Colgate Raiders,85,58,36,23,49,35,False,Case Gym,STATUS_FINAL,True,70,54,STATUS_IN_PROGRESS,36.0,23.0,34.0,31.0,142.28506469726562,8.161057472229004,,,143,27,Away Cover,Under,36.0,23.0,34.0,31.0,85.0,58.0,36.0,23.0,49.0,35.0,59.0,84.0
401859836,2026-02-16,2026-02-17 00:00:00+00:00,Long Island University Sharks,Wagner Seahawks,83,65,37,31,46,34,False,Steinberg Wellness Center,STATUS_FINAL,True,22,20,STATUS_IN_PROGRESS,22.0,20.0,,,141.9054718017578,3.570704698562622,,,148,18,Away Cover,Under,22.0,20.0,,,83.0,65.0,37.0,31.0,46.0,34.0,68.0,80.0
401830242,2026-02-16,2026-02-17 00:00:00+00:00,Delaware State Hornets,Howard Bison,59,91,26,51,33,40,False,Memorial Hall (DE),STATUS_FINAL,True,16,35,STATUS_IN_PROGRESS,16.0,35.0,,,141.33607482910156,-3.314823627471924,,,150,-32,Away Cover,Under,16.0,35.0,,,59.0,91.0,26.0,51.0,33.0,40.0,77.0,73.0
401828694,2026-02-16,2026-02-17 00:00:00+00:00,North Carolina Central Eagles,Morgan State Bears,80,76,51,30,29,46,False,McDougald-McLendon Arena,STATUS_FINAL,True,27,14,STATUS_IN_PROGRESS,27.0,14.0,,,142.2037353515625,7.177410125732422,,,156,4,Away Cover,Under,27.0,14.0,,,80.0,76.0,51.0,30.0,29.0,46.0,81.0,75.0
401827167,2026-02-16,2026-02-17 00:00:00+00:00,Alabama State Hornets,Mississippi Valley State Delta Devils,92,55,42,25,50,30,False,Dunn-Oliver Acadome,STATUS_FINAL,True,28,20,STATUS_IN_PROGRESS,28.0,20.0,,,142.0681610107422,5.537998676300049,,,147,37,Away Cover,Under,28.0,20.0,,,92.0,55.0,42.0,25.0,50.0,30.0,67.0,80.0
