game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401817263,2025-11-07,2025-11-08 00:00:00+00:00,North Carolina Tar Heels,Kansas Jayhawks,87,74,29,37,58.0,37.0,False,Dean E. Smith Center,,87,74,29.0,37.0,58.0,37.0,150.20155334472656,7.177410125732422,,,161,13,Away Cover,Under,29.0,37.0,58.0,37.0,29,37,58.0,37.0,66.0,95.0
401823461,2025-11-07,2025-11-08 01:30:00+00:00,Wisconsin Badgers,Northern Illinois Huskies,97,72,52,33,45.0,39.0,False,Kohl Center,,97,72,52.0,33.0,45.0,39.0,150.52691650390625,11.1119966506958,,,169,25,Away Cover,Under,52.0,33.0,45.0,39.0,52,33,45.0,39.0,85.0,84.0
401828301,2025-11-07,2025-11-07 16:00:00+00:00,Delaware Blue Hens,Wilmington (DE) Wildcats,62,71,37,38,25.0,33.0,False,Bob Carpenter Center,,62,71,37.0,38.0,25.0,33.0,149.60504150390625,-0.0360007286071777,,,133,-9,Away Cover,Under,37.0,38.0,25.0,33.0,37,38,25.0,33.0,75.0,58.0
401828911,2025-11-07,2025-11-07 17:00:00+00:00,Evansville Purple Aces,Calumet Crimson Wave,92,50,44,25,48.0,25.0,False,Ford Center,,92,50,44.0,25.0,48.0,25.0,150.9878692626953,16.685997009277344,,,142,42,Away Cover,Under,44.0,25.0,48.0,25.0,44,25,48.0,25.0,69.0,73.0
401818367,2025-11-07,2025-11-07 18:00:00+00:00,New Haven Chargers,Columbia Lions,53,71,18,42,35.0,29.0,False,Jeffery P. Hazell Athletics Center,,53,71,18.0,42.0,35.0,29.0,149.3610076904297,-2.986941337585449,,,124,-18,Away Cover,Under,18.0,42.0,35.0,29.0,18,42,35.0,29.0,60.0,64.0
401829342,2025-11-07,2025-11-07 18:30:00+00:00,UTSA Roadrunners,SIU Edwardsville Cougars,60,77,29,34,31.0,43.0,False,UTSA Convocation Center,,60,77,29.0,34.0,31.0,43.0,149.38812255859375,-2.6590590476989746,,,137,-17,Away Cover,Under,29.0,34.0,31.0,43.0,29,34,31.0,43.0,63.0,74.0
401828495,2025-11-07,2025-11-07 19:00:00+00:00,Incarnate Word Cardinals,Jarvis Christian Bulldogs,104,60,48,28,56.0,32.0,False,McDermott Center,,104,60,48.0,28.0,56.0,32.0,151.04209899902344,17.341760635375977,,,164,44,Away Cover,Under,48.0,28.0,56.0,32.0,48,28,56.0,32.0,76.0,88.0
401827273,2025-11-07,2025-11-07 22:00:00+00:00,Colgate Raiders,Northeastern Huskies,65,68,35,27,30.0,41.0,False,Cotterell Court,,65,68,35.0,27.0,30.0,41.0,149.76771545410156,1.9312927722930908,,,133,-3,Away Cover,Under,35.0,27.0,30.0,41.0,35,27,30.0,41.0,62.0,71.0
401812599,2025-11-07,2025-11-07 22:00:00+00:00,Harvard Crimson,MIT Engineers,79,50,34,18,45.0,32.0,False,Lavietes Pavilion,,79,50,34.0,18.0,45.0,32.0,150.6353759765625,12.423526763916016,,,129,29,Away Cover,Under,34.0,18.0,45.0,32.0,34,18,45.0,32.0,52.0,77.0
401827449,2025-11-07,2025-11-07 23:00:00+00:00,Liberty Flames,Charleston Cougars,90,75,39,34,51.0,41.0,False,Liberty Arena (VA),,90,75,39.0,34.0,51.0,41.0,150.2557830810547,7.833174228668213,,,165,15,Away Cover,Under,39.0,34.0,51.0,41.0,39,34,51.0,41.0,73.0,92.0
401824357,2025-11-07,2025-11-07 23:00:00+00:00,Northwestern Wildcats,Boston University Terriers,76,52,45,26,31.0,26.0,False,Welsh-Ryan Arena,,76,52,45.0,26.0,31.0,26.0,150.4998016357422,10.784114837646484,,,128,24,Away Cover,Under,45.0,26.0,31.0,26.0,45,26,31.0,26.0,71.0,57.0
401822724,2025-11-07,2025-11-07 23:00:00+00:00,Maryland Terrapins,Georgetown Hoyas,60,70,27,32,33.0,38.0,False,XFINITY Center,,60,70,27.0,32.0,33.0,38.0,149.5779266357422,-0.3638830184936523,,,130,-10,Away Cover,Under,27.0,32.0,33.0,38.0,27,32,33.0,38.0,59.0,71.0
401817164,2025-11-07,2025-11-07 23:00:00+00:00,Rhode Island Rams,Tulsa Golden Hurricane,65,82,29,36,36.0,46.0,True,Alumni Hall (Navy),,65,82,29.0,36.0,36.0,46.0,150.309814453125,-3.7155394554138175,,,147,-17,Away Cover,Under,29.0,36.0,36.0,46.0,29,36,36.0,46.0,65.0,82.0
401823426,2025-11-07,2025-11-07 23:30:00+00:00,Buffalo Bulls,Green Bay Phoenix,83,76,32,28,51.0,48.0,False,Alumni Arena,,83,76,32.0,28.0,51.0,48.0,150.0388641357422,5.210115432739258,,,159,7,Away Cover,Under,32.0,28.0,51.0,48.0,32,28,51.0,48.0,60.0,99.0
401823392,2025-11-07,2025-11-07 23:30:00+00:00,Ohio State Buckeyes,Purdue Fort Wayne Mastodons,94,68,45,30,49.0,38.0,False,Value City Arena,,94,68,45.0,30.0,49.0,38.0,150.5540313720703,11.43988037109375,,,162,26,Away Cover,Under,45.0,30.0,49.0,38.0,45,30,49.0,38.0,75.0,87.0
401829486,2025-11-07,2025-11-08 00:00:00+00:00,Coastal Carolina Chanticleers,Virginia-Lynchburg Dragons,121,44,68,12,53.0,32.0,False,The HTC Center,,121,44,68.0,12.0,53.0,32.0,151.93685913085938,28.1618766784668,,,165,77,Away Cover,Under,68.0,12.0,53.0,32.0,68,12,53.0,32.0,80.0,85.0
401829448,2025-11-07,2025-11-08 00:00:00+00:00,Stephen F. Austin Lumberjacks,Arkansas State Red Wolves,90,65,46,31,44.0,34.0,False,William R. Johnson Coliseum,,90,65,46.0,31.0,44.0,34.0,150.52691650390625,11.1119966506958,,,155,25,Away Cover,Under,46.0,31.0,44.0,34.0,46,31,44.0,34.0,77.0,78.0
401826706,2025-11-07,2025-11-08 00:00:00+00:00,Florida State Seminoles,Alabama State Hornets,101,64,46,30,55.0,34.0,False,Tucker Center,,101,64,46.0,30.0,55.0,34.0,150.852294921875,15.046585083007812,,,165,37,Away Cover,Under,46.0,30.0,55.0,34.0,46,30,55.0,34.0,76.0,89.0
401826698,2025-11-07,2025-11-08 00:00:00+00:00,George Mason Patriots,Winthrop Eagles,96,90,43,47,53.0,43.0,False,EagleBank Arena,,96,90,43.0,47.0,53.0,43.0,150.01174926757812,4.882233619689941,,,186,6,Away Cover,Under,43.0,47.0,53.0,43.0,43,47,53.0,43.0,90.0,96.0
401826069,2025-11-07,2025-11-08 00:00:00+00:00,Radford Highlanders,West Virginia Wesleyan Bobcats,99,61,51,27,48.0,34.0,False,The Dedmon Center,,99,61,51.0,27.0,48.0,34.0,150.87940979003906,15.374467849731444,,,160,38,Away Cover,Under,51.0,27.0,48.0,34.0,51,27,48.0,34.0,78.0,82.0
401825382,2025-11-07,2025-11-08 00:00:00+00:00,West Georgia Wolves,Huntingdon College (AL) Hawks,120,83,69,34,51.0,49.0,False,The Coliseum,,120,83,69.0,34.0,51.0,49.0,150.852294921875,15.046585083007812,,,203,37,Away Cover,Under,69.0,34.0,51.0,49.0,69,34,51.0,49.0,103.0,100.0
401825204,2025-11-07,2025-11-08 00:00:00+00:00,Stetson Hatters,Fort Lauderdale Eagles,106,77,59,40,47.0,37.0,False,Edmunds Center,,106,77,59.0,40.0,47.0,37.0,150.6353759765625,12.423526763916016,,,183,29,Away Cover,Under,59.0,40.0,47.0,37.0,59,40,47.0,37.0,99.0,84.0
401824868,2025-11-07,2025-11-08 00:00:00+00:00,Furman Paladins,Troy Trojans,61,64,23,36,38.0,28.0,False,Timmons Arena,,61,64,23.0,36.0,38.0,28.0,149.76771545410156,1.9312927722930908,,,125,-3,Away Cover,Under,23.0,36.0,38.0,28.0,23,36,38.0,28.0,59.0,66.0
401824302,2025-11-07,2025-11-08 00:00:00+00:00,Iona Gaels,Hofstra Pride,81,73,44,27,37.0,46.0,False,Hynes Athletics Center,,81,73,44.0,27.0,37.0,46.0,150.06597900390625,5.537998199462891,,,154,8,Away Cover,Under,44.0,27.0,37.0,46.0,44,27,37.0,46.0,71.0,83.0
401824134,2025-11-07,2025-11-08 00:00:00+00:00,Davidson Wildcats,Washington State Cougars,85,69,40,24,45.0,45.0,False,John M. Belk Arena,,85,69,40.0,24.0,45.0,45.0,150.28289794921875,8.161056518554688,,,154,16,Away Cover,Under,40.0,24.0,45.0,45.0,40,24,45.0,45.0,64.0,90.0
401823647,2025-11-07,2025-11-08 00:00:00+00:00,Iowa Hawkeyes,Western Illinois Leathernecks,77,58,41,33,36.0,25.0,False,Carver-Hawkeye Arena,,77,58,41.0,33.0,36.0,25.0,150.36424255371094,9.14470386505127,,,135,19,Away Cover,Under,41.0,33.0,36.0,25.0,41,33,36.0,25.0,74.0,61.0
401823352,2025-11-07,2025-11-08 00:00:00+00:00,North Alabama Lions,Lane College Dragons,90,84,39,41,51.0,43.0,False,Flowers Hall,,90,84,39.0,41.0,51.0,43.0,150.01174926757812,4.882233619689941,,,174,6,Away Cover,Under,39.0,41.0,51.0,43.0,39,41,51.0,43.0,80.0,94.0
401823009,2025-11-07,2025-11-08 00:00:00+00:00,Kent State Golden Flashes,Cornell Big Red,110,102,58,55,52.0,47.0,False,M.A.C. Center,,110,102,58.0,55.0,52.0,47.0,150.06597900390625,5.537998199462891,,,212,8,Away Cover,Under,58.0,55.0,52.0,47.0,58,55,52.0,47.0,113.0,99.0
401822318,2025-11-07,2025-11-08 00:00:00+00:00,Ball State Cardinals,Mansfield Mountaineers,84,54,32,28,52.0,26.0,False,Worthen Arena,,84,54,32.0,28.0,52.0,26.0,150.66249084472656,12.751409530639648,,,138,30,Away Cover,Under,32.0,28.0,52.0,26.0,32,28,52.0,26.0,60.0,78.0
401820797,2025-11-07,2025-11-08 00:00:00+00:00,Charlotte 49ers,Tennessee Tech Golden Eagles,70,65,33,22,37.0,43.0,False,Halton Arena,,70,65,33.0,22.0,37.0,43.0,149.98463439941406,4.554351329803467,,,135,5,Away Cover,Under,33.0,22.0,37.0,43.0,33,22,37.0,43.0,55.0,80.0
401819843,2025-11-07,2025-11-08 00:00:00+00:00,Cincinnati Bearcats,Georgia State Panthers,74,64,39,30,35.0,34.0,False,Fifth Third Arena,,74,64,39.0,30.0,35.0,34.0,150.12020874023438,6.19376277923584,,,138,10,Away Cover,Under,39.0,30.0,35.0,34.0,39,30,35.0,34.0,69.0,69.0
401818547,2025-11-07,2025-11-08 00:00:00+00:00,Brown Bears,Siena Saints,46,62,19,29,27.0,33.0,False,Pizzitola Sports Center,,46,62,19.0,29.0,27.0,33.0,149.4152374267578,-2.3311767578125,,,108,-16,Away Cover,Under,19.0,29.0,27.0,33.0,19,29,27.0,33.0,48.0,60.0
401817528,2025-11-07,2025-11-08 00:00:00+00:00,Wake Forest Demon Deacons,Morehead State Eagles,81,65,44,31,37.0,34.0,False,LJVM Coliseum,,81,65,44.0,31.0,37.0,34.0,150.28289794921875,8.161056518554688,,,146,16,Away Cover,Under,44.0,31.0,37.0,34.0,44,31,37.0,34.0,75.0,71.0
401817487,2025-11-07,2025-11-08 00:00:00+00:00,Virginia Cavaliers,North Carolina Central Eagles,81,62,42,25,39.0,37.0,False,John Paul Jones Arena,,81,62,42.0,25.0,39.0,37.0,150.36424255371094,9.14470386505127,,,143,19,Away Cover,Under,42.0,25.0,39.0,37.0,42,25,39.0,37.0,67.0,76.0
401817442,2025-11-07,2025-11-08 00:00:00+00:00,Pittsburgh Panthers,Longwood Lancers,78,60,33,28,45.0,32.0,False,Petersen Events Center,,78,60,33.0,28.0,45.0,32.0,150.3371124267578,8.816821098327637,,,138,18,Away Cover,Under,33.0,28.0,45.0,32.0,33,28,45.0,32.0,61.0,77.0
401817132,2025-11-07,2025-11-08 00:00:00+00:00,Notre Dame Fighting Irish,Detroit Mercy Titans,102,70,44,31,58.0,39.0,False,Purcell Pavilion,,102,70,44.0,31.0,58.0,39.0,150.7167205810547,13.40717315673828,,,172,32,Away Cover,Under,44.0,31.0,58.0,39.0,44,31,58.0,39.0,75.0,97.0
401813445,2025-11-07,2025-11-08 00:00:00+00:00,Duquesne Dukes,Sacred Heart Pioneers,92,80,45,42,47.0,38.0,False,UPMC Cooper Fieldhouse,,92,80,45.0,42.0,47.0,38.0,150.1744384765625,6.849527359008789,,,172,12,Away Cover,Under,45.0,42.0,47.0,38.0,45,42,47.0,38.0,87.0,85.0
401812917,2025-11-07,2025-11-08 00:00:00+00:00,Clemson Tigers,Gardner-Webb Runnin' Bulldogs,97,59,45,30,52.0,29.0,False,Littlejohn Coliseum,,97,59,45.0,30.0,52.0,29.0,150.87940979003906,15.374467849731444,,,156,38,Away Cover,Under,45.0,30.0,52.0,29.0,45,30,52.0,29.0,75.0,81.0
401812573,2025-11-07,2025-11-08 00:00:00+00:00,Pennsylvania Quakers,Rowan Profs,119,72,53,32,66.0,40.0,False,The Palestra,,119,72,53.0,32.0,66.0,40.0,151.12342834472656,18.325408935546875,,,191,47,Away Cover,Under,53.0,32.0,66.0,40.0,53,32,66.0,40.0,85.0,106.0
401809074,2025-11-07,2025-11-08 00:00:00+00:00,Mount St. Mary's Mountaineers,Bucknell Bison,62,73,30,38,32.0,35.0,False,Knott Arena,,62,73,30.0,38.0,32.0,35.0,149.55081176757812,-0.691765308380127,,,135,-11,Away Cover,Under,30.0,38.0,32.0,35.0,30,38,32.0,35.0,68.0,67.0
401831071,2025-11-07,2025-11-08 00:30:00+00:00,Miami (OH) RedHawks,Trinity Christian (IL) Trolls,129,49,59,22,70.0,27.0,False,Millett Hall,,129,49,59.0,22.0,70.0,27.0,152.01820373535156,29.145523071289062,,,178,80,Away Cover,Under,59.0,22.0,70.0,27.0,59,22,70.0,27.0,81.0,97.0
401828492,2025-11-07,2025-11-08 00:30:00+00:00,Ole Miss Rebels,UL Monroe Warhawks,86,65,47,28,39.0,37.0,False,The Sandy and John Black Pavilion at Ole Miss,,86,65,47.0,28.0,39.0,37.0,150.41845703125,9.80046844482422,,,151,21,Away Cover,Under,47.0,28.0,39.0,37.0,47,28,39.0,37.0,75.0,76.0
401826892,2025-11-07,2025-11-08 00:30:00+00:00,Seton Hall Pirates,Wagner Seahawks,68,61,30,31,38.0,30.0,False,Walsh Gymnasium,,68,61,30.0,31.0,38.0,30.0,150.0388641357422,5.210115432739258,,,129,7,Away Cover,Under,30.0,31.0,38.0,30.0,30,31,38.0,30.0,61.0,68.0
401822166,2025-11-07,2025-11-08 00:30:00+00:00,Fordham Rams,Mount Saint Mary (NY) Knights,106,37,65,20,41.0,17.0,False,Rose Hill Gym,,106,37,65.0,20.0,41.0,17.0,151.71995544433594,25.538818359375,,,143,69,Away Cover,Under,65.0,20.0,41.0,17.0,65,20,41.0,17.0,85.0,58.0
401820614,2025-11-07,2025-11-08 00:30:00+00:00,Georgia Tech Yellow Jackets,Bryant Bulldogs,74,45,39,22,35.0,23.0,False,McCamish Pavilion,,74,45,39.0,22.0,35.0,23.0,150.6353759765625,12.423526763916016,,,119,29,Away Cover,Under,39.0,22.0,35.0,23.0,39,22,35.0,23.0,61.0,58.0
401829345,2025-11-07,2025-11-08 01:00:00+00:00,Missouri Tigers,Southeast Missouri State Redhawks,89,84,46,51,43.0,33.0,False,Mizzou Arena,,89,84,46.0,51.0,43.0,33.0,149.98463439941406,4.554351329803467,,,173,5,Away Cover,Under,46.0,51.0,43.0,33.0,46,51,43.0,33.0,97.0,76.0
401828917,2025-11-07,2025-11-08 01:00:00+00:00,Southern Illinois Salukis,Kansas City Roos,101,78,48,34,53.0,44.0,False,Banterra Center,,101,78,48.0,34.0,53.0,44.0,150.47268676757812,10.456232070922852,,,179,23,Away Cover,Under,48.0,34.0,53.0,44.0,48,34,53.0,44.0,82.0,97.0
401826918,2025-11-07,2025-11-08 01:00:00+00:00,Northern Colorado Bears,Colorado Christian Cougars,101,65,48,27,53.0,38.0,False,Bank of Colorado Arena,,101,65,48.0,27.0,53.0,38.0,150.82518005371094,14.71870231628418,,,166,36,Away Cover,Under,48.0,27.0,53.0,38.0,48,27,53.0,38.0,75.0,91.0
401826860,2025-11-07,2025-11-08 01:00:00+00:00,Murray State Racers,Mississippi Valley State Delta Devils,108,60,47,23,61.0,37.0,False,CFSB Center,,108,60,47.0,23.0,61.0,37.0,151.15054321289062,18.653289794921875,,,168,48,Away Cover,Under,47.0,23.0,61.0,37.0,47,23,61.0,37.0,70.0,98.0
401825587,2025-11-07,2025-11-08 01:00:00+00:00,Northern Arizona Lumberjacks,Justice College Lions,87,55,47,23,40.0,32.0,False,J. Lawrence Walkup Skydome,,87,55,47.0,23.0,40.0,32.0,150.7167205810547,13.40717315673828,,,142,32,Away Cover,Under,47.0,23.0,40.0,32.0,47,23,40.0,32.0,70.0,72.0
401824945,2025-11-07,2025-11-08 01:00:00+00:00,DePaul Blue Demons,Stonehill Skyhawks,72,64,37,24,35.0,40.0,False,Wintrust Arena,,72,64,37.0,24.0,35.0,40.0,150.06597900390625,5.537998199462891,,,136,8,Away Cover,Under,37.0,24.0,35.0,40.0,37,24,35.0,40.0,61.0,75.0
401822735,2025-11-07,2025-11-08 01:00:00+00:00,Utah State Aggies,VCU Rams,80,77,45,36,35.0,41.0,True,Comerica Center,,80,77,45.0,36.0,35.0,41.0,150.8520965576172,2.842106342315674,,,157,3,Away Cover,Under,45.0,36.0,35.0,41.0,45,36,35.0,41.0,81.0,76.0
401822366,2025-11-07,2025-11-08 01:00:00+00:00,Eastern Illinois Panthers,Nicholls Colonels,65,57,25,16,40.0,41.0,False,Groniger Arena,,65,57,25.0,16.0,40.0,41.0,150.06597900390625,5.537998199462891,,,122,8,Away Cover,Under,25.0,16.0,40.0,41.0,25,16,40.0,41.0,41.0,81.0
401829277,2025-11-07,2025-11-08 01:30:00+00:00,Samford Bulldogs,South Carolina State Bulldogs,82,72,37,39,45.0,33.0,False,Pete Hanna Center,,82,72,37.0,39.0,45.0,33.0,150.12020874023438,6.19376277923584,,,154,10,Away Cover,Under,37.0,39.0,45.0,33.0,37,39,45.0,33.0,76.0,78.0
