game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,home_score,away_score,result,pnl_units
401819889,Kansas St Wildcats,Bellarmine Knights,2h,moneyline,FanDuel,Bellarmine Knights ML,90.52781821485208,4000.0,-7.413263320922852,288.35945319106503,,,,,,,,
401819889,Kansas St Wildcats,Bellarmine Knights,2h,moneyline,William Hill,Bellarmine Knights ML,90.52781821485208,4000.0,-7.413263320922852,288.35945319106503,,,,,,,,
401819889,Kansas St Wildcats,Bellarmine Knights,2h,moneyline,DraftKings,Bellarmine Knights ML,89.2122374113593,3500.0,-7.413263320922852,288.35945319106503,,,,,,,,
401823382,Tennessee Volunteers,Northern Kentucky Norse,2h,moneyline,FanDuel,Northern Kentucky Norse ML,84.51399128517252,4000.0,-11.738712310791016,534.926357307927,,,,,,,,
401813435,Dayton Flyers,UMBC Retrievers,2h,moneyline,DraftKings,UMBC Retrievers ML,84.14614746860505,3000.0,-9.553160667419434,391.4694284732437,,,,,,,,
401813347,St. Bonaventure Bonnies,Canisius Golden Griffins,2h,moneyline,FanDuel,Canisius Golden Griffins ML,83.2402318439722,2500.0,-8.478459358215332,335.7539720567229,,,,,,,,
401813435,Dayton Flyers,UMBC Retrievers,2h,moneyline,FanDuel,UMBC Retrievers ML,81.097329674106,2500.0,-9.553160667419434,391.4694284732437,,,,,,,,
401813435,Dayton Flyers,UMBC Retrievers,2h,moneyline,Fanatics,UMBC Retrievers ML,81.097329674106,2500.0,-9.553160667419434,391.4694284732437,,,,,,,,
401813347,St. Bonaventure Bonnies,Canisius Golden Griffins,2h,moneyline,Fanatics,Canisius Golden Griffins ML,81.05417512796858,2200.0,-8.478459358215332,335.7539720567229,,,,,,,,
401813347,St. Bonaventure Bonnies,Canisius Golden Griffins,2h,moneyline,DraftKings,Canisius Golden Griffins ML,79.24981085444178,2000.0,-8.478459358215332,335.7539720567229,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,DraftKings,Weber State Wildcats ML,78.08257405973117,1200.0,-4.303519248962402,184.92653722349488,,,,,,,,
401813347,St. Bonaventure Bonnies,Canisius Golden Griffins,2h,moneyline,BetMGM,Canisius Golden Griffins ML,77.6536424586296,1850.0,-8.478459358215332,335.7539720567229,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,BetUS,Weber State Wildcats ML,77.2058770221204,1150.0,-4.303519248962402,184.92653722349488,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,Caesars,Weber State Wildcats ML,77.2058770221204,1150.0,-4.303519248962402,184.92653722349488,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,Bovada,Weber State Wildcats ML,76.25612189804211,1100.0,-4.303519248962402,184.92653722349488,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,Fanatics,Weber State Wildcats ML,75.22377937187001,1050.0,-4.303519248962402,184.92653722349488,,,,,,,,
401827277,New Haven Chargers,Penn State Nittany Lions,2h,moneyline,DraftKings,New Haven Chargers ML,74.89621394248233,1200.0,-5.718361854553223,226.34921874772965,,,,,,,,
401827277,New Haven Chargers,Penn State Nittany Lions,2h,moneyline,FanDuel,New Haven Chargers ML,74.89621394248233,1200.0,-5.718361854553223,226.34921874772965,,,,,,,,
401827277,New Haven Chargers,Penn State Nittany Lions,2h,moneyline,Fanatics,New Haven Chargers ML,74.89621394248233,1200.0,-5.718361854553223,226.34921874772965,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,FanDuel,Weber State Wildcats ML,73.61791322004677,980.0,-4.303519248962402,184.92653722349488,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,FanDuel,Utah Valley Wolverines ML,73.50504474361827,650.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401827277,New Haven Chargers,Penn State Nittany Lions,2h,moneyline,BetMGM,New Haven Chargers ML,72.80423177102253,1100.0,-5.718361854553223,226.34921874772965,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,FanDuel,CSU Fullerton Titans ML,72.54816014380292,760.0,-2.156808853149414,136.0858227632949,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,BetOnline.ag,CSU Fullerton Titans ML,72.35529007455563,754.0,-2.156808853149414,136.0858227632949,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,LowVig.ag,CSU Fullerton Titans ML,72.35529007455563,754.0,-2.156808853149414,136.0858227632949,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,BetUS,CSU Fullerton Titans ML,72.2251973219653,750.0,-2.156808853149414,136.0858227632949,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,DraftKings,CSU Fullerton Titans ML,72.2251973219653,750.0,-2.156808853149414,136.0858227632949,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,FanDuel,Tennessee St Tigers ML,72.12516601093546,790.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,BetMGM,Utah Valley Wolverines ML,71.612547939591,600.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,DraftKings,Utah Valley Wolverines ML,71.612547939591,600.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,BetOnline.ag,Utah Valley Wolverines ML,71.53120853540645,598.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,LowVig.ag,Utah Valley Wolverines ML,71.53120853540645,598.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,BetUS,Utah Valley Wolverines ML,71.4083216657751,595.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,BetMGM,CSU Fullerton Titans ML,71.38353663475213,725.0,-2.156808853149414,136.0858227632949,,,,,,,,
401819906,Utah Utes,Weber State Wildcats,2h,moneyline,BetMGM,Weber State Wildcats ML,70.7767654129749,875.0,-4.303519248962402,184.92653722349488,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,Bovada,CSU Fullerton Titans ML,70.48927215458814,700.0,-2.156808853149414,136.0858227632949,,,,,,,,
401822729,Wyoming Cowboys,CSU Fullerton Titans,2h,moneyline,Caesars,CSU Fullerton Titans ML,70.48927215458814,700.0,-2.156808853149414,136.0858227632949,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,Caesars,Texas State Bobcats ML,70.27292772522688,650.0,-1.446426272392273,122.95304206079842,,,,,,,,
401819861,Colorado Buffaloes,Eastern Washington Eagles,2h,moneyline,BetUS,Eastern Washington Eagles ML,70.1940225165706,1000.0,-5.765105247497559,227.86575231772335,,,,,,,,
401819861,Colorado Buffaloes,Eastern Washington Eagles,2h,moneyline,DraftKings,Eastern Washington Eagles ML,70.1940225165706,1000.0,-5.765105247497559,227.86575231772335,,,,,,,,
401823382,Tennessee Volunteers,Northern Kentucky Norse,2h,moneyline,DraftKings,Northern Kentucky Norse ML,69.76541155676539,2000.0,-11.738712310791016,534.926357307927,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,BetOnline.ag,Texas State Bobcats ML,69.74856959826344,637.0,-1.446426272392273,122.95304206079842,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,LowVig.ag,Texas State Bobcats ML,69.74856959826344,637.0,-1.446426272392273,122.95304206079842,,,,,,,,
401819861,Colorado Buffaloes,Eastern Washington Eagles,2h,moneyline,BetOnline.ag,Eastern Washington Eagles ML,69.61392471568828,979.0,-5.765105247497559,227.86575231772335,,,,,,,,
401819861,Colorado Buffaloes,Eastern Washington Eagles,2h,moneyline,LowVig.ag,Eastern Washington Eagles ML,69.61392471568828,979.0,-5.765105247497559,227.86575231772335,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,BetUS,Texas State Bobcats ML,69.45848738893173,630.0,-1.446426272392273,122.95304206079842,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,Bovada,Utah Valley Wolverines ML,69.428897781098,550.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401823814,Boise State Broncos,Utah Valley Wolverines,2h,moneyline,Caesars,Utah Valley Wolverines ML,69.428897781098,550.0,0.0907340049743652,-101.30463715861823,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,BetMGM,Texas State Bobcats ML,69.24785626747608,625.0,-1.446426272392273,122.95304206079842,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,DraftKings,Texas State Bobcats ML,69.24785626747608,625.0,-1.446426272392273,122.95304206079842,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,Betway,Tennessee St Tigers ML,68.9892471871657,700.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,Fanatics,Tennessee St Tigers ML,68.9892471871657,700.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,Paddy Power,Tennessee St Tigers ML,68.9892471871657,700.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401813347,St. Bonaventure Bonnies,Canisius Golden Griffins,2h,moneyline,BetRivers,Canisius Golden Griffins ML,68.87471628166266,1300.0,-8.478459358215332,335.7539720567229,,,,,,,,
401819861,Colorado Buffaloes,Eastern Washington Eagles,2h,moneyline,Caesars,Eastern Washington Eagles ML,68.77469025545491,950.0,-5.765105247497559,227.86575231772335,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,Bovada,Texas State Bobcats ML,68.14956541988593,600.0,-1.446426272392273,122.95304206079842,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,Fanatics,Texas State Bobcats ML,68.14956541988593,600.0,-1.446426272392273,122.95304206079842,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,DraftKings,Tennessee St Tigers ML,67.98890032223557,675.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401819861,Colorado Buffaloes,Eastern Washington Eagles,2h,moneyline,FanDuel,Eastern Washington Eagles ML,67.85629879238006,920.0,-5.765105247497559,227.86575231772335,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,BetOnline.ag,Tennessee St Tigers ML,67.39999704301258,661.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,LowVig.ag,Tennessee St Tigers ML,67.39999704301258,661.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401817465,Stanford Cardinal,Montana Grizzlies,2h,moneyline,FanDuel,Montana Grizzlies ML,67.18105601172248,610.0,-1.9970158338546755,133.0145023167704,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,888sport,Tennessee St Tigers ML,66.92186366631009,650.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,BetMGM,Tennessee St Tigers ML,66.92186366631009,650.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,BetUS,Tennessee St Tigers ML,66.92186366631009,650.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,Caesars,Tennessee St Tigers ML,66.92186366631009,650.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401811966,Belmont Bruins,Tennessee St Tigers,2h,moneyline,William Hill,Tennessee St Tigers ML,66.92186366631009,650.0,-2.7483620643615723,148.08602250267438,,,,,,,,
401826843,Tulane Green Wave,Texas State Bobcats,2h,moneyline,FanDuel,Texas State Bobcats ML,66.7234265580898,570.0,-1.446426272392273,122.95304206079842,,,,,,,,
