game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401824811,2025-11-12,2025-11-13 01:00:00+00:00,Houston Cougars,Oakland Golden Grizzlies,78.0,45.0,39,17,39,28,False,Fertitta Center,,0.0,0.0,,,,,110.0,20.101318359375,137.5,-29.0,123.0,33.0,Home Cover,Under,,,,,,,39.0,17.0,39.0,28.0,56.0,67.0
401823442,2025-11-12,2025-11-13 00:00:00+00:00,Tennessee Volunteers,North Florida Ospreys,99.0,66.0,47,30,52,36,False,Food City Center,,0.0,0.0,,,,,166.03848266601562,29.03274154663086,154.5,-42.25,165.0,33.0,Away Cover,Over,,,,,,,47.0,30.0,52.0,36.0,77.0,88.0
401823516,2025-11-12,2025-11-12 23:00:00+00:00,VMI Keydets,Virginia-Lynchburg Dragons,106.0,54.0,40,35,66,19,False,Cameron Hall,,0.0,0.0,,,,,142.07997131347656,2.021151542663574,,,160.0,52.0,Away Cover,Under,,,,,,,40.0,35.0,66.0,19.0,75.0,85.0
401820605,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,83.0,70.0,41,36,42,34,False,Capital One Arena,,0.0,0.0,,,,,149.3017578125,11.715981483459473,144.5,-27.5,153.0,13.0,Away Cover,Over,,,,,,,41.0,36.0,42.0,34.0,77.0,76.0
401828734,2025-11-12,2025-11-13 00:00:00+00:00,North Carolina Central Eagles,Bluefield State Big Blues,77.0,61.0,40,33,37,28,False,McDougald-McLendon Arena,,0.0,0.0,,,,,143.86724853515625,4.825150966644287,,,138.0,16.0,Away Cover,Under,,,,,,,40.0,33.0,37.0,28.0,73.0,65.0
401828337,2025-11-12,2025-11-13 00:00:00+00:00,Kennesaw State Owls,Point University Skyhawks,111.0,60.0,52,36,59,24,False,KSU Convocation Center,,0.0,0.0,,,,,141.87911987304688,1.7247258424758911,,,171.0,51.0,Away Cover,Under,,,,,,,52.0,36.0,59.0,24.0,88.0,83.0
401827262,2025-11-12,2025-11-13 00:00:00+00:00,Marshall Thundering Herd,Elon Phoenix,96.0,89.0,45,43,51,46,False,Cam Henderson Center,,0.0,0.0,,,,,155.0550994873047,10.124116897583008,152.5,-9.5,185.0,7.0,Away Cover,Over,,,,,,,45.0,43.0,51.0,46.0,88.0,97.0
401827060,2025-11-12,2025-11-13 00:00:00+00:00,South Carolina Upstate Spartans,Bob Jones Bruins,114.0,53.0,48,28,66,25,False,G.B. Hodge Center,,0.0,0.0,,,,,143.1907196044922,3.770115375518799,,,167.0,61.0,Away Cover,Under,,,,,,,48.0,28.0,66.0,25.0,76.0,91.0
401826992,2025-11-12,2025-11-13 00:00:00+00:00,Longwood Lancers,James Madison Dukes,82.0,72.0,44,35,38,37,False,Joan Perry Brock Center,,0.0,0.0,,,,,136.28848266601562,-21.753942489624023,152.5,1.25,154.0,10.0,Home Cover,Over,,,,,,,44.0,35.0,38.0,37.0,79.0,75.0
401826939,2025-11-12,2025-11-13 00:00:00+00:00,South Carolina Gamecocks,Presbyterian Blue Hose,81.0,61.0,41,22,40,39,False,Colonial Life Arena,,0.0,0.0,,,,,141.2079620361328,19.04130172729492,137.25,-15.5,142.0,20.0,Home Cover,Over,,,,,,,41.0,22.0,40.0,39.0,63.0,79.0
401826758,2025-11-12,2025-11-13 00:00:00+00:00,New Hampshire Wildcats,Emmanuel (MA) Lions,97.0,69.0,51,29,46,40,False,Lundholm Gymnasium,,0.0,0.0,,,,,143.78482055664062,4.69659423828125,,,166.0,28.0,Away Cover,Under,,,,,,,51.0,29.0,46.0,40.0,80.0,86.0
401824886,2025-11-12,2025-11-13 00:00:00+00:00,East Tennessee State Buccaneers,Northern Kentucky Norse,75.0,63.0,33,32,42,31,False,Freedom Hall (TN),,0.0,0.0,,,,,144.33493041992188,-0.3281846046447754,142.5,-7.5,138.0,12.0,Home Cover,Under,,,,,,,33.0,32.0,42.0,31.0,65.0,73.0
401823394,2025-11-12,2025-11-13 00:00:00+00:00,Western Michigan Broncos,Purdue Fort Wayne Mastodons,83.0,71.0,32,37,51,34,False,University Arena (MI),,0.0,0.0,,,,,110.0,-1.6679387092590332,162.5,3.0,154.0,12.0,Home Cover,Under,,,,,,,32.0,37.0,51.0,34.0,69.0,85.0
401823214,2025-11-12,2025-11-13 00:00:00+00:00,Bellarmine Knights,Hanover Panthers,94.0,55.0,41,25,53,30,False,Knights Hall,,0.0,0.0,,,,,144.0947723388672,5.179947376251221,,,149.0,39.0,Away Cover,Under,,,,,,,41.0,25.0,53.0,30.0,66.0,83.0
401822759,2025-11-12,2025-11-13 00:00:00+00:00,South Florida Bulls,Coppin State Eagles,100.0,50.0,49,23,51,27,False,Yuengling Center,,0.0,0.0,,,,,147.9031219482422,9.750649452209473,170.5,-34.5,150.0,50.0,Home Cover,Under,,,,,,,49.0,23.0,51.0,27.0,72.0,78.0
401822736,2025-11-12,2025-11-13 00:00:00+00:00,VCU Rams,Saint Peter's Peacocks,78.0,61.0,41,32,37,29,False,Siegel Center,,0.0,0.0,,,,,148.10812377929688,11.681646347045898,147.5,-21.5,139.0,17.0,Away Cover,Under,,,,,,,41.0,32.0,37.0,29.0,73.0,66.0
401822311,2025-11-12,2025-11-13 00:00:00+00:00,Indiana Hoosiers,Milwaukee Panthers,101.0,70.0,51,39,50,31,False,Simon Skjodt Assembly Hall,,0.0,0.0,,,,,152.08193969726562,23.622047424316406,165.5,-24.5,171.0,31.0,Home Cover,Over,,,,,,,51.0,39.0,50.0,31.0,90.0,81.0
401820597,2025-11-12,2025-11-13 00:00:00+00:00,Akron Zips,Penn State-Shenango Nittany Lions,109.0,51.0,50,23,59,28,False,James A. Rhodes Arena,,0.0,0.0,,,,,144.44375610351562,5.724174499511719,,,160.0,58.0,Away Cover,Under,,,,,,,50.0,23.0,59.0,28.0,73.0,87.0
401818549,2025-11-12,2025-11-13 00:00:00+00:00,Boston University Terriers,Brown Bears,90.0,77.0,48,31,42,46,False,Case Gym,,0.0,0.0,,,,,142.98684692382812,4.500314712524414,131.5,-3.5,167.0,13.0,Home Cover,Over,,,,,,,48.0,31.0,42.0,46.0,79.0,88.0
