game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,actual_margin_1h,home_score,away_score,result,pnl_units
401813349,High Point Panthers,Canisius Golden Griffins,2h,moneyline,DraftKings,Canisius Golden Griffins ML,89.02033812648038,3000.0,-6.139050483703613,240.36951807910785,,,,,,,,,
401813349,High Point Panthers,Canisius Golden Griffins,2h,moneyline,BetMGM,Canisius Golden Griffins ML,88.26312006623766,2800.0,-6.139050483703613,240.36951807910785,,,,,,,,,
401813349,High Point Panthers,Canisius Golden Griffins,2h,moneyline,FanDuel,Canisius Golden Griffins ML,88.26312006623766,2800.0,-6.139050483703613,240.36951807910785,,,,,,,,,
401813349,High Point Panthers,Canisius Golden Griffins,2h,moneyline,Fanatics,Canisius Golden Griffins ML,86.90886468926507,2500.0,-6.139050483703613,240.36951807910785,,,,,,,,,
401812920,Clemson Tigers,North Alabama Lions,2h,moneyline,BetMGM,North Alabama Lions ML,84.66250113712626,3300.0,-10.070131301879885,421.4749613377072,,,,,,,,,
401812920,Clemson Tigers,North Alabama Lions,2h,moneyline,FanDuel,North Alabama Lions ML,83.17822705362235,3000.0,-10.070131301879885,421.4749613377072,,,,,,,,,
401809077,Pittsburgh Panthers,Bucknell Bison,2h,moneyline,FanDuel,Bucknell Bison ML,82.55998378298281,1160.0,-1.261313557624817,119.74420433441652,,,,,,,,,
401809077,Pittsburgh Panthers,Bucknell Bison,2h,moneyline,Caesars,Bucknell Bison ML,80.8918083187464,1050.0,-1.261313557624817,119.74420433441652,,,,,,,,,
401809077,Pittsburgh Panthers,Bucknell Bison,2h,moneyline,BetMGM,Bucknell Bison ML,80.0232541514167,1000.0,-1.261313557624817,119.74420433441652,,,,,,,,,
401809077,Pittsburgh Panthers,Bucknell Bison,2h,moneyline,DraftKings,Bucknell Bison ML,80.0232541514167,1000.0,-1.261313557624817,119.74420433441652,,,,,,,,,
401809077,Pittsburgh Panthers,Bucknell Bison,2h,moneyline,Fanatics,Bucknell Bison ML,80.0232541514167,1000.0,-1.261313557624817,119.74420433441652,,,,,,,,,
401812920,Clemson Tigers,North Alabama Lions,2h,moneyline,Fanatics,North Alabama Lions ML,79.94327071778049,2500.0,-10.070131301879885,421.4749613377072,,,,,,,,,
401809077,Pittsburgh Panthers,Bucknell Bison,2h,moneyline,BetRivers,Bucknell Bison ML,76.869031122693,850.0,-1.261313557624817,119.74420433441652,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,Fanatics,Georgia St Panthers ML,73.86121057610112,1400.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401828512,UL Monroe Warhawks,Lamar Cardinals,2h,moneyline,FanDuel,UL Monroe Warhawks ML,72.02253303970588,440.0,4.702670097351074,-195.77777204843557,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,BetUS,Georgia St Panthers ML,71.99415418867977,1300.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,DraftKings,Georgia St Panthers ML,71.99415418867977,1300.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,FanDuel,Georgia St Panthers ML,71.58827236532731,1280.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401828512,UL Monroe Warhawks,Lamar Cardinals,2h,moneyline,BetMGM,UL Monroe Warhawks ML,71.22317684084032,425.0,4.702670097351074,-195.77777204843557,,,,,,,,,
401828512,UL Monroe Warhawks,Lamar Cardinals,2h,moneyline,Bovada,UL Monroe Warhawks ML,71.22317684084032,425.0,4.702670097351074,-195.77777204843557,,,,,,,,,
401828512,UL Monroe Warhawks,Lamar Cardinals,2h,moneyline,DraftKings,UL Monroe Warhawks ML,71.22317684084032,425.0,4.702670097351074,-195.77777204843557,,,,,,,,,
401828512,UL Monroe Warhawks,Lamar Cardinals,2h,moneyline,Fanatics,UL Monroe Warhawks ML,71.22317684084032,425.0,4.702670097351074,-195.77777204843557,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,BetOnline.ag,Georgia St Panthers ML,71.0854099293154,1256.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,LowVig.ag,Georgia St Panthers ML,71.0854099293154,1256.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401826807,Tennessee Volunteers,Rice Owls,2h,moneyline,Fanatics,Rice Owls ML,70.53428380649999,4000.0,-16.83658790588379,1108.0943639335007,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,FanDuel,VCU Rams ML,70.36947693068272,660.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,Caesars,VCU Rams ML,69.9744032897585,650.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,DraftKings,VCU Rams ML,69.9744032897585,650.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,Bovada,Georgia St Panthers ML,69.83985835703976,1200.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401828512,UL Monroe Warhawks,Lamar Cardinals,2h,moneyline,Caesars,UL Monroe Warhawks ML,69.78433568288234,400.0,4.702670097351074,-195.77777204843557,,,,,,,,,
401812920,Clemson Tigers,North Alabama Lions,2h,moneyline,Bovada,North Alabama Lions ML,69.32500227425251,1600.0,-10.070131301879885,421.4749613377072,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,BetMGM,Georgia St Panthers ML,68.63345269132134,1150.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,BetOnline.ag,VCU Rams ML,68.41627274518775,613.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,LowVig.ag,VCU Rams ML,68.41627274518775,613.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,BetMGM,VCU Rams ML,67.82971781045553,600.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,BetUS,VCU Rams ML,67.82971781045553,600.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,Fanatics,VCU Rams ML,67.82971781045553,600.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401826912,Wisconsin Badgers,SIU-Edwardsville Cougars,2h,moneyline,BetMGM,SIU-Edwardsville Cougars ML,67.48772220817501,3000.0,-15.441598892211914,907.8806115465744,,,,,,,,,
401819816,Arizona St Sun Devils,Georgia St Panthers,2h,moneyline,BetRivers,Georgia St Panthers ML,67.3265132201264,1100.0,-7.503046989440918,292.0818413584832,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,Bovada,VCU Rams ML,66.63822587750944,575.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
401817255,NC State Wolfpack,VCU Rams,2h,moneyline,BetRivers,VCU Rams ML,62.46800411219813,500.0,-1.5727472305297852,125.1919753268113,,,,,,,,,
