game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,ml_home,market_total_1h,market_total_2h,spread_home_1h,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,ml_implied_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401813305,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Manhattan Jaspers,Saint Peter's Peacocks,75,80,35,43,40,37,False,Draddy Gymnasium,,,155,-5,144.75,4.5,170.0,70.20375,74.54625,2.25,78,77,,,,,,,away_cover,-8,away_cover,,0.3703703703703703,0.0,,,,,,,,,,1
401812655,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Central Connecticut Blue Devils,Chicago State Cougars,78,67,35,28,43,39,False,Detrick Gymnasium,,,145,11,137.75,-8.5,-480.0,66.80875,70.94125,-4.25,63,82,,,,,,,home_cover,7,home_cover,,0.8275862068965517,1.0,,,,,,,,,,1
401812396,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Mercyhurst Lakers,Saint Francis Red Flash,98,89,45,37,34,42,False,Mercyhurst Athletic Center,,,187,9,,,,,,,82,76,,,,,,,away_cover,8,away_cover,,,1.0,,,,,,,,,,1
401812372,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Long Island University Sharks,New Haven Chargers,60,55,29,16,31,39,False,Steinberg Wellness Center,,,115,5,,,,,,,45,70,,,,,,,away_cover,13,away_cover,,,1.0,,,,,,,,,,1
401812343,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Wagner Seahawks,Le Moyne Dolphins,79,78,40,35,39,43,False,Spiro Sports Center,,,157,1,139.5,1.5,110.0,67.6575,71.8425,0.75,75,82,,,,,,,away_cover,5,home_cover,,0.4761904761904761,1.0,,,,,,,,,,1
401812325,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Fairleigh Dickinson Knights,Stonehill Skyhawks,74,58,31,24,43,34,False,Bogota Savings Bank Center,,,132,16,129.5,-1.75,-135.0,62.8075,66.6925,-0.875,55,77,,,,,,,home_cover,7,home_cover,,0.574468085106383,1.0,,,,,,,,,,1
401812144,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,NJIT Highlanders,UMass Lowell River Hawks,81,56,42,15,39,41,False,Joel & Diane Bloom Wellness and Events Center,,,137,25,149.5,-2.5,-145.0,72.5075,76.9925,-1.25,57,80,,,,,,,home_cover,27,home_cover,,0.5918367346938775,1.0,,,,,,,,,,1
401812053,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Hofstra Pride,Northeastern Huskies,80,63,41,28,39,35,False,David S. Mack Sports and Exhibition Complex,,,143,17,155.0,-8.5,-455.0,75.175,79.825,-4.25,69,74,,,,,,,home_cover,13,home_cover,,0.8198198198198198,1.0,,,,,,,,,,1
401812052,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Stony Brook Seawolves,Monmouth Hawks,75,76,31,46,44,30,False,Stony Brook Arena,,,151,-1,136.5,-2.5,-142.5,66.2025,70.2975,-1.25,77,74,,,,,,,home_cover,-15,away_cover,,0.5876288659793815,0.0,,,,,,,,,,1
401812051,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Campbell Fighting Camels,Drexel Dragons,81,60,39,36,42,24,False,John W. Pope Jr. Convocation Center,,,141,21,141.5,-4.5,-187.5,68.6275,72.8725,-2.25,75,66,,,,,,,home_cover,3,home_cover,,0.6521739130434783,1.0,,,,,,,,,,1
401812050,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,UNC Wilmington Seahawks,William & Mary Tribe,78,85,45,41,33,44,False,Trask Coliseum,,,163,-7,157.5,-4.5,-200.0,76.3875,81.1125,-2.25,86,77,,,,,,,away_cover,4,home_cover,,0.6666666666666666,0.0,,,,,,,,,,1
401812049,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Charleston Cougars,North Carolina A&T Aggies,78,62,41,37,37,25,False,TD Arena,,,140,16,154.5,-11.5,-650.0,74.9325,79.5675,-5.75,78,62,,,,,,,home_cover,4,home_cover,,0.8666666666666667,1.0,,,,,,,,,,1
401812048,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Hampton Pirates,Elon Phoenix,87,79,33,33,31,31,False,Convocation Center (VA),,,166,8,143.0,1.5,105.0,69.355,73.645,0.75,66,62,,,,,,,home_cover,0,away_cover,,0.4878048780487805,1.0,,,,,,,,,,1
401809356,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Chattanooga Mocs,Mercer Bears,79,75,34,37,45,38,False,McKenzie Arena,,,154,4,155.5,4.5,170.0,75.4175,80.0825,2.25,71,83,,,,,,,away_cover,-3,away_cover,,0.3703703703703703,1.0,,,,,,,,,,1
401807726,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Bellarmine Knights,Stetson Hatters,92,71,47,35,45,36,False,Knights Hall,,,163,21,148.5,-5.0,-225.0,72.0225,76.4775,-2.5,82,81,,,,,,,home_cover,12,home_cover,,0.6923076923076923,1.0,,,,,,,,,,1
401807725,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,West Georgia Wolves,North Florida Ospreys,73,81,37,34,36,47,False,The Coliseum,,,154,-8,167.5,-6.0,-290.0,81.2375,86.2625,-3.0,71,83,,,,,,,away_cover,3,home_cover,,0.7435897435897436,0.0,,,,,,,,,,1
401807722,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Queens University Royals,Jacksonville Dolphins,93,84,44,31,49,53,False,Curry Arena,,,177,9,146.5,-8.5,-430.0,71.0525,75.4475,-4.25,75,102,,,,,,,home_cover,13,home_cover,,0.8113207547169812,1.0,,,,,,,,,,1
401807721,2026,2026-02-05,2026-02-06 00:00:00+00:00,2026-02-05 19:00,EST,Eastern Kentucky Colonels,Florida Gulf Coast Eagles,76,74,26,39,50,35,False,Baptist Health Arena,,,150,2,154.0,-1.5,-125.0,74.69,79.31,-0.75,65,85,,,,,,,home_cover,-13,away_cover,,0.5555555555555556,1.0,,,,,,,,,,1
401818411,2026,2026-02-05,2026-02-06 01:00:00+00:00,2026-02-05 20:00,EST,North Dakota State Bison,Denver Pioneers,71,78,34,40,37,38,False,Scheels Center,,,149,-7,155.5,-12.0,-875.0,75.4175,80.0825,-6.0,74,75,,,,,,,home_cover,-6,push,,0.8974358974358975,0.0,,,,,,,,,,1
401818410,2026,2026-02-05,2026-02-06 01:00:00+00:00,2026-02-05 20:00,EST,North Dakota Fighting Hawks,Omaha Mavericks,76,73,29,42,47,31,False,Betty Engelstad Sioux Center,,,149,3,150.5,-2.0,-134.5,72.99249999999999,77.50750000000001,-1.0,71,78,,,,,,,home_cover,-13,away_cover,,0.5735607675906184,1.0,,,,,,,,,,1
401809357,2026,2026-02-05,2026-02-06 01:00:00+00:00,2026-02-05 20:00,EST,Samford Bulldogs,The Citadel Bulldogs,78,64,39,32,39,32,False,Pete Hanna Center,,,142,14,143.5,-12.5,-1000.0,69.5975,73.9025,-6.25,71,71,,,,,,,home_cover,7,home_cover,,0.9090909090909092,1.0,,,,,,,,,,1
401805187,2026,2026-02-05,2026-02-06 01:00:00+00:00,2026-02-05 20:00,EST,Utah Valley Wolverines,Abilene Christian Wildcats,68,55,26,24,42,31,False,UCCU Center,,,123,13,145.25,-14.5,-1415.0,70.44624999999999,74.80375000000001,-7.25,50,73,,,,,,,home_cover,2,home_cover,,0.933993399339934,1.0,,,,,,,,,,1
401806471,2026,2026-02-05,2026-02-06 01:25:00+00:00,2026-02-05 20:25,EST,Little Rock Trojans,Lindenwood Lions,74,79,30,31,44,48,False,Jack Stephens Center,,,153,-5,151.5,-1.5,-205.0,73.47749999999999,78.02250000000001,-0.75,61,92,,,,,,,away_cover,-1,away_cover,,0.6721311475409836,0.0,,,,,,,,,,1
401825495,2026,2026-02-05,2026-02-06 01:30:00+00:00,2026-02-05 20:30,EST,Maryland Terrapins,Ohio State Buckeyes,62,82,30,42,32,40,False,XFINITY Center,,,144,-20,150.5,7.0,263.0,72.99249999999999,77.50750000000001,3.5,72,72,,,,,,,away_cover,-12,away_cover,,0.2754820936639118,0.0,,,,,,,,,,1
401806474,2026,2026-02-05,2026-02-06 01:30:00+00:00,2026-02-05 20:30,EST,Tennessee Tech Golden Eagles,Western Illinois Leathernecks,97,72,53,30,44,42,False,Hooper Eblen Center,,,169,25,143.5,-8.5,-460.0,69.5975,73.9025,-4.25,83,86,,,,,,,home_cover,23,home_cover,,0.8214285714285714,1.0,,,,,,,,,,1
401806473,2026,2026-02-05,2026-02-06 01:30:00+00:00,2026-02-05 20:30,EST,UT Martin Skyhawks,Southern Indiana Screaming Eagles,76,54,38,26,38,28,False,Kathleen and Tom Elam Center,,,130,22,131.5,-11.0,-700.0,63.7775,67.7225,-5.5,64,66,,,,,,,home_cover,12,home_cover,,0.875,1.0,,,,,,,,,,1
401806472,2026,2026-02-05,2026-02-06 01:30:00+00:00,2026-02-05 20:30,EST,Southeast Missouri State Redhawks,Morehead State Eagles,82,70,43,29,39,41,False,Show Me Center,,,152,12,146.0,-8.5,-410.0,70.81,75.19,-4.25,72,80,,,,,,,home_cover,14,home_cover,,0.803921568627451,1.0,,,,,,,,,,1
401806470,2026,2026-02-05,2026-02-06 01:30:00+00:00,2026-02-05 20:30,EST,Tennessee State Tigers,Eastern Illinois Panthers,77,68,33,30,44,38,False,Gentry Center,,,145,9,146.0,-10.0,-550.0,70.81,75.19,-5.0,63,82,,,,,,,home_cover,3,home_cover,,0.8461538461538461,1.0,,,,,,,,,,1
401828213,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,UAB Blazers,Memphis Tigers,80,90,35,44,45,46,False,Bartow Arena,,,170,-10,154.5,-1.5,-130.0,74.9325,79.5675,-0.75,79,91,,,,,,,away_cover,-9,away_cover,,0.5652173913043478,0.0,,,,,,,,,,1
401809132,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,UC Davis Aggies,UC Santa Barbara Gauchos,85,75,40,32,45,43,False,University Credit Union Center,,,160,10,148.5,3.5,141.0,72.0225,76.4775,1.75,72,88,,,,,,,home_cover,8,home_cover,,0.4149377593360996,1.0,,,,,,,,,,1
401808534,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,Weber State Wildcats,Northern Colorado Bears,74,88,33,42,41,46,False,Dee Events Center,,,162,-14,162.5,1.5,100.0,78.8125,83.6875,0.75,75,87,,,,,,,away_cover,-9,away_cover,,0.5,0.0,,,,,,,,,,1
401808495,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,Idaho State Bengals,Northern Arizona Lumberjacks,73,79,34,40,39,39,False,Reed Gym,,,152,-6,141.5,-7.25,-325.0,68.6275,72.8725,-3.625,74,78,,,,,,,home_cover,-6,away_cover,,0.7647058823529411,0.0,,,,,,,,,,1
401808479,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,Montana State Bobcats,Idaho Vandals,73,66,36,26,37,40,False,Worthington Arena,,,139,7,147.5,-3.0,-157.0,71.5375,75.9625,-1.5,62,77,,,,,,,home_cover,10,home_cover,,0.6108949416342413,1.0,,,,,,,,,,1
401808462,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,Montana Grizzlies,Eastern Washington Eagles,74,82,36,34,38,48,False,Dahlberg Arena,,,156,-8,151.0,-6.5,-272.5,73.235,77.765,-3.25,70,86,,,,,,,away_cover,2,home_cover,,0.7315436241610739,0.0,,,,,,,,,,1
401805189,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,Utah Tech Trailblazers,UT Arlington Mavericks,87,84,33,34,39,38,False,Burns Arena,,,171,3,138.5,-1.5,-124.5,67.1725,71.3275,-0.75,67,77,,,,,,,home_cover,-1,away_cover,,0.5545657015590201,1.0,,,,,,,,,,1
401804914,2026,2026-02-05,2026-02-06 02:00:00+00:00,2026-02-05 21:00,EST,Western Kentucky Hilltoppers,Jacksonville State Gamecocks,66,71,28,33,38,38,False,E.A. Diddle Arena,,,137,-5,140.0,-4.5,-192.5,67.89999999999999,72.10000000000001,-2.25,61,76,,,,,,,away_cover,-5,away_cover,,0.6581196581196581,0.0,,,,,,,,,,1
401823182,2026,2026-02-05,2026-02-06 03:00:00+00:00,2026-02-05 22:00,EST,Cal State Fullerton Titans,UC Riverside Highlanders,78,72,38,37,40,35,False,Titan Gym,,,150,6,156.0,-6.0,-260.0,75.66,80.34,-3.0,75,75,,,,,,,home_cover,1,home_cover,,0.7222222222222222,1.0,,,,,,,,,,1
401809161,2026,2026-02-05,2026-02-06 03:00:00+00:00,2026-02-05 22:00,EST,Cal Poly Mustangs,Cal State Northridge Matadors,96,97,48,52,48,45,False,Mott Athletics Center,,,193,-1,177.0,2.0,110.0,85.845,91.155,1.0,100,93,,,,,,,away_cover,-4,away_cover,,0.4761904761904761,0.0,,,,,,,,,,1
401809114,2026,2026-02-05,2026-02-06 03:00:00+00:00,2026-02-05 22:00,EST,UC Irvine Anteaters,Cal State Bakersfield Roadrunners,78,62,39,29,39,33,False,Bren Events Center,,,140,16,144.5,-16.5,-2000.0,70.0825,74.4175,-8.25,68,72,,,,,,,home_cover,10,home_cover,,0.9523809523809524,1.0,,,,,,,,,,1
401809096,2026,2026-02-05,2026-02-06 03:00:00+00:00,2026-02-05 22:00,EST,UC San Diego Tritons,Long Beach State Beach,77,74,38,30,39,44,False,LionTree Arena,,,151,3,146.5,-10.5,-567.5,71.0525,75.4475,-5.25,68,83,,,,,,,home_cover,8,home_cover,,0.850187265917603,1.0,,,,,,,,,,1
401805188,2026,2026-02-05,2026-02-06 03:00:00+00:00,2026-02-05 22:00,EST,California Baptist Lancers,Tarleton State Texans,56,55,28,30,28,25,False,Dale E. and Sarah Ann Fowler Events Center,,,111,1,139.5,-10.5,-600.0,67.6575,71.8425,-5.25,58,53,,,,,,,home_cover,-2,home_cover,,0.8571428571428571,1.0,,,,,,,,,,1
