game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401823256,2025-11-09,2025-11-09 19:00:00+00:00,North Dakota Fighting Hawks,Cal State Northridge Matadors,85,93,37,44,48,49,False,Betty Engelstad Sioux Center,,0,0,,,,,139.3735809326172,9.32626724243164,,,178,-8,Away Cover,Under,,,,,37,44,48,49,81.0,97.0
401820542,2025-11-09,2025-11-09 19:00:00+00:00,Northern Iowa Panthers,South Dakota State Jackrabbits,65,58,28,25,37,33,False,McLeod Center,,0,0,,,,,140.2836151123047,4.196681499481201,,,123,7,Away Cover,Under,,,,,28,25,37,33,53.0,70.0
401818548,2025-11-09,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,84,89,32,24,33,41,False,Pizzitola Sports Center,,0,0,,,,,126.5073699951172,-3.957422256469727,,,173,-5,Away Cover,Under,,,,,32,24,52,65,56.0,117.0
401813320,2025-11-09,2025-11-09 19:00:00+00:00,Dartmouth Big Green,Marist Red Foxes,56,75,35,40,21,35,False,Leede Arena,,0,0,,,,,136.9643096923828,1.8138576745986936,,,131,-19,Away Cover,Under,,,,,35,40,21,35,75.0,56.0
401813287,2025-11-09,2025-11-09 19:00:00+00:00,Oklahoma State Cowboys,Texas A&M Aggies,87,63,43,29,44,34,False,Gallagher-Iba Arena,,0,0,,,,,142.47726440429688,-4.762517929077148,,,150,24,Away Cover,Under,,,,,43,29,44,34,72.0,78.0
401813254,2025-11-09,2025-11-09 19:00:00+00:00,Illinois State Redbirds,Cornell Big Red,76,65,34,32,42,33,False,CEFCU Arena,,0,0,,,,,129.316650390625,2.7412257194519043,,,141,11,Away Cover,Under,,,,,34,32,42,33,66.0,75.0
401811103,2025-11-09,2025-11-09 19:00:00+00:00,South Dakota Coyotes,Ozark Christian Ambassadors,121,65,72,35,49,30,False,Sanford Coyote Sports Center,,0,0,,,,,137.1378936767578,2.021151542663574,,,186,56,Away Cover,Under,,,,,72,35,49,30,107.0,79.0
401826896,2025-11-09,2025-11-09 20:00:00+00:00,Louisiana Tech Bulldogs,Lyon Scots,93,35,48,22,45,13,False,Thomas Assembly Center,,0,0,,,,,139.21046447753906,5.270043849945068,,,128,58,Away Cover,Under,,,,,48,22,45,13,70.0,58.0
401825577,2025-11-09,2025-11-09 20:00:00+00:00,Montana State Bobcats,Denver Pioneers,73,75,38,38,35,37,False,Worthington Arena,,0,0,,,,,140.87457275390625,16.9552001953125,,,148,-2,Away Cover,Under,,,,,38,38,35,37,76.0,72.0
401819916,2025-11-09,2025-11-09 20:00:00+00:00,West Virginia Mountaineers,Lehigh Mountain Hawks,69,47,42,20,27,27,False,WVU Coliseum,,0,0,,,,,142.71755981445312,10.73923110961914,,,116,22,Away Cover,Under,,,,,42,20,27,27,62.0,54.0
401819814,2025-11-09,2025-11-09 20:00:00+00:00,Arizona State Sun Devils,Utah Tech Trailblazers,81,66,39,25,42,41,False,Desert Financial Arena,,0,0,,,,,139.93417358398438,5.360476493835449,,,147,15,Away Cover,Under,,,,,39,25,42,41,64.0,83.0
401828912,2025-11-09,2025-11-09 21:00:00+00:00,Evansville Purple Aces,Oakland City Mighty Oaks,76,47,39,26,37,21,False,Ford Center,,0,0,,,,,136.4500274658203,0.965246319770813,,,123,29,Away Cover,Under,,,,,39,26,37,21,65.0,58.0
401823515,2025-11-09,2025-11-09 21:30:00+00:00,Missouri Tigers,VMI Keydets,106,68,50,40,56,28,False,Mizzou Arena,,0,0,,,,,137.1378936767578,2.021151542663574,,,174,38,Away Cover,Under,,,,,50,40,56,28,90.0,84.0
401828276,2025-11-09,2025-11-09 22:00:00+00:00,Loyola Chicago Ramblers,North Texas Mean Green,62,64,20,34,42,30,True,Now Arena,,0,0,,,,,110.0,4.39284610748291,,,126,-2,Away Cover,Under,,,,,20,34,42,30,54.0,72.0
401824089,2025-11-09,2025-11-09 22:00:00+00:00,Portland Pilots,UC Davis Aggies,67,63,31,32,36,31,False,Chiles Center,,0,0,,,,,110.06387329101562,6.086522102355957,,,130,4,Away Cover,Under,,,,,31,32,36,31,63.0,67.0
401823555,2025-11-09,2025-11-09 22:00:00+00:00,San Diego State Aztecs,Idaho State Bengals,73,57,34,21,39,36,False,Viejas Arena,,0,0,,,,,141.92530822753906,9.503751754760742,,,130,16,Away Cover,Under,,,,,34,21,39,36,55.0,75.0
401827088,2025-11-09,2025-11-09 23:00:00+00:00,Howard Bison,Grambling Tigers,70,73,33,32,37,41,False,Burr Gymnasium,,0,0,,,,,138.10177612304688,13.50425148010254,,,143,-3,Away Cover,Under,,,,,33,32,37,41,65.0,78.0
401826772,2025-11-09,2025-11-09 23:00:00+00:00,Liberty Flames,Florida Atlantic Owls,88,68,48,30,40,38,False,Liberty Arena (VA),,0,0,,,,,136.22872924804688,0.9354304671287536,,,156,20,Away Cover,Under,,,,,48,30,40,38,78.0,78.0
401823858,2025-11-09,2025-11-09 23:00:00+00:00,USC Trojans,Manhattan Jaspers,114,83,55,37,59,46,False,Galen Center,,0,0,,,,,141.4886474609375,21.956581115722656,,,197,31,Away Cover,Under,,,,,55,37,59,46,92.0,105.0
401823808,2025-11-09,2025-11-09 23:00:00+00:00,Colorado State Rams,Omaha Mavericks,97,74,48,38,49,36,False,Moby Arena,,0,0,,,,,142.55470275878906,20.0188217163086,,,171,23,Away Cover,Under,,,,,48,38,49,36,86.0,85.0
401827257,2025-11-09,2025-11-09 23:30:00+00:00,South Carolina Gamecocks,Southern Miss Golden Eagles,83,79,38,34,32,36,False,Colonial Life Arena,,0,0,,,,,134.8944091796875,14.555692672729492,,,162,4,Away Cover,Under,,,,,38,34,45,45,72.0,90.0
401829390,2025-11-09,2025-11-10 00:30:00+00:00,UT Martin Skyhawks,Kentucky Christian Knights,97,42,44,29,53,13,False,Kathleen and Tom Elam Center,,0,0,,,,,137.1378936767578,2.021151542663574,,,139,55,Away Cover,Under,,,,,44,29,53,13,73.0,66.0
401819824,2025-11-09,2025-11-10 01:30:00+00:00,Baylor Bears,Washington Huskies,78,69,38,32,40,37,False,Foster Pavilion,,0,0,,,,,151.072021484375,21.902267456054688,,,147,9,Away Cover,Under,,,,,38,32,40,37,70.0,77.0
401824896,2025-11-09,2025-11-10 06:00:00+00:00,Hawai'i Rainbow Warriors,East Texas A&M Lions,100,74,51,30,49,44,False,Stan Sheriff Center,,0,0,,,,,138.84173583984375,7.689629554748535,,,174,26,Away Cover,Under,,,,,51,30,49,44,81.0,93.0
