game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401825512,2026-02-13,2026-02-14 01:00:00+00:00,Wisconsin Badgers,Michigan State Spartans,92,71,51,34,41,37,False,Kohl Center,,0,0,,,,,99.58099975585938,-5.240696263313294,145.75,2.25,163,21,Home Cover,Over,,,,,92.0,71.0,51.0,34.0,41.0,37.0,85.0,78.0
401828425,2026-02-13,2026-02-14 01:40:00+00:00,Loyola Chicago Ramblers,Saint Louis Billikens,59,86,29,39,30,47,False,Gentile Arena,,0,0,,,,,147.29946899414062,8.731203079223633,155.5,18.5,145,-27,Away Cover,Under,,,,,59.0,86.0,29.0,39.0,30.0,47.0,68.0,77.0
401814565,2026-02-13,2026-02-14 02:10:00+00:00,Miami (OH) RedHawks,Ohio Bobcats,90,74,43,35,47,39,False,Millett Hall,,0,0,,,,,144.7313690185547,-6.47307825088501,163.5,-10.0,164,16,Home Cover,Over,,,,,90.0,74.0,43.0,35.0,47.0,39.0,78.0,86.0
401813316,2026-02-13,2026-02-13 23:30:00+00:00,Niagara Purple Eagles,Manhattan Jaspers,69,76,27,35,42,41,False,Gallagher Center,,0,0,,,,,138.15289306640625,13.69107437133789,137.5,-2.0,145,-7,Away Cover,Over,,,,,69.0,76.0,27.0,35.0,42.0,41.0,62.0,83.0
401828424,2026-02-13,2026-02-14 00:00:00+00:00,George Washington Revolutionaries,George Mason Patriots,72,53,32,30,40,23,False,Charles E. Smith Center,,0,0,,,,,140.78074645996094,-1.373300075531006,149.0,-2.5,125,19,Home Cover,Under,,,,,72.0,53.0,32.0,30.0,40.0,23.0,62.0,63.0
401826867,2026-02-13,2026-02-14 00:00:00+00:00,Princeton Tigers,Cornell Big Red,65,89,27,44,38,45,False,Jadwin Gymnasium,,0,0,,,,,145.10486145019533,12.291335754394533,155.0,3.0,154,-24,Away Cover,Under,,,,,65.0,89.0,27.0,44.0,38.0,45.0,71.0,83.0
401823754,2026-02-13,2026-02-14 00:00:00+00:00,Sacred Heart Pioneers,Saint Peter's Peacocks,78,71,40,33,38,38,False,William H. Pitt Center,,0,0,,,,,139.6165313720703,-7.262987613677978,147.0,2.0,149,7,Home Cover,Over,,,,,78.0,71.0,40.0,33.0,38.0,38.0,73.0,76.0
401818334,2026-02-13,2026-02-14 00:00:00+00:00,Dartmouth Big Green,Yale Bulldogs,70,83,30,38,40,45,False,Leede Arena,,0,0,,,,,142.05381774902344,-11.416120529174805,153.0,9.0,153,-13,Away Cover,Push,,,,,70.0,83.0,30.0,38.0,40.0,45.0,68.0,85.0
401813429,2026-02-13,2026-02-14 00:00:00+00:00,Siena Saints,Quinnipiac Bobcats,62,74,27,34,35,40,False,MVP Arena,,0,0,,,,,94.46301956176758,5.044339561462403,143.5,-3.5,136,-12,Away Cover,Under,,,,,62.0,74.0,27.0,34.0,35.0,40.0,61.0,75.0
401813417,2026-02-13,2026-02-14 00:00:00+00:00,Rider Broncs,Mount St. Mary's Mountaineers,55,65,21,28,34,37,False,Alumni Gymnasium (Rider),,0,0,,,,,140.89732360839844,9.351903915405272,139.0,5.0,120,-10,Away Cover,Under,,,,,55.0,65.0,21.0,28.0,34.0,37.0,49.0,71.0
401813368,2026-02-13,2026-02-14 00:00:00+00:00,Canisius Golden Griffins,Iona Gaels,63,69,24,34,39,35,False,Koessler Athletic Center,,0,0,,,,,140.76028442382812,-8.535669326782227,136.5,5.5,132,-6,Away Cover,Under,,,,,63.0,69.0,24.0,34.0,39.0,35.0,58.0,74.0
401812620,2026-02-13,2026-02-14 00:00:00+00:00,Harvard Crimson,Brown Bears,56,53,31,22,25,31,False,Lavietes Pavilion,,0,0,,,,,144.0250264485677,9.536455624898275,132.5,-8.5,109,3,Away Cover,Under,,,,,56.0,53.0,31.0,22.0,25.0,31.0,53.0,56.0
401812593,2026-02-13,2026-02-14 00:00:00+00:00,Pennsylvania Quakers,Columbia Lions,76,67,34,37,42,30,False,The Palestra,,0,0,,,,,142.32444763183594,10.25803565979004,146.5,-3.0,143,9,Home Cover,Under,,,,,76.0,67.0,34.0,37.0,42.0,30.0,71.0,72.0
401814563,2026-02-13,2026-02-14 02:00:00+00:00,Akron Zips,Massachusetts Minutemen,99,92,44,43,55,49,False,James A. Rhodes Arena,,0,0,,,,,143.93963623046875,6.1717047691345215,160.5,-13.5,191,7,Away Cover,Over,,,,,99.0,92.0,44.0,43.0,55.0,49.0,87.0,104.0
401823829,2026-02-13,2026-02-14 03:00:00+00:00,Boise State Broncos,UNLV Rebels,83,86,40,29,37,48,False,ExtraMile Arena,,0,0,,,,,145.79940795898438,2.654940605163574,155.5,-9.5,169,-3,Away Cover,Over,,,,,83.0,86.0,40.0,29.0,43.0,57.0,69.0,100.0
401812065,2026-02-13,2026-02-14 04:00:00+00:00,North Carolina A&T Aggies,Hampton Pirates,71,70,26,30,45,40,True,The Forum (USA),,0,0,,,,,139.70765686035156,1.1426334381103516,140.0,-2.5,141,1,Away Cover,Over,,,,,71.0,70.0,26.0,30.0,45.0,40.0,56.0,85.0
