game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401827637,2026-01-21,2026-01-22 02:00:00+00:00,Arizona Wildcats,Cincinnati Bearcats,77,51,33,27,44,24,False,McKale Memorial Center,,0,0,,,,,157.87432861328125,-2.7682318687438965,152.0,-13.5,128,26,Home Cover,Under,,,,,77.0,51.0,33.0,27.0,44.0,24.0,60.0,68.0
401825461,2026-01-21,2026-01-22 02:00:00+00:00,Nebraska Cornhuskers,Washington Huskies,76,66,41,28,35,38,False,Pinnacle Bank Arena,,0,0,,,,,146.77735900878906,0.9486446380615234,151.5,-10.5,142,10,Away Cover,Under,,,,,76.0,66.0,41.0,28.0,35.0,38.0,69.0,73.0
401829210,2026-01-21,2026-01-22 02:00:00+00:00,Gonzaga Bulldogs,Pepperdine Waves,84,60,47,29,37,31,False,McCarthey Athletic Center,,0,0,,,,,156.09426879882812,42.58034133911133,150.5,-28.25,144,24,Away Cover,Under,,,,,84.0,60.0,47.0,29.0,37.0,31.0,76.0,68.0
401825460,2026-01-21,2026-01-22 00:00:00+00:00,Illinois Fighting Illini,Maryland Terrapins,89,70,47,30,42,40,False,State Farm Center,,0,0,,,,,100.46564331054688,2.08009090423584,149.25,-18.5,159,19,Home Cover,Over,,,,,89.0,70.0,47.0,30.0,42.0,40.0,77.0,82.0
401820687,2026-01-21,2026-01-22 00:00:00+00:00,North Carolina Tar Heels,Notre Dame Fighting Irish,91,69,42,33,49,36,False,Dean E. Smith Center,,0,0,,,,,155.07168579101562,12.78298568725586,149.5,-13.5,160,22,Home Cover,Over,,,,,91.0,69.0,42.0,33.0,49.0,36.0,75.0,85.0
401824368,2026-01-21,2026-01-21 23:00:00+00:00,Boston University Terriers,Lafayette Leopards,77,73,30,39,34,25,False,Case Gym,,0,0,,,,,139.96771240234375,9.661340713500977,145.5,-5.0,150,4,Away Cover,Over,,,,,77.0,73.0,30.0,39.0,47.0,34.0,69.0,81.0
401823921,2026-01-21,2026-01-21 23:00:00+00:00,South Carolina Upstate Spartans,UNC Asheville Bulldogs,69,83,30,36,39,47,False,G.B. Hodge Center,,0,0,,,,,142.18341064453125,1.725208759307861,144.5,-1.5,152,-14,Away Cover,Over,,,,,69.0,83.0,30.0,36.0,39.0,47.0,66.0,86.0
401809337,2026-01-21,2026-01-21 23:00:00+00:00,Wofford Terriers,Samford Bulldogs,88,78,38,41,50,37,False,Jerry Richardson Indoor Stadium,,0,0,,,,,144.89439392089844,1.4356460571289062,154.5,-3.25,166,10,Home Cover,Over,,,,,88.0,78.0,38.0,41.0,50.0,37.0,79.0,87.0
401809336,2026-01-21,2026-01-21 23:00:00+00:00,VMI Keydets,UNC Greensboro Spartans,78,85,33,38,45,47,False,Cameron Hall,,0,0,,,,,143.1289520263672,-1.661550521850586,150.5,2.5,163,-7,Away Cover,Over,,,,,78.0,85.0,33.0,38.0,45.0,47.0,71.0,92.0
401828385,2026-01-21,2026-01-21 23:30:00+00:00,La Salle Explorers,Dayton Flyers,67,64,40,29,27,35,False,John Glaser Arena,,0,0,,,,,143.99855041503906,-23.873464584350582,137.5,10.25,131,3,Home Cover,Under,,,,,67.0,64.0,40.0,29.0,27.0,35.0,69.0,62.0
401823920,2026-01-21,2026-01-21 23:30:00+00:00,Winthrop Eagles,Radford Highlanders,76,75,32,33,44,42,False,Winthrop Coliseum,,0,0,,,,,143.89321899414062,10.997869491577148,165.0,-9.5,151,1,Away Cover,Under,,,,,76.0,75.0,32.0,33.0,44.0,42.0,65.0,86.0
401830275,2026-01-21,2026-01-22 00:00:00+00:00,Drake Bulldogs,Murray State Racers,101,90,44,41,57,49,False,Knapp Center,,0,0,,,,,147.0528106689453,-4.1291823387146,158.5,4.5,191,11,Home Cover,Over,,,,,101.0,90.0,44.0,41.0,57.0,49.0,85.0,106.0
401830230,2026-01-21,2026-01-22 00:00:00+00:00,Bradley Braves,Indiana State Sycamores,75,68,34,36,41,32,False,Carver Arena,,0,0,,,,,142.017822265625,10.37088394165039,155.25,-8.5,143,7,Away Cover,Under,,,,,75.0,68.0,34.0,36.0,41.0,32.0,70.0,73.0
401828674,2026-01-21,2026-01-22 00:00:00+00:00,American University Eagles,Colgate Raiders,70,66,31,34,39,32,False,Bender Arena,,0,0,,,,,139.03761291503906,-11.074275970458984,146.5,-1.5,136,4,Home Cover,Under,,,,,70.0,66.0,31.0,34.0,39.0,32.0,65.0,71.0
401828386,2026-01-21,2026-01-22 00:00:00+00:00,Richmond Spiders,Rhode Island Rams,68,69,33,33,35,36,False,Robins Center,,0,0,,,,,144.50924682617188,-6.310959339141846,142.5,-2.5,137,-1,Away Cover,Under,,,,,68.0,69.0,33.0,33.0,35.0,36.0,66.0,71.0
401828384,2026-01-21,2026-01-22 00:00:00+00:00,Davidson Wildcats,Fordham Rams,68,63,26,30,42,33,False,John M. Belk Arena,,0,0,,,,,145.67803955078125,14.11675262451172,134.0,-4.5,131,5,Home Cover,Under,,,,,68.0,63.0,26.0,30.0,42.0,33.0,56.0,75.0
401828186,2026-01-21,2026-01-22 00:00:00+00:00,Florida Atlantic Owls,Tulane Green Wave,79,74,43,32,36,42,False,Eleanor R. Baldwin Arena,,0,0,,,,,146.9283905029297,15.599750518798828,156.0,-10.5,153,5,Away Cover,Under,,,,,79.0,74.0,43.0,32.0,36.0,42.0,75.0,78.0
401826820,2026-01-21,2026-01-22 00:00:00+00:00,Bucknell Bison,Army Black Knights,84,87,39,45,41,35,False,Sojka Pavilion,,0,0,,,,,142.48085021972656,23.191057205200195,144.5,-4.5,171,-3,Away Cover,Over,,,,,84.0,87.0,39.0,45.0,45.0,42.0,84.0,87.0
401823919,2026-01-21,2026-01-22 00:00:00+00:00,Longwood Lancers,Gardner-Webb Runnin' Bulldogs,91,56,42,24,49,32,False,Joan Perry Brock Center,,0,0,,,,,137.9191436767578,-10.971614837646484,155.5,-15.0,147,35,Home Cover,Under,,,,,91.0,56.0,42.0,24.0,49.0,32.0,66.0,81.0
401823918,2026-01-21,2026-01-22 00:00:00+00:00,Presbyterian Blue Hose,Charleston Southern Buccaneers,87,83,38,29,49,54,False,Templeton Center,,0,0,,,,,136.83447265625,2.161689758300781,147.5,2.5,170,4,Home Cover,Over,,,,,87.0,83.0,38.0,29.0,49.0,54.0,67.0,103.0
401822911,2026-01-21,2026-01-22 00:00:00+00:00,Villanova Wildcats,Georgetown Hoyas,66,51,26,23,40,28,False,Finneran Pavilion,,0,0,,,,,155.40235595703126,19.91762771606445,142.0,-8.5,117,15,Home Cover,Under,,,,,66.0,51.0,26.0,23.0,40.0,28.0,49.0,68.0
401822910,2026-01-21,2026-01-22 00:00:00+00:00,Creighton Bluejays,Xavier Musketeers,94,93,42,39,52,54,False,CHI Health Center Omaha,,0,0,,,,,99.32715301513672,1.6882401466369623,155.5,-8.0,187,1,Away Cover,Over,,,,,94.0,93.0,42.0,39.0,52.0,54.0,81.0,106.0
401820684,2026-01-21,2026-01-22 00:00:00+00:00,Boston College Eagles,Pittsburgh Panthers,65,62,28,22,37,40,False,Conte Forum,,0,0,,,,,145.22633361816406,-1.3405470848083496,137.5,2.5,127,3,Home Cover,Under,,,,,65.0,62.0,28.0,22.0,37.0,40.0,50.0,77.0
401820166,2026-01-21,2026-01-22 00:00:00+00:00,Navy Midshipmen,Holy Cross Crusaders,85,68,42,34,43,34,False,Alumni Hall (Navy),,0,0,,,,,139.60096740722656,10.974931716918944,134.5,-9.5,153,17,Home Cover,Over,,,,,85.0,68.0,42.0,34.0,43.0,34.0,76.0,77.0
401817633,2026-01-21,2026-01-22 00:00:00+00:00,Wright State Raiders,Cleveland State Vikings,79,85,33,40,46,45,False,Nutter Center,,0,0,,,,,147.52425537109374,10.514440536499023,159.5,-15.5,164,-6,Away Cover,Over,,,,,79.0,85.0,33.0,40.0,46.0,45.0,73.0,91.0
401817632,2026-01-21,2026-01-22 00:00:00+00:00,Detroit Mercy Titans,Purdue Fort Wayne Mastodons,76,83,39,36,37,47,False,Calihan Hall,,0,0,,,,,95.79643096923829,-0.6115636110305787,155.5,3.5,159,-7,Away Cover,Over,,,,,76.0,83.0,39.0,36.0,37.0,47.0,75.0,84.0
401817631,2026-01-21,2026-01-22 00:00:00+00:00,Oakland Golden Grizzlies,IU Indianapolis Jaguars,85,103,44,54,41,49,False,OU Credit Union O'rena,,0,0,,,,,94.73725738525393,10.283268928527832,177.5,-14.5,188,-18,Away Cover,Over,,,,,85.0,103.0,44.0,54.0,41.0,49.0,98.0,90.0
401809335,2026-01-21,2026-01-22 00:00:00+00:00,The Citadel Bulldogs,Furman Paladins,77,75,28,40,39,27,False,McAlister Field House,,0,0,,,,,141.5146026611328,-10.287147521972656,140.5,11.0,152,2,Home Cover,Over,,,,,77.0,75.0,28.0,40.0,49.0,35.0,68.0,84.0
401809334,2026-01-21,2026-01-22 00:00:00+00:00,Mercer Bears,Western Carolina Catamounts,88,76,41,24,47,52,False,Hawkins Arena,,0,0,,,,,143.2470245361328,25.90809631347656,158.5,-8.75,164,12,Home Cover,Over,,,,,88.0,76.0,41.0,24.0,47.0,52.0,65.0,99.0
401809333,2026-01-21,2026-01-22 00:00:00+00:00,Chattanooga Mocs,East Tennessee State Buccaneers,66,67,30,29,36,38,False,McKenzie Arena,,0,0,,,,,143.1095428466797,4.87721061706543,144.0,5.0,133,-1,Home Cover,Under,,,,,66.0,67.0,30.0,29.0,36.0,38.0,59.0,74.0
401808627,2026-01-21,2026-01-22 00:00:00+00:00,Old Dominion Monarchs,Troy Trojans,77,83,35,35,29,29,False,Chartway Arena,,0,0,,,,,142.2523193359375,-1.2984766960144043,152.0,6.5,160,-6,Home Cover,Over,,,,,77.0,83.0,35.0,35.0,42.0,48.0,70.0,90.0
401808185,2026-01-21,2026-01-22 00:00:00+00:00,Kentucky Wildcats,Texas Longhorns,85,80,40,40,45,40,False,Rupp Arena,,0,0,,,,,156.72772216796875,0.6166932582855225,151.5,-7.5,165,5,Away Cover,Over,,,,,85.0,80.0,40.0,40.0,45.0,40.0,80.0,85.0
401807697,2026-01-21,2026-01-22 00:00:00+00:00,Queens University Royals,North Alabama Lions,87,62,42,33,45,29,False,Curry Arena,,0,0,,,,,140.11094665527344,-7.021897792816162,162.5,-11.0,149,25,Home Cover,Under,,,,,87.0,62.0,42.0,33.0,45.0,29.0,75.0,74.0
401828185,2026-01-21,2026-01-22 00:30:00+00:00,Wichita State Shockers,East Carolina Pirates,77,60,44,32,33,28,False,Charles Koch Arena,,0,0,,,,,144.4749298095703,15.947111892700196,145.0,-12.0,137,17,Home Cover,Under,,,,,77.0,60.0,44.0,32.0,33.0,28.0,76.0,61.0
401804892,2026-01-21,2026-01-22 00:30:00+00:00,Western Kentucky Hilltoppers,Liberty Flames,69,76,32,35,37,41,False,E.A. Diddle Arena,,0,0,,,,,144.42807312011718,-3.946145725250244,148.5,1.5,145,-7,Away Cover,Under,,,,,69.0,76.0,32.0,35.0,37.0,41.0,67.0,78.0
401804891,2026-01-21,2026-01-22 00:30:00+00:00,Sam Houston Bearkats,Kennesaw State Owls,93,87,43,39,50,48,False,Bernard G. Johnson Coliseum,,0,0,,,,,143.30023193359375,20.53375816345215,163.5,-5.0,180,6,Home Cover,Over,,,,,93.0,87.0,43.0,39.0,50.0,48.0,82.0,98.0
401830277,2026-01-21,2026-01-22 01:00:00+00:00,Valparaiso Beacons,Southern Illinois Salukis,69,63,39,20,30,43,False,Athletics-Recreation Center,,0,0,,,,,141.5600128173828,3.9580678939819336,142.75,-1.5,132,6,Home Cover,Under,,,,,69.0,63.0,39.0,20.0,30.0,43.0,59.0,73.0
