game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401820767,2026-02-24,2026-02-25 00:00:00+00:00,Notre Dame Fighting Irish,Duke Blue Devils,56,100,22,54,34,46,False,Purcell Pavilion,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,95.78611373901369,-14.904004669189453,139.5,17.5,156,-44,Away Cover,Over,,,,,56.0,100.0,22.0,54.0,34.0,46.0,76.0,80.0
401827700,2026-02-24,2026-02-25 02:00:00+00:00,Baylor Bears,Arizona Wildcats,80,87,41,34,39,53,False,Foster Pavilion,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,158.46092224121094,-9.082195281982422,154.5,8.5,167,-7,Home Cover,Over,,,,,80.0,87.0,41.0,34.0,39.0,53.0,75.0,92.0
401825537,2026-02-24,2026-02-25 01:30:00+00:00,Michigan Wolverines,Minnesota Golden Gophers,77,67,32,28,45,39,False,Crisler Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,99.6993911743164,11.00979690551758,145.5,-22.5,144,10,Away Cover,Under,,,,,77.0,67.0,32.0,28.0,45.0,39.0,60.0,84.0
401827705,2026-02-24,2026-02-25 02:00:00+00:00,Utah Utes,Iowa State Cyclones,59,75,31,41,28,34,False,Jon M. Huntsman Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,145.845146484375,-13.84510467529297,142.5,13.5,134,-16,Away Cover,Under,,,,,59.0,75.0,31.0,41.0,28.0,34.0,72.0,62.0
401820763,2026-02-24,2026-02-25 00:00:00+00:00,Virginia Cavaliers,NC State Wolfpack,90,61,32,19,58,42,False,John Paul Jones Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,145.1700897216797,8.524049949645995,150.5,-6.5,151,29,Home Cover,Over,,,,,90.0,61.0,32.0,19.0,58.0,42.0,51.0,100.0
401827704,2026-02-24,2026-02-25 00:00:00+00:00,Texas Tech Red Raiders,Cincinnati Bearcats,80,68,42,34,38,34,False,United Supermarkets Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,100.43559036254882,0.432480239868164,142.5,-6.5,148,12,Home Cover,Over,,,,,80.0,68.0,42.0,34.0,38.0,34.0,76.0,72.0
401827701,2026-02-24,2026-02-25 04:00:00+00:00,BYU Cougars,UCF Knights,84,97,28,52,56,45,False,Marriott Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,151.0039520263672,5.593998908996582,161.5,-12.5,181,-13,Away Cover,Over,,,,,84.0,97.0,28.0,52.0,56.0,45.0,80.0,101.0
401814583,2026-02-24,2026-02-24 23:30:00+00:00,Eastern Michigan Eagles,Miami (OH) RedHawks,64,74,22,43,42,31,False,Gervin GameAbove Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,138.89935302734375,-12.004013061523438,153.5,9.5,138,-10,Away Cover,Under,,,,,64.0,74.0,22.0,43.0,42.0,31.0,65.0,73.0
401808257,2026-02-24,2026-02-25 02:00:00+00:00,Missouri Tigers,Tennessee Volunteers,73,69,26,29,47,40,False,Mizzou Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,153.146484375,-24.5350399017334,144.5,2.5,142,4,Home Cover,Under,,,,,73.0,69.0,26.0,29.0,47.0,40.0,55.0,87.0
401828443,2026-02-24,2026-02-25 00:00:00+00:00,Dayton Flyers,Saint Louis Billikens,77,62,44,28,33,34,False,UD Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,149.15643310546875,13.912750244140623,156.5,3.5,139,15,Home Cover,Under,,,,,77.0,62.0,44.0,28.0,33.0,34.0,72.0,67.0
401858739,2026-02-24,2026-02-24 23:00:00+00:00,New Haven Chargers,Saint Francis Red Flash,67,73,32,41,35,32,False,Jeffery P. Hazell Athletics Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,141.0688018798828,5.717470645904541,,,140,-6,Away Cover,Under,,,,,67.0,73.0,32.0,41.0,35.0,32.0,73.0,67.0
401828444,2026-02-24,2026-02-24 23:30:00+00:00,La Salle Explorers,George Washington Revolutionaries,77,104,35,45,42,59,False,John Glaser Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,140.51902770996094,5.218499183654785,147.5,6.5,181,-27,Away Cover,Over,,,,,77.0,104.0,35.0,45.0,42.0,59.0,80.0,101.0
401825538,2026-02-24,2026-02-24 23:30:00+00:00,Rutgers Scarlet Knights,Washington Huskies,72,79,29,36,43,43,False,Jersey Mike’s Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,149.06106567382812,7.320979118347168,140.5,4.5,151,-7,Away Cover,Over,,,,,72.0,79.0,29.0,36.0,43.0,43.0,65.0,86.0
