game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401820817,2026-02-02,2026-02-03 02:00:00+00:00,Texas Tech Red Raiders,Kansas Jayhawks,61,64,29,32,32,32,False,United Supermarkets Arena,,0,0,,,,,103.6046,-3.043506956100464,155.5,-4.5,125,-3,Away Cover,Under,,,,,61.0,64.0,29.0,32.0,32.0,32.0,61.0,64.0
401820714,2026-02-02,2026-02-03 00:00:00+00:00,North Carolina Tar Heels,Syracuse Orange,87,77,46,32,41,45,False,Dean E. Smith Center,,0,0,,,,,155.11157,12.449430465698242,158.0,-11.5,164,10,Away Cover,Over,,,,,87.0,77.0,46.0,32.0,41.0,45.0,78.0,86.0
401823049,2026-02-02,2026-02-02 21:30:00+00:00,North Carolina Central Eagles,Maryland Eastern Shore Hawks,65,63,26,24,39,39,False,McDougald-McLendon Arena,,14,8,14.0,8.0,,,142.01393,4.8822340965271,136.5,-3.5,128,2,Away Cover,Under,14.0,8.0,,,65.0,63.0,26.0,24.0,39.0,39.0,50.0,78.0
401858634,2026-02-02,2026-02-02 23:00:00+00:00,Coppin State Eagles,Howard Bison,53,72,24,31,29,41,False,Physical Education Complex,,0,0,,,,,136.43039,-5.375372409820557,146.5,14.0,125,-19,Away Cover,Under,,,,,53.0,72.0,24.0,31.0,29.0,41.0,55.0,70.0
401827165,2026-02-02,2026-02-03 00:00:00+00:00,Alabama State Hornets,Florida A&M Rattlers,79,66,29,35,50,31,False,Dunn-Oliver Acadome,,0,0,,,,,134.10916,11.88313102722168,140.5,-3.5,145,13,Home Cover,Over,,,,,79.0,66.0,29.0,35.0,50.0,31.0,64.0,81.0
401824371,2026-02-02,2026-02-03 00:00:00+00:00,Holy Cross Crusaders,Boston University Terriers,64,72,29,32,35,40,False,Hart Center,,0,0,,,,,138.97157,-1.5757994651794434,139.5,1.5,136,-8,Away Cover,Under,,,,,64.0,72.0,29.0,32.0,35.0,40.0,61.0,75.0
401808961,2026-02-02,2026-02-03 00:00:00+00:00,Lamar Cardinals,SE Louisiana Lions,73,54,31,26,42,28,False,Montagne Center,,0,0,,,,,140.84004,2.820017099380493,132.5,-6.0,127,19,Home Cover,Under,,,,,73.0,54.0,31.0,26.0,42.0,28.0,57.0,70.0
401808982,2026-02-02,2026-02-03 00:30:00+00:00,UT Rio Grande Valley Vaqueros,Houston Christian Huskies,74,57,45,28,29,29,False,UTRGV Fieldhouse,,0,0,,,,,140.27324,20.259408950805664,140.5,-9.0,131,17,Home Cover,Under,,,,,74.0,57.0,45.0,28.0,29.0,29.0,73.0,58.0
401808926,2026-02-02,2026-02-03 00:30:00+00:00,Northwestern State Demons,Nicholls Colonels,58,61,20,34,38,27,False,Prather Coliseum,,0,0,,,,,137.64233,-3.991209506988525,147.5,1.5,119,-3,Away Cover,Under,,,,,58.0,61.0,20.0,34.0,38.0,27.0,54.0,65.0
401808882,2026-02-02,2026-02-03 00:30:00+00:00,Stephen F. Austin Lumberjacks,McNeese Cowboys,67,60,31,19,36,41,False,William R. Johnson Coliseum,,0,0,,,,,141.31453,7.893009185791016,142.5,3.0,127,7,Home Cover,Under,,,,,67.0,60.0,31.0,19.0,36.0,41.0,50.0,77.0
401808715,2026-02-02,2026-02-03 00:30:00+00:00,East Texas A&M Lions,New Orleans Privateers,85,94,35,52,50,42,False,The Field House,,0,0,,,,,139.79558,6.9784016609191895,150.5,1.5,179,-9,Away Cover,Over,,,,,85.0,94.0,35.0,52.0,50.0,42.0,87.0,92.0
401827120,2026-02-02,2026-02-03 01:00:00+00:00,Alabama A&M Bulldogs,Bethune-Cookman Wildcats,62,80,32,42,30,38,False,Event Center,,0,0,,,,,133.67558,5.057009696960449,142.5,2.25,142,-18,Away Cover,Under,,,,,62.0,80.0,32.0,42.0,30.0,38.0,74.0,68.0
401827029,2026-02-02,2026-02-03 01:00:00+00:00,Jackson State Tigers,Southern Jaguars,91,96,37,48,47,36,False,Lee E. Williams Athletics and Assembly Center,,0,0,,,,,136.74911,1.060920476913452,152.5,5.5,187,-5,Home Cover,Over,,,,,91.0,96.0,37.0,48.0,54.0,48.0,85.0,102.0
401827101,2026-02-02,2026-02-03 01:25:00+00:00,Alcorn State Braves,Grambling Tigers,50,74,25,39,25,35,False,Davey L. Whitney Complex,,0,0,,,,,136.20232,8.937980651855469,143.5,5.0,124,-24,Away Cover,Under,,,,,50.0,74.0,25.0,39.0,25.0,35.0,64.0,60.0
401806458,2026-02-02,2026-02-03 01:30:00+00:00,Tennessee State Tigers,Tennessee Tech Golden Eagles,85,90,31,46,54,44,False,Gentry Center,,0,0,,,,,140.29787,8.478778839111328,153.5,-8.0,175,-5,Away Cover,Over,,,,,85.0,90.0,31.0,46.0,54.0,44.0,77.0,98.0
401820492,2026-02-02,2026-02-03 02:00:00+00:00,Texas A&M-Corpus Christi Islanders,Incarnate Word Cardinals,69,71,26,32,43,39,False,American Bank Center,,0,0,,,,,140.79172,9.869681358337402,138.5,-4.75,140,-2,Away Cover,Over,,,,,69.0,71.0,26.0,32.0,43.0,39.0,58.0,82.0
401808542,2026-02-02,2026-02-03 03:00:00+00:00,Sacramento State Hornets,Weber State Wildcats,104,90,53,32,51,58,False,Hornet Pavilion,,0,0,,,,,141.1563,-3.4790568351745605,162.0,1.0,194,14,Home Cover,Over,,,,,104.0,90.0,53.0,32.0,51.0,58.0,85.0,109.0
401808494,2026-02-02,2026-02-03 03:00:00+00:00,Portland State Vikings,Idaho State Bengals,88,65,43,32,45,33,False,Viking Pavilion,,0,0,,,,,141.85124,2.9149398803710938,136.0,-7.25,153,23,Home Cover,Over,,,,,88.0,65.0,43.0,32.0,45.0,33.0,75.0,78.0
