game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,actual_margin_1h,home_score,away_score,result,pnl_units
401823372,DePaul Blue Demons,Detroit Mercy Titans,2h,moneyline,FanDuel,Detroit Mercy Titans ML,83.37331903741543,1600.0,-4.21694803237915,182.6535763639376,,,,,,,,,
401823372,DePaul Blue Demons,Detroit Mercy Titans,2h,moneyline,Fanatics,Detroit Mercy Titans ML,82.3341514772539,1500.0,-4.21694803237915,182.6535763639376,,,,,,,,,
401823372,DePaul Blue Demons,Detroit Mercy Titans,2h,moneyline,DraftKings,Detroit Mercy Titans ML,79.81045883114733,1300.0,-4.21694803237915,182.6535763639376,,,,,,,,,
401823372,DePaul Blue Demons,Detroit Mercy Titans,2h,moneyline,BetMGM,Detroit Mercy Titans ML,77.387713890885,1150.0,-4.21694803237915,182.6535763639376,,,,,,,,,
401823372,DePaul Blue Demons,Detroit Mercy Titans,2h,moneyline,Bovada,Detroit Mercy Titans ML,77.387713890885,1150.0,-4.21694803237915,182.6535763639376,,,,,,,,,
401825386,Georgia Tech Yellow Jackets,West Georgia Wolves,2h,moneyline,Fanatics,West Georgia Wolves ML,76.85034557001808,1200.0,-4.885045051574707,200.945507589765,,,,,,,,,
401823372,DePaul Blue Demons,Detroit Mercy Titans,2h,moneyline,BetRivers,Detroit Mercy Titans ML,76.4455353030052,1100.0,-4.21694803237915,182.6535763639376,,,,,,,,,
401825386,Georgia Tech Yellow Jackets,West Georgia Wolves,2h,moneyline,FanDuel,West Georgia Wolves ML,74.92120770085292,1100.0,-4.885045051574707,200.945507589765,,,,,,,,,
401817491,Virginia Cavaliers,Butler Bulldogs,2h,moneyline,FanDuel,Butler Bulldogs ML,68.64794766598101,265.0,13.54860496520996,-692.7610822008971,,,,,,,,,
401817491,Virginia Cavaliers,Butler Bulldogs,2h,moneyline,Fanatics,Butler Bulldogs ML,65.3227299941911,230.0,13.54860496520996,-692.7610822008971,,,,,,,,,
401820212,Marshall Thundering Herd,Mercyhurst Lakers,2h,moneyline,FanDuel,Mercyhurst Lakers ML,61.638628856259245,650.0,-4.408106803894043,187.7102835780556,,,,,,,,,
401826780,Oklahoma Sooners,Alcorn St Braves,2h,moneyline,Fanatics,Alcorn St Braves ML,61.123859434417774,4500.0,-19.784160614013672,1688.3024660167828,,,,,,,,,
401822997,Murray St Racers,Middle Tennessee Blue Raiders,2h,moneyline,BetRivers,Middle Tennessee Blue Raiders ML,60.320011572851776,255.0,6.26445198059082,-244.7144198745881,,,,,,,,,
401822997,Murray St Racers,Middle Tennessee Blue Raiders,2h,moneyline,FanDuel,Middle Tennessee Blue Raiders ML,59.16986698076053,245.0,6.26445198059082,-244.7144198745881,,,,,,,,,
401820212,Marshall Thundering Herd,Mercyhurst Lakers,2h,moneyline,Caesars,Mercyhurst Lakers ML,58.89853091742062,600.0,-4.408106803894043,187.7102835780556,,,,,,,,,
401820212,Marshall Thundering Herd,Mercyhurst Lakers,2h,moneyline,DraftKings,Mercyhurst Lakers ML,58.89853091742062,600.0,-4.408106803894043,187.7102835780556,,,,,,,,,
401820212,Marshall Thundering Herd,Mercyhurst Lakers,2h,moneyline,Fanatics,Mercyhurst Lakers ML,58.89853091742062,600.0,-4.408106803894043,187.7102835780556,,,,,,,,,
401823759,Wyoming Cowboys,Norfolk St Spartans,2h,moneyline,Fanatics,Norfolk St Spartans ML,58.84743973481911,375.0,0.3241651058197021,-104.73983220331692,,,,,,,,,
401822997,Murray St Racers,Middle Tennessee Blue Raiders,2h,moneyline,BetUS,Middle Tennessee Blue Raiders ML,58.56942384812464,240.0,6.26445198059082,-244.7144198745881,,,,,,,,,
401822997,Murray St Racers,Middle Tennessee Blue Raiders,2h,moneyline,Bovada,Middle Tennessee Blue Raiders ML,58.56942384812464,240.0,6.26445198059082,-244.7144198745881,,,,,,,,,
