game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,home_score,away_score,result,pnl_units
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,FanDuel,Buffalo Bulls ML,90.78341476101808,1600.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,BetUS,Buffalo Bulls ML,90.05193974205126,1475.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,BetOnline.ag,Buffalo Bulls ML,89.66477908557435,1416.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,LowVig.ag,Buffalo Bulls ML,89.66477908557435,1416.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,DraftKings,Buffalo Bulls ML,89.55453672915382,1400.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,Bovada,Buffalo Bulls ML,89.00477550437245,1325.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401826707,Florida Gators,Florida St Seminoles,2h,moneyline,Fanatics,Florida St Seminoles ML,87.8931961173157,1400.0,1.4232099056243896,-122.5459285666123,0,,,0,0,0,push,0.0
401823427,DePaul Blue Demons,Buffalo Bulls,2h,moneyline,BetMGM,Buffalo Bulls ML,87.46544407498459,1150.0,3.9740006923675537,-176.42300883019314,0,,,0,0,0,push,0.0
401826707,Florida Gators,Florida St Seminoles,2h,moneyline,DraftKings,Florida St Seminoles ML,87.02842441140967,1300.0,1.4232099056243896,-122.5459285666123,0,,,0,0,0,push,0.0
401826707,Florida Gators,Florida St Seminoles,2h,moneyline,FanDuel,Florida St Seminoles ML,86.03061090459502,1200.0,1.4232099056243896,-122.5459285666123,0,,,0,0,0,push,0.0
