game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401812290,2025,2025-12-04,2025-12-04 21:00:00+00:00,2025-12-04 16:00,EST,Fairleigh Dickinson Knights,Manor College Blue Jays,86,38,44,21,42,17,False,Bogota Savings Bank Center,,,124,48,162.0,-27.0,78.57,83.43,-13.5,65,59,,,,,,,home_cover,23,home_cover,,1.0,,,,,,,,,,1
401828643,2025,2025-12-04,2025-12-05 00:00:00+00:00,2025-12-04 19:00,EST,Davidson Wildcats,The Citadel Bulldogs,79,63,36,29,43,34,False,John M. Belk Arena,,,142,16,142.5,-20.5,69.1125,73.3875,-10.25,65,77,,,,,,,home_cover,7,home_cover,,1.0,,,,,,,,,,1
401826835,2025,2025-12-04,2025-12-05 00:00:00+00:00,2025-12-04 19:00,EST,South Florida Bulls,Utah State Aggies,74,61,41,20,33,41,False,Yuengling Center,,,135,13,162.5,2.5,78.8125,83.6875,1.25,61,74,,,,,,,home_cover,21,home_cover,,1.0,,,,,,,,,,1
401823852,2025,2025-12-04,2025-12-05 00:00:00+00:00,2025-12-04 19:00,EST,Merrimack Warriors,Rider Broncs,68,66,37,33,31,33,False,Hammel Court,,,134,2,137.5,-9.0,66.6875,70.8125,-4.5,70,64,,,,,,,home_cover,4,home_cover,,1.0,,,,,,,,,,1
401820845,2025,2025-12-04,2025-12-05 00:00:00+00:00,2025-12-04 19:00,EST,Charleston Southern Buccaneers,Warren Wilson Owls,124,63,74,24,50,39,False,Buccaneer Fieldhouse,,,187,61,,,,,,98,89,,,,,,,away_cover,50,away_cover,,1.0,,,,,,,,,,1
401817505,2025,2025-12-04,2025-12-05 00:00:00+00:00,2025-12-04 19:00,EST,Green Bay Phoenix,Robert Morris Colonials,78,80,33,36,45,44,False,Resch Center,,,158,-2,138.75,1.5,67.29375,71.45625,0.75,69,89,,,,,,,away_cover,-3,away_cover,,0.0,,,,,,,,,,1
401823311,2025,2025-12-04,2025-12-05 02:00:00+00:00,2025-12-04 21:00,EST,UC Santa Barbara Gauchos,Long Beach State Beach,84,77,31,30,36,37,False,The Thunderdome,,,161,7,142.25,-13.5,68.99125,73.25875,-6.75,61,73,,,,,,,home_cover,1,home_cover,,1.0,,,,,,,,,,1
401823261,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,Cal State Northridge Matadors,Cal State Bakersfield Roadrunners,87,66,44,32,43,34,False,Premier America Credit Union Arena,,,153,21,155.5,-4.5,75.4175,80.0825,-2.25,76,77,,,,,,,home_cover,12,home_cover,,1.0,,,,,,,,,,1
401809153,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,Cal State Fullerton Titans,Cal Poly Mustangs,91,94,44,43,47,51,False,Titan Gym,,,185,-3,178.0,-1.0,86.33,91.67,-0.5,87,98,,,,,,,away_cover,1,home_cover,,0.0,,,,,,,,,,1
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,73,60,37,26,36,34,False,Bren Events Center,,,133,13,141.5,-13.0,68.6275,72.8725,-6.5,63,70,,,,,,,home_cover,11,home_cover,,1.0,,,,,,,,,,1
401809123,2025,2025-12-04,2025-12-05 04:59:00+00:00,2025-12-04 23:59,EST,Hawai'i Rainbow Warriors,UC Davis Aggies,75,69,33,28,42,41,False,Stan Sheriff Center,,,144,6,147.0,-9.0,71.295,75.705,-4.5,61,83,,,,,,,home_cover,5,home_cover,,1.0,,,,,,,,,,1
