game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,home_score,away_score,result,pnl_units
401826913,Northwestern Wildcats,Cleveland St Vikings,2h,moneyline,Fanatics,Cleveland St Vikings ML,85.96593788049215,2500.0,-6.81889533996582,264.88561510720405,0,,,0,0,0,push,0.0
401817220,California Golden Bears,CSU Fullerton Titans,2h,moneyline,FanDuel,CSU Fullerton Titans ML,85.60579760336415,2000.0,-4.931318283081055,202.27825032935272,0,,,0,0,0,push,0.0
401826913,Northwestern Wildcats,Cleveland St Vikings,2h,moneyline,FanDuel,Cleveland St Vikings ML,85.40457539571183,2400.0,-6.81889533996582,264.88561510720405,0,,,0,0,0,push,0.0
401817220,California Golden Bears,CSU Fullerton Titans,2h,moneyline,BetMGM,CSU Fullerton Titans ML,84.49855126516141,1850.0,-4.931318283081055,202.27825032935272,0,,,0,0,0,push,0.0
401826913,Northwestern Wildcats,Cleveland St Vikings,2h,moneyline,BetMGM,Cleveland St Vikings ML,84.13540803881722,2200.0,-6.81889533996582,264.88561510720405,0,,,0,0,0,push,0.0
401826913,Northwestern Wildcats,Cleveland St Vikings,2h,moneyline,DraftKings,Cleveland St Vikings ML,80.79549394172611,1800.0,-6.81889533996582,264.88561510720405,0,,,0,0,0,push,0.0
401817220,California Golden Bears,CSU Fullerton Titans,2h,moneyline,DraftKings,CSU Fullerton Titans ML,79.84811664470982,1400.0,-4.931318283081055,202.27825032935272,0,,,0,0,0,push,0.0
401817220,California Golden Bears,CSU Fullerton Titans,2h,moneyline,BetRivers,CSU Fullerton Titans ML,78.40869640504624,1300.0,-4.931318283081055,202.27825032935272,0,,,0,0,0,push,0.0
401817184,Saint Louis Billikens,Lindenwood Lions,2h,moneyline,BetMGM,Lindenwood Lions ML,72.11603335733231,2200.0,-11.822028160095217,541.3312327813569,0,,,0,0,0,push,0.0
401817184,Saint Louis Billikens,Lindenwood Lions,2h,moneyline,Fanatics,Lindenwood Lions ML,69.46041748660205,2000.0,-11.822028160095217,541.3312327813569,0,,,0,0,0,push,0.0
401817184,Saint Louis Billikens,Lindenwood Lions,2h,moneyline,DraftKings,Lindenwood Lions ML,66.2457245904549,1800.0,-11.822028160095217,541.3312327813569,0,,,0,0,0,push,0.0
401817184,Saint Louis Billikens,Lindenwood Lions,2h,moneyline,FanDuel,Lindenwood Lions ML,66.2457245904549,1800.0,-11.822028160095217,541.3312327813569,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,Caesars,New Haven Chargers ML,62.377658600731145,500.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,FanDuel,New Haven Chargers ML,61.739991797353696,490.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401812661,Utah Utes,Holy Cross Crusaders,2h,moneyline,FanDuel,Holy Cross Crusaders ML,61.32639704089282,2000.0,-13.741786003112791,712.1456621412508,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,BetMGM,New Haven Chargers ML,60.74190462684989,475.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,Bovada,New Haven Chargers ML,60.74190462684989,475.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,Fanatics,New Haven Chargers ML,60.74190462684989,475.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,DraftKings,New Haven Chargers ML,60.39753536919067,470.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401812661,Utah Utes,Holy Cross Crusaders,2h,moneyline,Fanatics,Holy Cross Crusaders ML,57.25549146624997,1800.0,-13.741786003112791,712.1456621412508,0,,,0,0,0,push,0.0
401808950,Georgia Tech Yellow Jackets,SE Louisiana Lions,2h,moneyline,DraftKings,SE Louisiana Lions ML,56.41085935013199,1000.0,-9.335432052612305,379.480547148548,0,,,0,0,0,push,0.0
401808950,Georgia Tech Yellow Jackets,SE Louisiana Lions,2h,moneyline,Fanatics,SE Louisiana Lions ML,56.41085935013199,1000.0,-9.335432052612305,379.480547148548,0,,,0,0,0,push,0.0
401826761,UMass Lowell River Hawks,New Haven Chargers,2h,moneyline,BetRivers,New Haven Chargers ML,55.73842188321309,410.0,-1.6029913425445557,125.7340483956132,0,,,0,0,0,push,0.0
401808950,Georgia Tech Yellow Jackets,SE Louisiana Lions,2h,moneyline,Caesars,SE Louisiana Lions ML,54.335185985852576,950.0,-9.335432052612305,379.480547148548,0,,,0,0,0,push,0.0
401817184,Saint Louis Billikens,Lindenwood Lions,2h,moneyline,BetRivers,Lindenwood Lions ML,54.19062622990308,1300.0,-11.822028160095217,541.3312327813569,0,,,0,0,0,push,0.0
401812661,Utah Utes,Holy Cross Crusaders,2h,moneyline,BetMGM,Holy Cross Crusaders ML,53.59167644907138,1650.0,-13.741786003112791,712.1456621412508,0,,,0,0,0,push,0.0
401812251,TCU Horned Frogs,Lamar Cardinals,2h,moneyline,Fanatics,Lamar Cardinals ML,52.97796979732334,1500.0,-13.127903938293455,652.3524832428266,0,,,0,0,0,push,0.0
401812661,Utah Utes,Holy Cross Crusaders,2h,moneyline,DraftKings,Holy Cross Crusaders ML,52.22672575639701,1600.0,-13.741786003112791,712.1456621412508,0,,,0,0,0,push,0.0
401808950,Georgia Tech Yellow Jackets,SE Louisiana Lions,2h,moneyline,FanDuel,SE Louisiana Lions ML,51.56762150014666,890.0,-9.335432052612305,379.480547148548,0,,,0,0,0,push,0.0
401812251,TCU Horned Frogs,Lamar Cardinals,2h,moneyline,DraftKings,Lamar Cardinals ML,49.843167783811566,1400.0,-13.127903938293455,652.3524832428266,0,,,0,0,0,push,0.0
