game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,home_score,away_score,result,pnl_units
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,FanDuel,VMI Keydets ML,86.72269332760555,2400.0,-5.8889384,231.9326668098612,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,Fanatics,VMI Keydets ML,84.19368253286376,2000.0,-5.8889384,231.9326668098612,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,BetMGM,VMI Keydets ML,83.40336665950694,1900.0,-5.8889384,231.9326668098612,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,Coral,VMI Keydets ML,82.52985964158626,1800.0,-5.8889384,231.9326668098612,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,DraftKings,VMI Keydets ML,82.52985964158626,1800.0,-5.8889384,231.9326668098612,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,Ladbrokes,VMI Keydets ML,82.52985964158626,1800.0,-5.8889384,231.9326668098612,,,,,,,,
401823555,San Diego St Aztecs,Idaho State Bengals,2h,moneyline,Fanatics,Idaho State Bengals ML,79.93616371877027,1700.0,-6.719448,261.1490530621352,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,888sport,VMI Keydets ML,79.88286867819023,1550.0,-5.8889384,231.9326668098612,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,Caesars,New Hampshire Wildcats ML,79.14047317437264,1050.0,-2.3495312,139.8845584947147,,,,,,,,
401823555,San Diego St Aztecs,Idaho State Bengals,2h,moneyline,FanDuel,Idaho State Bengals ML,78.75593805516851,1600.0,-6.719448,261.1490530621352,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,DraftKings,New Hampshire Wildcats ML,78.19231286411686,1000.0,-2.3495312,139.8845584947147,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,Fanatics,New Hampshire Wildcats ML,78.19231286411686,1000.0,-2.3495312,139.8845584947147,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,FanDuel,New Hampshire Wildcats ML,77.78846680604494,980.0,-2.3495312,139.8845584947147,,,,,,,,
401823555,San Diego St Aztecs,Idaho State Bengals,2h,moneyline,DraftKings,Idaho State Bengals ML,77.42818418361655,1500.0,-6.719448,261.1490530621352,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,BetMGM,New Hampshire Wildcats ML,76.01154415052852,900.0,-2.3495312,139.8845584947147,,,,,,,,
401823555,San Diego St Aztecs,Idaho State Bengals,2h,moneyline,BetMGM,Idaho State Bengals ML,75.92339646252432,1400.0,-6.719448,261.1490530621352,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,BetRivers,New Hampshire Wildcats ML,74.74899384266162,850.0,-2.3495312,139.8845584947147,,,,,,,,
401823515,Missouri Tigers,VMI Keydets,2h,moneyline,BoyleSports,VMI Keydets ML,74.46671793770298,1200.0,-5.8889384,231.9326668098612,,,,,,,,
401828576,Georgia Bulldogs,Morehead St Eagles,2h,moneyline,FanDuel,Morehead St Eagles ML,74.37467155903322,2500.0,-12.137164,566.2585394651364,,,,,,,,
401828576,Georgia Bulldogs,Morehead St Eagles,2h,moneyline,Fanatics,Morehead St Eagles ML,74.37467155903322,2500.0,-12.137164,566.2585394651364,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,888sport,New Hampshire Wildcats ML,74.0665342167876,825.0,-2.3495312,139.8845584947147,,,,,,,,
401824896,Hawai'i Rainbow Warriors,East Texas A&M Lions,2h,moneyline,DraftKings,East Texas A&M Lions ML,73.95870752324727,1100.0,-5.2762547,212.4955097210328,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,Betway,New Hampshire Wildcats ML,73.34616016725393,800.0,-2.3495312,139.8845584947147,,,,,,,,
401823555,San Diego St Aztecs,Idaho State Bengals,2h,moneyline,BoyleSports,Idaho State Bengals ML,72.219303610605,1200.0,-6.719448,261.1490530621352,,,,,,,,
401819916,West Virginia Mountaineers,Lehigh Mountain Hawks,2h,moneyline,Fanatics,Lehigh Mountain Hawks ML,71.6521920099004,1300.0,-7.6168528,296.8693118613943,,,,,,,,
401819916,West Virginia Mountaineers,Lehigh Mountain Hawks,2h,moneyline,FanDuel,Lehigh Mountain Hawks ML,71.24135421294244,1280.0,-7.6168528,296.8693118613943,,,,,,,,
401812600,Harvard Crimson,New Hampshire Wildcats,2h,moneyline,BoyleSports,New Hampshire Wildcats ML,70.01443018816067,700.0,-2.3495312,139.8845584947147,,,,,,,,
401828576,Georgia Bulldogs,Morehead St Eagles,2h,moneyline,DraftKings,Morehead St Eagles ML,68.27340288261256,2000.0,-12.137164,566.2585394651364,,,,,,,,
401819916,West Virginia Mountaineers,Lehigh Mountain Hawks,2h,moneyline,888sport,Lehigh Mountain Hawks ML,68.25045505108845,1150.0,-7.6168528,296.8693118613943,,,,,,,,
401819916,West Virginia Mountaineers,Lehigh Mountain Hawks,2h,moneyline,BetRivers,Lehigh Mountain Hawks ML,68.25045505108845,1150.0,-7.6168528,296.8693118613943,,,,,,,,
401819916,West Virginia Mountaineers,Lehigh Mountain Hawks,2h,moneyline,DraftKings,Lehigh Mountain Hawks ML,66.92755734488381,1100.0,-7.6168528,296.8693118613943,,,,,,,,
