date,n_games,n_with_pred,mae_model_total,mae_closing_total,beat_rate_vs_closing,n_picks,n_wins,n_losses,n_pushes,mae_model_total_1h,mae_model_total_2h,ats_cover_rate_full,ats_cover_rate_1h,brier_ml,logloss_ml,picks_raw_n,picks_raw_win_rate,picks_raw_totals_n,picks_raw_totals_win_rate,picks_raw_spreads_n,picks_raw_spreads_win_rate,picks_raw_moneyline_n,picks_raw_moneyline_win_rate
2025-11-13,26,26,16.30317101111779,,,0,0,0,0,8.911820848905124,10.407337141770581,0.38461538461538464,0.34615384615384615,0.07826529829958513,0.30558333181009795,272,0.38235294117647056,103,0.27184466019417475,94,0.6276595744680851,75,0.22666666666666666
