game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,home_score,away_score,result,pnl_units
401826786,Arkansas Razorbacks,Samford Bulldogs,2h,moneyline,FanDuel,Samford Bulldogs ML,85.33284493024543,3000.0,-8.862356185913086,354.68180716239164,0,,,0,0,0,push,0.0
401823552,Ole Miss Rebels,CSU Bakersfield Roadrunners,2h,moneyline,Fanatics,CSU Bakersfield Roadrunners ML,85.03748766525075,3500.0,-10.34972858428955,438.6504440509735,0,,,0,0,0,push,0.0
401823560,Iowa Hawkeyes,Xavier Musketeers,2h,moneyline,BetMGM,Xavier Musketeers ML,84.9500946074125,1000.0,2.9566099643707275,-152.5577233257982,0,,,0,0,0,push,0.0
401823560,Iowa Hawkeyes,Xavier Musketeers,2h,moneyline,DraftKings,Xavier Musketeers ML,84.9500946074125,1000.0,2.9566099643707275,-152.5577233257982,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,FanDuel,Western Illinois Leathernecks ML,84.6373981125721,880.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401823560,Iowa Hawkeyes,Xavier Musketeers,2h,moneyline,BetRivers,Xavier Musketeers ML,84.23343244586073,950.0,2.9566099643707275,-152.5577233257982,0,,,0,0,0,push,0.0
401823560,Iowa Hawkeyes,Xavier Musketeers,2h,moneyline,BetOnline.ag,Xavier Musketeers ML,84.15799432359212,945.0,2.9566099643707275,-152.5577233257982,0,,,0,0,0,push,0.0
401823560,Iowa Hawkeyes,Xavier Musketeers,2h,moneyline,LowVig.ag,Xavier Musketeers ML,84.15799432359212,945.0,2.9566099643707275,-152.5577233257982,0,,,0,0,0,push,0.0
401823560,Iowa Hawkeyes,Xavier Musketeers,2h,moneyline,FanDuel,Xavier Musketeers ML,83.277882897125,890.0,2.9566099643707275,-152.5577233257982,0,,,0,0,0,push,0.0
401823552,Ole Miss Rebels,CSU Bakersfield Roadrunners,2h,moneyline,FanDuel,CSU Bakersfield Roadrunners ML,82.62417922416215,3000.0,-10.34972858428955,438.6504440509735,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,BetOnline.ag,Western Illinois Leathernecks ML,82.37078471934504,754.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,LowVig.ag,Western Illinois Leathernecks ML,82.37078471934504,754.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,BetMGM,Western Illinois Leathernecks ML,82.2878237062596,750.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,BetUS,Western Illinois Leathernecks ML,82.2878237062596,750.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,DraftKings,Western Illinois Leathernecks ML,82.2878237062596,750.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401829444,McNeese Cowboys,Louisiana Ragin' Cajuns,2h,moneyline,FanDuel,Louisiana Ragin' Cajuns ML,81.98802776694264,920.0,1.243669033050537,-119.44275162814657,0,,,0,0,0,push,0.0
401827433,Rutgers Scarlet Knights,Lehigh Mountain Hawks,2h,moneyline,Fanatics,Lehigh Mountain Hawks ML,81.76847048366143,1700.0,-5.774369716644287,228.1675312940943,0,,,0,0,0,push,0.0
401826713,Georgia Bulldogs,Georgia Tech Yellow Jackets,2h,moneyline,FanDuel,Georgia Tech Yellow Jackets ML,81.73238609474824,920.0,1.0289785861968994,-115.8350419497606,0,,,0,0,0,push,0.0
401826713,Georgia Bulldogs,Georgia Tech Yellow Jackets,2h,moneyline,BetUS,Georgia Tech Yellow Jackets ML,81.3670338166432,900.0,1.0289785861968994,-115.8350419497606,0,,,0,0,0,push,0.0
401826713,Georgia Bulldogs,Georgia Tech Yellow Jackets,2h,moneyline,DraftKings,Georgia Tech Yellow Jackets ML,81.3670338166432,900.0,1.0289785861968994,-115.8350419497606,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,BetRivers,Western Illinois Leathernecks ML,81.18081268790083,700.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401823532,Cal Baptist Lancers,Western Illinois Leathernecks,2h,moneyline,Bovada,Western Illinois Leathernecks ML,81.18081268790083,700.0,4.774966239929199,-197.8102465180388,0,,,0,0,0,push,0.0
401826713,Georgia Bulldogs,Georgia Tech Yellow Jackets,2h,moneyline,BetOnline.ag,Georgia Tech Yellow Jackets ML,80.86964457560903,874.0,1.0289785861968994,-115.8350419497606,0,,,0,0,0,push,0.0
401826713,Georgia Bulldogs,Georgia Tech Yellow Jackets,2h,moneyline,LowVig.ag,Georgia Tech Yellow Jackets ML,80.86964457560903,874.0,1.0289785861968994,-115.8350419497606,0,,,0,0,0,push,0.0
