game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,status_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401825534,2026-02-22,2026-02-22 18:00:00+00:00,Michigan State Spartans,Ohio State Buckeyes,66,60,23,26,43,34,False,Breslin Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,100.23386993408204,3.7487355232238766,146.5,-10.5,126,6,Away Cover,Under,,,,,66.0,60.0,23.0,26.0,43.0,34.0,49.0,77.0
401825535,2026-02-22,2026-02-22 21:00:00+00:00,Wisconsin Badgers,Iowa Hawkeyes,84,71,40,41,44,30,False,Kohl Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,98.90166931152343,0.2710843086242673,147.5,-3.5,155,13,Home Cover,Over,,,,,84.0,71.0,40.0,41.0,44.0,30.0,81.0,74.0
401828679,2026-02-22,2026-02-22 17:00:00+00:00,Lafayette Leopards,American University Eagles,61,75,31,34,30,41,False,Kirby Sports Center,STATUS_FINAL,True,28,25,STATUS_IN_PROGRESS,28.0,25.0,,,141.93258666992188,3.898587226867676,139.5,4.5,136,-14,Away Cover,Under,28.0,25.0,,,61.0,75.0,31.0,34.0,30.0,41.0,65.0,71.0
401828240,2026-02-22,2026-02-22 17:00:00+00:00,Memphis Tigers,UAB Blazers,67,78,30,46,37,32,False,FedExForum,STATUS_FINAL,True,23,37,STATUS_IN_PROGRESS,23.0,37.0,,,94.32557754516604,-1.6101261615753173,150.5,-4.5,145,-11,Away Cover,Under,23.0,37.0,,,67.0,78.0,30.0,46.0,37.0,32.0,76.0,69.0
401824435,2026-02-22,2026-02-22 17:00:00+00:00,Bucknell Bison,Holy Cross Crusaders,63,72,30,31,33,41,False,Sojka Pavilion,STATUS_FINAL,True,27,23,STATUS_IN_PROGRESS,27.0,23.0,,,141.95970153808594,4.226469039916992,142.5,-2.5,135,-9,Away Cover,Under,27.0,23.0,,,63.0,72.0,30.0,31.0,33.0,41.0,61.0,74.0
401824375,2026-02-22,2026-02-22 17:00:00+00:00,Lehigh Mountain Hawks,Boston University Terriers,70,67,29,28,41,39,False,Stabler Arena,STATUS_FINAL,True,16,22,STATUS_IN_PROGRESS,14.0,22.0,,,141.6885528564453,0.947646141052246,143.5,1.5,137,3,Home Cover,Under,14.0,22.0,,,70.0,67.0,29.0,28.0,41.0,39.0,57.0,80.0
401813394,2026-02-22,2026-02-22 17:00:00+00:00,Rider Broncs,Niagara Purple Eagles,67,62,27,28,40,34,False,Alumni Gymnasium (Rider),STATUS_FINAL,True,19,22,STATUS_IN_PROGRESS,19.0,22.0,,,141.7698974609375,1.931293249130249,131.0,1.5,129,5,Home Cover,Under,19.0,22.0,,,67.0,62.0,27.0,28.0,40.0,34.0,55.0,74.0
401824312,2026-02-22,2026-02-22 18:00:00+00:00,Merrimack Warriors,Iona Gaels,88,86,36,33,32,35,False,Lawler Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.69625854492188,-3.133641242980957,136.5,-6.5,174,2,Away Cover,Over,,,,,88.0,86.0,36.0,33.0,52.0,53.0,69.0,105.0
401817676,2026-02-22,2026-02-22 18:00:00+00:00,Detroit Mercy Titans,Green Bay Phoenix,74,70,31,28,43,42,False,Calihan Hall,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,141.26739501953125,16.18863207499186,147.5,1.5,144,4,Home Cover,Under,,,,,74.0,70.0,31.0,28.0,43.0,42.0,59.0,85.0
401813343,2026-02-22,2026-02-22 18:00:00+00:00,Marist Red Foxes,Sacred Heart Pioneers,65,63,33,36,32,27,False,McCann Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,140.15787984212238,9.49723841349284,146.5,-7.5,128,2,Away Cover,Under,,,,,65.0,63.0,33.0,36.0,32.0,27.0,69.0,59.0
401828242,2026-02-22,2026-02-22 19:00:00+00:00,Tulane Green Wave,Rice Owls,81,75,36,33,45,42,False,Devlin Fieldhouse,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.42059326171875,1.4136602878570557,147.5,-5.5,156,6,Home Cover,Over,,,,,81.0,75.0,36.0,33.0,45.0,42.0,69.0,87.0
401820593,2026-02-22,2026-02-22 19:00:00+00:00,Quinnipiac Bobcats,Fairfield Stags,79,85,36,39,43,46,False,M&T Bank Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,139.52891540527344,7.992117881774902,150.5,-6.5,164,-6,Away Cover,Over,,,,,79.0,85.0,36.0,39.0,43.0,46.0,75.0,89.0
401817680,2026-02-22,2026-02-22 19:00:00+00:00,Youngstown State Penguins,Northern Kentucky Norse,64,58,35,15,29,43,False,Beeghly Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,143.73800659179688,-6.975903034210205,152.5,-1.5,122,6,Home Cover,Under,,,,,64.0,58.0,35.0,15.0,29.0,43.0,50.0,72.0
401817679,2026-02-22,2026-02-22 19:00:00+00:00,Wright State Raiders,Robert Morris Colonials,68,81,29,39,39,42,False,Nutter Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,147.43036499023438,10.694667053222656,146.5,-4.5,149,-13,Away Cover,Over,,,,,68.0,81.0,29.0,39.0,39.0,42.0,68.0,81.0
401817678,2026-02-22,2026-02-22 19:00:00+00:00,Cleveland State Vikings,Purdue Fort Wayne Mastodons,86,92,40,43,46,49,False,Wolstein Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,96.1241928100586,1.3420064449310305,162.5,3.5,178,-6,Away Cover,Over,,,,,86.0,92.0,40.0,43.0,46.0,49.0,83.0,95.0
401813431,2026-02-22,2026-02-22 19:00:00+00:00,Siena Saints,Saint Peter's Peacocks,72,63,37,23,35,40,False,MVP Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,93.0079216003418,-0.044395899772644,137.0,-5.5,135,9,Home Cover,Under,,,,,72.0,63.0,37.0,23.0,35.0,40.0,60.0,75.0
401813370,2026-02-22,2026-02-22 19:00:00+00:00,Mount St. Mary's Mountaineers,Canisius Golden Griffins,68,47,20,24,48,23,False,Knott Arena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,139.21817016601562,4.923893451690674,134.5,-3.0,115,21,Home Cover,Under,,,,,68.0,47.0,20.0,24.0,48.0,23.0,44.0,71.0
401812081,2026-02-22,2026-02-22 19:00:00+00:00,Drexel Dragons,Towson Tigers,68,62,33,27,35,35,False,Daskalakis Athletic Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,144.1093292236328,4.88607120513916,131.5,1.5,130,6,Home Cover,Under,,,,,68.0,62.0,33.0,27.0,35.0,35.0,60.0,70.0
401817677,2026-02-22,2026-02-22 20:00:00+00:00,Oakland Golden Grizzlies,Milwaukee Panthers,81,70,41,34,40,36,False,OU Credit Union O'rena,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,94.5150161743164,4.421799659729004,160.5,-6.5,151,11,Home Cover,Under,,,,,81.0,70.0,41.0,34.0,40.0,36.0,75.0,76.0
401828243,2026-02-22,2026-02-22 21:00:00+00:00,Tulsa Golden Hurricane,UTSA Roadrunners,100,74,53,37,47,37,False,Reynolds Center,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,142.7950897216797,5.748163223266602,159.5,-22.5,174,26,Home Cover,Over,,,,,100.0,74.0,53.0,37.0,47.0,37.0,90.0,84.0
401828241,2026-02-22,2026-02-22 21:00:00+00:00,North Texas Mean Green,Florida Atlantic Owls,73,72,32,34,41,38,False,The Super Pit,STATUS_FINAL,True,0,0,STATUS_SCHEDULED,,,,,146.7396697998047,-8.51983642578125,140.5,-2.5,145,1,Away Cover,Over,,,,,73.0,72.0,32.0,34.0,41.0,38.0,66.0,79.0
