game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,ml_home,market_total_1h,market_total_2h,spread_home_1h,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,ml_implied_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401823924,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Gardner-Webb Runnin' Bulldogs,South Carolina Upstate Spartans,67,65,29,32,38,33,False,Paul Porter Arena,,,132,2,153.0,11.5,534.0,74.205,78.795,5.75,61,71,,,,,,,away_cover,-3,away_cover,,0.1577287066246056,1.0,,,,,,,,,,1
401823923,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Radford Highlanders,High Point Panthers,83,93,48,42,35,51,False,The Dedmon Center,,,176,-10,165.5,7.5,280.0,80.2675,85.2325,3.75,90,86,,,,,,,away_cover,6,home_cover,,0.2631578947368421,0.0,,,,,,,,,,1
401823922,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Longwood Lancers,Charleston Southern Buccaneers,81,79,40,22,27,45,False,Joan Perry Brock Center,,,160,2,156.0,1.5,105.0,75.66,80.34,0.75,62,72,,,,,,,home_cover,18,home_cover,,0.4878048780487805,1.0,,,,,,,,,,1
401814538,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Buffalo Bulls,Massachusetts Minutemen,67,68,29,38,38,30,False,Alumni Arena,,,135,-1,159.5,2.0,110.0,77.3575,82.1425,1.0,67,68,,,,,,,away_cover,-9,away_cover,,0.4761904761904761,0.0,,,,,,,,,,1
401812392,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Saint Francis Red Flash,Chicago State Cougars,81,60,47,32,34,28,False,DeGol Arena,,,141,21,143.5,-3.5,-180.0,69.5975,73.9025,-1.75,79,62,,,,,,,home_cover,15,home_cover,,0.6428571428571429,1.0,,,,,,,,,,1
401812369,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Stonehill Skyhawks,Long Island University Sharks,63,66,36,35,27,31,False,Merkert Gymnasium,,,129,-3,137.5,6.75,255.0,66.6875,70.8125,3.375,71,58,,,,,,,away_cover,1,away_cover,,0.2816901408450704,0.0,,,,,,,,,,1
401812340,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Le Moyne Dolphins,Wagner Seahawks,69,67,29,34,40,33,False,Ted Grant Court,,,136,2,145.5,-8.5,-410.0,70.5675,74.9325,-4.25,63,73,,,,,,,home_cover,-5,away_cover,,0.803921568627451,1.0,,,,,,,,,,1
401812321,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Central Connecticut Blue Devils,Fairleigh Dickinson Knights,66,76,29,32,37,44,False,Detrick Gymnasium,,,142,-10,141.5,-7.0,-325.0,68.6275,72.8725,-3.5,61,81,,,,,,,away_cover,-3,home_cover,,0.7647058823529411,0.0,,,,,,,,,,1
401809338,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,East Tennessee State Buccaneers,The Citadel Bulldogs,84,55,49,27,35,28,False,Freedom Hall (TN),,,139,29,139.5,-17.5,-2100.0,67.6575,71.8425,-8.75,76,63,,,,,,,home_cover,22,home_cover,,0.9545454545454546,1.0,,,,,,,,,,1
401804897,2026,2026-01-23,2026-01-24 00:00:00+00:00,2026-01-23 19:00,EST,Jacksonville State Gamecocks,Middle Tennessee Blue Raiders,75,58,39,34,36,24,False,Pete Mathews Coliseum,,,133,17,134.5,1.5,105.0,65.2325,69.2675,0.75,73,60,,,,,,,home_cover,5,home_cover,,0.4878048780487805,1.0,,,,,,,,,,1
401828194,2026,2026-01-23,2026-01-24 00:30:00+00:00,2026-01-23 19:30,EST,Charlotte 49ers,Tulane Green Wave,73,70,23,22,50,48,False,Halton Arena,,,143,3,143.5,-3.5,-167.0,69.5975,73.9025,-1.75,45,98,,,,,,,home_cover,1,home_cover,,0.6254681647940075,1.0,,,,,,,,,,1
401822912,2026,2026-01-23,2026-01-24 01:00:00+00:00,2026-01-23 20:00,EST,Butler Bulldogs,Marquette Golden Eagles,87,76,41,36,46,40,False,Hinkle Fieldhouse,,,163,11,161.0,-6.0,-260.0,78.085,82.915,-3.0,77,86,,,,,,,home_cover,5,home_cover,,0.7222222222222222,1.0,,,,,,,,,,1
401814534,2026,2026-01-23,2026-01-24 01:00:00+00:00,2026-01-23 20:00,EST,Ohio Bobcats,Akron Zips,65,86,26,48,39,38,False,Convocation Center (OH),,,151,-21,168.0,7.0,263.0,81.48,86.52,3.5,74,77,,,,,,,away_cover,-22,away_cover,,0.2754820936639118,0.0,,,,,,,,,,1
401806457,2026,2026-01-23,2026-01-24 01:30:00+00:00,2026-01-23 20:30,EST,Southern Indiana Screaming Eagles,Western Illinois Leathernecks,96,64,51,31,45,33,False,Liberty Arena (IN),,,160,32,133.0,-6.5,-282.5,64.505,68.495,-3.25,82,78,,,,,,,home_cover,20,home_cover,,0.738562091503268,1.0,,,,,,,,,,1
401830829,2026,2026-01-23,2026-01-24 03:15:00+00:00,2026-01-23 22:15,EST,Colorado State Rams,Utah State Aggies,61,65,35,25,26,40,False,Moby Arena,,,126,-4,148.5,5.0,180.0,72.0225,76.4775,2.5,60,66,,,,,,,away_cover,10,home_cover,,0.3571428571428571,0.0,,,,,,,,,,1
