game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,err_model_total,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401822359,2025,2025-11-28,2025-11-28 17:00:00+00:00,2025-11-28 12:00,EST,Purdue Boilermakers,Eastern Illinois Panthers,109,62,53,28,56,34,False,Mackey Arena,164.27218627929688,38.71687316894531,171,47,141.5,-40.5,68.6275,72.8725,-20.25,-6.727813720703125,81,90,79.67201034545899,84.60017593383789,19.358436584472656,19.358436584472656,-1.327989654541014,-5.399824066162111,home_cover,25,home_cover,0.9960535393894145,1.0,1.5574551350902532e-05,0.003954268435212469,,,,,,,,0
401811096,2025,2025-11-28,2025-11-28 17:30:00+00:00,2025-11-28 12:30,EST,UConn Huskies,Illinois Fighting Illini,74,61,43,32,31,29,True,Madison Square Garden,156.82618713378906,-1.227982997894287,135,13,152.0,-4.0,73.72,78.28,-2.0,21.826187133789062,75,60,76.0607007598877,80.76548637390137,-0.6139914989471436,-0.6139914989471436,1.0607007598876947,20.765486373901368,home_cover,11,home_cover,0.4562555906096756,1.0,0.29565798274323274,0.7847021207694382,,,,,,,,0
401830886,2025,2025-11-28,2025-11-29 02:30:00+00:00,2025-11-28 21:30,EST,Dayton Flyers,BYU Cougars,79,83,36,30,43,53,True,State Farm Field House,151.99179077148438,-6.490141868591309,162,-4,150.5,10.25,72.99249999999999,77.50750000000001,5.125,-10.008209228515625,66,96,73.71601852416993,78.27577224731445,-3.2450709342956543,-3.2450709342956543,7.716018524169925,-17.72422775268555,away_cover,6,home_cover,0.2835006093868851,0.0,0.08037259552273521,0.3333778822193455,,,,,,,,0
401831223,2025,2025-11-28,2025-11-28 20:00:00+00:00,2025-11-28 15:00,EST,Florida Gators,Providence Friars,90,78,45,39,45,39,True,Jenny Craig Pavilion,155.3868865966797,9.604687690734863,168,12,169.5,-11.5,82.2075,87.2925,-5.75,-12.613113403320312,84,84,75.36263999938964,80.02424659729004,4.802343845367432,4.802343845367432,-8.637360000610357,-3.9757534027099553,home_cover,6,home_cover,0.7977189445335917,1.0,0.040917625400604146,0.22599894340184787,,,,,,,,0
401830879,2025,2025-11-28,2025-11-28 18:00:00+00:00,2025-11-28 13:00,EST,Vanderbilt Commodores,Saint Mary's Gaels,96,71,51,34,45,37,True,Imperial Arena,150.32005310058594,-17.48526382446289,167,25,151.0,4.0,73.235,77.765,2.0,-16.679946899414062,85,82,72.90522575378418,77.41482734680176,-8.742631912231445,-8.742631912231445,-12.09477424621582,-4.585172653198242,home_cover,17,home_cover,0.07600589195327936,1.0,0.8537651117050549,2.5769444159997237,,,,,,,,0
401830878,2025,2025-11-28,2025-11-28 15:30:00+00:00,2025-11-28 10:30,EST,VCU Rams,Virginia Tech Hokies,86,68,45,35,41,33,True,Imperial Arena,143.84530639648438,5.467193603515625,154,18,162.5,6.5,78.8125,83.6875,3.25,-10.154693603515625,80,74,69.76497360229492,74.08033279418946,2.7335968017578125,2.7335968017578125,-10.235026397705084,0.08033279418945938,home_cover,10,home_cover,0.6859015554153141,1.0,0.09865783289051902,0.3770211667796016,,,,,,,,0
401823592,2025,2025-11-28,2025-11-28 17:00:00+00:00,2025-11-28 12:00,EST,Gardner-Webb Runnin' Bulldogs,SE Louisiana Lions,68,76,35,25,33,51,True,Trask Coliseum,143.83700561523438,5.194183349609375,144,-8,140.0,-2.0,67.89999999999999,72.10000000000001,-1.0,-0.162994384765625,60,84,69.76094772338867,74.0760578918457,2.5970916748046875,2.5970916748046875,9.760947723388668,-9.923942108154293,away_cover,10,home_cover,0.6774387698241311,0.0,0.45892328686083206,1.1314622997571844,,,,,,,,0
401817533,2025,2025-11-28,2025-11-28 17:00:00+00:00,2025-11-28 12:00,EST,Wake Forest Demon Deacons,Northeastern Huskies,86,73,45,44,41,29,False,LJVM Coliseum,155.99444580078125,12.297839164733888,159,13,153.5,-19.0,74.44749999999999,79.05250000000001,-9.5,-3.00555419921875,89,70,75.6573062133789,80.33713958740235,6.148919582366944,6.148919582366944,-13.342693786621098,10.337139587402348,home_cover,1,home_cover,0.8528127183726489,1.0,0.021664095872849155,0.15921531201777658,,,,,,,,0
401830917,2025,2025-11-28,2025-11-28 17:30:00+00:00,2025-11-28 12:30,EST,Charlotte 49ers,Richmond Spiders,66,71,26,32,40,39,True,State Farm Field House,141.92578125,-6.938890933990479,137,-5,143.5,6.5,69.5975,73.9025,3.25,4.92578125,58,79,68.83400390625,73.09177734375,-3.4694454669952397,-3.4694454669952397,10.834003906250004,-5.908222656250004,away_cover,-6,away_cover,0.27066127552722186,0.0,0.0732575260700227,0.31561701226259853,,,,,,,,0
401822835,2025,2025-11-28,2025-11-28 18:00:00+00:00,2025-11-28 13:00,EST,Siena Saints,Longwood Lancers,70,63,28,28,42,35,True,Bender Arena,138.76925659179688,-7.172065734863281,133,7,146.5,6.5,71.0525,75.4475,3.25,5.769256591796875,56,77,67.30308944702148,71.4661671447754,-3.5860328674316406,-3.5860328674316406,11.303089447021478,-5.5338328552246026,home_cover,0,away_cover,0.26413607342513207,1.0,0.5414957184341825,1.3312908789833997,,,,,,,,0
