game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401827003,2025-11-06,2025-11-07 01:00:00+00:00,Texas A&M Aggies,Texas Southern Tigers,104,70,41,36,63,34,False,Reed Arena,,104,70,41.0,36.0,63.0,34.0,150.7709503173828,14.062936782836914,,,174,34,Away Cover,Under,41.0,36.0,63.0,34.0,41,36,63,34,77.0,97.0
401826042,2025-11-06,2025-11-07 01:00:00+00:00,North Dakota Fighting Hawks,UC Riverside Highlanders,70,74,34,37,36,37,False,Betty Engelstad Sioux Center,,70,74,34.0,37.0,36.0,37.0,149.7406005859375,1.6034104824066162,,,144,-4,Away Cover,Under,34.0,37.0,36.0,37.0,34,37,36,37,71.0,73.0
401823522,2025-11-06,2025-11-07 01:00:00+00:00,Abilene Christian Wildcats,Omaha Mavericks,73,71,37,37,36,34,False,Moody Coliseum (Abilene),,73,71,37.0,37.0,36.0,34.0,149.90328979492188,3.570704460144043,,,144,2,Away Cover,Under,37.0,37.0,36.0,34.0,37,37,36,34,74.0,70.0
401823340,2025-11-06,2025-11-07 01:00:00+00:00,Jacksonville Dolphins,Trinity (FL) Tigers,132,45,74,25,58,20,False,Swisher Gymnasium,,132,45,74.0,25.0,58.0,20.0,152.2080078125,31.44070053100586,,,177,87,Away Cover,Under,74.0,25.0,58.0,20.0,74,25,58,20,99.0,78.0
401820541,2025-11-06,2025-11-07 01:00:00+00:00,Northern Iowa Panthers,Cal State Northridge Matadors,86,57,46,32,40,25,False,McLeod Center,,86,57,46.0,32.0,40.0,25.0,150.6353759765625,12.423526763916016,,,143,29,Away Cover,Under,46.0,32.0,40.0,25.0,46,32,40,25,78.0,65.0
401817453,2025-11-06,2025-11-07 01:00:00+00:00,SMU Mustangs,Texas A&M-Corpus Christi Islanders,69,58,32,28,37,30,False,Moody Coliseum (Dallas),,69,58,32.0,28.0,37.0,30.0,150.14732360839844,6.521645545959473,,,127,11,Away Cover,Under,32.0,28.0,37.0,30.0,32,28,37,30,60.0,67.0
401817183,2025-11-06,2025-11-07 01:00:00+00:00,Saint Louis Billikens,Chicago State Cougars,108,86,51,40,57,46,False,Chaifetz Arena,,108,86,51.0,40.0,57.0,46.0,150.44557189941406,10.128351211547852,,,194,22,Away Cover,Under,51.0,40.0,57.0,46.0,51,40,57,46,91.0,103.0
401812250,2025-11-06,2025-11-07 01:00:00+00:00,TCU Horned Frogs,Saint Francis Red Flash,104,63,53,29,51,34,False,Schollmaier Arena,,104,63,53.0,29.0,51.0,34.0,150.96075439453125,16.35811424255371,,,167,41,Away Cover,Under,53.0,29.0,51.0,34.0,53,29,51,34,82.0,85.0
401817154,2025-11-06,2025-11-07 02:00:00+00:00,Loyola Chicago Ramblers,Mercyhurst Lakers,65,73,27,34,38,39,False,Gentile Arena,,65,73,27.0,34.0,38.0,39.0,149.6321563720703,0.2918815612792969,,,138,-8,Away Cover,Under,27.0,34.0,38.0,39.0,27,34,38,39,61.0,77.0
401826738,2025-11-06,2025-11-07 03:00:00+00:00,Washington Huskies,Denver Pioneers,84,70,37,28,47,42,False,Alaska Airlines Arena,,84,70,37.0,28.0,47.0,42.0,150.22866821289062,7.505291938781738,,,154,14,Away Cover,Under,37.0,28.0,47.0,42.0,37,28,47,42,65.0,89.0
401817219,2025-11-06,2025-11-07 03:00:00+00:00,California Golden Bears,Wright State Raiders,77,67,34,28,43,39,False,Haas Pavilion,,77,67,34.0,28.0,43.0,39.0,150.12020874023438,6.19376277923584,,,144,10,Away Cover,Under,34.0,28.0,43.0,39.0,34,28,43,39,62.0,82.0
401824088,2025-11-06,2025-11-07 03:30:00+00:00,Portland Pilots,Arkansas-Pine Bluff Golden Lions,83,74,45,29,38,45,False,Chiles Center,,83,74,45.0,29.0,38.0,45.0,150.0930938720703,5.865880489349365,,,157,9,Away Cover,Under,45.0,29.0,38.0,45.0,45,29,38,45,74.0,83.0
