game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,completed,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401808234,2026-02-14,2026-02-14 20:00:00+00:00,Florida Gators,Kentucky Wildcats,92,83,43.0,34.0,49.0,49.0,False,Stephen C. O'Connell Center,STATUS_FINAL,True,0,0,,,,,99.6599464416504,-3.4290838718414305,154.5,-13.5,175,9,Away Cover,Over,,,,,92.0,83.0,43.0,34.0,49.0,49.0,77.0,98.0
401817516,2026-02-14,2026-02-15 01:00:00+00:00,Ohio State Buckeyes,Virginia Cavaliers,66,70,37.0,37.0,29.0,33.0,True,Bridgestone Arena,STATUS_FINAL,True,0,0,,,,,75.47706871032715,-4.709996348619462,147.5,4.5,136,-4,Home Cover,Under,,,,,66.0,70.0,37.0,37.0,29.0,33.0,74.0,62.0
401822943,2026-02-14,2026-02-14 18:00:00+00:00,Providence Friars,St. John's Red Storm,69,79,29.0,34.0,40.0,45.0,False,Amica Mutual Pavilion,STATUS_FINAL,True,0,0,,,,,98.2692726135254,0.2235499382019039,168.0,8.0,148,-10,Away Cover,Under,,,,,69.0,79.0,29.0,34.0,40.0,45.0,63.0,85.0
401808238,2026-02-14,2026-02-14 18:00:00+00:00,Vanderbilt Commodores,Texas A&M Aggies,82,69,36.0,32.0,46.0,37.0,False,Memorial Gymnasium (TN),STATUS_FINAL,True,0,0,,,,,149.6439208984375,-12.059175491333008,165.5,-6.5,151,13,Home Cover,Under,,,,,82.0,69.0,36.0,32.0,46.0,37.0,68.0,83.0
401808233,2026-02-14,2026-02-15 01:40:00+00:00,Arkansas Razorbacks,Auburn Tigers,88,75,38.0,32.0,50.0,43.0,False,Bud Walton Arena,STATUS_FINAL,True,0,0,,,,,154.78330993652344,-17.700639724731445,165.0,-8.5,163,13,Home Cover,Under,,,,,88.0,75.0,38.0,32.0,50.0,43.0,70.0,93.0
401827680,2026-02-14,2026-02-14 21:00:00+00:00,BYU Cougars,Colorado Buffaloes,90,86,37.0,32.0,41.0,46.0,False,Marriott Center,STATUS_FINAL,True,0,0,,,,,151.58457946777344,0.739412784576416,162.5,-16.0,176,4,Away Cover,Over,,,,,90.0,86.0,37.0,32.0,53.0,54.0,69.0,107.0
401817250,2026-02-14,2026-02-14 21:00:00+00:00,Baylor Bears,Louisville Cardinals,71,82,34.0,34.0,37.0,48.0,True,Dickies Arena,STATUS_FINAL,True,0,0,,,,,157.77574157714844,3.296261787414551,162.5,6.5,153,-11,Away Cover,Under,,,,,71.0,82.0,34.0,34.0,37.0,48.0,68.0,85.0
401828427,2026-02-14,2026-02-14 17:00:00+00:00,Rhode Island Rams,Fordham Rams,66,70,31.0,24.0,32.0,39.0,False,Thomas M. Ryan Center,STATUS_FINAL,True,0,0,,,,,145.0858154296875,12.464258193969728,133.0,-4.5,136,-4,Away Cover,Over,,,,,66.0,70.0,31.0,24.0,35.0,46.0,55.0,81.0
401827683,2026-02-14,2026-02-14 17:00:00+00:00,Oklahoma State Cowboys,TCU Horned Frogs,92,95,34.0,39.0,50.0,45.0,False,Gallagher-Iba Arena,STATUS_FINAL,True,0,0,,,,,132.14956359863282,-2.4510423064231874,156.0,-1.5,187,-3,Away Cover,Over,,,,,92.0,95.0,34.0,39.0,58.0,56.0,73.0,114.0
401820743,2026-02-14,2026-02-14 17:00:00+00:00,Notre Dame Fighting Irish,Georgia Tech Yellow Jackets,89,74,45.0,33.0,44.0,41.0,False,Purcell Pavilion,STATUS_FINAL,True,0,0,,,,,145.90181701660157,10.880255889892576,150.0,-5.5,163,15,Home Cover,Over,,,,,89.0,74.0,45.0,33.0,44.0,41.0,78.0,85.0
401820739,2026-02-14,2026-02-14 17:00:00+00:00,Boston College Eagles,California Golden Bears,75,86,28.0,43.0,47.0,43.0,False,Conte Forum,STATUS_FINAL,True,0,0,,,,,144.97882080078125,0.7288966178894043,140.5,3.5,161,-11,Away Cover,Over,,,,,75.0,86.0,28.0,43.0,47.0,43.0,71.0,90.0
401820173,2026-02-14,2026-02-14 17:00:00+00:00,Colgate Raiders,Navy Midshipmen,80,84,28.0,40.0,49.0,37.0,False,Cotterell Court,STATUS_FINAL,True,0,0,,,,,142.8396453857422,4.456305027008057,140.0,1.5,164,-4,Away Cover,Over,,,,,80.0,84.0,28.0,40.0,52.0,44.0,68.0,96.0
401809369,2026-02-14,2026-02-14 17:00:00+00:00,East Tennessee State Buccaneers,Samford Bulldogs,72,82,37.0,38.0,31.0,30.0,False,Freedom Hall (TN),STATUS_FINAL,True,0,0,,,,,143.10585021972656,-1.5787849426269531,147.0,-6.0,154,-10,Away Cover,Over,,,,,72.0,82.0,37.0,38.0,35.0,44.0,75.0,79.0
401824373,2026-02-14,2026-02-14 18:00:00+00:00,Boston University Terriers,Bucknell Bison,82,69,42.0,27.0,40.0,42.0,False,Case Gym,STATUS_FINAL,True,0,0,,,,,143.31283569335938,-2.320166110992432,141.5,-5.75,151,13,Home Cover,Over,,,,,82.0,69.0,42.0,27.0,40.0,42.0,69.0,82.0
401812375,2026-02-14,2026-02-14 18:00:00+00:00,New Haven Chargers,Long Island University Sharks,55,52,31.0,15.0,24.0,37.0,False,Jeffery P. Hazell Athletics Center,STATUS_FINAL,True,0,0,,,,,139.90858459472656,9.873119354248049,,,107,3,Away Cover,Under,,,,,55.0,52.0,31.0,15.0,24.0,37.0,46.0,61.0
401812346,2026-02-14,2026-02-14 18:00:00+00:00,Le Moyne Dolphins,Chicago State Cougars,81,63,42.0,29.0,39.0,34.0,False,Ted Grant Court,STATUS_FINAL,True,0,0,,,,,137.5676727294922,17.762819290161133,144.5,-7.0,144,18,Home Cover,Under,,,,,81.0,63.0,42.0,29.0,39.0,34.0,71.0,73.0
401812156,2026-02-14,2026-02-14 18:00:00+00:00,New Hampshire Wildcats,UMBC Retrievers,63,85,28.0,47.0,35.0,38.0,False,Lundholm Gymnasium,STATUS_FINAL,True,0,0,,,,,143.41746520996094,3.3406577110290527,144.0,4.5,148,-22,Away Cover,Over,,,,,63.0,85.0,28.0,47.0,35.0,38.0,75.0,73.0
401809372,2026-02-14,2026-02-14 18:00:00+00:00,VMI Keydets,Furman Paladins,72,90,27.0,45.0,45.0,45.0,False,Cameron Hall,STATUS_FINAL,True,0,0,,,,,143.39425659179688,-2.611794948577881,145.5,13.0,162,-18,Away Cover,Over,,,,,72.0,90.0,27.0,45.0,45.0,45.0,72.0,90.0
401809370,2026-02-14,2026-02-14 18:00:00+00:00,The Citadel Bulldogs,Mercer Bears,54,70,25.0,18.0,29.0,52.0,False,McAlister Field House,STATUS_FINAL,True,0,0,,,,,141.8286590576172,-12.912878036499023,147.5,10.0,124,-16,Away Cover,Under,,,,,54.0,70.0,25.0,18.0,29.0,52.0,43.0,81.0
401828226,2026-02-14,2026-02-14 19:00:00+00:00,Rice Owls,East Carolina Pirates,75,85,34.0,38.0,41.0,47.0,False,Tudor Fieldhouse,STATUS_FINAL,True,0,0,,,,,142.42471313476562,4.914355278015137,145.5,-5.0,160,-10,Away Cover,Over,,,,,75.0,85.0,34.0,38.0,41.0,47.0,72.0,88.0
401826823,2026-02-14,2026-02-14 19:00:00+00:00,American University Eagles,Army Black Knights,75,63,36.0,27.0,39.0,36.0,False,Bender Arena,STATUS_FINAL,True,0,0,,,,,136.82643127441406,7.413266181945801,144.5,-9.5,138,12,Home Cover,Under,,,,,75.0,63.0,36.0,27.0,39.0,36.0,63.0,75.0
401823948,2026-02-14,2026-02-14 19:00:00+00:00,UNC Asheville Bulldogs,Presbyterian Blue Hose,57,58,30.0,27.0,27.0,31.0,False,Kimmel Arena,STATUS_FINAL,True,0,0,,,,,140.6303253173828,18.927230834960938,136.5,-4.5,115,-1,Away Cover,Under,,,,,57.0,58.0,30.0,27.0,27.0,31.0,57.0,58.0
401823947,2026-02-14,2026-02-14 19:00:00+00:00,Gardner-Webb Runnin' Bulldogs,High Point Panthers,87,112,37.0,48.0,50.0,64.0,False,Paul Porter Arena,STATUS_FINAL,True,0,0,,,,,142.3008270263672,5.564602851867676,158.0,19.5,199,-25,Away Cover,Over,,,,,87.0,112.0,37.0,48.0,50.0,64.0,85.0,114.0
401820745,2026-02-14,2026-02-14 19:00:00+00:00,Virginia Tech Hokies,Florida State Seminoles,69,92,42.0,39.0,27.0,53.0,False,Cassell Coliseum,STATUS_FINAL,True,0,0,,,,,150.0114990234375,-0.3041297912597658,156.5,-6.0,161,-23,Away Cover,Over,,,,,69.0,92.0,42.0,39.0,27.0,53.0,81.0,80.0
401820744,2026-02-14,2026-02-14 19:00:00+00:00,Syracuse Orange,SMU Mustangs,79,78,35.0,39.0,44.0,39.0,False,JMA Wireless Dome,STATUS_FINAL,True,0,0,,,,,149.9055938720703,-4.034554958343506,157.0,2.5,157,1,Home Cover,Push,,,,,79.0,78.0,35.0,39.0,44.0,39.0,74.0,83.0
401818420,2026-02-14,2026-02-14 19:00:00+00:00,North Dakota Fighting Hawks,North Dakota State Bison,66,83,32.0,31.0,34.0,52.0,False,Betty Engelstad Sioux Center,STATUS_FINAL,True,0,0,,,,,143.43630981445312,-4.622839450836182,149.5,5.0,149,-17,Away Cover,Under,,,,,66.0,83.0,32.0,31.0,34.0,52.0,63.0,86.0
401814567,2026-02-14,2026-02-14 19:00:00+00:00,Eastern Michigan Eagles,Western Michigan Broncos,62,76,33.0,28.0,29.0,48.0,False,Gervin GameAbove Center,STATUS_FINAL,True,0,0,,,,,137.7279510498047,-2.210061550140381,145.5,-6.5,138,-14,Away Cover,Under,,,,,62.0,76.0,33.0,28.0,29.0,48.0,61.0,77.0
401814562,2026-02-14,2026-02-14 19:00:00+00:00,Ball State Cardinals,Kent State Golden Flashes,68,75,31.0,40.0,37.0,35.0,False,Worthen Arena,STATUS_FINAL,True,0,0,,,,,143.97493489583334,-2.8918767372767133,143.0,7.5,143,-7,Home Cover,Push,,,,,68.0,75.0,31.0,40.0,37.0,35.0,71.0,72.0
401812408,2026-02-14,2026-02-14 19:00:00+00:00,Stonehill Skyhawks,Wagner Seahawks,57,68,24.0,26.0,33.0,42.0,False,Merkert Gymnasium,STATUS_FINAL,True,0,0,,,,,137.18426513671875,-1.0857906341552734,130.0,-2.5,125,-11,Away Cover,Under,,,,,57.0,68.0,24.0,26.0,33.0,42.0,50.0,75.0
401812397,2026-02-14,2026-02-14 19:00:00+00:00,Saint Francis Red Flash,Mercyhurst Lakers,79,94,36.0,50.0,43.0,44.0,False,DeGol Arena,STATUS_FINAL,True,0,0,,,,,140.84996032714844,1.3534700870513916,,,173,-15,Away Cover,Under,,,,,79.0,94.0,36.0,50.0,43.0,44.0,86.0,87.0
401812328,2026-02-14,2026-02-14 19:00:00+00:00,Fairleigh Dickinson Knights,Central Connecticut Blue Devils,57,63,25.0,30.0,32.0,33.0,False,Bogota Savings Bank Center,STATUS_FINAL,True,0,0,,,,,140.8985595703125,1.4292526245117188,141.0,-4.0,120,-6,Away Cover,Under,,,,,57.0,63.0,25.0,30.0,32.0,33.0,55.0,65.0
401812155,2026-02-14,2026-02-14 19:00:00+00:00,Vermont Catamounts,Bryant Bulldogs,90,63,39.0,27.0,51.0,36.0,False,Patrick Gymnasium,STATUS_FINAL,True,0,0,,,,,144.29575256347655,18.722900263468425,134.5,-12.5,153,27,Home Cover,Over,,,,,90.0,63.0,39.0,27.0,51.0,36.0,66.0,87.0
401812068,2026-02-14,2026-02-14 19:00:00+00:00,William & Mary Tribe,Elon Phoenix,78,81,36.0,43.0,42.0,38.0,False,Kaplan Arena,STATUS_FINAL,True,0,0,,,,,141.4901123046875,11.544553756713867,165.5,-7.5,159,-3,Away Cover,Under,,,,,78.0,81.0,36.0,43.0,42.0,38.0,79.0,80.0
401807744,2026-02-14,2026-02-14 19:00:00+00:00,Central Arkansas Bears,West Georgia Wolves,79,62,44.0,35.0,35.0,27.0,False,Farris Center,STATUS_FINAL,True,0,0,,,,,138.88717651367188,-1.7074050903320312,153.5,-11.5,141,17,Home Cover,Under,,,,,79.0,62.0,44.0,35.0,35.0,27.0,79.0,62.0
401807743,2026-02-14,2026-02-14 19:00:00+00:00,Florida Gulf Coast Eagles,Stetson Hatters,78,76,44.0,44.0,34.0,32.0,False,Alico Arena,STATUS_FINAL,True,0,0,,,,,142.72100830078125,7.688055992126465,148.0,-9.75,154,2,Away Cover,Over,,,,,78.0,76.0,44.0,44.0,34.0,32.0,88.0,66.0
401804932,2026-02-14,2026-02-14 19:00:00+00:00,UTEP Miners,Liberty Flames,64,73,26.0,28.0,38.0,45.0,False,Don Haskins Center,STATUS_FINAL,True,0,0,,,,,143.95616149902344,-8.875890731811523,138.5,7.0,137,-9,Away Cover,Under,,,,,64.0,73.0,26.0,28.0,38.0,45.0,54.0,83.0
401804930,2026-02-14,2026-02-14 19:00:00+00:00,Florida International Panthers,Louisiana Tech Bulldogs,77,64,33.0,31.0,44.0,33.0,False,Ocean Bank Convocation Center,STATUS_FINAL,True,0,0,,,,,143.17495727539062,-3.34678602218628,135.5,-4.5,141,13,Home Cover,Over,,,,,77.0,64.0,33.0,31.0,44.0,33.0,64.0,77.0
401823946,2026-02-14,2026-02-14 19:30:00+00:00,Radford Highlanders,Charleston Southern Buccaneers,90,80,50.0,30.0,40.0,50.0,False,The Dedmon Center,STATUS_FINAL,True,0,0,,,,,140.19317626953125,11.533607482910156,162.5,-3.5,170,10,Home Cover,Over,,,,,90.0,80.0,50.0,30.0,40.0,50.0,80.0,90.0
401822944,2026-02-14,2026-02-14 19:30:00+00:00,Creighton Bluejays,Villanova Wildcats,69,80,27.0,41.0,42.0,39.0,False,CHI Health Center Omaha,STATUS_FINAL,True,0,0,,,,,98.26903381347655,-5.032714319229126,147.5,3.5,149,-11,Away Cover,Over,,,,,69.0,80.0,27.0,41.0,42.0,39.0,68.0,81.0
401825516,2026-02-14,2026-02-14 20:00:00+00:00,Oregon Ducks,Penn State Nittany Lions,83,72,38.0,32.0,45.0,40.0,False,Matthew Knight Arena,STATUS_FINAL,True,0,0,,,,,145.81494140625,7.33822841644287,147.5,-6.5,155,11,Home Cover,Over,,,,,83.0,72.0,38.0,32.0,45.0,40.0,70.0,85.0
401823949,2026-02-14,2026-02-14 20:00:00+00:00,Longwood Lancers,South Carolina Upstate Spartans,82,75,31.0,28.0,38.0,41.0,False,Joan Perry Brock Center,STATUS_FINAL,True,0,0,,,,,138.42666625976562,-2.4255619049072266,146.5,-6.25,157,7,Home Cover,Over,,,,,82.0,75.0,31.0,28.0,51.0,47.0,59.0,98.0
401822945,2026-02-14,2026-02-14 20:00:00+00:00,Xavier Musketeers,Marquette Golden Eagles,96,88,51.0,35.0,45.0,53.0,False,Cintas Center,STATUS_FINAL,True,0,0,,,,,153.30789184570312,-7.153030872344971,156.0,-2.5,184,8,Home Cover,Over,,,,,96.0,88.0,51.0,35.0,45.0,53.0,86.0,98.0
401812157,2026-02-14,2026-02-14 20:00:00+00:00,Maine Black Bears,NJIT Highlanders,58,67,35.0,31.0,23.0,36.0,False,Skip Chappelle Court in Memorial Gymnasium,STATUS_FINAL,True,0,0,,,,,139.54531860351562,-0.6810593605041504,136.75,3.5,125,-9,Away Cover,Under,,,,,58.0,67.0,35.0,31.0,23.0,36.0,66.0,59.0
401808674,2026-02-14,2026-02-14 20:00:00+00:00,Texas State Bobcats,UL Monroe Warhawks,95,84,45.0,43.0,50.0,41.0,False,Strahan Arena at the University Events Center,STATUS_FINAL,True,0,0,,,,,142.72265625,3.435858726501465,149.5,-13.5,179,11,Away Cover,Over,,,,,95.0,84.0,45.0,43.0,50.0,41.0,88.0,91.0
401808672,2026-02-14,2026-02-14 20:00:00+00:00,Arkansas State Red Wolves,South Alabama Jaguars,88,92,41.0,32.0,42.0,51.0,False,First National Bank Arena,STATUS_FINAL,True,0,0,,,,,143.5235595703125,0.7827298641204834,150.5,-6.5,180,-4,Away Cover,Over,,,,,88.0,92.0,41.0,32.0,47.0,60.0,73.0,107.0
401805197,2026-02-14,2026-02-14 20:00:00+00:00,UT Arlington Mavericks,Southern Utah Thunderbirds,73,78,29.0,34.0,44.0,44.0,False,College Park Center,STATUS_FINAL,True,0,0,,,,,144.16494750976562,-0.5228734016418457,145.5,-8.5,151,-5,Away Cover,Over,,,,,73.0,78.0,29.0,34.0,44.0,44.0,63.0,88.0
401804933,2026-02-14,2026-02-14 20:00:00+00:00,Missouri State Bears,Delaware Blue Hens,67,76,25.0,35.0,42.0,41.0,False,Great Southern Bank Arena,STATUS_FINAL,True,0,0,,,,,145.3357391357422,9.212413787841797,134.0,-7.5,143,-9,Away Cover,Over,,,,,67.0,76.0,25.0,35.0,42.0,41.0,60.0,83.0
401828667,2026-02-14,2026-02-14 20:30:00+00:00,Jackson State Tigers,Florida A&M Rattlers,80,60,37.0,23.0,43.0,37.0,False,Lee E. Williams Athletics and Assembly Center,STATUS_FINAL,True,0,0,,,,,135.11802673339844,14.698230743408203,147.0,1.5,140,20,Home Cover,Under,,,,,80.0,60.0,37.0,23.0,43.0,37.0,60.0,80.0
401808670,2026-02-14,2026-02-14 20:30:00+00:00,Old Dominion Monarchs,Georgia State Panthers,78,55,36.0,26.0,42.0,29.0,False,Chartway Arena,STATUS_FINAL,True,0,0,,,,,141.93431091308594,1.3603994846343994,147.5,-4.0,133,23,Home Cover,Under,,,,,78.0,55.0,36.0,26.0,42.0,29.0,62.0,71.0
401808239,2026-02-14,2026-02-14 20:30:00+00:00,Oklahoma Sooners,Georgia Bulldogs,94,78,41.0,43.0,53.0,35.0,False,Lloyd Noble Center,STATUS_FINAL,True,0,0,,,,,141.82583618164062,6.138559818267822,164.5,-1.5,172,16,Home Cover,Over,,,,,94.0,78.0,41.0,43.0,53.0,35.0,84.0,88.0
401806488,2026-02-14,2026-02-14 20:30:00+00:00,Morehead State Eagles,Tennessee State Tigers,94,86,37.0,41.0,57.0,45.0,False,Ellis T. Johnson Arena,STATUS_FINAL,True,0,0,,,,,140.26222229003906,0.4369196891784668,151.5,1.0,180,8,Home Cover,Over,,,,,94.0,86.0,37.0,41.0,57.0,45.0,78.0,102.0
401830826,2026-02-14,2026-02-14 21:00:00+00:00,Colorado State Rams,Wyoming Cowboys,79,68,37.0,40.0,42.0,28.0,False,Moby Arena,STATUS_FINAL,True,0,0,,,,,144.4649658203125,9.791139602661133,137.5,-5.5,147,11,Home Cover,Over,,,,,79.0,68.0,37.0,40.0,42.0,28.0,77.0,70.0
401828426,2026-02-14,2026-02-14 21:00:00+00:00,St. Bonaventure Bonnies,Duquesne Dukes,73,78,33.0,45.0,40.0,33.0,False,Reilly Center,STATUS_FINAL,True,0,0,,,,,145.02237080891928,4.109588505427042,153.5,-2.0,151,-5,Away Cover,Under,,,,,73.0,78.0,33.0,45.0,40.0,33.0,78.0,73.0
401820746,2026-02-14,2026-02-14 21:00:00+00:00,Wake Forest Demon Deacons,Stanford Cardinal,68,63,30.0,39.0,38.0,24.0,False,LJVM Coliseum,STATUS_FINAL,True,0,0,,,,,142.0749491373698,3.0946229616800944,149.5,-4.0,131,5,Home Cover,Under,,,,,68.0,63.0,30.0,39.0,38.0,24.0,69.0,62.0
401820741,2026-02-14,2026-02-14 21:00:00+00:00,NC State Wolfpack,Miami Hurricanes,76,77,42.0,37.0,34.0,40.0,False,Lenovo Center,STATUS_FINAL,True,0,0,,,,,142.24093627929688,2.802864360809326,158.5,-6.0,153,-1,Away Cover,Under,,,,,76.0,77.0,42.0,37.0,34.0,40.0,79.0,74.0
401812154,2026-02-14,2026-02-14 21:00:00+00:00,Binghamton Bearcats,UAlbany Great Danes,74,77,39.0,43.0,35.0,34.0,False,Events Center (Binghamton),STATUS_FINAL,True,0,0,,,,,142.34228515625,1.1561391353607178,136.5,5.0,151,-3,Home Cover,Over,,,,,74.0,77.0,39.0,43.0,35.0,34.0,82.0,69.0
401812066,2026-02-14,2026-02-14 21:00:00+00:00,UNC Wilmington Seahawks,Hofstra Pride,70,66,34.0,32.0,36.0,34.0,False,Trask Coliseum,STATUS_FINAL,True,0,0,,,,,143.5534210205078,-0.3193411827087402,138.0,-2.5,136,4,Home Cover,Under,,,,,70.0,66.0,34.0,32.0,36.0,34.0,66.0,70.0
401808669,2026-02-14,2026-02-14 21:00:00+00:00,James Madison Dukes,App State Mountaineers,69,58,29.0,24.0,40.0,34.0,False,Atlantic Union Bank Center,STATUS_FINAL,True,0,0,,,,,146.0059814453125,9.394107818603516,135.5,1.5,127,11,Home Cover,Under,,,,,69.0,58.0,29.0,24.0,40.0,34.0,53.0,74.0
401808536,2026-02-14,2026-02-14 21:00:00+00:00,Northern Colorado Bears,Portland State Vikings,77,65,37.0,34.0,40.0,31.0,False,Bank of Colorado Arena,STATUS_FINAL,True,0,0,,,,,141.23583984375,1.955233812332153,135.0,8.5,142,12,Home Cover,Over,,,,,77.0,65.0,37.0,34.0,40.0,31.0,71.0,71.0
401807742,2026-02-14,2026-02-14 21:00:00+00:00,Jacksonville Dolphins,North Florida Ospreys,63,56,32.0,26.0,31.0,30.0,False,Swisher Gymnasium,STATUS_FINAL,True,0,0,,,,,141.17752950032553,8.455938084920248,154.5,-6.75,119,7,Home Cover,Under,,,,,63.0,56.0,32.0,26.0,31.0,30.0,58.0,61.0
401807741,2026-02-14,2026-02-14 21:00:00+00:00,Queens University Royals,Lipscomb Bisons,87,81,52.0,38.0,35.0,43.0,False,Curry Arena,STATUS_FINAL,True,0,0,,,,,140.0536346435547,-6.542667865753174,165.5,-2.0,168,6,Home Cover,Over,,,,,87.0,81.0,52.0,38.0,35.0,43.0,90.0,78.0
401805196,2026-02-14,2026-02-14 21:00:00+00:00,Abilene Christian Wildcats,Tarleton State Texans,73,59,26.0,32.0,47.0,27.0,False,Moody Coliseum (Abilene),STATUS_FINAL,True,0,0,,,,,144.0574951171875,5.1094255447387695,137.5,-2.0,132,14,Home Cover,Under,,,,,73.0,59.0,26.0,32.0,47.0,27.0,58.0,74.0
401828730,2026-02-14,2026-02-14 21:30:00+00:00,Norfolk State Spartans,Delaware State Hornets,75,58,39.0,26.0,36.0,32.0,False,Joseph G. Echols Hall,STATUS_FINAL,True,0,0,,,,,141.05731201171875,25.10857391357422,137.0,-9.5,133,17,Home Cover,Under,,,,,75.0,58.0,39.0,26.0,36.0,32.0,65.0,68.0
401827166,2026-02-14,2026-02-14 21:30:00+00:00,Alabama State Hornets,Arkansas-Pine Bluff Golden Lions,79,61,34.0,33.0,45.0,28.0,False,Dunn-Oliver Acadome,STATUS_FINAL,True,0,0,,,,,135.04151916503906,4.087734222412109,151.5,-2.5,140,18,Home Cover,Under,,,,,79.0,61.0,34.0,33.0,45.0,28.0,67.0,73.0
401827122,2026-02-14,2026-02-14 21:30:00+00:00,Alcorn State Braves,Bethune-Cookman Wildcats,57,55,25.0,32.0,32.0,23.0,False,Davey L. Whitney Complex,STATUS_FINAL,True,0,0,,,,,135.9180908203125,11.314363479614258,144.75,7.5,112,2,Home Cover,Under,,,,,57.0,55.0,25.0,32.0,32.0,23.0,57.0,55.0
401820493,2026-02-14,2026-02-14 21:30:00+00:00,Texas A&M-Corpus Christi Islanders,Lamar Cardinals,76,63,38.0,22.0,38.0,41.0,False,Hilliard Center,STATUS_FINAL,True,0,0,,,,,141.33181762695312,5.353898048400879,136.5,-2.5,139,13,Home Cover,Over,,,,,76.0,63.0,38.0,22.0,38.0,41.0,60.0,79.0
