game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,source,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,err_model_total,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,146.33059692382812,8.087203,0,0,158.5,6.5,76.8725,81.6275,3.25,146.33059692382812,,,70.97033950805664,75.36025741577149,4.0436015,4.0436015,,,away_cover,,away_cover,0.7604803318940878,0.0,0.5783303351977419,1.4291197439751382,DraftKings,under,158.5,-110.0,146.33059692382812,-12.169403076171877,win,0
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,143.1790771484375,0.6189723,0,0,157.5,10.75,76.3875,81.1125,5.375,143.1790771484375,,,69.44185241699219,73.73722473144531,0.30948615,0.30948615,,,away_cover,,away_cover,0.5220917609848835,0.0,0.27257980688829675,0.7383365335066313,DraftKings,under,157.5,-110.0,143.1790771484375,-14.3209228515625,win,0
401823011,2025,2025-11-15,2025-11-15 18:00:00+00:00,Cleveland State Vikings,Kent State Golden Flashes,0,0,,,,,True,Colonial Hall,espn,110.0,-2.7261446,0,0,165.0,-11.0,80.02499999999999,84.97500000000001,-5.5,110.0,,,53.35,56.65,-1.3630723,-1.3630723,,,home_cover,,away_cover,0.40384989474001287,0.0,0.16309473748151948,0.5172627891637328,DraftKings,under,165.5,-110.0,110.0,-55.5,win,0
401812788,2025,2025-11-15,2025-11-16 00:00:00+00:00,UConn Huskies,BYU Cougars,0,0,,,,,True,TD Garden,espn,110.0,5.72062,0,0,153.0,-6.5,74.205,78.795,-3.25,110.0,,,53.35,56.65,2.86031,2.86031,,,home_cover,,away_cover,0.6936483334084741,0.0,0.48114801044035366,1.1830215996701352,BetMGM,under,154.5,-110.0,110.0,-44.5,win,0
401822761,2025,2025-11-15,2025-11-15 16:00:00+00:00,Coppin State Eagles,South Alabama Jaguars,28,33,28.0,33.0,,,True,McArthur Center,espn,110.0,-0.1936686,61,-5,133.5,-18.0,64.7475,68.7525,-9.0,49.0,61.0,0.0,53.35,56.65,-0.0968343,-0.0968343,-7.649999999999999,56.65,home_cover,-5.0,home_cover,0.4930837054588303,0.0,0.24313154058901051,0.6794093885457008,FanDuel,under,133.5,-110.0,110.0,-23.5,win,0
401823418,2025,2025-11-15,2025-11-15 23:00:00+00:00,Davidson Wildcats,Bowling Green Falcons,0,0,,,,,False,John M. Belk Arena,espn,150.47079467773438,13.934371,0,0,146.5,-4.5,71.0525,75.4475,-2.25,150.47079467773438,,,72.97833541870116,77.49245925903321,6.9671855,6.9671855,,,home_cover,,away_cover,0.8798091833832128,0.0,0.7740641991654358,2.1186746606583995,BetMGM,over,145.5,-110.0,150.47079467773438,4.970794677734375,loss,0
401813437,2025,2025-11-15,2025-11-16 00:30:00+00:00,Dayton Flyers,Bethune-Cookman Wildcats,0,0,,,,,False,UD Arena,espn,156.30323791503906,32.929848,0,0,149.0,-21.0,72.265,76.735,-10.5,156.30323791503906,,,75.80707038879395,80.49616752624512,16.464924,16.464924,,,home_cover,,away_cover,0.9910247080200427,0.0,0.9821299719062109,4.713279812551199,BetMGM,over,149.5,-110.0,156.30323791503906,6.803237915039063,loss,0
401826739,2025,2025-11-15,2025-11-15 19:00:00+00:00,Denver Pioneers,UTSA Roadrunners,0,0,,,,,False,Hamilton Gymnasium,espn,140.98306274414062,-3.8628163,0,0,147.5,-4.0,71.5375,75.9625,-2.0,140.98306274414062,,,68.3767854309082,72.60627731323243,-1.93140815,-1.93140815,,,home_cover,,away_cover,0.3654397306101301,0.0,0.13354619670840445,0.4548230091206176,BetUS,under,148.5,-110.0,140.98306274414062,-7.516937255859375,win,0
401817478,2025,2025-11-15,2025-11-15 20:30:00+00:00,Drexel Dragons,Syracuse Orange,0,0,,,,,True,Xfinity Mobile Arena,espn,110.0,-9.893435,0,0,144.5,-12.5,70.0825,74.4175,-6.25,110.0,,,53.35,56.65,-4.9467175,-4.9467175,,,home_cover,,away_cover,0.19570654835799056,0.0,0.0383010530701985,0.21779108679118372,Bovada,under,145.0,-110.0,110.0,-35.0,win,0
401826969,2025,2025-11-15,2025-11-16 01:00:00+00:00,Elon Phoenix,Gardner-Webb Runnin' Bulldogs,0,0,,,,,False,Schar Center,espn,142.59259033203125,-2.0585637,0,0,,,,,,142.59259033203125,,,69.15740631103516,73.43518402099609,-1.02928185,-1.02928185,,,away_cover,,away_cover,0.4270051808955595,0.0,0.1823334245116495,0.556878604010821,,,,,,,,0
401823227,2025,2025-11-15,2025-11-15 18:00:00+00:00,Florida Gulf Coast Eagles,Chattanooga Mocs,0,0,,,,,False,Alico Arena,espn,145.86904907226562,2.133577,0,0,153.0,1.5,74.205,78.795,0.75,145.86904907226562,,,70.74648880004882,75.1225602722168,1.0667885,1.0667885,,,away_cover,,away_cover,0.5756146926801567,0.0,0.3313322744292713,0.8571134927288596,BetMGM,under,153.5,-110.0,145.86904907226562,-7.630950927734375,win,0
401826948,2025,2025-11-15,2025-11-16 03:00:00+00:00,Fresno State Bulldogs,Utah Valley Wolverines,0,0,,,,,False,Save Mart Center,espn,144.24020385742188,-3.6297185,0,0,157.0,4.5,76.145,80.855,2.25,144.24020385742188,,,69.95649887084961,74.28370498657226,-1.81485925,-1.81485925,,,away_cover,,away_cover,0.3731957490018071,0.0,0.1392750670730198,0.46712098645850725,BetMGM,under,156.5,-110.0,144.24020385742188,-12.259796142578123,win,0
401826700,2025,2025-11-15,2025-11-15 19:00:00+00:00,George Mason Patriots,New Hampshire Wildcats,0,0,,,,,False,EagleBank Arena,espn,144.99740600585938,1.1487839,0,0,144.5,-24.0,70.0825,74.4175,-12.0,144.99740600585938,,,70.3237419128418,74.67366409301758,0.57439195,0.57439195,,,home_cover,,away_cover,0.5409361607161904,0.0,0.2926119299703722,0.7785659951857997,,,,,,,,0
401812919,2025,2025-11-15,2025-11-15 17:00:00+00:00,Georgetown Hoyas,Clemson Tigers,0,0,,,,,False,Capital One Arena,espn,145.09994506835938,-9.62968,0,0,142.0,1.0,68.87,73.13,0.5,145.09994506835938,,,70.3734733581543,74.72647171020508,-4.81484,-4.81484,,,away_cover,,away_cover,0.2017055471387942,0.0,0.040685127746560336,0.22527776104398395,FanDuel,over,141.5,-110.0,145.09994506835938,3.599945068359375,loss,0
401817144,2025,2025-11-15,2025-11-15 23:00:00+00:00,George Washington Revolutionaries,Old Dominion Monarchs,0,0,,,,,False,Charles E. Smith Center,espn,143.86239624023438,1.4432628,0,0,,,,,,143.86239624023438,,,69.77326217651367,74.0891340637207,0.7216314,0.7216314,,,away_cover,,away_cover,0.5513632728628636,0.0,0.30400145866204853,0.801541789678502,,,,,,,,0
401824898,2025,2025-11-15,2025-11-16 04:59:00+00:00,Hawai'i Rainbow Warriors,Utah Tech Trailblazers,0,0,,,,,False,Stan Sheriff Center,espn,145.65936279296875,5.010062,0,0,150.0,-16.5,72.75,77.25,-8.25,145.65936279296875,,,70.64479095458984,75.01457183837891,2.505031,2.505031,,,home_cover,,away_cover,0.6716645296445005,0.0,0.45113324038256813,1.1137194178023866,BetMGM,under,150.5,-110.0,145.65936279296875,-4.84063720703125,win,0
401819884,2025,2025-11-15,2025-11-15 19:00:00+00:00,Kansas Jayhawks,Princeton Tigers,0,0,,,,,False,Allen Fieldhouse,espn,157.9651641845703,20.757277,0,0,144.0,-22.5,69.84,74.16,-11.25,157.9651641845703,,,76.6131046295166,81.35205955505371,10.3786385,10.3786385,,,home_cover,,away_cover,0.9509828264063239,0.0,0.9043683361197604,3.0155845607722123,BetOnline.ag,over,143.0,-110.0,157.9651641845703,14.965164184570312,loss,0
401822179,2025,2025-11-15,2025-11-15 18:00:00+00:00,La Salle Explorers,Penn State Nittany Lions,0,0,,,,,True,Xfinity Mobile Arena,espn,110.0,-18.004076,0,0,146.0,-7.5,70.81,75.19,-3.75,110.0,,,53.35,56.65,-9.002038,-9.002038,,,home_cover,,away_cover,0.07096162175057975,0.0,0.005035551761472354,0.07360522966591604,FanDuel,under,146.5,-110.0,110.0,-36.5,win,0
401824948,2025,2025-11-15,2025-11-15 22:00:00+00:00,Lipscomb Bisons,Bryan (TN) Lions,0,0,,,,,False,Allen Arena,espn,145.69444274902344,4.5415792,0,0,,,,,,145.69444274902344,,,70.66180473327637,75.03263801574707,2.2707896,2.2707896,,,away_cover,,away_cover,0.6567393246317162,0.0,0.43130654051772277,1.0692651339632462,,,,,,,,0
401812354,2025,2025-11-15,2025-11-16 00:00:00+00:00,Long Island University Sharks,James Madison Dukes,0,0,,,,,False,Steinberg Wellness Center,espn,138.64743041992188,-17.488552,0,0,,,,,,138.64743041992188,,,67.24400375366211,71.40342666625976,-8.744276,-8.744276,,,away_cover,,away_cover,0.07597290919898628,0.0,0.005771882932157414,0.07901388872153162,,,,,,,,0
401820606,2025,2025-11-15,2025-11-15 20:00:00+00:00,Longwood Lancers,Binghamton Bearcats,0,0,,,,,False,Joan Perry Brock Center,espn,143.62454223632812,1.3136582,0,0,147.5,-15.5,71.5375,75.9625,-7.75,143.62454223632812,,,69.65790298461914,73.96663925170898,0.6568291,0.6568291,,,home_cover,,away_cover,0.5467791545194971,0.0,0.2989674438170561,0.791375754680203,BetRivers,under,148.5,-110.0,143.62454223632812,-4.875457763671875,win,0
401826897,2025,2025-11-15,2025-11-16 00:00:00+00:00,Louisiana Tech Bulldogs,Jackson State Tigers,0,0,,,,,False,Thomas Assembly Center,espn,150.04168701171875,19.842344,0,0,146.5,-8.0,71.0525,75.4475,-4.0,150.04168701171875,,,72.77021820068359,77.27146881103516,9.921172,9.921172,,,home_cover,,away_cover,0.9445182342856683,0.0,0.8921146948981166,2.8917008579004237,BetMGM,over,147.5,-110.0,150.04168701171875,2.54168701171875,loss,0
401817242,2025,2025-11-15,2025-11-15 17:00:00+00:00,Louisville Cardinals,Ohio Bobcats,0,0,,,,,False,KFC Yum! Center,espn,153.63067626953125,12.78454,0,0,175.5,-31.5,85.11749999999999,90.38250000000001,-15.75,153.63067626953125,,,74.51087799072265,79.1197982788086,6.39227,6.39227,,,home_cover,,away_cover,0.8613278692431358,0.0,0.7418856983349204,1.975642903668703,BetRivers,under,176.0,-110.0,153.63067626953125,-22.36932373046875,win,0
401820185,2025,2025-11-15,2025-11-15 19:00:00+00:00,Loyola Maryland Greyhounds,Stonehill Skyhawks,0,0,,,,,True,Leo D. Mahoney Arena,espn,110.0,5.4970417,0,0,,,,,,110.0,,,53.35,56.65,2.74852085,2.74852085,,,away_cover,,away_cover,0.6868194681450243,0.0,0.471720981823014,1.1609754756257313,,,,,,,,0
401830343,2025,2025-11-15,2025-11-16 02:30:00+00:00,Manhattan Jaspers,Mississippi Valley State Delta Devils,0,0,,,,,True,Stan Sheriff Center,espn,110.0,17.554401,0,0,,,,,,110.0,,,53.35,56.65,8.7772005,8.7772005,,,away_cover,,away_cover,0.924684843346268,0.0,0.8550420595143122,2.586073880849013,,,,,,,,0
401823024,2025,2025-11-15,2025-11-15 19:00:00+00:00,Marquette Golden Eagles,Maryland Terrapins,0,0,,,,,False,Fiserv Forum,espn,151.7578125,1.8044763,0,0,145.5,-8.5,70.5675,74.9325,-4.25,151.7578125,,,73.6025390625,78.1552734375,0.90223815,0.90223815,,,home_cover,,away_cover,0.5640910611139156,0.0,0.31819872522862325,0.8303219132123669,Bovada,over,145.0,-110.0,151.7578125,6.7578125,loss,0
401813275,2025,2025-11-15,2025-11-15 21:00:00+00:00,Mercyhurst Lakers,Morgan State Bears,0,0,,,,,False,Mercyhurst Athletic Center,espn,143.89376831054688,9.152642,0,0,146.5,-7.5,71.0525,75.4475,-3.75,143.89376831054688,,,69.78847763061523,74.10529067993164,4.576321,4.576321,,,home_cover,,away_cover,0.7870979141144719,0.0,0.6195231264033526,1.546922909641135,LowVig.ag,under,146.5,-110.0,143.89376831054688,-2.606231689453125,win,0
401827235,2025,2025-11-15,2025-11-16 02:00:00+00:00,Minnesota Golden Gophers,Green Bay Phoenix,0,0,,,,,False,Williams Arena,espn,152.71380615234375,23.962975,0,0,146.5,-26.5,71.0525,75.4475,-13.25,152.71380615234375,,,74.06619598388671,78.64761016845704,11.9814875,11.9814875,,,home_cover,,away_cover,0.9684242896827508,0.0,0.9378456048475405,3.4553671148070375,BetMGM,over,146.5,-110.0,152.71380615234375,6.21380615234375,loss,0
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,153.66539001464844,20.115326,0,0,150.5,-28.5,72.99249999999999,77.50750000000001,-14.25,153.66539001464844,,,74.52771415710448,79.13767585754395,10.057663,10.057663,,,home_cover,,away_cover,0.9465267650116798,0.0,0.8959129168834756,2.928574030854409,BetMGM,over,149.5,-110.0,153.66539001464844,4.1653900146484375,loss,0
401826747,2025,2025-11-15,2025-11-15 22:30:00+00:00,Murray State Racers,Nicholls Colonels,0,0,,,,,False,CFSB Center,espn,151.29315185546875,16.562222,0,0,,,,,,151.29315185546875,,,73.37717864990235,77.9159732055664,8.281111,8.281111,,,away_cover,,away_cover,0.9142001062746613,0.0,0.835761834312602,2.455737511121404,,,,,,,,0
401826778,2025,2025-11-15,2025-11-16 00:00:00+00:00,Nebraska Cornhuskers,Oklahoma Sooners,0,0,,,,,True,Sanford Pentagon,espn,110.0,-10.394093,0,0,162.5,-1.5,78.8125,83.6875,-0.75,110.0,,,53.35,56.65,-5.1970465,-5.1970465,,,home_cover,,away_cover,0.18469289665087874,0.0,0.03411146607329217,0.20419042279250993,BetMGM,under,163.5,-110.0,110.0,-53.5,win,0
401828681,2025,2025-11-15,2025-11-15 18:00:00+00:00,New Haven Chargers,Delaware State Hornets,0,0,,,,,False,Jeffery P. Hazell Athletics Center,espn,143.8011474609375,9.484385,0,0,131.5,-1.5,63.777499999999996,67.7225,-0.75,143.8011474609375,,,69.74355651855468,74.05759094238282,4.7421925,4.7421925,,,home_cover,,away_cover,0.7949315432157942,0.0,0.631916158399444,1.5844114200550778,DraftKings,over,130.5,-110.0,143.8011474609375,13.3011474609375,loss,0
401820224,2025,2025-11-15,2025-11-16 02:00:00+00:00,New Mexico State Aggies,New Mexico Lobos,0,0,,,,,False,Pan American Center,espn,148.90655517578125,4.144483,0,0,140.5,3.5,68.1425,72.3575,1.75,148.90655517578125,,,72.2196792602539,76.68687591552735,2.0722415,2.0722415,,,away_cover,,away_cover,0.6438397294269118,0.0,0.414529597188519,1.032374451199917,BetMGM,over,140.5,-110.0,148.90655517578125,8.40655517578125,loss,0
401812285,2025,2025-11-15,2025-11-15 21:00:00+00:00,NJIT Highlanders,Fairleigh Dickinson Knights,0,0,,,,,False,Joel & Diane Bloom Wellness and Events Center,espn,144.964599609375,5.3171673,0,0,146.5,-2.5,71.0525,75.4475,-1.25,144.964599609375,,,70.30783081054688,74.65676879882812,2.65858365,2.65858365,,,home_cover,,away_cover,0.68126586879493,0.0,0.4641231839849108,1.1433979682034707,,,,,,,,0
401824887,2025,2025-11-15,2025-11-15 20:00:00+00:00,North Alabama Lions,East Tennessee State Buccaneers,0,0,,,,,False,Flowers Hall,espn,145.74591064453125,4.62183,0,0,146.0,-1.0,70.81,75.19,-0.5,145.74591064453125,,,70.68676666259765,75.0591439819336,2.310915,2.310915,,,home_cover,,away_cover,0.6593191123082801,0.0,0.4347016918549785,1.0768090530659453,,,,,,,,0
401826768,2025,2025-11-15,2025-11-15 18:00:00+00:00,Northeastern Huskies,Vermont Catamounts,0,0,,,,,False,Matthews Arena,espn,143.16368103027344,-6.42784,0,0,134.5,-1.5,65.2325,69.2675,-0.75,143.16368103027344,,,69.43438529968262,73.72929573059082,-3.21392,-3.21392,,,home_cover,,away_cover,0.28531198131318675,0.0,0.08140292668085622,0.3359091690119979,BetOnline.ag,over,134.0,-110.0,143.16368103027344,9.163681030273438,loss,0
401823443,2025,2025-11-15,2025-11-15 19:00:00+00:00,North Florida Ospreys,New College (FL) Mighty Banyans,0,0,,,,,False,UNF Arena,espn,144.21182250976562,2.229482,0,0,,,,,,144.21182250976562,,,69.94273391723632,74.2690885925293,1.114741,1.114741,,,away_cover,,away_cover,0.5789580203949816,0.0,0.3351923893796759,0.8650227362446966,,,,,,,,0
401826870,2025,2025-11-15,2025-11-15 20:00:00+00:00,Oakland Golden Grizzlies,Defiance Yellow Jackets,0,0,,,,,False,OU Credit Union O'rena,espn,145.30813598632812,3.9391575,0,0,,,,,,145.30813598632812,,,70.47444595336914,74.83369003295898,1.96957875,1.96957875,,,away_cover,,away_cover,0.6370855429030604,0.0,0.40587798897608723,1.0135881278687102,,,,,,,,0
401823541,2025,2025-11-15,2025-11-16 01:00:00+00:00,Omaha Mavericks,Southern Utah Thunderbirds,0,0,,,,,False,Baxter Arena,espn,140.02978515625,-9.236883,0,0,155.5,-9.5,75.4175,80.0825,-4.75,140.02978515625,,,67.91444580078125,72.11533935546875,-4.6184415,-4.6184415,,,home_cover,,away_cover,0.210892386956412,0.0,0.044475598876173014,0.23685257574653812,BetMGM,under,155.5,-110.0,140.02978515625,-15.47021484375,win,0
401811967,2025,2025-11-15,2025-11-16 01:00:00+00:00,Oral Roberts Golden Eagles,Belmont Bruins,0,0,,,,,False,Mabee Center,espn,149.26512145996094,10.490675,0,0,173.5,7.5,84.1475,89.3525,3.75,149.26512145996094,,,72.39358390808106,76.87153755187988,5.2453375,5.2453375,,,away_cover,,away_cover,0.8173757077523471,0.0,0.6681030476236504,1.7003242843594244,BetMGM,under,173.5,-110.0,149.26512145996094,-24.234878540039062,win,0
401824070,2025,2025-11-15,2025-11-16 02:00:00+00:00,Pepperdine Waves,Northern Colorado Bears,0,0,,,,,False,Firestone Fieldhouse,espn,145.77108764648438,6.152084,0,0,,,,,,145.77108764648438,,,70.69897750854491,75.07211013793946,3.076042,3.076042,,,away_cover,,away_cover,0.7065878249125985,0.0,0.499266354314717,1.2261769175854698,,,,,,,,0
401823395,2025,2025-11-15,2025-11-15 19:00:00+00:00,Purdue Fort Wayne Mastodons,Boyce Bulldogs,0,0,,,,,False,Memorial Coliseum (IN),espn,145.86952209472656,4.81461,0,0,,,,,,145.86952209472656,,,70.74671821594238,75.12280387878418,2.407305,2.407305,,,away_cover,,away_cover,0.6654776652607374,0.0,0.442860522960882,1.0950516311219414,,,,,,,,0
401823452,2025,2025-11-15,2025-11-15 20:00:00+00:00,Queens University Royals,Sacred Heart Pioneers,0,0,,,,,False,Curry Arena,espn,143.95541381835938,6.2055407,0,0,165.5,-5.5,80.2675,85.2325,-2.75,143.95541381835938,,,69.8183757019043,74.13703811645507,3.10277035,3.10277035,,,home_cover,,away_cover,0.7081685693304938,0.0,0.5015027225875983,1.2315789356388902,BetRivers,under,167.0,-110.0,143.95541381835938,-23.044586181640625,win,0
401823409,2025,2025-11-15,2025-11-15 20:30:00+00:00,Radford Highlanders,Wright State Raiders,0,0,,,,,True,Colonial Hall,espn,110.0,-9.075927,0,0,156.5,-6.5,75.9025,80.5975,-3.25,110.0,,,53.35,56.65,-4.5379635,-4.5379635,,,home_cover,,away_cover,0.21474436394526306,0.0,0.0461151418462556,0.24174596318737235,FanDuel,under,157.5,-110.0,110.0,-47.5,win,0
401812627,2025,2025-11-15,2025-11-16 00:00:00+00:00,Rider Broncs,Eastern University (PA) Eagles,0,0,,,,,False,Alumni Gymnasium (Rider),espn,145.28050231933594,3.8960488,0,0,,,,,,145.28050231933594,,,70.46104362487793,74.819458694458,1.9480244,1.9480244,,,away_cover,,away_cover,0.6356604790343298,0.0,0.4040642446061536,1.0096690961805868,,,,,,,,0
401826727,2025,2025-11-15,2025-11-16 03:00:00+00:00,San Francisco Dons,Bradley Braves,0,0,,,,,False,The Sobrato Center,espn,149.55084228515625,10.196961,0,0,145.0,-9.5,70.325,74.675,-4.75,149.55084228515625,,,72.53215850830078,77.01868377685547,5.0984805,5.0984805,,,home_cover,,away_cover,0.8110287649925599,0.0,0.657767657645357,1.66616047123327,BetMGM,over,145.5,-110.0,149.55084228515625,4.05084228515625,loss,0
401824120,2025,2025-11-15,2025-11-16 00:00:00+00:00,Santa Clara Broncos,Nevada Wolf Pack,0,0,,,,,False,Leavey Center,espn,142.4263458251953,-12.254524,0,0,145.5,-6.5,70.5675,74.9325,-3.25,142.4263458251953,,,69.07677772521973,73.34956809997558,-6.127262,-6.127262,,,home_cover,,away_cover,0.1479657010556048,0.0,0.02189384868887661,0.160128495986122,BetMGM,under,145.5,-110.0,142.4263458251953,-3.0736541748046875,win,0
401823556,2025,2025-11-15,2025-11-16 03:00:00+00:00,Seattle U Redhawks,Idaho State Bengals,0,0,,,,,False,Redhawk Center,espn,146.0624542236328,5.1154823,0,0,,,,,,146.0624542236328,,,70.84029029846191,75.2221639251709,2.55774115,2.55774115,,,away_cover,,away_cover,0.6749771137616946,0.0,0.4555941041020676,1.1238596799369287,,,,,,,,0
401817455,2025,2025-11-15,2025-11-15 19:00:00+00:00,SMU Mustangs,Butler Bulldogs,0,0,,,,,False,Moody Coliseum (Dallas),espn,150.0643310546875,3.6566238,0,0,163.5,-7.5,79.2975,84.2025,-3.75,150.0643310546875,,,72.78120056152343,77.28313049316407,1.8283119,1.8283119,,,home_cover,,away_cover,0.62770291277089,0.0,0.3940109467010595,0.9880631218538939,BetRivers,under,164.0,-110.0,150.0643310546875,-13.9356689453125,win,0
401829347,2025,2025-11-15,2025-11-15 20:00:00+00:00,Southeast Missouri State Redhawks,St. Thomas-Minnesota Tommies,0,0,,,,,False,Show Me Center,espn,144.77951049804688,-0.55344,0,0,,,,,,144.77951049804688,,,70.21806259155274,74.56144790649414,-0.27672,-0.27672,,,away_cover,,away_cover,0.4802445754658374,0.0,0.23063485226436237,0.6543969154843121,,,,,,,,0
401827012,2025,2025-11-15,2025-11-16 00:30:00+00:00,Southern Jaguars,Champion Christian Tigers,0,0,,,,,False,F.G. Clark Activity Center,espn,144.3398895263672,2.4292006,0,0,,,,,,144.3398895263672,,,70.00484642028809,74.3350431060791,1.2146003,1.2146003,,,away_cover,,away_cover,0.5858968510509134,0.0,0.34327512007137617,0.8816401841391065,,,,,,,,0
401817196,2025,2025-11-15,2025-11-15 21:00:00+00:00,St. Bonaventure Bonnies,Youngstown State Penguins,0,0,,,,,False,Reilly Center,espn,146.92462158203125,5.9066,0,0,148.5,-10.5,72.0225,76.4775,-5.25,146.92462158203125,,,71.25844146728515,75.6661801147461,2.9533,2.9533,,,home_cover,,away_cover,0.6992649358377849,0.0,0.48897145049222146,1.2015255873315676,,,,,,,,0
