game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h_x,away_score_1h_x,home_score_2h_x,away_score_2h_x,neutral_site,venue,status,home_score_m,away_score_m,home_score_1h_m,away_score_1h_m,home_score_2h_m,away_score_2h_m,pred_total,pred_margin,market_total,spread_home,actual_total,actual_margin,ats_result,ou_result_full,home_score_1h_y,away_score_1h_y,home_score_2h_y,away_score_2h_y,home_score_bs,away_score_bs,home_score_1h,away_score_1h,home_score_2h,away_score_2h,actual_total_1h,actual_total_2h
401827651,2026-01-29,2026-01-30 00:00:00+00:00,Iowa State Cyclones,Colorado Buffaloes,97,67,52.0,29.0,45.0,38.0,False,Hilton Coliseum,,0,0,,,,,153.61392211914062,6.401949882507324,152.5,-17.0,164,30,Home Cover,Over,,,,,97.0,67.0,52.0,29.0,45.0,38.0,81.0,83.0
401825479,2026-01-29,2026-01-30 02:00:00+00:00,Illinois Fighting Illini,Washington Huskies,75,66,33.0,26.0,42.0,40.0,False,State Farm Center,,0,0,,,,,99.61925811767578,14.314360809326171,153.0,-12.5,141,9,Away Cover,Under,,,,,75.0,66.0,33.0,26.0,42.0,40.0,59.0,82.0
401809345,2026-01-29,2026-01-29 22:00:00+00:00,Furman Paladins,Samford Bulldogs,78,73,35.0,33.0,43.0,40.0,False,Timmons Arena,,17,19,17.0,19.0,,,141.79701232910156,2.2591753005981445,148.75,-7.0,151,5,Away Cover,Over,17.0,19.0,,,78.0,73.0,35.0,33.0,43.0,40.0,68.0,83.0
401812136,2026-01-29,2026-01-29 23:00:00+00:00,New Hampshire Wildcats,UMass Lowell River Hawks,66,61,40.0,30.0,26.0,31.0,False,Lundholm Gymnasium,,0,0,,,,,142.28382873535156,12.818843841552734,145.75,-3.5,127,5,Home Cover,Under,,,,,66.0,61.0,40.0,30.0,26.0,31.0,70.0,57.0
401812134,2026-01-29,2026-01-29 23:00:00+00:00,Binghamton Bearcats,Bryant Bulldogs,63,60,30.0,28.0,33.0,32.0,False,Events Center (Binghamton),,0,0,,,,,140.77865600585938,6.756693840026856,130.25,2.0,123,3,Home Cover,Under,,,,,63.0,60.0,30.0,28.0,33.0,32.0,58.0,65.0
401809343,2026-01-29,2026-01-29 23:00:00+00:00,Chattanooga Mocs,Wofford Terriers,55,81,22.0,42.0,33.0,39.0,False,McKenzie Arena,,0,0,,,,,144.3694305419922,-0.9573674201965332,150.5,-1.0,136,-26,Away Cover,Under,,,,,55.0,81.0,22.0,42.0,33.0,39.0,64.0,72.0
401823926,2026-01-29,2026-01-29 23:30:00+00:00,UNC Asheville Bulldogs,Gardner-Webb Runnin' Bulldogs,69,50,41.0,27.0,28.0,23.0,False,Kimmel Arena,,0,0,,,,,142.63311767578125,2.1819937229156494,150.0,-18.5,119,19,Home Cover,Under,,,,,69.0,50.0,41.0,27.0,28.0,23.0,68.0,51.0
401812137,2026-01-29,2026-01-29 23:30:00+00:00,UAlbany Great Danes,NJIT Highlanders,68,77,33.0,39.0,35.0,38.0,False,Broadview Center,,0,0,,,,,142.47962951660156,3.894880771636963,140.5,-4.5,145,-9,Away Cover,Over,,,,,68.0,77.0,33.0,39.0,35.0,38.0,72.0,73.0
401823929,2026-01-29,2026-01-30 00:00:00+00:00,Charleston Southern Buccaneers,Radford Highlanders,75,84,32.0,44.0,43.0,40.0,False,Buccaneer Fieldhouse,,0,0,,,,,139.02569580078125,-2.584171772003174,162.5,-2.0,159,-9,Away Cover,Under,,,,,75.0,84.0,32.0,44.0,43.0,40.0,76.0,83.0
401823927,2026-01-29,2026-01-30 00:00:00+00:00,South Carolina Upstate Spartans,Longwood Lancers,65,60,21.0,21.0,44.0,39.0,False,G.B. Hodge Center,,0,0,,,,,139.17515563964844,12.50008773803711,146.75,-1.5,125,5,Home Cover,Under,,,,,65.0,60.0,21.0,21.0,44.0,39.0,42.0,83.0
401820219,2026-01-29,2026-01-30 00:00:00+00:00,Mercyhurst Lakers,New Haven Chargers,70,51,41.0,25.0,29.0,26.0,False,Mercyhurst Athletic Center,,0,0,,,,,141.8512420654297,2.9149398803710938,,,121,19,Away Cover,Under,,,,,70.0,51.0,41.0,25.0,29.0,26.0,66.0,55.0
401812341,2026-01-29,2026-01-30 00:00:00+00:00,Long Island University Sharks,Le Moyne Dolphins,83,61,45.0,35.0,38.0,26.0,False,Steinberg Wellness Center,,0,0,,,,,137.9519500732422,1.5702171325683594,147.5,-7.5,144,22,Home Cover,Under,,,,,83.0,61.0,45.0,35.0,38.0,26.0,80.0,64.0
401812323,2026-01-29,2026-01-30 00:00:00+00:00,Stonehill Skyhawks,Fairleigh Dickinson Knights,58,57,31.0,23.0,27.0,34.0,False,Merkert Gymnasium,,0,0,,,,,137.46273803710938,-3.4140195846557617,131.5,-1.5,115,1,Away Cover,Under,,,,,58.0,57.0,31.0,23.0,27.0,34.0,54.0,61.0
401812135,2026-01-29,2026-01-30 00:00:00+00:00,Vermont Catamounts,UMBC Retrievers,64,55,29.0,29.0,35.0,26.0,False,Patrick Gymnasium,,0,0,,,,,144.7975634765625,9.81240493774414,141.5,-6.75,119,9,Home Cover,Under,,,,,64.0,55.0,29.0,29.0,35.0,26.0,58.0,61.0
