game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401825406,2025,2025-12-10,2025-12-11 00:00:00+00:00,2025-12-10 19:00,EST,purdue boilermakers,minnesota golden gophers,85,57,35,32,50,25,False,Mackey Arena,,,142,28,143.0,-21.0,69.355,73.645,-10.5,67,75,,,,,,,home_cover,3,home_cover,,1.0,,,,,,,,,,1
401824814,2025,2025-12-10,2025-12-11 01:00:00+00:00,2025-12-10 20:00,EST,houston cougars,jackson state tigers,80,38,40,16,40,22,False,Fertitta Center,,,118,42,137.5,-40.5,66.6875,70.8125,-20.25,56,62,,,,,,,home_cover,24,home_cover,,1.0,,,,,,,,,,1
401825405,2025,2025-12-10,2025-12-11 02:00:00+00:00,2025-12-10 21:00,EST,nebraska cornhuskers,wisconsin badgers,90,60,47,31,43,29,False,Pinnacle Bank Arena,,,150,30,158.0,-2.0,76.63,81.37,-1.0,78,72,,,,,,,home_cover,16,home_cover,,1.0,,,,,,,,,,1
401819830,2025,2025-12-10,2025-12-10 17:00:00+00:00,2025-12-10 12:00,EST,baylor bears,norfolk state spartans,97,67,47,31,50,36,False,Foster Pavilion,,,164,30,,,,,,78,86,,,,,,,away_cover,16,away_cover,,1.0,,,,,,,,,,1
401818306,2025,2025-12-10,2025-12-10 21:30:00+00:00,2025-12-10 16:30,EST,yale bulldogs,ualbany great danes,93,82,47,37,46,45,True,MassMutual Center,,,175,11,146.5,-18.0,71.0525,75.4475,-9.0,84,91,,,,,,,home_cover,10,home_cover,,1.0,,,,,,,,,,1
401826864,2025,2025-12-10,2025-12-10 22:00:00+00:00,2025-12-10 17:00,EST,princeton tigers,merrimack warriors,56,59,29,32,27,27,False,Jadwin Gymnasium,,,115,-3,135.5,-2.5,65.7175,69.7825,-1.25,61,54,,,,,,,away_cover,-3,away_cover,,0.0,,,,,,,,,,1
401830422,2025,2025-12-10,2025-12-10 23:00:00+00:00,2025-12-10 18:00,EST,unc asheville bulldogs,miami oh redhawks,87,90,35,41,49,43,False,Kimmel Arena,,,177,-3,152.5,5.5,73.96249999999999,78.53750000000001,2.75,76,92,,,,,,,away_cover,-6,away_cover,,0.0,,,,,,,,,,1
401826765,2025,2025-12-10,2025-12-10 23:00:00+00:00,2025-12-10 18:00,EST,umass lowell river hawks,fisher college eagles,122,73,62,25,60,48,False,Kennedy Family Athletic Complex,,,195,49,,,,,,87,108,,,,,,,away_cover,37,away_cover,,1.0,,,,,,,,,,1
401830739,2025,2025-12-10,2025-12-11 00:00:00+00:00,2025-12-10 19:00,EST,hofstra pride,old westbury panthers,92,23,47,10,45,13,False,David S. Mack Sports and Exhibition Complex,,,115,69,,,,,,57,58,,,,,,,away_cover,37,away_cover,,1.0,,,,,,,,,,1
401828685,2025,2025-12-10,2025-12-11 00:00:00+00:00,2025-12-10 19:00,EST,njit highlanders,new haven chargers,70,64,36,33,34,31,False,Joel & Diane Bloom Wellness and Events Center,,,134,6,130.5,2.0,63.2925,67.20750000000001,1.0,69,65,,,,,,,home_cover,3,home_cover,,1.0,,,,,,,,,,1
