date,n_games,n_with_pred,mae_model_total,mae_closing_total,beat_rate_vs_closing,n_picks,n_wins,n_losses,n_pushes,mae_model_total_1h,mae_model_total_2h,ats_cover_rate_full,ats_cover_rate_1h,brier_ml,logloss_ml
2025-11-28,58,58,11.274443001582705,,,0,0,0,0,7.848685968333278,8.5726028152992,0.603448275862069,0.6724137931034483,0.22755599303535537,0.683118667323045
