game_id,home_team,away_team,period,market,book,pick,edge,line_value,predicted_value,fair_price,actual_total,actual_total_1h,actual_total_2h,actual_margin,actual_margin_1h,home_score,away_score,result,pnl_units
401820833,Creighton Bluejays,North Dakota Fighting Hawks,2h,moneyline,FanDuel,North Dakota Fighting Hawks ML,81.78347889139467,4000.0,-13.0689058303833,646.8773654528188,,,,,,,,,
401826762,Bradley Braves,UMass Lowell River Hawks,2h,moneyline,FanDuel,UMass Lowell River Hawks ML,79.81838754076169,1800.0,-7.293074607849121,283.45063672552783,,,,,,,,,
401820833,Creighton Bluejays,North Dakota Fighting Hawks,2h,moneyline,DraftKings,North Dakota Fighting Hawks ML,79.25340651519947,3500.0,-13.0689058303833,646.8773654528188,,,,,,,,,
401826762,Bradley Braves,UMass Lowell River Hawks,2h,moneyline,DraftKings,UMass Lowell River Hawks ML,78.6971868485818,1700.0,-7.293074607849121,283.45063672552783,,,,,,,,,
401826762,Bradley Braves,UMass Lowell River Hawks,2h,moneyline,Fanatics,UMass Lowell River Hawks ML,78.6971868485818,1700.0,-7.293074607849121,283.45063672552783,,,,,,,,,
401826762,Bradley Braves,UMass Lowell River Hawks,2h,moneyline,BetMGM,UMass Lowell River Hawks ML,77.444080192616,1600.0,-7.293074607849121,283.45063672552783,,,,,,,,,
401826762,Bradley Braves,UMass Lowell River Hawks,2h,moneyline,Bovada,UMass Lowell River Hawks ML,77.444080192616,1600.0,-7.293074607849121,283.45063672552783,,,,,,,,,
401811968,Belmont Bruins,Lipscomb Bisons,2h,moneyline,FanDuel,Lipscomb Bisons ML,74.6763361602931,760.0,-1.1457465887069702,117.78350902147932,,,,,,,,,
401811968,Belmont Bruins,Lipscomb Bisons,2h,moneyline,Caesars,Lipscomb Bisons ML,72.77706137231509,700.0,-1.1457465887069702,117.78350902147932,,,,,,,,,
401811968,Belmont Bruins,Lipscomb Bisons,2h,moneyline,DraftKings,Lipscomb Bisons ML,72.77706137231509,700.0,-1.1457465887069702,117.78350902147932,,,,,,,,,
401811968,Belmont Bruins,Lipscomb Bisons,2h,moneyline,Fanatics,Lipscomb Bisons ML,70.9621987971361,650.0,-1.1457465887069702,117.78350902147932,,,,,,,,,
401811968,Belmont Bruins,Lipscomb Bisons,2h,moneyline,Bovada,Lipscomb Bisons ML,69.96089530738216,625.0,-1.1457465887069702,117.78350902147932,,,,,,,,,
401826762,Bradley Braves,UMass Lowell River Hawks,2h,moneyline,BetRivers,UMass Lowell River Hawks ML,69.32394906195776,1150.0,-7.293074607849121,283.45063672552783,,,,,,,,,
