game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,source,_date,_home_key,_away_key,_fuse_key,_score_nonnull,_has_start,_quality
401581861,2023,2023-11-16,2023-11-17 00:30:00+00:00,UL Monroe Warhawks,Louisiana Tech Bulldogs,63,73,23.0,28.0,40.0,45.0,False,Fant-Ewing Coliseum,espn,2023-11-16,ulmonroewarhawks,louisianatechbulldogs,2023-11-16|ulmonroewarhawks|louisianatechbulldogs,6,True,16
401581142,2023,2023-11-16,2023-11-16 16:30:00+00:00,Vermont Catamounts,Charleston Cougars,73,64,27.0,36.0,46.0,28.0,True,The HTC Center,espn,2023-11-16,vermontcatamounts,charlestoncougars,2023-11-16|vermontcatamounts|charlestoncougars,6,True,16
401575428,2023,2023-11-16,2023-11-17 00:00:00+00:00,Virginia Cavaliers,Texas Southern Tigers,62,33,26.0,14.0,36.0,19.0,False,John Paul Jones Arena,espn,2023-11-16,virginiacavaliers,texassoutherntigers,2023-11-16|virginiacavaliers|texassoutherntigers,6,True,16
401581344,2023,2023-11-16,2023-11-17 02:18:00+00:00,Wake Forest Demon Deacons,Utah Utes,70,77,41.0,31.0,29.0,46.0,True,TD Arena,espn,2023-11-16,wakeforestdemondeacons,utahutes,2023-11-16|wakeforestdemondeacons|utahutes,6,True,16
401581143,2023,2023-11-16,2023-11-16 19:00:00+00:00,Wyoming Cowboys,Saint Louis Billikens,69,79,35.0,34.0,34.0,45.0,True,The HTC Center,espn,2023-11-16,wyomingcowboys,saintlouisbillikens,2023-11-16|wyomingcowboys|saintlouisbillikens,6,True,16
401591432,2023,2023-11-17,2023-11-18 01:00:00+00:00,Alabama Crimson Tide,Mercer Bears,98,67,56.0,29.0,42.0,38.0,False,Coleman Coliseum,espn,2023-11-17,alabamacrimsontide,mercerbears,2023-11-17|alabamacrimsontide|mercerbears,6,True,16
401607319,2023,2023-11-17,2023-11-18 04:00:00+00:00,Arizona Wildcats,Belmont Bruins,100,68,56.0,35.0,44.0,33.0,False,McKale Memorial Center,espn,2023-11-17,arizonawildcats,belmontbruins,2023-11-17|arizonawildcats|belmontbruins,6,True,16
401594526,2023,2023-11-17,2023-11-18 01:00:00+00:00,Arkansas Razorbacks,UNC Greensboro Spartans,72,78,24.0,38.0,48.0,40.0,False,Bud Walton Arena,espn,2023-11-17,arkansasrazorbacks,uncgreensborospartans,2023-11-17|arkansasrazorbacks|uncgreensborospartans,6,True,16
401576150,2023,2023-11-17,2023-11-17 23:00:00+00:00,Duke Blue Devils,Bucknell Bison,90,60,44.0,29.0,46.0,31.0,False,Cameron Indoor Stadium,espn,2023-11-17,dukebluedevils,bucknellbison,2023-11-17|dukebluedevils|bucknellbison,6,True,16
2023-11-17-0,2023,2023-11-17,,HOME,AWAY,,,,,,,,,ncaa,2023-11-17,home,away,2023-11-17|home|away,0,False,0
401584512,2023,2023-11-17,2023-11-18 01:00:00+00:00,Illinois Fighting Illini,Valparaiso Beacons,87,64,38.0,45.0,49.0,19.0,False,State Farm Center,espn,2023-11-17,illinoisfightingillini,valparaisobeacons,2023-11-17|illinoisfightingillini|valparaisobeacons,6,True,16
401581837,2023,2023-11-17,2023-11-18 00:00:00+00:00,James Madison Dukes,Radford Highlanders,76,73,35.0,39.0,41.0,34.0,False,Atlantic Union Bank Center,espn,2023-11-17,jamesmadisondukes,radfordhighlanders,2023-11-17|jamesmadisondukes|radfordhighlanders,6,True,16
401588944,2023,2023-11-17,2023-11-18 00:00:00+00:00,Kentucky Wildcats,Stonehill Skyhawks,101,67,58.0,37.0,43.0,30.0,False,Rupp Arena,espn,2023-11-17,kentuckywildcats,stonehillskyhawks,2023-11-17|kentuckywildcats|stonehillskyhawks,6,True,16
401581515,2023,2023-11-17,2023-11-17 20:30:00+00:00,Miami Hurricanes,Georgia Bulldogs,79,68,39.0,29.0,40.0,39.0,True,Baha Mar Convention Center,espn,2023-11-17,miamihurricanes,georgiabulldogs,2023-11-17|miamihurricanes|georgiabulldogs,6,True,16
401574577,2023,2023-11-17,2023-11-17 23:30:00+00:00,Michigan State Spartans,Butler Bulldogs,74,54,37.0,25.0,37.0,29.0,False,Breslin Center,espn,2023-11-17,michiganstatespartans,butlerbulldogs,2023-11-17|michiganstatespartans|butlerbulldogs,6,True,16
401583598,2023,2023-11-17,2023-11-18 01:00:00+00:00,North Carolina Tar Heels,UC Riverside Highlanders,77,52,37.0,26.0,40.0,26.0,False,Dean E. Smith Center,espn,2023-11-17,northcarolinatarheels,ucriversidehighlanders,2023-11-17|northcarolinatarheels|ucriversidehighlanders,6,True,16
401575512,2023,2023-11-17,2023-11-18 01:00:00+00:00,Texas A&M Aggies,Oral Roberts Golden Eagles,74,66,38.0,31.0,36.0,35.0,False,Reed Arena,espn,2023-11-17,texasamaggies,oralrobertsgoldeneagles,2023-11-17|texasamaggies|oralrobertsgoldeneagles,6,True,16
401581548,2023,2023-11-17,2023-11-17 21:30:00+00:00,Utah Utes,Houston Cougars,66,76,30.0,39.0,36.0,37.0,True,TD Arena,espn,2023-11-17,utahutes,houstoncougars,2023-11-17|utahutes|houstoncougars,6,True,16
401574576,2023,2023-11-17,2023-11-18 01:30:00+00:00,Villanova Wildcats,Maryland Terrapins,57,40,39.0,15.0,18.0,25.0,False,Finneran Pavilion,espn,2023-11-17,villanovawildcats,marylandterrapins,2023-11-17|villanovawildcats|marylandterrapins,6,True,16
401604756,2023,2023-11-18,2023-11-19 01:30:00+00:00,Arkansas-Pine Bluff Golden Lions,Incarnate Word Cardinals,81,100,41.0,50.0,40.0,50.0,False,H.O. Clemmons Arena,espn,2023-11-18,arkansaspinebluffgoldenlions,incarnatewordcardinals,2023-11-18|arkansaspinebluffgoldenlions|incarnatewordcardinals,6,True,16
401574594,2023,2023-11-18,2023-11-18 20:30:00+00:00,Binghamton Bearcats,Marist Red Foxes,82,59,38.0,24.0,44.0,35.0,False,Events Center (Binghamton),espn,2023-11-18,binghamtonbearcats,maristredfoxes,2023-11-18|binghamtonbearcats|maristredfoxes,6,True,16
401581739,2023,2023-11-18,2023-11-18 22:00:00+00:00,Boston College Eagles,Harvard Crimson,73,64,33.0,35.0,40.0,29.0,False,Conte Forum,espn,2023-11-18,bostoncollegeeagles,harvardcrimson,2023-11-18|bostoncollegeeagles|harvardcrimson,6,True,16
401593952,2023,2023-11-18,2023-11-19 02:00:00+00:00,BYU Cougars,Morgan State Bears,93,50,42.0,29.0,51.0,21.0,False,Marriott Center,espn,2023-11-18,byucougars,morganstatebears,2023-11-18|byucougars|morganstatebears,6,True,16
401594625,2023,2023-11-18,2023-11-19 01:00:00+00:00,California Baptist Lancers,St. Thomas-Minnesota Tommies,66,62,36.0,31.0,30.0,31.0,False,Dale E. and Sarah Ann Fowler Events Center,espn,2023-11-18,californiabaptistlancers,stthomasminnesotatommies,2023-11-18|californiabaptistlancers|stthomasminnesotatommies,6,True,16
401581514,2023,2023-11-18,2023-11-18 21:00:00+00:00,Colgate Raiders,Gardner-Webb Runnin' Bulldogs,59,52,26.0,20.0,33.0,32.0,True,Avenir Centre,espn,2023-11-18,colgateraiders,gardnerwebbrunninbulldogs,2023-11-18|colgateraiders|gardnerwebbrunninbulldogs,6,True,16
401577593,2023,2023-11-18,2023-11-19 01:30:00+00:00,Creighton Bluejays,Texas Southern Tigers,82,50,47.0,27.0,35.0,23.0,False,CHI Health Center Omaha,espn,2023-11-18,creightonbluejays,texassoutherntigers,2023-11-18|creightonbluejays|texassoutherntigers,6,True,16
401587235,2023,2023-11-18,2023-11-18 20:30:00+00:00,Eastern Illinois Panthers,Coppin State Eagles,48,46,23.0,21.0,25.0,25.0,True,Millett Hall,espn,2023-11-18,easternillinoispanthers,coppinstateeagles,2023-11-18|easternillinoispanthers|coppinstateeagles,6,True,16
401581350,2023,2023-11-18,2023-11-18 18:00:00+00:00,Eastern Michigan Eagles,Cleveland State Vikings,69,62,29.0,32.0,40.0,30.0,False,Gervin GameAbove Center,espn,2023-11-18,easternmichiganeagles,clevelandstatevikings,2023-11-18|easternmichiganeagles|clevelandstatevikings,6,True,16
401587215,2023,2023-11-18,2023-11-18 19:00:00+00:00,Evansville Purple Aces,Ball State Cardinals,74,50,30.0,27.0,44.0,23.0,False,Ford Center,espn,2023-11-18,evansvillepurpleaces,ballstatecardinals,2023-11-18|evansvillepurpleaces|ballstatecardinals,6,True,16
401576160,2023,2023-11-18,2023-11-18 23:00:00+00:00,Fairfield Stags,Queens University Royals,63,69,21.0,33.0,42.0,36.0,True,Daskalakis Athletic Center,espn,2023-11-18,fairfieldstags,queensuniversityroyals,2023-11-18|fairfieldstags|queensuniversityroyals,6,True,16
401587226,2023,2023-11-18,2023-11-18 19:00:00+00:00,Fairleigh Dickinson Knights,Penn State-Schuylkill Nittany Lions,124,66,56.0,38.0,68.0,28.0,False,Bogota Savings Bank Center,espn,2023-11-18,fairleighdickinsonknights,pennstateschuylkillnittanylions,2023-11-18|fairleighdickinsonknights|pennstateschuylkillnittanylions,6,True,16
401600915,2023,2023-11-18,2023-11-18 23:00:00+00:00,Florida Atlantic Owls,Bryant Bulldogs,52,61,29.0,26.0,23.0,35.0,False,Eleanor R. Baldwin Arena,espn,2023-11-18,floridaatlanticowls,bryantbulldogs,2023-11-18|floridaatlanticowls|bryantbulldogs,6,True,16
401582126,2023,2023-11-18,2023-11-18 22:45:00+00:00,Florida Gulf Coast Eagles,Hampton Pirates,85,92,30.0,54.0,55.0,38.0,True,UVI Sports & Fitness Center,espn,2023-11-18,floridagulfcoasteagles,hamptonpirates,2023-11-18|floridagulfcoasteagles|hamptonpirates,6,True,16
401575482,2023,2023-11-18,2023-11-18 17:00:00+00:00,Georgetown Hoyas,Mount St. Mary's Mountaineers,83,72,43.0,31.0,40.0,41.0,False,Capital One Arena,espn,2023-11-18,georgetownhoyas,mountstmarysmountaineers,2023-11-18|georgetownhoyas|mountstmarysmountaineers,6,True,16
401574606,2023,2023-11-18,2023-11-18 18:00:00+00:00,George Washington Revolutionaries,New Hampshire Wildcats,79,67,35.0,30.0,44.0,37.0,False,Charles E. Smith Center,espn,2023-11-18,georgewashingtonrevolutionaries,newhampshirewildcats,2023-11-18|georgewashingtonrevolutionaries|newhampshirewildcats,6,True,16
401597979,2023,2023-11-18,2023-11-19 00:30:00+00:00,Holy Cross Crusaders,Elon Phoenix,69,83,35.0,44.0,34.0,39.0,True,Rock Hill Sports & Event Center,espn,2023-11-18,holycrosscrusaders,elonphoenix,2023-11-18|holycrosscrusaders|elonphoenix,6,True,16
2023-11-18-0,2023,2023-11-18,,HOME,AWAY,,,,,,,,,ncaa,2023-11-18,home,away,2023-11-18|home|away,0,False,0
401594213,2023,2023-11-18,2023-11-18 22:00:00+00:00,IU Indianapolis Jaguars,Winthrop Eagles,61,74,27.0,37.0,34.0,37.0,True,Corteva Coliseum,espn,2023-11-18,iuindianapolisjaguars,winthropeagles,2023-11-18|iuindianapolisjaguars|winthropeagles,6,True,16
401584390,2023,2023-11-18,2023-11-18 19:00:00+00:00,Lake Erie Storm,Utah Tech Trailblazers,69,81,26.0,46.0,43.0,35.0,True,Beeghly Center,espn,2023-11-18,lakeeriestorm,utahtechtrailblazers,2023-11-18|lakeeriestorm|utahtechtrailblazers,6,True,16
401593771,2023,2023-11-18,2023-11-18 19:00:00+00:00,La Salle Explorers,Southern Indiana Screaming Eagles,79,78,31.0,36.0,48.0,42.0,False,Tom Gola Arena,espn,2023-11-18,lasalleexplorers,southernindianascreamingeagles,2023-11-18|lasalleexplorers|southernindianascreamingeagles,6,True,16
401593932,2023,2023-11-18,2023-11-18 18:00:00+00:00,Lipscomb Bisons,Alabama A&M Bulldogs,106,81,51.0,28.0,55.0,53.0,False,Allen Arena,espn,2023-11-18,lipscombbisons,alabamaambulldogs,2023-11-18|lipscombbisons|alabamaambulldogs,6,True,16
401600082,2023,2023-11-18,2023-11-18 19:00:00+00:00,Little Rock Trojans,Northern Illinois Huskies,93,98,40.0,58.0,53.0,40.0,True,GSU Convocation Center,espn,2023-11-18,littlerocktrojans,northernillinoishuskies,2023-11-18|littlerocktrojans|northernillinoishuskies,6,True,16
401597905,2023,2023-11-18,2023-11-18 20:00:00+00:00,Longwood Lancers,North Carolina Central Eagles,73,66,30.0,18.0,43.0,48.0,False,Joan Perry Brock Center,espn,2023-11-18,longwoodlancers,northcarolinacentraleagles,2023-11-18|longwoodlancers|northcarolinacentraleagles,6,True,16
401579032,2023,2023-11-18,2023-11-18 21:00:00+00:00,Loyola Chicago Ramblers,New Orleans Privateers,73,70,41.0,31.0,32.0,39.0,False,Gentile Arena,espn,2023-11-18,loyolachicagoramblers,neworleansprivateers,2023-11-18|loyolachicagoramblers|neworleansprivateers,6,True,16
401589362,2023,2023-11-18,2023-11-18 21:00:00+00:00,Maryland Eastern Shore Hawks,Pennsylvania Quakers,83,80,32.0,31.0,35.0,36.0,False,Hytche Center,espn,2023-11-18,marylandeasternshorehawks,pennsylvaniaquakers,2023-11-18|marylandeasternshorehawks|pennsylvaniaquakers,6,True,16
401587150,2023,2023-11-18,2023-11-18 23:00:00+00:00,Middle Tennessee Blue Raiders,Milligan Buffaloes,88,62,30.0,25.0,58.0,37.0,False,Murphy Center,espn,2023-11-18,middletennesseeblueraiders,milliganbuffaloes,2023-11-18|middletennesseeblueraiders|milliganbuffaloes,6,True,16
401600050,2023,2023-11-18,2023-11-18 19:00:00+00:00,Minnesota Golden Gophers,South Carolina Upstate Spartans,67,53,31.0,29.0,36.0,24.0,False,Williams Arena,espn,2023-11-18,minnesotagoldengophers,southcarolinaupstatespartans,2023-11-18|minnesotagoldengophers|southcarolinaupstatespartans,6,True,16
401580928,2023,2023-11-18,2023-11-18 17:00:00+00:00,Mississippi State Bulldogs,Washington State Cougars,76,64,36.0,30.0,40.0,34.0,True,Mohegan Sun Arena,espn,2023-11-18,mississippistatebulldogs,washingtonstatecougars,2023-11-18|mississippistatebulldogs|washingtonstatecougars,6,True,16
401583745,2023,2023-11-18,2023-11-18 19:00:00+00:00,Monmouth Hawks,Princeton Tigers,57,82,27.0,38.0,30.0,44.0,False,OceanFirst Bank Center,espn,2023-11-18,monmouthhawks,princetontigers,2023-11-18|monmouthhawks|princetontigers,6,True,16
401574834,2023,2023-11-18,2023-11-18 21:00:00+00:00,Nebraska Cornhuskers,Oregon State Beavers,84,63,44.0,24.0,40.0,39.0,True,Sanford Pentagon,espn,2023-11-18,nebraskacornhuskers,oregonstatebeavers,2023-11-18|nebraskacornhuskers|oregonstatebeavers,6,True,16
401588310,2023,2023-11-18,2023-11-19 03:00:00+00:00,Nevada Wolf Pack,Portland Pilots,108,83,53.0,43.0,55.0,40.0,False,Lawlor Events Center,espn,2023-11-18,nevadawolfpack,portlandpilots,2023-11-18|nevadawolfpack|portlandpilots,6,True,16
401594012,2023,2023-11-18,2023-11-19 02:00:00+00:00,New Mexico State Aggies,Northern Colorado Bears,76,71,28.0,40.0,48.0,31.0,False,Pan American Center,espn,2023-11-18,newmexicostateaggies,northerncoloradobears,2023-11-18|newmexicostateaggies|northerncoloradobears,6,True,16
401587112,2023,2023-11-18,2023-11-19 01:15:00+00:00,North Alabama Lions,Jacksonville State Gamecocks,61,59,20.0,22.0,41.0,37.0,False,Flowers Hall,espn,2023-11-18,northalabamalions,jacksonvillestategamecocks,2023-11-18|northalabamalions|jacksonvillestategamecocks,6,True,16
401601486,2023,2023-11-18,2023-11-18 19:00:00+00:00,Northern Arizona Lumberjacks,VMI Keydets,78,69,38.0,33.0,40.0,36.0,True,Desert Diamond Arena,espn,2023-11-18,northernarizonalumberjacks,vmikeydets,2023-11-18|northernarizonalumberjacks|vmikeydets,6,True,16
401577563,2023,2023-11-18,2023-11-18 22:00:00+00:00,North Florida Ospreys,Maine Black Bears,67,58,38.0,28.0,29.0,30.0,False,UNF Arena,espn,2023-11-18,northfloridaospreys,maineblackbears,2023-11-18|northfloridaospreys|maineblackbears,6,True,16
401594072,2023,2023-11-18,2023-11-18 19:00:00+00:00,Northwestern State Demons,Presbyterian Blue Hose,75,78,35.0,31.0,40.0,47.0,True,UNF Arena,espn,2023-11-18,northwesternstatedemons,presbyterianbluehose,2023-11-18|northwesternstatedemons|presbyterianbluehose,6,True,16
401583754,2023,2023-11-18,2023-11-18 19:00:00+00:00,Ohio Bobcats,Detroit Mercy Titans,71,52,32.0,22.0,39.0,30.0,False,Convocation Center (OH),espn,2023-11-18,ohiobobcats,detroitmercytitans,2023-11-18|ohiobobcats|detroitmercytitans,6,True,16
401575404,2023,2023-11-18,2023-11-18 22:00:00+00:00,Pacific Tigers,Lamar Cardinals,77,76,31.0,39.0,46.0,37.0,False,Alex G. Spanos Center,espn,2023-11-18,pacifictigers,lamarcardinals,2023-11-18|pacifictigers|lamarcardinals,6,True,16
401594033,2023,2023-11-18,2023-11-18 22:30:00+00:00,Portland State Vikings,Cal Poly Mustangs,73,57,35.0,22.0,38.0,35.0,True,Dale E. and Sarah Ann Fowler Events Center,espn,2023-11-18,portlandstatevikings,calpolymustangs,2023-11-18|portlandstatevikings|calpolymustangs,6,True,16
401581591,2023,2023-11-18,2023-11-18 19:30:00+00:00,Rhode Island Rams,Northwestern Wildcats,61,72,26.0,33.0,35.0,39.0,True,Mohegan Sun Arena,espn,2023-11-18,rhodeislandrams,northwesternwildcats,2023-11-18|rhodeislandrams|northwesternwildcats,6,True,16
401600449,2023,2023-11-18,2023-11-18 23:00:00+00:00,Rutgers Scarlet Knights,Howard Bison,85,63,39.0,31.0,46.0,32.0,False,Jersey Mike’s Arena,espn,2023-11-18,rutgersscarletknights,howardbison,2023-11-18|rutgersscarletknights|howardbison,6,True,16
401577719,2023,2023-11-18,2023-11-18 16:00:00+00:00,Sacred Heart Pioneers,Loyola Maryland Greyhounds,66,51,37.0,22.0,29.0,29.0,True,Chesapeake Employers Insurance Arena,espn,2023-11-18,sacredheartpioneers,loyolamarylandgreyhounds,2023-11-18|sacredheartpioneers|loyolamarylandgreyhounds,6,True,16
401582125,2023,2023-11-18,2023-11-18 20:15:00+00:00,San José State Spartans,Norfolk State Spartans,77,53,39.0,24.0,38.0,29.0,True,UVI Sports & Fitness Center,espn,2023-11-18,sanjosstatespartans,norfolkstatespartans,2023-11-18|sanjosstatespartans|norfolkstatespartans,6,True,16
401579111,2023,2023-11-18,2023-11-19 01:00:00+00:00,Santa Clara Broncos,SE Louisiana Lions,65,63,26.0,30.0,39.0,33.0,False,Leavey Center,espn,2023-11-18,santaclarabroncos,selouisianalions,2023-11-18|santaclarabroncos|selouisianalions,6,True,16
401587128,2023,2023-11-18,2023-11-18 17:00:00+00:00,Seton Hall Pirates,Wagner Seahawks,72,51,32.0,22.0,40.0,29.0,False,Prudential Center,espn,2023-11-18,setonhallpirates,wagnerseahawks,2023-11-18|setonhallpirates|wagnerseahawks,6,True,16
401601487,2023,2023-11-18,2023-11-18 21:30:00+00:00,South Dakota Coyotes,Purdue Fort Wayne Mastodons,81,93,41.0,36.0,40.0,57.0,True,Desert Diamond Arena,espn,2023-11-18,southdakotacoyotes,purduefortwaynemastodons,2023-11-18|southdakotacoyotes|purduefortwaynemastodons,6,True,16
401591557,2023,2023-11-18,2023-11-18 18:00:00+00:00,Temple Owls,Columbia Lions,73,78,37.0,44.0,36.0,34.0,False,Liacouras Center,espn,2023-11-18,templeowls,columbialions,2023-11-18|templeowls|columbialions,6,True,16
401594112,2023,2023-11-18,2023-11-19 00:00:00+00:00,UC San Diego Tritons,Navy Midshipmen,73,55,31.0,25.0,42.0,30.0,False,LionTree Arena,espn,2023-11-18,ucsandiegotritons,navymidshipmen,2023-11-18|ucsandiegotritons|navymidshipmen,6,True,16
401601465,2023,2023-11-18,2023-11-18 19:00:00+00:00,UNC Asheville Bulldogs,Virginia-Lynchburg Dragons,114,59,63.0,26.0,51.0,33.0,False,Kimmel Arena,espn,2023-11-18,uncashevillebulldogs,virginialynchburgdragons,2023-11-18|uncashevillebulldogs|virginialynchburgdragons,6,True,16
401576140,2023,2023-11-18,2023-11-18 19:00:00+00:00,VCU Rams,Seattle U Redhawks,60,56,27.0,28.0,33.0,28.0,False,Siegel Center,espn,2023-11-18,vcurams,seattleuredhawks,2023-11-18|vcurams|seattleuredhawks,6,True,16
401581513,2023,2023-11-18,2023-11-18 23:20:00+00:00,Weber State Wildcats,Yale Bulldogs,75,65,33.0,29.0,26.0,30.0,True,Avenir Centre,espn,2023-11-18,weberstatewildcats,yalebulldogs,2023-11-18|weberstatewildcats|yalebulldogs,6,True,16
401579005,2023,2023-11-18,2023-11-18 21:00:00+00:00,Western Carolina Catamounts,McNeese Cowboys,76,74,38.0,33.0,38.0,41.0,False,Ramsey Center,espn,2023-11-18,westerncarolinacatamounts,mcneesecowboys,2023-11-18|westerncarolinacatamounts|mcneesecowboys,6,True,16
401598953,2023,2023-11-18,2023-11-19 01:00:00+00:00,Western Kentucky Hilltoppers,Kentucky State Thorobreds,95,75,57.0,43.0,38.0,32.0,False,E.A. Diddle Arena,espn,2023-11-18,westernkentuckyhilltoppers,kentuckystatethorobreds,2023-11-18|westernkentuckyhilltoppers|kentuckystatethorobreds,6,True,16
401582123,2023,2023-11-19,2023-11-19 22:45:00+00:00,Abilene Christian Wildcats,Fordham Rams,59,45,32.0,16.0,27.0,29.0,True,UVI Sports & Fitness Center,espn,2023-11-19,abilenechristianwildcats,fordhamrams,2023-11-19|abilenechristianwildcats|fordhamrams,6,True,16
401587243,2023,2023-11-19,2023-11-19 21:00:00+00:00,Air Force Falcons,Omaha Mavericks,58,56,30.0,24.0,28.0,32.0,False,Clune Arena,espn,2023-11-19,airforcefalcons,omahamavericks,2023-11-19|airforcefalcons|omahamavericks,6,True,16
401581536,2023,2023-11-19,2023-11-20 00:30:00+00:00,Akron Zips,Florida International Panthers,77,71,35.0,28.0,42.0,43.0,True,John Gray Gymnasium,espn,2023-11-19,akronzips,floridainternationalpanthers,2023-11-19|akronzips|floridainternationalpanthers,6,True,16
401600257,2023,2023-11-19,2023-11-19 23:00:00+00:00,Arizona Wildcats,UT Arlington Mavericks,101,56,43.0,37.0,58.0,19.0,False,McKale Memorial Center,espn,2023-11-19,arizonawildcats,utarlingtonmavericks,2023-11-19|arizonawildcats|utarlingtonmavericks,6,True,16
401594626,2023,2023-11-19,2023-11-20 01:00:00+00:00,California Baptist Lancers,Cal Poly Mustangs,67,58,26.0,26.0,41.0,32.0,False,Dale E. and Sarah Ann Fowler Events Center,espn,2023-11-19,californiabaptistlancers,calpolymustangs,2023-11-19|californiabaptistlancers|calpolymustangs,6,True,16
401598576,2023,2023-11-19,2023-11-19 19:30:00+00:00,Cal State Fullerton Titans,Cornell Big Red,70,88,31.0,43.0,39.0,45.0,True,Flagler Gymnasium,espn,2023-11-19,calstatefullertontitans,cornellbigred,2023-11-19|calstatefullertontitans|cornellbigred,6,True,16
401592102,2023,2023-11-19,2023-11-19 18:00:00+00:00,Central Connecticut Blue Devils,Manhattan Jaspers,63,67,35.0,26.0,28.0,41.0,False,Detrick Gymnasium,espn,2023-11-19,centralconnecticutbluedevils,manhattanjaspers,2023-11-19|centralconnecticutbluedevils|manhattanjaspers,6,True,16
401594469,2023,2023-11-19,2023-11-19 19:00:00+00:00,Chattanooga Mocs,Tennessee Tech Golden Eagles,68,63,29.0,34.0,39.0,29.0,False,McKenzie Arena,espn,2023-11-19,chattanoogamocs,tennesseetechgoldeneagles,2023-11-19|chattanoogamocs|tennesseetechgoldeneagles,6,True,16
401594230,2023,2023-11-19,2023-11-19 19:00:00+00:00,Cincinnati Bearcats,Northern Kentucky Norse,90,66,45.0,31.0,45.0,35.0,False,Fifth Third Arena,espn,2023-11-19,cincinnatibearcats,northernkentuckynorse,2023-11-19|cincinnatibearcats|northernkentuckynorse,6,True,16
401583761,2023,2023-11-19,2023-11-19 18:00:00+00:00,Clemson Tigers,Boise State Broncos,85,68,41.0,38.0,44.0,30.0,False,Littlejohn Coliseum,espn,2023-11-19,clemsontigers,boisestatebroncos,2023-11-19|clemsontigers|boisestatebroncos,6,True,16
401582117,2023,2023-11-19,2023-11-19 18:00:00+00:00,Coastal Carolina Chanticleers,Charleston Cougars,72,80,35.0,36.0,37.0,44.0,False,The HTC Center,espn,2023-11-19,coastalcarolinachanticleers,charlestoncougars,2023-11-19|coastalcarolinachanticleers|charlestoncougars,6,True,16
401581511,2023,2023-11-19,2023-11-19 18:00:00+00:00,Colgate Raiders,Weber State Wildcats,57,55,28.0,20.0,29.0,35.0,True,Avenir Centre,espn,2023-11-19,colgateraiders,weberstatewildcats,2023-11-19|colgateraiders|weberstatewildcats,6,True,16
401581533,2023,2023-11-19,2023-11-19 16:00:00+00:00,Drake Bulldogs,Oakland Golden Grizzlies,85,77,37.0,36.0,48.0,41.0,True,John Gray Gymnasium,espn,2023-11-19,drakebulldogs,oaklandgoldengrizzlies,2023-11-19|drakebulldogs|oaklandgoldengrizzlies,6,True,16
401583715,2023,2023-11-19,2023-11-19 19:00:00+00:00,Drexel Dragons,Queens University Royals,62,52,26.0,31.0,36.0,21.0,False,Daskalakis Athletic Center,espn,2023-11-19,drexeldragons,queensuniversityroyals,2023-11-19|drexeldragons|queensuniversityroyals,6,True,16
401583610,2023,2023-11-19,2023-11-19 19:00:00+00:00,East Carolina Pirates,Northeastern Huskies,76,82,33.0,29.0,43.0,53.0,False,Minges Coliseum,espn,2023-11-19,eastcarolinapirates,northeasternhuskies,2023-11-19|eastcarolinapirates|northeasternhuskies,6,True,16
401582116,2023,2023-11-19,2023-11-19 15:30:00+00:00,Furman Paladins,Wyoming Cowboys,71,78,28.0,37.0,43.0,41.0,True,The HTC Center,espn,2023-11-19,furmanpaladins,wyomingcowboys,2023-11-19|furmanpaladins|wyomingcowboys,6,True,16
401581512,2023,2023-11-19,2023-11-19 20:00:00+00:00,Gardner-Webb Runnin' Bulldogs,Yale Bulldogs,70,71,23.0,36.0,44.0,31.0,True,Avenir Centre,espn,2023-11-19,gardnerwebbrunninbulldogs,yalebulldogs,2023-11-19|gardnerwebbrunninbulldogs|yalebulldogs,6,True,16
401601479,2023,2023-11-19,2023-11-19 22:30:00+00:00,George Mason Patriots,Charlotte 49ers,49,54,22.0,25.0,27.0,29.0,True,Flagler Gymnasium,espn,2023-11-19,georgemasonpatriots,charlotte49ers,2023-11-19|georgemasonpatriots|charlotte49ers,6,True,16
401575483,2023,2023-11-19,2023-11-19 21:30:00+00:00,Georgetown Hoyas,American University Eagles,88,83,35.0,34.0,41.0,42.0,False,Capital One Arena,espn,2023-11-19,georgetownhoyas,americanuniversityeagles,2023-11-19|georgetownhoyas|americanuniversityeagles,6,True,16
401581516,2023,2023-11-19,2023-11-19 17:00:00+00:00,Georgia Bulldogs,Providence Friars,64,71,34.0,32.0,30.0,39.0,True,Baha Mar Convention Center,espn,2023-11-19,georgiabulldogs,providencefriars,2023-11-19|georgiabulldogs|providencefriars,6,True,16
401593911,2023,2023-11-19,2023-11-19 22:00:00+00:00,Georgia Southern Eagles,Kennesaw State Owls,92,96,48.0,50.0,44.0,46.0,True,Minges Coliseum,espn,2023-11-19,georgiasoutherneagles,kennesawstateowls,2023-11-19|georgiasoutherneagles|kennesawstateowls,6,True,16
401600081,2023,2023-11-19,2023-11-19 19:00:00+00:00,Georgia State Panthers,Little Rock Trojans,88,77,40.0,40.0,48.0,37.0,False,GSU Convocation Center,espn,2023-11-19,georgiastatepanthers,littlerocktrojans,2023-11-19|georgiastatepanthers|littlerocktrojans,6,True,16
