game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-26:n_colorado_bears:air_force_falcons,Air Force Falcons,N Colorado Bears,145.25,4.5,,
2025-11-26:new_mexico_st_aggies:uc_irvine_anteaters,UC Irvine Anteaters,New Mexico St Aggies,138.5,-3.5,,
2025-11-26:new_orleans_privateers:texas_tech_red_raiders,Texas Tech Red Raiders,New Orleans Privateers,157.5,-24.5,,
2025-11-26:north_carolina_central_eagles:south_carolina_upstate_spartans,South Carolina Upstate Spartans,North Carolina Central Eagles,149.0,-6.0,,
2025-11-26:north_dakota_st_bison:jacksonville_st_gamecocks,Jacksonville St Gamecocks,North Dakota St Bison,142.5,3.5,,
2025-11-26:northern_illinois_huskies:austin_peay_governors,Austin Peay Governors,Northern Illinois Huskies,147.0,-7.5,,
2025-11-26:northern_iowa_panthers:tulsa_golden_hurricane,Tulsa Golden Hurricane,Northern Iowa Panthers,136.5,2.0,,
2025-11-26:notre_dame_fighting_irish:houston_cougars,Houston Cougars,Notre Dame Fighting Irish,132.5,-11.5,,
2025-11-26:oakland_golden_grizzlies:montana_grizzlies,Montana Grizzlies,Oakland Golden Grizzlies,160.5,-2.5,,
2025-11-26:old_dominion_monarchs:villanova_wildcats,Villanova Wildcats,Old Dominion Monarchs,145.5,-21.5,,
2025-11-26:ole_miss_rebels:iowa_hawkeyes,Iowa Hawkeyes,Ole Miss Rebels,143.5,-4.5,,
2025-11-26:omaha_mavericks:florida_int_l_golden_panthers,Florida Int'l Golden Panthers,Omaha Mavericks,146.5,-5.5,,
2025-11-26:omaha_mavericks:james_madison_dukes,James Madison Dukes,Omaha Mavericks,159.5,-2.0,,
2025-11-26:oregon_ducks:san_diego_st_aztecs,San Diego St Aztecs,Oregon Ducks,143.5,2.5,,
2025-11-26:portland_st_vikings:utah_tech_trailblazers,Utah Tech Trailblazers,Portland St Vikings,147.5,1.5,,
2025-11-26:quinnipiac_bobcats:ucf_knights,UCF Knights,Quinnipiac Bobcats,162.5,-12.5,,
2025-11-26:rice_owls:florida_gulf_coast_eagles,Florida Gulf Coast Eagles,Rice Owls,152.0,-5.5,,
2025-11-26:rice_owls:oral_roberts_golden_eagles,Oral Roberts Golden Eagles,Rice Owls,152.5,4.5,,
2025-11-26:sam_houston_st_bearkats:idaho_state_bengals,Idaho State Bengals,Sam Houston St Bearkats,142.0,2.5,,
2025-11-26:samford_bulldogs:utah_valley_wolverines,Utah Valley Wolverines,Samford Bulldogs,148.5,-7.5,,
2025-11-26:san_jos_st_spartans:loyola_chi_ramblers,Loyola (Chi) Ramblers,San José St Spartans,134.5,-6.5,,
2025-11-26:se_missouri_st_redhawks:cal_poly_mustangs,Cal Poly Mustangs,SE Missouri St Redhawks,168.5,-1.5,,
2025-11-26:seton_hall_pirates:washington_st_cougars,Washington St Cougars,Seton Hall Pirates,149.5,9.25,,
2025-11-26:south_carolina_st_bulldogs:missouri_tigers,Missouri Tigers,South Carolina St Bulldogs,161.5,-33.5,,
2025-11-26:southern_indiana_screaming_eagles:valparaiso_beacons,Valparaiso Beacons,Southern Indiana Screaming Eagles,150.5,-10.0,,
2025-11-26:syracuse_orange:iowa_state_cyclones,Iowa State Cyclones,Syracuse Orange,154.5,-15.0,,
2025-11-26:temple_owls:princeton_tigers,Princeton Tigers,Temple Owls,149.5,8.5,,
2025-11-26:ucla_bruins:california_golden_bears,California Golden Bears,UCLA Bruins,143.25,8.5,,
2025-11-26:uic_flames:robert_morris_colonials,Robert Morris Colonials,UIC Flames,156.0,-3.0,,
2025-11-26:unc_greensboro_spartans:miami_oh_redhawks,Miami (OH) RedHawks,UNC Greensboro Spartans,157.5,-8.5,,
2025-11-26:unlv_rebels:alabama_crimson_tide,Alabama Crimson Tide,UNLV Rebels,184.0,-13.5,,
2025-11-26:usc_trojans:arizona_st_sun_devils,Arizona St Sun Devils,USC Trojans,161.5,5.0,,
2025-11-26:utah_utes:grand_canyon_antelopes,Grand Canyon Antelopes,Utah Utes,154.75,-4.5,,
2025-11-26:utsa_roadrunners:georgia_southern_eagles,Georgia Southern Eagles,UTSA Roadrunners,161.5,-2.5,,
2025-11-26:vcu_rams:south_florida_bulls,South Florida Bulls,VCU Rams,173.5,1.5,,
2025-11-26:vermont_catamounts:princeton_tigers,Princeton Tigers,Vermont Catamounts,141.5,5.5,,
2025-11-26:wagner_seahawks:manhattan_jaspers,Manhattan Jaspers,Wagner Seahawks,144.5,-4.5,,
2025-11-26:washington_st_cougars:arizona_st_sun_devils,Arizona St Sun Devils,Washington St Cougars,160.5,-7.5,,
2025-11-26:western_kentucky_hilltoppers:vanderbilt_commodores,Vanderbilt Commodores,Western Kentucky Hilltoppers,156.5,-6.5,,
2025-11-26:winthrop_eagles:nebraska_cornhuskers,Nebraska Cornhuskers,Winthrop Eagles,165.5,-16.5,,
2025-11-26:wofford_terriers:northern_kentucky_norse,Northern Kentucky Norse,Wofford Terriers,146.5,-3.5,,
2025-11-26:wright_st_raiders:stetson_hatters,Stetson Hatters,Wright St Raiders,147.5,8.5,,
