game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401825406,2025-12-10,2025-12-11 00:00:00+00:00,Purdue Boilermakers,Minnesota Golden Gophers,85,57,35,32,50,25,,Mackey Arena,False
401824814,2025-12-10,2025-12-11 01:00:00+00:00,Houston Cougars,Jackson State Tigers,80,38,40,16,40,22,,Fertitta Center,False
401825405,2025-12-10,2025-12-11 02:00:00+00:00,Nebraska Cornhuskers,Wisconsin Badgers,90,60,47,31,43,29,,Pinnacle Bank Arena,False
401819830,2025-12-10,2025-12-10 17:00:00+00:00,Baylor Bears,Norfolk State Spartans,97,67,47,31,50,36,,Foster Pavilion,False
401818306,2025-12-10,2025-12-10 21:30:00+00:00,Yale Bulldogs,UAlbany Great Danes,93,82,47,37,46,45,,MassMutual Center,True
401826864,2025-12-10,2025-12-10 22:00:00+00:00,Princeton Tigers,Merrimack Warriors,56,59,29,32,27,27,,Jadwin Gymnasium,False
401830422,2025-12-10,2025-12-10 23:00:00+00:00,UNC Asheville Bulldogs,Miami (OH) RedHawks,87,90,35,41,49,43,,Kimmel Arena,False
401826765,2025-12-10,2025-12-10 23:00:00+00:00,UMass Lowell River Hawks,Fisher College Eagles,122,73,62,25,60,48,,Kennedy Family Athletic Complex,False
401830739,2025-12-10,2025-12-11 00:00:00+00:00,Hofstra Pride,Old Westbury Panthers,92,23,47,10,45,13,,David S. Mack Sports and Exhibition Complex,False
401828685,2025-12-10,2025-12-11 00:00:00+00:00,NJIT Highlanders,New Haven Chargers,70,64,36,33,34,31,,Joel & Diane Bloom Wellness and Events Center,False
401826836,2025-12-10,2025-12-11 00:00:00+00:00,South Florida Bulls,Charleston Cougars,81,75,46,43,35,32,,Yuengling Center,False
401826774,2025-12-10,2025-12-11 00:00:00+00:00,Florida Atlantic Owls,Saint Leo Monarchs,112,55,48,37,64,18,,Eleanor R. Baldwin Arena,False
401823364,2025-12-10,2025-12-11 00:00:00+00:00,Marshall Thundering Herd,Western Kentucky Hilltoppers,77,61,29,28,48,33,,Cam Henderson Center,False
401822740,2025-12-10,2025-12-11 00:00:00+00:00,VCU Rams,New Mexico Lobos,78,81,46,41,32,40,,Siegel Center,False
401820630,2025-12-10,2025-12-11 00:00:00+00:00,Boston University Terriers,Maine Black Bears,59,69,24,33,35,36,,Case Gym,False
401820619,2025-12-10,2025-12-11 00:00:00+00:00,Iona Gaels,Bryant Bulldogs,69,63,35,32,34,31,,Hynes Athletics Center,False
401817438,2025-12-10,2025-12-11 00:00:00+00:00,Notre Dame Fighting Irish,Idaho Vandals,80,65,33,33,47,32,,Purcell Pavilion,False
401817258,2025-12-10,2025-12-11 00:00:00+00:00,NC State Wolfpack,Liberty Flames,85,45,45,19,40,26,,Lenovo Center,False
401817216,2025-12-10,2025-12-11 00:00:00+00:00,Boston College Eagles,Massachusetts Minutemen,74,76,33,35,41,41,,MassMutual Center,True
401817203,2025-12-10,2025-12-11 00:00:00+00:00,St. Bonaventure Bonnies,Colgate Raiders,85,77,34,47,51,30,,Reilly Center,False
401817150,2025-12-10,2025-12-11 00:00:00+00:00,George Washington Revolutionaries,Delaware Blue Hens,58,70,29,31,29,39,,Charles E. Smith Center,False
401812291,2025-12-10,2025-12-11 00:00:00+00:00,Fordham Rams,Fairleigh Dickinson Knights,75,54,37,22,38,32,,Rose Hill Gym,False
401826846,2025-12-10,2025-12-11 00:30:00+00:00,Tulane Green Wave,Tougaloo Bulldogs,84,72,39,33,45,39,,Devlin Fieldhouse,False
401826749,2025-12-10,2025-12-11 00:30:00+00:00,Nicholls Colonels,College Of Biblical Studies Ambassadors,117,49,50,23,67,26,,David R. Stopher Gymnasium,False
401829458,2025-12-10,2025-12-11 01:00:00+00:00,North Dakota Fighting Hawks,Crown College Polars,89,43,44,21,45,22,,Betty Engelstad Sioux Center,False
401829393,2025-12-10,2025-12-11 01:00:00+00:00,Southern Illinois Salukis,UT Martin Skyhawks,83,54,34,27,49,27,,Banterra Center,False
401828547,2025-12-10,2025-12-11 01:00:00+00:00,Eastern Illinois Panthers,Eastern Kentucky Colonels,59,68,32,31,27,37,,Groniger Arena,False
401827133,2025-12-10,2025-12-11 01:00:00+00:00,Tulsa Golden Hurricane,Arkansas-Pine Bluff Golden Lions,117,84,51,36,66,48,,Reynolds Center,False
401826957,2025-12-10,2025-12-11 01:00:00+00:00,Kansas City Roos,Weber State Wildcats,60,64,31,32,29,32,,Swinney Center,False
401824857,2025-12-10,2025-12-11 01:00:00+00:00,Utah Valley Wolverines,Idaho State Bengals,73,69,36,32,37,37,,UCCU Center,False
401823397,2025-12-10,2025-12-11 01:00:00+00:00,Purdue Fort Wayne Mastodons,Eastern Michigan Eagles,80,65,47,29,33,36,,Memorial Coliseum (IN),False
401827018,2025-12-10,2025-12-11 01:30:00+00:00,Texas State Bobcats,Southern Jaguars,86,83,38,38,48,45,,Strahan Arena at the University Events Center,False
401813453,2025-12-10,2025-12-11 02:00:00+00:00,Boise State Broncos,Duquesne Dukes,86,64,45,30,41,34,,ExtraMile Arena,False
401823767,2025-12-10,2025-12-11 03:00:00+00:00,San Diego State Aztecs,Lamar Cardinals,89,71,51,41,38,30,,Viejas Arena,False
