game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401817230,2025-11-11,2025-11-12 00:00:00+00:00,Army Black Knights,Duke Blue Devils,59,114,30,49,29,65,,Christl Arena,False
401825588,2025-11-11,2025-11-12 02:00:00+00:00,Arizona Wildcats,Northern Arizona Lumberjacks,84,49,46,17,38,32,,McKale Memorial Center,False
401817529,2025-11-11,2025-11-11 23:30:00+00:00,Michigan Wolverines,Wake Forest Demon Deacons,85,84,47,34,33,46,,Little Caesars Arena,True
401819835,2025-11-11,2025-11-12 02:00:00+00:00,BYU Cougars,Delaware Blue Hens,85,68,34,37,51,31,,Marriott Center,False
401817241,2025-11-11,2025-11-12 01:00:00+00:00,Louisville Cardinals,Kentucky Wildcats,96,88,53,46,43,42,,KFC Yum! Center,False
401826707,2025-11-11,2025-11-12 00:00:00+00:00,Florida Gators,Florida State Seminoles,78,76,37,40,41,36,,Stephen C. O'Connell Center,False
401811097,2025-11-11,2025-11-12 01:30:00+00:00,Illinois Fighting Illini,Texas Tech Red Raiders,81,77,45,32,36,45,,State Farm Center,False
401817264,2025-11-11,2025-11-12 00:00:00+00:00,North Carolina Tar Heels,Radford Highlanders,89,74,44,31,45,43,,Dean E. Smith Center,False
401820831,2025-11-11,2025-11-12 03:00:00+00:00,Gonzaga Bulldogs,Creighton Bluejays,90,63,44,38,46,25,,McCarthey Athletic Center,False
401824935,2025-11-11,2025-11-12 01:00:00+00:00,Arkansas Razorbacks,Central Arkansas Bears,93,56,43,34,50,22,,Bud Walton Arena,False
401823476,2025-11-11,2025-11-12 01:00:00+00:00,Auburn Tigers,Wofford Terriers,93,62,40,22,53,40,,Neville Arena,False
401822319,2025-11-11,2025-11-12 01:30:00+00:00,Wisconsin Badgers,Ball State Cardinals,86,55,39,26,47,29,,Kohl Center,False
401819883,2025-11-11,2025-11-12 01:00:00+00:00,Kansas Jayhawks,Texas A&M-Corpus Christi Islanders,77,46,38,18,39,28,,Allen Fieldhouse,False
401823375,2025-11-11,2025-11-11 16:00:00+00:00,IU Indianapolis Jaguars,IU Columbus Crimson Pride,121,77,48,38,73,39,,The Jungle,False
401824303,2025-11-11,2025-11-11 18:00:00+00:00,Kansas City Roos,Iona Gaels,91,105,47,52,44,53,,Swinney Center,False
401823523,2025-11-11,2025-11-11 21:00:00+00:00,Abilene Christian Wildcats,Southwestern Adventist Knights,104,63,56,25,48,38,,Moody Coliseum (Abilene),False
