game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401806345,2025,2025-12-18,2025-12-18 23:30:00+00:00,2025-12-18 18:30,EST,Eastern Illinois Panthers,SIU Edwardsville Cougars,0,0,,,,,False,Groniger Arena,2025-12-18T23:30:00Z,2025-12-18,,,2025-12-18,easternillinois__siuedwardsville,718c0de7abeb97a18143f14cc0c66431,BetOnline.ag,2025-12-18 16:29:32.147541+00:00,200.0,-240.0,5.5,134.0,2025-12-18 23:30:00+00:00,Eastern Illinois Panthers,SIU Edwardsville Cougars,2025-12-18,easternillinois__siuedwardsville
401806346,2025,2025-12-18,2025-12-19 01:30:00+00:00,2025-12-18 20:30,EST,Lindenwood Lions,Western Illinois Leathernecks,0,0,,,,,False,Hyland Arena,2025-12-19T01:30:00Z,2025-12-18,,,2025-12-18,lindenwood__westernillinoisleathernecks,,,,,,,,,,,,
401806347,2025,2025-12-18,2025-12-19 01:30:00+00:00,2025-12-18 20:30,EST,Southern Indiana Screaming Eagles,Little Rock Trojans,0,0,,,,,False,Liberty Arena (IN),2025-12-19T01:30:00Z,2025-12-18,,,2025-12-18,littlerocktrojans__southernindianascreaming,,,,,,,,,,,,
401806348,2025,2025-12-18,2025-12-19 01:30:00+00:00,2025-12-18 20:30,EST,Tennessee Tech Golden Eagles,Southeast Missouri State Redhawks,0,0,,,,,False,Hooper Eblen Center,2025-12-19T01:30:00Z,2025-12-18,,,2025-12-18,southeastmissouristate__tennesseetechgolden,,,,,,,,,,,,
401806349,2025,2025-12-18,2025-12-19 01:30:00+00:00,2025-12-18 20:30,EST,Tennessee State Tigers,UT Martin Skyhawks,0,0,,,,,False,Gentry Center,2025-12-19T01:30:00Z,2025-12-18,,,2025-12-18,tennesseestate__utmartinskyhawks,,,,,,,,,,,,
401808576,2025,2025-12-18,2025-12-19 01:00:00+00:00,2025-12-18 20:00,EST,Georgia Southern Eagles,Georgia State Panthers,0,0,,,,,False,Jack and Ruth Ann Hill Convocation Center,2025-12-19T01:00:00Z,2025-12-18,,,2025-12-18,georgiasouthern__georgiastate,,,,,,,,,,,,
401808579,2025,2025-12-18,2025-12-18 23:30:00+00:00,2025-12-18 18:30,EST,App State Mountaineers,Coastal Carolina Chanticleers,0,0,,,,,False,Holmes Convocation Center,2025-12-18T23:30:00Z,2025-12-18,,,2025-12-18,appstate__coastalcarolinachanticleers,,,,,,,,,,,,
401808580,2025,2025-12-18,2025-12-19 01:30:00+00:00,2025-12-18 20:30,EST,Southern Miss Golden Eagles,Louisiana Ragin' Cajuns,0,0,,,,,False,Reed Green Coliseum,2025-12-19T01:30:00Z,2025-12-18,,,2025-12-18,louisiana__southernmissgolden,,,,,,,,,,,,
401812257,2025,2025-12-18,2025-12-19 01:00:00+00:00,2025-12-18 20:00,EST,TCU Horned Frogs,Oral Roberts Golden Eagles,0,0,,,,,False,Schollmaier Arena,2025-12-19T01:00:00Z,2025-12-18,,,2025-12-18,oralrobertsgolden__tcuhornedfrogs,,,,,,,,,,,,
401812652,2025,2025-12-18,2025-12-19 00:00:00+00:00,2025-12-18 19:00,EST,Central Connecticut Blue Devils,Fairfield Stags,0,0,,,,,False,Detrick Gymnasium,2025-12-19T00:00:00Z,2025-12-18,,,2025-12-18,centralconnecticutbluedevils__fairfield,,,,,,,,,,,,
