game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-12-02:bowling_green_falcons:kansas_st_wildcats,Kansas St Wildcats,Bowling Green Falcons,159.5,-12.5,,
2025-12-02:cal_baptist_lancers:colorado_buffaloes,Colorado Buffaloes,Cal Baptist Lancers,149.0,-12.5,,
2025-12-02:campbell_fighting_camels:penn_state_nittany_lions,Penn State Nittany Lions,Campbell Fighting Camels,155.5,-10.5,,
2025-12-02:iona_gaels:delaware_blue_hens,Delaware Blue Hens,Iona Gaels,151.5,2.0,,
2025-12-02:lehigh_mountain_hawks:binghamton_bearcats,Binghamton Bearcats,Lehigh Mountain Hawks,139.0,3.5,,
2025-12-02:mcneese_cowboys:incarnate_word_cardinals,Incarnate Word Cardinals,McNeese Cowboys,144.5,10.5,,
2025-12-02:north_alabama_lions:jacksonville_st_gamecocks,Jacksonville St Gamecocks,North Alabama Lions,135.0,-5.0,,
2025-12-02:portland_pilots:stanford_cardinal,Stanford Cardinal,Portland Pilots,155.0,-18.0,,
2025-12-02:st_francis_pa_red_flash:xavier_musketeers,Xavier Musketeers,St. Francis (PA) Red Flash,151.0,-28.0,,
2025-12-02:stonehill_skyhawks:bryant_bulldogs,Bryant Bulldogs,Stonehill Skyhawks,140.5,-4.5,,
2025-12-02:tarleton_state_texans:cincinnati_bearcats,Cincinnati Bearcats,Tarleton State Texans,146.0,-19.5,,
2025-12-02:uab_blazers:middle_tennessee_blue_raiders,Middle Tennessee Blue Raiders,UAB Blazers,153.5,1.5,,
2025-12-02:west_georgia_wolves:troy_trojans,Troy Trojans,West Georgia Wolves,148.5,-17.5,,
