pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
brown::elmscollegeblazers,Brown Bears,Elms College Blazers,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
bryantstralb::wagnerseahawks,Wagner Seahawks,Bryant Str-Alb Bobcats,2025-12-06T18:00:00Z,2025-12-06 18:00:00+00:00,,2025-12-06 18:00:00+00:00,2025-12-06 18:00:00+00:00,0.0
bucknell::umbcretrievers,Bucknell Bison,UMBC Retrievers,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
buffalobulls::stbonaventurebonnies,Buffalo Bulls,St. Bonaventure Bonnies,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
californiabaptist::utahutes,Utah Utes,California Baptist Lancers,2025-12-07T00:00:00Z,2025-12-07 00:00:00+00:00,,2025-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,0.0
californiagolden::pacific,California Golden Bears,Pacific Tigers,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
californiariverside::calpoly,Cal Poly Mustangs,UC Riverside Highlanders,2025-12-07T00:00:00Z,2025-12-07 00:00:00+00:00,,2025-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,0.0
calstatenorthridge::ucirvineanteaters,UC Irvine Anteaters,Cal State Northridge Matadors,2025-12-07T03:00:00Z,2025-12-07 03:00:00+00:00,,2025-12-07 03:00:00+00:00,2025-12-07 03:00:00+00:00,0.0
calstbakersfield::ucsantabarbaragauchos,UC Santa Barbara Gauchos,Cal State Bakersfield Roadrunners,2025-12-07T02:00:00Z,2025-12-07 02:00:00+00:00,,2025-12-07 02:00:00+00:00,2025-12-07 02:00:00+00:00,0.0
calstfullerton::hawaiirainbow,Hawai'i Rainbow Warriors,Cal State Fullerton Titans,2025-12-07T04:59:00Z,2025-12-07 04:59:00+00:00,,2025-12-07 04:59:00+00:00,2025-12-07 04:59:00+00:00,0.0
calumetcrimson::valparaisobeacons,Valparaiso Beacons,Calumet Crimson Wave,2025-12-06T20:00:00Z,2025-12-06 20:00:00+00:00,,2025-12-06 20:00:00+00:00,2025-12-06 20:00:00+00:00,0.0
championchristian::prairieviewaandm,Prairie View A&M Panthers,Champion Christian Tigers,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
chattanoogamocs::southeastmissouristate,Chattanooga Mocs,Southeast Missouri State Redhawks,2025-12-06T21:30:00Z,2025-12-06 21:30:00+00:00,,2025-12-06 21:30:00+00:00,2025-12-06 21:30:00+00:00,0.0
chicagostate::illinoisstate,Illinois State Redbirds,Chicago State Cougars,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
clevelandstate::detroitmercy,Cleveland State Vikings,Detroit Mercy Titans,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
coastalcarolinachanticleers::winthrop,Winthrop Eagles,Coastal Carolina Chanticleers,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
colgateraiders::stjohnfisher,Colgate Raiders,St. John Fisher Cardinals,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
colorado::coloradostate,Colorado State Rams,Colorado Buffaloes,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
columbia::ualbanygreatdanes,Columbia Lions,UAlbany Great Danes,2025-12-06T22:30:00Z,2025-12-06 22:30:00+00:00,,2025-12-06 22:30:00+00:00,2025-12-06 22:30:00+00:00,0.0
coppinstate::libertyflames,Liberty Flames,Coppin State Eagles,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
dartmouthbiggreen::wyoming,Wyoming Cowboys,Dartmouth Big Green,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
dayton::virginiacavaliers,Virginia Cavaliers,Dayton Flyers,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
delawarebluehens::delawarestate,Delaware State Hornets,Delaware Blue Hens,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
denver::idahostate,Idaho State Bengals,Denver Pioneers,2025-12-06T23:00:00Z,2025-12-06 23:00:00+00:00,,2025-12-06 23:00:00+00:00,2025-12-06 23:00:00+00:00,0.0
drexel::lasalle,La Salle Explorers,Drexel Dragons,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
dukebluedevils::michiganstate,Michigan State Spartans,Duke Blue Devils,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
duquesne::stonybrook,Duquesne Dukes,Stony Brook Seawolves,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
eastcarolina::uncgreensboro,East Carolina Pirates,UNC Greensboro Spartans,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
easternillinois::lindenwood,Eastern Illinois Panthers,Lindenwood Lions,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
easternkentuckycolonels::indianaeastiueast,Eastern Kentucky Colonels,Indiana University East IU EAST,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
easternwashington::kansascityroos,Eastern Washington Eagles,Kansas City Roos,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
elonphoenix::wofford,Wofford Terriers,Elon Phoenix,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
evansville::westernkentuckyhilltoppers,Western Kentucky Hilltoppers,Evansville Purple Aces,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
floridaaandmrattlers::floridamemorialfloridamemorial,Florida A&M Rattlers,Florida Memorial FLORIDA MEMORIAL,2025-12-06T22:30:00Z,2025-12-06 22:30:00+00:00,,2025-12-06 22:30:00+00:00,2025-12-06 22:30:00+00:00,0.0
floridainternational::jacksonville,Florida International Panthers,Jacksonville Dolphins,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
floridastateseminoles::houston,Houston Cougars,Florida State Seminoles,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
fordham::holycrosscrusaders,Fordham Rams,Holy Cross Crusaders,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
furmanpaladins::harvardcrimson,Furman Paladins,Harvard Crimson,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
gardnerwebbrunnin::georgiasouthern,Gardner-Webb Runnin' Bulldogs,Georgia Southern Eagles,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
georgemasonpatriots::virginiatech,Virginia Tech Hokies,George Mason Patriots,2025-12-06T20:00:00Z,2025-12-06 20:00:00+00:00,,2025-12-06 20:00:00+00:00,2025-12-06 20:00:00+00:00,0.0
georgewashingtonrevolutionaries::williamandmarytribe,George Washington Revolutionaries,William & Mary Tribe,2025-12-06T23:00:00Z,2025-12-06 23:00:00+00:00,,2025-12-06 23:00:00+00:00,2025-12-06 23:00:00+00:00,0.0
georgiastate::kennesawstate,Kennesaw State Owls,Georgia State Panthers,2025-12-06T20:00:00Z,2025-12-06 20:00:00+00:00,,2025-12-06 20:00:00+00:00,2025-12-06 20:00:00+00:00,0.0
georgiatechyellowjackets::monmouth,Georgia Tech Yellow Jackets,Monmouth Hawks,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
grandcanyon::oklahomastate,Grand Canyon Lopes,Oklahoma State Cowboys,2025-12-07T00:30:00Z,2025-12-07 00:30:00+00:00,,2025-12-07 00:30:00+00:00,2025-12-07 00:30:00+00:00,0.0
hanniballagrangetrojans::westernillinoisleathernecks,Western Illinois Leathernecks,Hannibal-Lagrange Trojans,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
houstonchristian::neworleans,New Orleans Privateers,Houston Christian Huskies,2025-12-06T23:00:00Z,2025-12-06 23:00:00+00:00,,2025-12-06 23:00:00+00:00,2025-12-06 23:00:00+00:00,0.0
idahovandals::southdakotastate,South Dakota State Jackrabbits,Idaho Vandals,2025-12-06T20:00:00Z,2025-12-06 20:00:00+00:00,,2025-12-06 20:00:00+00:00,2025-12-06 20:00:00+00:00,0.0
illinoisfightingillini::tennessee,Tennessee Volunteers,Illinois Fighting Illini,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
incarnateword::nichollscolonels,Nicholls Colonels,Incarnate Word Cardinals,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
indiana::louisville,Louisville Cardinals,Indiana Hoosiers,2025-12-06T19:15:00Z,2025-12-06 19:15:00+00:00,,2025-12-06 19:15:00+00:00,2025-12-06 19:15:00+00:00,0.0
iowahawkeyes::marylandterrapins,Iowa Hawkeyes,Maryland Terrapins,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
iowastate::purdueboilermakers,Purdue Boilermakers,Iowa State Cyclones,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
iuindianapolis::youngstownstate,IU Indianapolis Jaguars,Youngstown State Penguins,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
jamesmadison::norfolkstate,James Madison Dukes,Norfolk State Spartans,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
kansasstate::setonhall,Kansas State Wildcats,Seton Hall Pirates,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
kentstategoldenflashes::robertswesleyan,Kent State Golden Flashes,Roberts Wesleyan Redhawks,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
lagrange::troytrojans,Troy Trojans,LaGrange Panthers,2025-12-06T21:30:00Z,2025-12-06 21:30:00+00:00,,2025-12-06 21:30:00+00:00,2025-12-06 21:30:00+00:00,0.0
lamar::texasaandmcorpuschristi,Lamar Cardinals,Texas A&M-Corpus Christi Islanders,2025-12-07T00:00:00Z,2025-12-07 00:00:00+00:00,,2025-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,0.0
lehighmountain::longisland,Lehigh Mountain Hawks,Long Island University Sharks,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
longbeachstatebeach::ucsandiegotritons,Long Beach State Beach,UC San Diego Tritons,2025-12-07T02:00:00Z,2025-12-07 02:00:00+00:00,,2025-12-07 02:00:00+00:00,2025-12-07 02:00:00+00:00,0.0
longwood::morganstate,Morgan State Bears,Longwood Lancers,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
louisiana::uncwilmingtonseahawks,Louisiana Ragin' Cajuns,UNC Wilmington Seahawks,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
loyolachicago::princeton,Loyola Chicago Ramblers,Princeton Tigers,2025-12-06T19:30:00Z,2025-12-06 19:30:00+00:00,,2025-12-06 19:30:00+00:00,2025-12-06 19:30:00+00:00,0.0
maine::miamioh,Miami (OH) RedHawks,Maine Black Bears,2025-12-06T18:00:00Z,2025-12-06 18:00:00+00:00,,2025-12-06 18:00:00+00:00,2025-12-06 18:00:00+00:00,0.0
marquettegolden::wisconsinbadgers,Wisconsin Badgers,Marquette Golden Eagles,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
marshallthunderingherd::ohio,Ohio Bobcats,Marshall Thundering Herd,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
massachusetts::umasslowellriver,Massachusetts Minutemen,UMass Lowell River Hawks,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
miamihurricanes::southernmissgolden,Miami Hurricanes,Southern Miss Golden Eagles,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
michiganwolverines::rutgersscarlet,Michigan Wolverines,Rutgers Scarlet Knights,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
milwaukee::robertmorriscolonials,Milwaukee Panthers,Robert Morris Colonials,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
mississippiolemiss::stjohnsredstorm,St. John's Red Storm,Ole Miss Rebels,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
missouristate::tulsa,Tulsa Golden Hurricane,Missouri State Bears,2025-12-06T20:00:00Z,2025-12-06 20:00:00+00:00,,2025-12-06 20:00:00+00:00,2025-12-06 20:00:00+00:00,0.0
montanagrizzlies::northdakotafighting,North Dakota Fighting Hawks,Montana Grizzlies,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
montanastate::oralrobertsgolden,Oral Roberts Golden Eagles,Montana State Bobcats,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
moreheadstate::presbyterianbluehose,Presbyterian Blue Hose,Morehead State Eagles,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
ncstate::uncasheville,NC State Wolfpack,UNC Asheville Bulldogs,2025-12-06T18:00:00Z,2025-12-06 18:00:00+00:00,,2025-12-06 18:00:00+00:00,2025-12-06 18:00:00+00:00,0.0
newmexico::santaclara,New Mexico Lobos,Santa Clara Broncos,2025-12-07T02:00:00Z,2025-12-07 02:00:00+00:00,,2025-12-07 02:00:00+00:00,2025-12-07 02:00:00+00:00,0.0
northcarolinaaandt::northcarolinacentral,North Carolina Central Eagles,North Carolina A&T Aggies,2025-12-06T21:00:00Z,2025-12-06 21:00:00+00:00,,2025-12-06 21:00:00+00:00,2025-12-06 21:00:00+00:00,0.0
northdakotastate::northernarizonalumberjacks,North Dakota State Bison,Northern Arizona Lumberjacks,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
northerncolorado::southdakotacoyotes,Northern Colorado Bears,South Dakota Coyotes,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
northerniowa::wichitastateshockers,Northern Iowa Panthers,Wichita State Shockers,2025-12-07T01:00:00Z,2025-12-07 01:00:00+00:00,,2025-12-07 01:00:00+00:00,2025-12-07 01:00:00+00:00,0.0
northernkentucky::purduefortwaynemastodons,Purdue Fort Wayne Mastodons,Northern Kentucky Norse,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
northwestern::ohiostatebuckeyes,Northwestern Wildcats,Ohio State Buckeyes,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
oaklandgoldengrizzlies::toledorockets,Oakland Golden Grizzlies,Toledo Rockets,2025-12-06T20:00:00Z,2025-12-06 20:00:00+00:00,,2025-12-06 20:00:00+00:00,2025-12-06 20:00:00+00:00,0.0
olddominion::richmond,Richmond Spiders,Old Dominion Monarchs,2025-12-06T17:30:00Z,2025-12-06 17:30:00+00:00,,2025-12-06 17:30:00+00:00,2025-12-06 17:30:00+00:00,0.0
omaha::portlandstate,Portland State Vikings,Omaha Mavericks,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
oregonducks::ucla,UCLA Bruins,Oregon Ducks,2025-12-06T23:00:00Z,2025-12-06 23:00:00+00:00,,2025-12-06 23:00:00+00:00,2025-12-06 23:00:00+00:00,0.0
oregonstatebeavers::southernutahthunderbirds,Oregon State Beavers,Southern Utah Thunderbirds,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
pennsylvania::villanova,Villanova Wildcats,Pennsylvania Quakers,2025-12-07T00:30:00Z,2025-12-07 00:30:00+00:00,,2025-12-07 00:30:00+00:00,2025-12-07 00:30:00+00:00,0.0
pepperdine::vermontcatamounts,Pepperdine Waves,Vermont Catamounts,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
providence::rhodeisland,Providence Friars,Rhode Island Rams,2025-12-06T17:00:00Z,2025-12-06 17:00:00+00:00,,2025-12-06 17:00:00+00:00,2025-12-06 17:00:00+00:00,0.0
samhoustonbearkats::texassouthern,Texas Southern Tigers,Sam Houston Bearkats,2025-12-06T22:00:00Z,2025-12-06 22:00:00+00:00,,2025-12-06 22:00:00+00:00,2025-12-06 22:00:00+00:00,0.0
siuedwardsville::westernmichigan,SIU Edwardsville Cougars,Western Michigan Broncos,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
southcarolinagamecocks::stetsonhatters,South Carolina Gamecocks,Stetson Hatters,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
stjosephs::temple,Temple Owls,Saint Joseph's Hawks,2025-12-06T21:30:00Z,2025-12-06 21:30:00+00:00,,2025-12-06 21:30:00+00:00,2025-12-06 21:30:00+00:00,0.0
tennesseetechgolden::westgeorgiawolves,West Georgia Wolves,Tennessee Tech Golden Eagles,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
usctrojans::washington,USC Trojans,Washington Huskies,2025-12-06T23:00:00Z,2025-12-06 23:00:00+00:00,,2025-12-06 23:00:00+00:00,2025-12-06 23:00:00+00:00,0.0
uscupstate::westerncarolinacatamounts,South Carolina Upstate Spartans,Western Carolina Catamounts,2025-12-06T19:00:00Z,2025-12-06 19:00:00+00:00,,2025-12-06 19:00:00+00:00,2025-12-06 19:00:00+00:00,0.0
wakeforestdemon::westvirginia,West Virginia Mountaineers,Wake Forest Demon Deacons,2025-12-06T23:00:00Z,2025-12-06 23:00:00+00:00,,2025-12-06 23:00:00+00:00,2025-12-06 23:00:00+00:00,0.0
