game_id,home_team,away_team,date,start_time,reason,has_model_total,has_model_margin,has_cal_total,has_cal_margin,basis_total,basis_margin
401830127,UL Monroe Warhawks,Arkansas Baptist Buffaloes,2025-12-09,2025-12-09 18:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823432,UMBC Retrievers,Buffalo Bulls,2025-12-09,2025-12-09 22:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820191,VMI Keydets,Loyola Maryland Greyhounds,2025-12-09,2025-12-09 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812669,Holy Cross Crusaders,Regis Pride,2025-12-09,2025-12-09 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823566,Michigan Wolverines,Villanova Wildcats,2025-12-09,2025-12-09 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812923,BYU Cougars,Clemson Tigers,2025-12-09,2025-12-09 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401827071,Winthrop Eagles,Toccoa Falls Eagles,2025-12-09,2025-12-09 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401824872,Furman Paladins,Bob Jones Bruins,2025-12-09,2025-12-09 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817513,Virginia Cavaliers,Maryland Eastern Shore Hawks,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401829439,The Citadel Bulldogs,Southern Wesleyan Warriors,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401829432,Chattanooga Mocs,Oakwood Ambassadors,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401828738,Kentucky Wildcats,North Carolina Central Eagles,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401827529,Howard Bison,North Carolina A&T Aggies,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826839,Temple Owls,Georgian Court Lions,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823389,Northern Kentucky Norse,Brescia Bearcats,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822670,Saint Joseph's Hawks,Coppin State Eagles,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822395,Lindenwood Lions,Culver-Stockton Wildcats,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822326,Ball State Cardinals,South Dakota State Jackrabbits,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401819920,West Virginia Mountaineers,Little Rock Trojans,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401818536,Stony Brook Seawolves,Columbia Lions,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817170,Rhode Island Rams,McNeese Cowboys,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401809082,Rider Broncs,Bucknell Bison,2025-12-09,2025-12-10 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401825404,Ohio State Buckeyes,Illinois Fighting Illini,2025-12-09,2025-12-10 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401818556,Providence Friars,Brown Bears,2025-12-09,2025-12-10 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401829469,Omaha Mavericks,Doane Tigers,2025-12-09,2025-12-10 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813280,DePaul Blue Demons,Morgan State Bears,2025-12-09,2025-12-10 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401825403,Indiana Hoosiers,Penn State Nittany Lions,2025-12-09,2025-12-10 01:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401811111,Wyoming Cowboys,South Dakota Coyotes,2025-12-09,2025-12-10 01:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812793,UConn Huskies,Florida Gators,2025-12-09,2025-12-10 02:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826741,Denver Pioneers,Colorado Christian Cougars,2025-12-09,2025-12-10 02:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401824114,San Diego Toreros,USC Trojans,2025-12-09,2025-12-10 02:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823811,Colorado State Rams,Dartmouth Big Green,2025-12-09,2025-12-10 02:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401819820,Arizona State Sun Devils,Northern Arizona Lumberjacks,2025-12-09,2025-12-10 02:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823312,San José State Spartans,Long Beach State Beach,2025-12-09,2025-12-10 03:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820295,California Golden Bears,Dominican (CA) Penguins,2025-12-09,2025-12-10 03:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
