pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
abilenechristian::pepperdine,Pepperdine Waves,Abilene Christian Wildcats,2025-12-03T07:00:00Z,2025-12-03 07:00:00+00:00,,2025-12-03 02:00:00+00:00,2025-12-03 02:00:00+00:00,300.0
arkansasstateredwolves::utarlington,Arkansas State Red Wolves,UT Arlington Mavericks,2025-12-03T06:00:00Z,2025-12-03 06:00:00+00:00,,2025-12-03 01:00:00+00:00,2025-12-03 01:00:00+00:00,300.0
armyblack::georgewashingtonrevolutionaries,Army Black Knights,George Washington Revolutionaries,2025-12-02T16:00:00Z,2025-12-02 16:00:00+00:00,,2025-12-02 16:00:00+00:00,2025-12-02 16:00:00+00:00,0.0
baylor::sacramentostate,Baylor Bears,Sacramento State Hornets,2025-12-03T06:00:00Z,2025-12-03 06:00:00+00:00,,2025-12-03 01:00:00+00:00,2025-12-03 01:00:00+00:00,300.0
binghamton::lehighmountain,Binghamton Bearcats,Lehigh Mountain Hawks,2025-12-03T05:00:00Z,2025-12-03 05:00:00+00:00,,2025-12-03 00:00:00+00:00,2025-12-03 00:00:00+00:00,300.0
bradley::washingtonstate,Bradley Braves,Washington State Cougars,2025-12-03T06:00:00Z,2025-12-03 06:00:00+00:00,,2025-12-03 01:00:00+00:00,2025-12-03 01:00:00+00:00,300.0
brown::rhodeisland,Rhode Island Rams,Brown Bears,2025-12-03T05:00:00Z,2025-12-03 05:00:00+00:00,,2025-12-03 00:00:00+00:00,2025-12-03 00:00:00+00:00,300.0
bryant::stonehillskyhawks,Bryant Bulldogs,Stonehill Skyhawks,2025-12-02T23:00:00Z,2025-12-02 23:00:00+00:00,,2025-12-02 23:00:00+00:00,2025-12-02 23:00:00+00:00,0.0
butler::easternmichigan,Butler Bulldogs,Eastern Michigan Eagles,2025-12-03T05:00:00Z,2025-12-03 05:00:00+00:00,,2025-12-03 00:00:00+00:00,2025-12-03 00:00:00+00:00,300.0
californiagolden::utahutes,California Golden Bears,Utah Utes,2025-12-03T08:00:00Z,2025-12-03 08:00:00+00:00,,2025-12-03 03:00:00+00:00,2025-12-03 03:00:00+00:00,300.0
