game_id,date,start_time_iso,_start_dt,display_date,start_time_display,start_time_local,start_tz_abbr
401824941,2025-12-17,2025-12-17T17:00:00Z,2025-12-17T17:00:00Z,2025-12-17,11:00 AM,2025-12-17 11:00,CST
401826811,2025-12-17,2025-12-17T17:15:00Z,2025-12-17T17:15:00Z,2025-12-17,11:15 AM,2025-12-17 11:15,CST
401827135,2025-12-17,2025-12-17T18:00:00Z,2025-12-17T18:00:00Z,2025-12-17,12:00 PM,2025-12-17 12:00,CST
401830246,2025-12-17,2025-12-17T22:00:00Z,2025-12-17T22:00:00Z,2025-12-17,4:00 PM,2025-12-17 16:00,CST
401822354,2025-12-17,2025-12-17T23:00:00Z,2025-12-17T23:00:00Z,2025-12-17,5:00 PM,2025-12-17 17:00,CST
401812387,2025-12-17,2025-12-17T23:30:00Z,2025-12-17T23:30:00Z,2025-12-17,5:30 PM,2025-12-17 17:30,CST
401822871,2025-12-17,2025-12-17T23:30:00Z,2025-12-17T23:30:00Z,2025-12-17,5:30 PM,2025-12-17 17:30,CST
401826799,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401828739,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401828479,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401828314,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401827496,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401827453,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401827065,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401825390,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401823491,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401823458,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401823349,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401823222,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401823043,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401822837,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401820815,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401820585,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401819849,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817594,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817593,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817536,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817484,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817450,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817260,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401817179,2025-12-17,2025-12-18T00:00:00Z,2025-12-18T00:00:00Z,2025-12-17,6:00 PM,2025-12-17 18:00,CST
401826883,2025-12-17,2025-12-18T00:30:00Z,2025-12-18T00:30:00Z,2025-12-17,6:30 PM,2025-12-17 18:30,CST
401826877,2025-12-17,2025-12-18T00:30:00Z,2025-12-18T00:30:00Z,2025-12-17,6:30 PM,2025-12-17 18:30,CST
401826848,2025-12-17,2025-12-18T00:30:00Z,2025-12-18T00:30:00Z,2025-12-17,6:30 PM,2025-12-17 18:30,CST
401822999,2025-12-17,2025-12-18T00:30:00Z,2025-12-18T00:30:00Z,2025-12-17,6:30 PM,2025-12-17 18:30,CST
401808919,2025-12-17,2025-12-18T00:30:00Z,2025-12-18T00:30:00Z,2025-12-17,6:30 PM,2025-12-17 18:30,CST
401808578,2025-12-17,2025-12-18T00:30:00Z,2025-12-18T00:30:00Z,2025-12-17,6:30 PM,2025-12-17 18:30,CST
401812267,2025-12-17,2025-12-18T01:00:00Z,2025-12-18T01:00:00Z,2025-12-17,7:00 PM,2025-12-17 19:00,CST
401827197,2025-12-17,2025-12-18T01:00:00Z,2025-12-18T01:00:00Z,2025-12-17,7:00 PM,2025-12-17 19:00,CST
401826953,2025-12-17,2025-12-18T01:00:00Z,2025-12-18T01:00:00Z,2025-12-17,7:00 PM,2025-12-17 19:00,CST
401817191,2025-12-17,2025-12-18T01:00:00Z,2025-12-18T01:00:00Z,2025-12-17,7:00 PM,2025-12-17 19:00,CST
401811113,2025-12-17,2025-12-18T01:00:00Z,2025-12-18T01:00:00Z,2025-12-17,7:00 PM,2025-12-17 19:00,CST
401808577,2025-12-17,2025-12-18T01:00:00Z,2025-12-18T01:00:00Z,2025-12-17,7:00 PM,2025-12-17 19:00,CST
401822870,2025-12-17,2025-12-18T01:30:00Z,2025-12-18T01:30:00Z,2025-12-17,7:30 PM,2025-12-17 19:30,CST
401808575,2025-12-17,2025-12-18T01:30:00Z,2025-12-18T01:30:00Z,2025-12-17,7:30 PM,2025-12-17 19:30,CST
401824035,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401828295,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401827440,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401824131,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401824123,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401819869,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401808967,2025-12-17,2025-12-18T02:00:00Z,2025-12-18T02:00:00Z,2025-12-17,8:00 PM,2025-12-17 20:00,CST
401823356,2025-12-17,2025-12-18T02:30:00Z,2025-12-18T02:30:00Z,2025-12-17,8:30 PM,2025-12-17 20:30,CST
401823507,2025-12-17,2025-12-18T03:00:00Z,2025-12-18T03:00:00Z,2025-12-17,9:00 PM,2025-12-17 21:00,CST
401820557,2025-12-17,2025-12-18T03:00:00Z,2025-12-18T03:00:00Z,2025-12-17,9:00 PM,2025-12-17 21:00,CST
401817473,2025-12-17,2025-12-18T03:00:00Z,2025-12-18T03:00:00Z,2025-12-17,9:00 PM,2025-12-17 21:00,CST
401817162,2025-12-17,2025-12-18T03:00:00Z,2025-12-18T03:00:00Z,2025-12-17,9:00 PM,2025-12-17 21:00,CST
401813764,2025-12-17,2025-12-18T03:30:00Z,2025-12-18T03:30:00Z,2025-12-17,9:30 PM,2025-12-17 21:30,CST
401824093,2025-12-17,2025-12-18T04:00:00Z,2025-12-18T04:00:00Z,2025-12-17,10:00 PM,2025-12-17 22:00,CST
