date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,uncertainty_scale,p_over,p_under,b_over,b_under,ev_over,ev_under,prob,ev,stake
2025-11-09,401828296.0,,FanDuel,totals,,under,153.5,,-113.37915000000001,0.9969249287147676,0.5,0.20786145751165266,0.0014643196596344499,0.9985356803403656,0.9090909090909091,0.9090909090909091,-0.9972044806497887,0.9062953897406978,0.9985356803403656,0.9062953897406978,0.6000000000000001
2025-11-09,401828296.0,,BetOnline.ag,totals,,under,151.0,,-110.87915000000001,0.9961992767734846,0.5,0.20786145751165266,0.0018098682031025826,0.9981901317968974,0.9090909090909091,0.9090909090909091,-0.9965447970668042,0.9056357061577133,0.9981901317968974,0.9056357061577133,0.6000000000000001
2025-11-09,401828296.0,,LowVig.ag,totals,,under,151.0,,-110.87915000000001,0.9961992767734846,0.5,0.20786145751165266,0.0018098682031025826,0.9981901317968974,0.9090909090909091,0.9090909090909091,-0.9965447970668042,0.9056357061577133,0.9981901317968974,0.9056357061577133,0.6000000000000001
2025-11-09,401828296.0,,DraftKings,totals,,under,152.5,,-112.37915000000001,0.9966513661166644,0.5,0.20786145751165266,0.0015945875634931772,0.9984054124365068,0.9090909090909091,0.9090909090909091,-0.9969557873787858,0.9060466964696948,0.9984054124365068,0.9060466964696948,0.6000000000000001
2025-11-09,401828296.0,,BetMGM,totals,,under,152.5,,-112.37915000000001,0.9966513661166644,0.5,0.20786145751165266,0.0015945875634931772,0.9984054124365068,0.9090909090909091,0.9090909090909091,-0.9969557873787858,0.9060466964696948,0.9984054124365068,0.9060466964696948,0.6000000000000001
2025-11-09,401828296.0,,Caesars,totals,,under,153.0,,-112.87915000000001,0.9967908048664819,0.5,0.20786145751165266,0.0015281881588181667,0.9984718118411818,0.9090909090909091,0.9090909090909091,-0.9970825498786199,0.9061734589695289,0.9984718118411818,0.9061734589695289,0.6000000000000001
2025-11-09,401828296.0,,Fanatics,totals,,under,153.0,,-112.87915000000001,0.9967908048664819,0.5,0.20786145751165266,0.0015281881588181667,0.9984718118411818,0.9090909090909091,0.9090909090909091,-0.9970825498786199,0.9061734589695289,0.9984718118411818,0.9061734589695289,0.6000000000000001
2025-11-09,401828296.0,,Bovada,totals,,under,153.5,,-113.37915000000001,0.9969249287147676,0.5,0.20786145751165266,0.0014643196596344499,0.9985356803403656,0.9090909090909091,0.9090909090909091,-0.9972044806497887,0.9062953897406978,0.9985356803403656,0.9062953897406978,0.6000000000000001
2025-11-09,401828296.0,,BetRivers,totals,,under,153.5,,-113.37915000000001,0.9969249287147676,0.5,0.20786145751165266,0.0014643196596344499,0.9985356803403656,0.9090909090909091,0.9090909090909091,-0.9972044806497887,0.9062953897406978,0.9985356803403656,0.9062953897406978,0.6000000000000001
2025-11-09,401828296.0,,BetUS,totals,,under,151.0,,-110.87915000000001,0.9961992767734846,0.5,0.20786145751165266,0.0018098682031025826,0.9981901317968974,0.9090909090909091,0.9090909090909091,-0.9965447970668042,0.9056357061577133,0.9981901317968974,0.9056357061577133,0.6000000000000001
2025-11-09,401812600.0,,FanDuel,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,Fanatics,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,DraftKings,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,Bovada,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,BetOnline.ag,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,LowVig.ag,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,BetMGM,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401812600.0,,BetRivers,totals,,under,147.5,,-111.38938,0.9979888675792458,0.5,0.2178804696849285,0.0009576821051210382,0.999042317894879,0.9090909090909091,0.9090909090909091,-0.9981716977993144,0.9072626068902234,0.999042317894879,0.9072626068902234,0.6000000000000001
2025-11-09,401823022.0,,FanDuel,totals,,under,153.5,,-124.281548,0.9996853075421286,0.5,0.22535644967680052,0.00014985355136731826,0.9998501464486327,0.9090909090909091,0.9090909090909091,-0.9997139159473897,0.9088048250382987,0.9998501464486327,0.9088048250382987,0.6000000000000001
2025-11-09,401823022.0,,Caesars,totals,,under,153.5,,-124.281548,0.9996853075421286,0.5,0.22535644967680052,0.00014985355136731826,0.9998501464486327,0.9090909090909091,0.9090909090909091,-0.9997139159473897,0.9088048250382987,0.9998501464486327,0.9088048250382987,0.6000000000000001
2025-11-09,401823022.0,,BetOnline.ag,totals,,under,153.5,,-124.281548,0.9996853075421286,0.5,0.22535644967680052,0.00014985355136731826,0.9998501464486327,0.9090909090909091,0.9090909090909091,-0.9997139159473897,0.9088048250382987,0.9998501464486327,0.9088048250382987,0.6000000000000001
