date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,1,1,0,5,8.726,8.1455,16.8715,0.5805,5.0,9.0,13.0,4.0,8.0,12.0,11.0,17.0,23.0,-5.0,1.0,6.0,8.726,8.1455,16.534028887374028,0.5805,5.0,9.0,13.0,4.0,8.0,12.0,10.662528887374028,16.662528887374027,22.662528887374027,-5.0,1.0,6.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,2,1,5,10,8.7065,8.126,16.8325,0.5805,5.0,9.0,13.0,5.0,8.0,12.0,11.0,17.0,23.0,-5.0,1.0,6.0,17.4325,16.2715,33.0061964178159,1.161,12.0,17.0,23.0,11.0,16.0,22.0,24.302196417815903,32.30219641781591,42.3021964178159,-6.0,1.0,8.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,3,1,10,15,8.99325,8.451,17.44425,0.54225,5.0,9.0,13.0,5.0,8.0,12.0,12.0,17.0,23.0,-5.0,1.0,6.0,26.42575,24.7225,49.999405983656,1.70325,19.0,26.0,34.0,18.0,25.0,32.0,38.851155983656,49.851155983656,61.851155983656,-6.0,2.0,10.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,4,1,15,20,9.34,8.6725,18.0125,0.6675,5.0,9.0,13.0,5.0,9.0,13.0,12.0,18.0,24.0,-5.0,1.0,6.0,35.76575,33.395,69.16075,2.37075,28.0,35.0,45.0,25.0,33.0,41.0,55.0,69.0,84.0,-7.0,2.0,11.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,5,2,20,25,10.10925,9.6415,19.75075,0.46775,6.0,10.0,15.0,6.0,9.0,14.0,13.0,19.0,27.0,-5.0,0.0,6.0,45.875,43.0365,85.01634329929021,2.8385,37.0,46.0,55.0,34.0,43.0,52.0,71.10484329929022,84.10484329929022,100.10484329929022,-8.0,3.0,13.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,6,2,25,30,9.77125,9.28625,19.0575,0.485,6.0,10.0,14.0,5.0,9.0,14.0,13.0,19.0,26.0,-5.0,1.0,6.0,55.64625,52.32275,102.9806359458395,3.3235,46.0,55.0,66.0,43.0,52.0,62.0,87.0116359458395,103.0116359458395,119.0116359458395,-8.0,3.0,15.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,7,2,30,35,9.97275,9.477,19.44975,0.49575,6.0,10.0,14.0,5.0,9.0,14.0,13.0,19.0,26.0,-5.0,0.0,6.0,65.619,61.79975,120.840865908023,3.81925,55.0,65.0,77.0,51.0,62.0,73.0,103.422115908023,120.422115908023,139.422115908023,-8.0,4.0,16.0
2026-02-22,401812081,Drexel Dragons,Towson Tigers,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,1.5,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,8,2,35,40,11.056,10.50175,21.55775,0.55425,7.0,11.0,16.0,6.0,10.0,15.0,15.0,21.0,29.0,-5.0,1.0,6.0,76.675,72.3015,148.9765,4.3735,65.0,76.0,89.0,61.0,72.0,84.0,129.0,149.0,170.0,-8.0,4.0,17.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,1,1,0,5,8.7165,7.7255,16.442,0.991,5.0,9.0,13.0,4.0,8.0,11.0,11.0,16.0,22.0,-4.0,1.0,6.0,8.7165,7.7255,16.104528887374027,0.991,5.0,9.0,13.0,4.0,8.0,11.0,10.662528887374028,15.662528887374028,21.662528887374027,-4.0,1.0,6.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,2,1,5,10,8.73825,7.76525,16.5035,0.973,5.0,9.0,13.0,4.0,8.0,12.0,11.0,16.0,22.0,-4.0,1.0,6.0,17.45475,15.49075,32.2476964178159,1.964,12.0,17.0,23.0,10.0,15.0,21.0,23.302196417815903,32.30219641781591,41.3021964178159,-5.0,2.0,9.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,3,1,10,15,9.06,7.99075,17.05075,1.06925,5.0,9.0,13.0,4.0,8.0,12.0,11.0,17.0,23.0,-4.0,1.0,6.0,26.51475,23.4815,48.847405983656,3.03325,19.0,26.0,34.0,17.0,23.0,31.0,36.851155983656,48.851155983656,60.851155983656,-5.0,3.0,11.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,4,1,15,20,9.241,8.1835,17.4245,1.0575,5.0,9.0,13.0,4.0,8.0,12.0,12.0,17.0,24.0,-4.0,1.0,6.0,35.75575,31.665,67.42075,4.09075,27.0,36.0,45.0,23.0,32.0,40.0,53.0,67.0,83.0,-5.0,4.0,13.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,5,2,20,25,10.2055,8.9905,19.196,1.215,6.0,10.0,15.0,5.0,9.0,13.0,13.0,19.0,26.0,-4.0,1.0,7.0,45.96125,40.6555,82.72159329929022,5.30575,36.0,46.0,56.0,32.0,41.0,50.0,67.10484329929022,82.10484329929022,99.10484329929022,-5.0,5.0,16.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,6,2,25,30,9.80225,8.72925,18.5315,1.073,6.0,10.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-4.0,1.0,6.0,55.7635,49.38475,100.1598859458395,6.37875,46.0,56.0,66.0,40.0,49.0,59.0,84.0116359458395,100.0116359458395,117.0116359458395,-5.0,6.0,18.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,7,2,30,35,9.9275,8.959,18.8865,0.9685,6.0,10.0,14.0,5.0,9.0,13.0,13.0,19.0,26.0,-4.0,1.0,6.0,65.691,58.34375,117.456865908023,7.34725,55.0,65.0,77.0,48.0,58.0,69.0,99.422115908023,117.422115908023,135.422115908023,-5.0,7.0,20.0
2026-02-22,401813343,Marist Red Foxes,Sacred Heart Pioneers,2026-02-22 13:00,2026-02-22T18:00:00Z,EST,7.75,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,8,2,35,40,10.99775,9.85775,20.8555,1.14,6.0,11.0,16.0,6.0,10.0,14.0,14.0,21.0,28.0,-4.0,1.0,7.0,76.68875,68.2015,144.89025,8.48725,64.0,77.0,89.0,56.0,68.0,80.0,124.0,145.0,166.0,-4.0,8.0,21.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,1,1,0,5,8.3875,8.06925,16.45675,0.31825,5.0,8.0,12.0,4.0,8.0,12.0,11.0,16.0,22.0,-5.0,0.0,5.0,8.3875,8.06925,16.119278887374026,0.31825,5.0,8.0,12.0,4.0,8.0,12.0,10.662528887374028,15.662528887374028,21.662528887374027,-5.0,0.0,5.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,2,1,5,10,8.3155,7.974,16.2895,0.3415,5.0,8.0,12.0,4.0,8.0,12.0,11.0,16.0,22.0,-5.0,0.0,5.0,16.703,16.04325,32.04844641781591,0.65975,11.0,16.0,23.0,11.0,16.0,22.0,23.302196417815903,32.30219641781591,41.3021964178159,-6.0,1.0,8.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,3,1,10,15,8.6745,8.27225,16.94675,0.40225,5.0,9.0,13.0,5.0,8.0,12.0,11.0,17.0,23.0,-5.0,0.0,5.0,25.3775,24.3155,48.544155983656,1.062,18.0,25.0,33.0,18.0,24.0,31.0,36.851155983656,47.851155983656,60.851155983656,-7.0,1.0,9.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,4,1,15,20,8.942,8.486,17.428,0.456,5.0,9.0,13.0,5.0,8.0,12.0,12.0,17.0,23.0,-5.0,0.0,6.0,34.3195,32.8015,67.121,1.518,26.0,34.0,43.0,25.0,33.0,41.0,53.0,67.0,82.0,-7.0,1.0,10.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,5,2,20,25,10.06425,9.039,19.10325,1.02525,6.0,10.0,15.0,5.0,9.0,13.0,13.0,19.0,26.0,-4.0,1.0,6.0,44.38375,41.8405,82.32909329929021,2.54325,35.0,44.0,54.0,33.0,42.0,51.0,67.10484329929022,82.10484329929022,98.10484329929022,-8.0,3.0,13.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,6,2,25,30,9.72325,8.75475,18.478,0.9685,6.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-4.0,1.0,6.0,54.107,50.59525,99.71388594583952,3.51175,44.0,54.0,64.0,41.0,50.0,60.0,83.0116359458395,99.0116359458395,117.0116359458395,-8.0,4.0,15.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,7,2,30,35,9.9425,9.00225,18.94475,0.94025,6.0,10.0,15.0,5.0,9.0,13.0,12.0,19.0,26.0,-4.0,1.0,6.0,64.0495,59.5975,117.069115908023,4.452,53.0,64.0,76.0,49.0,60.0,70.0,98.422115908023,116.422115908023,135.5221159080229,-7.0,4.0,17.0
2026-02-22,401813370,Mount St. Mary's Mountaineers,Canisius Golden Griffins,,,,5.399803139367151,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,8,2,35,40,10.96375,9.889,20.85275,1.07475,7.0,11.0,16.0,6.0,10.0,14.0,14.0,21.0,28.0,-5.0,1.0,7.0,75.01325,69.4865,144.49975,5.52675,62.0,75.0,88.0,57.0,70.0,82.0,123.0,144.0,166.0,-7.0,5.0,19.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,1,1,0,5,8.37975,8.1715,16.55125,0.20825,5.0,8.0,12.0,5.0,8.0,12.0,11.0,16.0,23.0,-5.0,0.0,5.0,8.37975,8.1715,16.213778887374026,0.20825,5.0,8.0,12.0,5.0,8.0,12.0,10.662528887374028,15.662528887374028,22.662528887374027,-5.0,0.0,5.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,2,1,5,10,8.4295,8.196,16.6255,0.2335,5.0,8.0,12.0,5.0,8.0,12.0,11.0,16.0,22.0,-5.0,0.0,5.0,16.80925,16.3675,32.478946417815905,0.44175,11.0,17.0,23.0,11.0,16.0,22.0,24.302196417815903,32.30219641781591,41.3021964178159,-6.0,0.0,7.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,3,1,10,15,8.753,8.51825,17.27125,0.23475,5.0,9.0,13.0,5.0,8.0,13.0,12.0,17.0,23.0,-5.0,0.0,5.0,25.56225,24.88575,49.299155983656,0.6765,19.0,25.0,33.0,18.0,25.0,32.0,37.851155983656,48.851155983656,60.851155983656,-7.0,1.0,9.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,4,1,15,20,8.9585,8.79525,17.75375,0.16325,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-5.0,0.0,5.0,34.52075,33.681,68.20175,0.83975,26.0,34.0,44.0,25.0,33.0,42.0,54.0,68.0,83.0,-8.0,1.0,10.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,5,2,20,25,9.8935,9.4755,19.369,0.418,6.0,10.0,14.0,5.0,9.0,14.0,13.0,19.0,26.0,-5.0,0.0,6.0,44.41425,43.1565,83.67559329929023,1.25775,35.0,44.0,54.0,34.0,43.0,52.0,69.10484329929022,83.10484329929022,99.10484329929022,-9.0,1.0,12.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,6,2,25,30,9.612,9.24225,18.85425,0.36975,6.0,9.0,14.0,5.0,9.0,13.0,12.0,19.0,26.0,-5.0,0.0,6.0,54.02625,52.39875,101.4366359458395,1.6275,44.0,54.0,64.0,43.0,52.0,62.0,85.0116359458395,101.0116359458395,118.0116359458395,-10.0,1.0,13.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,7,2,30,35,9.82225,9.31775,19.14,0.5045,6.0,10.0,14.0,5.0,9.0,14.0,13.0,19.0,26.0,-5.0,1.0,6.0,63.8485,61.7165,118.987115908023,2.132,53.0,64.0,75.0,51.0,62.0,72.09999999999991,101.422115908023,118.422115908023,137.422115908023,-10.0,2.0,14.0
2026-02-22,401813394,Rider Broncs,Niagara Purple Eagles,,,,2.4072029368067263,expected,base,4,4,690ceee4ad6e,8a83769fc7ab,8,2,35,40,10.81425,10.3355,21.14975,0.47875,6.0,11.0,16.0,6.0,10.0,15.0,14.0,21.0,29.0,-5.0,0.0,6.0,74.66275,72.052,146.71475,2.61075,62.0,75.0,87.0,60.0,72.0,84.0,126.0,147.0,168.0,-10.0,2.0,15.0
2026-02-22,401813431,Siena Saints,Saint Peter's Peacocks,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,6.0,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,1,1,0,5,8.11,8.3985,16.5085,-0.2885,4.0,8.0,12.0,5.0,8.0,12.0,11.0,16.0,23.0,-5.0,0.0,5.0,8.11,8.3985,16.171028887374028,-0.2885,4.0,8.0,12.0,5.0,8.0,12.0,10.662528887374028,15.662528887374028,22.662528887374027,-5.0,0.0,5.0
2026-02-22,401813431,Siena Saints,Saint Peter's Peacocks,2026-02-22 14:00,2026-02-22T19:00:00Z,EST,6.0,spread,base,4,4,690ceee4ad6e,8a83769fc7ab,2,1,5,10,8.1405,8.41475,16.55525,-0.27425,4.0,8.0,12.0,5.0,8.0,12.0,11.0,16.0,22.0,-5.0,0.0,5.0,16.2505,16.81325,32.365946417815906,-0.56275,11.0,16.0,22.0,11.0,17.0,23.0,23.302196417815903,32.30219641781591,41.3021964178159,-7.0,0.0,6.0
