date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,0,5,1,9.815,9.02525,17.687881814119752,0.78975,5.0,10.0,15.0,4.0,9.0,14.0,9.84763181411975,16.84763181411975,25.84763181411975,-6.0,1.0,7.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,5,10,1,19.204,17.80375,35.07432730116175,1.40025,12.0,19.0,27.0,11.0,18.0,25.0,24.06657730116175,35.06657730116175,47.06657730116175,-7.0,1.0,10.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,10,15,1,28.61375,26.52125,53.37785075960679,2.0925,20.0,28.0,38.0,18.0,26.0,35.0,39.24285075960679,52.24285075960679,68.2428507596068,-9.0,2.0,13.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,15,20,1,35.8605,33.1905,68.09590616621985,2.67,25.0,36.0,46.0,23.0,33.0,44.0,51.04490616621984,67.04490616621985,85.04490616621985,-9.0,3.0,15.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,20,25,2,45.705,42.4365,86.57939097408399,3.2685,35.0,45.0,57.0,32.0,42.0,53.0,69.437890974084,86.437890974084,104.437890974084,-10.0,3.0,17.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,25,30,2,55.27025,51.28,104.39095598748884,3.99025,44.0,55.0,68.0,40.0,51.0,63.0,86.84070598748883,103.84070598748885,122.84070598748885,-11.0,4.0,18.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,30,35,2,64.86225,60.2355,122.96303150134048,4.62675,52.0,64.0,78.0,48.0,60.0,73.0,103.86528150134048,122.86528150134048,142.9652815013404,-12.0,5.0,21.0
2026-01-25,401812393,New Haven Chargers,Saint Francis Red Flash,,,,35,40,2,72.83575,67.64375,140.682136282395,5.192,59.0,73.0,86.0,55.0,68.0,81.0,121.202636282395,140.202636282395,160.202636282395,-12.0,5.0,22.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,0,5,1,13.13575,12.64,24.62338181411975,0.49575,7.0,13.0,19.0,7.0,12.0,19.0,15.84763181411975,23.84763181411975,33.84763181411975,-7.0,0.0,8.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,5,10,1,25.76275,24.95275,48.78207730116175,0.81,17.0,26.0,34.09999999999991,16.900000000000034,25.0,34.0,35.06657730116175,48.06657730116175,62.06657730116175,-9.0,1.0,11.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,10,15,1,38.445,37.264,73.9518507596068,1.181,28.0,38.0,50.0,26.0,37.0,49.0,56.24285075960679,73.2428507596068,92.2428507596068,-12.0,1.0,14.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,15,20,1,49.9725,48.35225,97.36965616621984,1.62025,37.0,50.0,63.0,36.0,48.0,61.0,76.04490616621985,97.04490616621985,119.04490616621985,-13.0,2.0,16.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,20,25,2,57.79325,55.93725,112.168390974084,1.856,44.900000000000034,58.0,71.0,42.0,56.0,69.0,90.437890974084,112.437890974084,134.437890974084,-13.0,2.0,17.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,25,30,2,65.37925,63.23125,126.45120598748883,2.148,52.0,65.0,79.0,49.0,63.0,77.0,103.84070598748885,125.84070598748885,148.84070598748883,-14.0,2.0,18.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,30,35,2,72.8805,70.4575,141.20328150134048,2.423,58.0,73.0,88.0,56.0,71.0,85.0,117.86528150134048,140.8652815013405,164.8652815013405,-15.0,2.0,20.0
2026-01-25,401817640,IU Indianapolis Jaguars,Purdue Fort Wayne Mastodons,,,,35,40,2,77.45525,74.9295,152.587386282395,2.52575,62.0,77.0,93.0,59.0,75.0,90.0,127.202636282395,153.202636282395,177.202636282395,-15.0,2.0,20.0
2026-01-25,401820218,Mercyhurst Lakers,Chicago State Cougars,2026-01-25 14:00,2026-01-25T19:00:00Z,EST,0,5,1,9.52425,8.955,17.32688181411975,0.56925,5.0,9.0,14.0,4.0,9.0,14.0,9.84763181411975,16.84763181411975,24.84763181411975,-6.0,1.0,7.0
2026-01-25,401820218,Mercyhurst Lakers,Chicago State Cougars,2026-01-25 14:00,2026-01-25T19:00:00Z,EST,5,10,1,18.63025,17.66375,34.36057730116175,0.9665,12.0,18.0,26.0,11.0,17.0,25.0,23.06657730116175,34.06657730116175,46.06657730116175,-8.0,1.0,9.0
2026-01-25,401820218,Mercyhurst Lakers,Chicago State Cougars,2026-01-25 14:00,2026-01-25T19:00:00Z,EST,10,15,1,27.7525,26.28875,52.28410075960679,1.46375,19.0,28.0,37.0,18.0,26.0,35.0,38.24285075960679,52.24285075960679,67.2428507596068,-9.0,1.0,12.0
2026-01-25,401820218,Mercyhurst Lakers,Chicago State Cougars,2026-01-25 14:00,2026-01-25T19:00:00Z,EST,15,20,1,34.74,32.87375,66.65865616621984,1.86625,24.900000000000038,35.0,45.0,23.0,33.0,43.0,49.04490616621984,66.04490616621985,84.04490616621985,-10.0,2.0,13.0
2026-01-25,401820218,Mercyhurst Lakers,Chicago State Cougars,2026-01-25 14:00,2026-01-25T19:00:00Z,EST,20,25,2,44.44575,42.08025,84.963890974084,2.3655,33.0,44.0,56.0,31.0,42.0,53.0,66.437890974084,84.437890974084,103.437890974084,-11.0,2.0,16.0
