game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401804891,2026,2026-01-21,2026-01-22 00:30:00+00:00,2026-01-21 19:30,EST,Sam Houston Bearkats,Kennesaw State Owls,0,0,,,,,False,Bernard G. Johnson Coliseum,2026-01-22T00:30:00Z,2026-01-21,,,2026-01-21,kennesawstate__samhoustonbearkats,,,,,,,,,,,,
401804892,2026,2026-01-21,2026-01-22 00:30:00+00:00,2026-01-21 19:30,EST,Western Kentucky Hilltoppers,Liberty Flames,0,0,,,,,False,E.A. Diddle Arena,2026-01-22T00:30:00Z,2026-01-21,,,2026-01-21,libertyflames__westernkentuckyhilltoppers,,,,,,,,,,,,
401805175,2026,2026-01-21,2026-01-22 01:00:00+00:00,2026-01-21 20:00,EST,UT Arlington Mavericks,Tarleton State Texans,0,0,,,,,False,College Park Center,2026-01-22T01:00:00Z,2026-01-21,,,2026-01-21,tarletonstate__utarlington,,,,,,,,,,,,
401805176,2026,2026-01-21,2026-01-22 03:00:00+00:00,2026-01-21 22:00,EST,California Baptist Lancers,Utah Tech Trailblazers,0,0,,,,,False,Dale E. and Sarah Ann Fowler Events Center,2026-01-22T03:00:00Z,2026-01-21,,,2026-01-21,californiabaptist__utahtechtrailblazers,,,,,,,,,,,,
401805177,2026,2026-01-21,2026-01-22 01:30:00+00:00,2026-01-21 20:30,EST,Southern Utah Thunderbirds,Utah Valley Wolverines,0,0,,,,,False,America First Events Center,2026-01-22T01:30:00Z,2026-01-21,,,2026-01-21,southernutahthunderbirds__utahvalleywolverines,,,,,,,,,,,,
401807697,2026,2026-01-21,2026-01-22 00:00:00+00:00,2026-01-21 19:00,EST,Queens University Royals,North Alabama Lions,0,0,,,,,False,Curry Arena,2026-01-22T00:00:00Z,2026-01-21,,,2026-01-21,northalabama__queensroyals,,,,,,,,,,,,
401808185,2026,2026-01-21,2026-01-22 00:00:00+00:00,2026-01-21 19:00,EST,Kentucky Wildcats,Texas Longhorns,0,0,,,,,False,Rupp Arena,2026-01-22T00:00:00Z,2026-01-21,,,2026-01-21,kentucky__texas,,,,,,,,,,,,
401808187,2026,2026-01-21,2026-01-22 02:00:00+00:00,2026-01-21 21:00,EST,Texas A&M Aggies,Mississippi State Bulldogs,0,0,,,,,False,Reed Arena,2026-01-22T02:00:00Z,2026-01-21,,,2026-01-21,mississippistate__texasaandm,,,,,,,,,,,,
401808627,2026,2026-01-21,2026-01-22 00:00:00+00:00,2026-01-21 19:00,EST,Old Dominion Monarchs,Troy Trojans,0,0,,,,,False,Chartway Arena,2026-01-22T00:00:00Z,2026-01-21,,,2026-01-21,olddominion__troytrojans,,,,,,,,,,,,
401809333,2026,2026-01-21,2026-01-22 00:00:00+00:00,2026-01-21 19:00,EST,Chattanooga Mocs,East Tennessee State Buccaneers,0,0,,,,,False,McKenzie Arena,2026-01-22T00:00:00Z,2026-01-21,,,2026-01-21,chattanoogamocs__easttennesseestate,,,,,,,,,,,,
