game_id,home_team,away_team,pred_total,pred_margin,market_total,spread_home
401822741,VCU Rams,American University Eagles,144.56689453125,27.553804397583008,,
401808579,App State Mountaineers,Coastal Carolina Chanticleers,141.8512420654297,2.9149398803710938,,
401830220,Indiana State Sycamores,Bradley Braves,140.83364868164062,-3.9488844871521,,
401823740,Cal State Bakersfield Roadrunners,Nobel Knights,141.6840362548828,2.654176712036133,,
401812652,Central Connecticut Blue Devils,Fairfield Stags,140.39700317382812,8.123727798461914,,
401820847,Charleston Southern Buccaneers,North Florida Ospreys,143.49746643066405,10.48267422993978,,
401820804,Charlotte 49ers,Lafayette Leopards,138.8634490966797,9.546930313110352,,
401826840,Davidson Wildcats,Temple Owls,146.76400756835938,5.037008762359619,,
401822671,Saint Joseph's Hawks,Delaware State Hornets,141.18678283691406,25.469831466674805,,
401830247,Murray State Racers,Drake Bulldogs,147.5884552001953,2.348209381103516,,
401823862,Manhattan Jaspers,Furman Paladins,138.79132080078125,-17.886056900024414,,
401826973,Gardner-Webb Runnin' Bulldogs,Toccoa Falls Eagles,142.93582153320312,16.030231475830078,,
401826775,Georgia Bulldogs,Western Carolina Catamounts,144.1762237548828,28.500890731811523,,
401827092,Grambling Tigers,Norfolk State Spartans,139.11178588867188,-15.432134628295898,,
401824858,Idaho State Bengals,Montana-Western Bulldogs,141.8512420654297,2.9149398803710938,,
401830248,Southern Illinois Salukis,Illinois State Redbirds,140.6872100830078,7.558311939239502,,
401813295,Oklahoma State Cowboys,Kansas City Roos,145.7163848876953,32.255245208740234,,
401829416,Lehigh Mountain Hawks,Penn State Hazleton Nittany Lions,141.8512420654297,2.9149398803710938,,
401806346,Lindenwood Lions,Western Illinois Leathernecks,139.94851684570312,-16.49186897277832,,
401806347,Southern Indiana Screaming Eagles,Little Rock Trojans,143.34027099609375,8.896574020385742,,
401823333,Long Beach State Beach,Pepperdine Waves,139.91632405598958,0.6257673263549804,,
401808580,Southern Miss Golden Eagles,Louisiana Ragin' Cajuns,141.23928833007812,-3.731290817260742,,
401830424,UNC Asheville Bulldogs,Morris College Hornets,142.27630615234375,3.577815532684326,,
401827073,North Dakota Fighting Hawks,Winthrop Eagles,143.3896942138672,-4.233089923858643,,
401823549,Northern Arizona Lumberjacks,Southern Utah Thunderbirds,139.7997589111328,-12.703271865844728,,
401812257,TCU Horned Frogs,Oral Roberts Golden Eagles,128.44657135009766,8.032356548309327,,
401826074,William & Mary Tribe,Radford Highlanders,142.1404571533203,6.107065200805664,,
401806348,Tennessee Tech Golden Eagles,Southeast Missouri State Redhawks,139.5960693359375,-5.373680591583252,,
401806349,Tennessee State Tigers,UT Martin Skyhawks,142.2638397216797,1.437091588973999,,
