game_id,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name
f37e6d1c9904673e0c98d7e0a82a4aaf,BetOnline.ag,2026-01-23 15:19:07.906923+00:00,-1500.0,874.0,-15.5,142.0,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,LowVig.ag,2026-01-23 15:19:07.906923+00:00,-1500.0,874.0,-15.5,142.0,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,FanDuel,2026-01-23 15:19:07.906923+00:00,-1800.0,920.0,-14.5,142.5,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,Fanatics,2026-01-23 15:19:07.906923+00:00,-1600.0,900.0,-15.5,143.0,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,BetMGM,2026-01-23 15:19:07.906923+00:00,-1600.0,875.0,-15.5,142.5,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,BetUS,2026-01-23 15:19:07.906923+00:00,-1500.0,850.0,-15.0,142.0,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,Bovada,2026-01-23 15:19:07.906923+00:00,,,-15.0,145.0,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,Caesars,2026-01-23 15:19:07.906923+00:00,-1700.0,950.0,-16.0,142.5,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,DraftKings,2026-01-23 15:19:07.906923+00:00,,,-15.5,142.5,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
f37e6d1c9904673e0c98d7e0a82a4aaf,BetRivers,2026-01-23 15:19:07.906923+00:00,-1430.0,700.0,-15.5,,2026-01-23 17:00:00+00:00,Appalachian St Mountaineers,UL Monroe Warhawks
7ea7e9f1f6d2452591579e77e6035883,BetOnline.ag,2026-01-23 15:19:07.906923+00:00,,,-15.5,148.0,2026-01-23 18:00:00+00:00,Austin Peay Governors,Stetson Hatters
