date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,1,1,0,5,9.096,9.50575,18.60175,-0.40975,5.0,9.0,13.0,6.0,9.0,14.0,13.0,18.0,24.0,-6.0,0.0,5.0,9.096,9.50575,15.94476417867244,-0.40975,5.0,9.0,13.0,6.0,9.0,14.0,10.34301417867244,15.34301417867244,21.34301417867244,-6.0,0.0,5.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,2,1,5,10,9.098,9.5305,18.6285,-0.4325,5.0,9.0,13.0,6.0,9.0,14.0,13.0,18.0,24.09999999999991,-6.0,0.0,5.0,18.194,19.03625,32.42038344765687,-0.84225,13.0,18.0,24.0,14.0,19.0,25.0,24.19013344765687,32.19013344765687,41.19013344765687,-8.0,-1.0,6.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,3,1,10,15,9.3335,9.92375,19.25725,-0.59025,6.0,9.0,13.0,6.0,10.0,14.0,13.0,19.0,25.0,-6.0,-1.0,5.0,27.5275,28.96,50.36219114028661,-1.4325,21.0,27.0,34.0,22.0,29.0,36.0,38.874691140286615,49.874691140286615,61.874691140286615,-10.0,-1.0,7.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,4,1,15,20,9.67525,10.13575,19.811,-0.4605,6.0,10.0,14.0,6.0,10.0,14.0,14.0,20.0,26.0,-6.0,0.0,5.0,37.20275,39.09575,76.2985,-1.893,29.0,37.0,45.0,31.0,39.0,47.0,63.0,76.0,90.0,-11.0,-2.0,7.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,5,2,20,25,4.467,4.518,8.985,-0.051,2.0,4.0,8.0,2.0,4.0,8.0,5.0,9.0,14.0,-4.0,0.0,4.0,41.66975,43.61375,79.73969952493357,-1.944,33.0,41.0,50.0,35.0,43.0,52.0,66.45619952493357,79.45619952493357,93.45619952493357,-12.0,-2.0,8.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,6,2,25,30,4.3465,4.3895,8.736,-0.043,2.0,4.0,8.0,2.0,4.0,8.0,4.0,8.0,14.0,-4.0,0.0,4.0,46.01625,48.00325,86.88742854207393,-1.987,37.0,46.0,55.0,39.0,48.0,57.0,72.86792854207394,86.86792854207394,100.86792854207394,-13.0,-2.0,9.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,7,2,30,35,4.412,4.40475,8.81675,0.00725,2.0,4.0,8.0,2.0,4.0,7.0,4.0,9.0,13.0,-4.0,0.0,4.0,50.42825,52.408,94.4681243079828,-1.97975,41.0,50.0,60.0,42.0,52.0,62.0,78.6318743079828,94.6318743079828,109.6318743079828,-14.0,-2.0,10.0
2026-03-08,401825567,Maryland Terrapins,Illinois Fighting Illini,2026-03-08 15:00,2026-03-08T19:00:00Z,EDT,15.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,8,2,35,40,4.88625,4.91375,9.8,-0.0275,2.0,5.0,8.0,2.0,5.0,8.0,5.0,9.0,15.0,-4.0,0.0,4.0,55.3145,57.32175,112.63625,-2.00725,45.0,55.0,66.0,46.0,57.0,68.0,96.0,113.0,130.0,-15.0,-2.0,11.0
2026-03-08,401825568,Michigan Wolverines,Michigan State Spartans,2026-03-08 16:30,2026-03-08T20:30:00Z,EDT,9.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,1,1,0,5,8.933,9.813,18.746,-0.88,5.0,9.0,13.0,6.0,10.0,14.0,13.0,19.0,25.0,-6.0,-1.0,4.0,8.933,9.813,16.08901417867244,-0.88,5.0,9.0,13.0,6.0,10.0,14.0,10.34301417867244,16.34301417867244,22.34301417867244,-6.0,-1.0,4.0
2026-03-08,401825568,Michigan Wolverines,Michigan State Spartans,2026-03-08 16:30,2026-03-08T20:30:00Z,EDT,9.5,spread,base,4,4,982bb9d77fbb,21f6a4cd11c5,2,1,5,10,8.99725,9.832,18.82925,-0.83475,5.0,9.0,13.0,6.0,10.0,14.0,13.0,19.0,25.0,-6.0,-1.0,5.0,17.93025,19.645,32.765383447656866,-1.71475,13.0,18.0,23.0,14.0,20.0,25.0,24.19013344765687,32.19013344765687,41.19013344765687,-9.0,-2.0,5.0
