game_id,date,home_team,away_team,home_possessions,away_possessions,pace,home_efg,home_tov_rate,home_orb_rate,home_ftr,away_efg,away_tov_rate,away_orb_rate,away_ftr
401577620,,Maryland Terrapins,Mount St. Mary's Mountaineers,0.0,0.0,0.0,,,,,,,,
401581082,,Massachusetts Minutemen,UAlbany Great Danes,0.0,0.0,0.0,,,,,,,,
401577627,,Michigan Wolverines,UNC Asheville Bulldogs,0.0,0.0,0.0,,,,,,,,
401604765,,Montana Grizzlies,Northwest Indian RedHawks,0.0,0.0,0.0,,,,,,,,
401590735,,Nevada Wolf Pack,Sacramento State Hornets,0.0,0.0,0.0,,,,,,,,
401608973,,North Texas Mean Green,Northern Iowa Panthers,0.0,0.0,0.0,,,,,,,,
401593829,,Rice Owls,St. Thomas (TX) Celts,0.0,0.0,0.0,,,,,,,,
401602182,,San José State Spartans,UC Irvine Anteaters,0.0,0.0,0.0,,,,,,,,
401587132,,St. John's Red Storm,Stony Brook Seawolves,0.0,0.0,0.0,,,,,,,,
401604781,,Texas A&M-Corpus Christi Islanders,Southwestern Adventist Knights,0.0,0.0,0.0,,,,,,,,
401602969,,UC Riverside Highlanders,UC Merced Bobcats,0.0,0.0,0.0,,,,,,,,
401594069,,Vanderbilt Commodores,Presbyterian Blue Hose,0.0,0.0,0.0,,,,,,,,
401604386,,Weber State Wildcats,Benedictine (AZ) Redhawks,0.0,0.0,0.0,,,,,,,,
401583802,,Western Carolina Catamounts,Dalton State Roadrunners,0.0,0.0,0.0,,,,,,,,
401601129,,Wyoming Cowboys,Northern New Mexico Eagles,0.0,0.0,0.0,,,,,,,,
401602187,,Alcorn State Braves,Xavier (LA) Gold Nuggets,0.0,0.0,0.0,,,,,,,,
401604273,,Bryant Bulldogs,Fisher College Eagles,0.0,0.0,0.0,,,,,,,,
401594170,,Cleveland State Vikings,Defiance Yellow Jackets,0.0,0.0,0.0,,,,,,,,
401598575,,Cornell Big Red,SUNY Morrisville Mustangs,0.0,0.0,0.0,,,,,,,,
401597373,,Delaware Blue Hens,Goldey-Beacom Lightning,0.0,0.0,0.0,,,,,,,,
401593929,,Drake Bulldogs,Lipscomb Bisons,0.0,0.0,0.0,,,,,,,,
401587233,,Eastern Illinois Panthers,Monmouth (IL) Fighting Scots,0.0,0.0,0.0,,,,,,,,
401587224,,Fairleigh Dickinson Knights,Penn State (Brandywine) Lions,0.0,0.0,0.0,,,,,,,,
401576633,,Long Island University Sharks,Fisk Bulldogs,0.0,0.0,0.0,,,,,,,,
401597840,,Loyola Chicago Ramblers,Florida Atlantic Owls,0.0,0.0,0.0,,,,,,,,
401577559,,Maine Black Bears,Maine-Presque Isle Owls,0.0,0.0,0.0,,,,,,,,
401597957,,Mississippi State Bulldogs,Arizona State Sun Devils,0.0,0.0,0.0,,,,,,,,
401597950,,Morehead State Eagles,Shawnee State Bears,0.0,0.0,0.0,,,,,,,,
401574604,,New Hampshire Wildcats,Curry College Colonels,0.0,0.0,0.0,,,,,,,,
401604276,,New Mexico State Aggies,Sul Ross State Lobos,0.0,0.0,0.0,,,,,,,,
401597995,,North Dakota State Bison,Mount Marty College Lancers,0.0,0.0,0.0,,,,,,,,
401594010,,Northern Colorado Bears,Northern New Mexico Eagles,0.0,0.0,0.0,,,,,,,,
401574578,,Ohio Bobcats,Troy Trojans,0.0,0.0,0.0,,,,,,,,
401589361,,Pennsylvania Quakers,Bucknell Bison,0.0,0.0,0.0,,,,,,,,
401583837,,Portland Pilots,Lewis & Clark Pioneers,0.0,0.0,0.0,,,,,,,,
401600250,,Saint Louis Billikens,Lincoln (MO) Blue Tigers,0.0,0.0,0.0,,,,,,,,
401583813,,San Diego Toreros,Jackson State Tigers,0.0,0.0,0.0,,,,,,,,
401579108,,Santa Clara Broncos,Utah Tech Trailblazers,0.0,0.0,0.0,,,,,,,,
401598015,,Seattle U Redhawks,Prairie View A&M Panthers,0.0,0.0,0.0,,,,,,,,
401591581,,SMU Mustangs,Western Illinois Leathernecks,0.0,0.0,0.0,,,,,,,,
401590206,,South Dakota State Jackrabbits,Dakota Wesleyan Tigers,0.0,0.0,0.0,,,,,,,,
401586910,,Syracuse Orange,Canisius Golden Griffins,0.0,0.0,0.0,,,,,,,,
401597885,,Texas Tech Red Raiders,East Texas A&M Lions,0.0,0.0,0.0,,,,,,,,
401597296,,UNLV Rebels,Southern Jaguars,0.0,0.0,0.0,,,,,,,,
401600054,,Winthrop Eagles,Brevard Tornados,0.0,0.0,0.0,,,,,,,,
401604754,,Arkansas-Pine Bluff Golden Lions,Champion Christian Tigers,0.0,0.0,0.0,,,,,,,,
401610179,,Baylor Bears,John Brown Golden Eagles,0.0,0.0,0.0,,,,,,,,
401584336,,Charleston Southern Buccaneers,North Florida Ospreys,0.0,0.0,0.0,,,,,,,,
401597989,,Chicago State Cougars,Mercer Bears,0.0,0.0,0.0,,,,,,,,
401587142,,Coppin State Eagles,Towson Tigers,0.0,0.0,0.0,,,,,,,,
401594592,,Denver Pioneers,Cal Poly Mustangs,0.0,0.0,0.0,,,,,,,,
401588311,,Elon Phoenix,East Tennessee State Buccaneers,0.0,0.0,0.0,,,,,,,,
401601498,,Evansville Purple Aces,University of Health Sciences & Pharmacy Eutectics,0.0,0.0,0.0,,,,,,,,
401608781,,Florida International Panthers,Tarleton State Texans,0.0,0.0,0.0,,,,,,,,
401604272,,Georgia Tech Yellow Jackets,Howard Bison,0.0,0.0,0.0,,,,,,,,
401594189,,Green Bay Phoenix,St. Francis (IL) Fighting Saints,0.0,0.0,0.0,,,,,,,,
401591551,,Hampton Pirates,Mid-Atlantic Christian Mustangs,0.0,0.0,0.0,,,,,,,,
401583734,,Idaho Vandals,Cal State Northridge Matadors,0.0,0.0,0.0,,,,,,,,
401575444,,Iowa State Cyclones,Lindenwood Lions,0.0,0.0,0.0,,,,,,,,
401574579,,Kent State Golden Flashes,James Madison Dukes,0.0,0.0,0.0,,,,,,,,
401583785,,Merrimack Warriors,Worcester State Lancers,0.0,0.0,0.0,,,,,,,,
401592369,,Michigan State Spartans,Southern Indiana Screaming Eagles,0.0,0.0,0.0,,,,,,,,
401587149,,Middle Tennessee Blue Raiders,Stephen F. Austin Lumberjacks,0.0,0.0,0.0,,,,,,,,
401606715,,Morgan State Bears,Cheyney (PA) Wolves,0.0,0.0,0.0,,,,,,,,
401574831,,Nebraska Cornhuskers,Florida A&M Rattlers,0.0,0.0,0.0,,,,,,,,
401594402,,Norfolk State Spartans,Apprentice School Builders,0.0,0.0,0.0,,,,,,,,
401587110,,North Alabama Lions,Alabama A&M Bulldogs,0.0,0.0,0.0,,,,,,,,
401590878,,North Carolina Central Eagles,Virginia-Lynchburg Dragons,0.0,0.0,0.0,,,,,,,,
401594070,,Presbyterian Blue Hose,Columbia International Rams,0.0,0.0,0.0,,,,,,,,
401587158,,Purdue Fort Wayne Mastodons,Andrews University Cardinals,0.0,0.0,0.0,,,,,,,,
401576157,,Rhode Island Rams,Fairfield Stags,0.0,0.0,0.0,,,,,,,,
401604889,,Robert Morris Colonials,Point Park Pioneers,0.0,0.0,0.0,,,,,,,,
401598038,,Saint Mary's Gaels,New Mexico Lobos,0.0,0.0,0.0,,,,,,,,
401584450,,Sam Houston Bearkats,Utah Valley Wolverines,0.0,0.0,0.0,,,,,,,,
401589377,,San Francisco Dons,Saint Francis Red Flash,0.0,0.0,0.0,,,,,,,,
401602183,,San José State Spartans,Bethesda University Flames,0.0,0.0,0.0,,,,,,,,
401604334,,SIU Edwardsville Cougars,North Park Vikings,0.0,0.0,0.0,,,,,,,,
401581783,,SMU Mustangs,Lamar Cardinals,0.0,0.0,0.0,,,,,,,,
401600141,,Southern Utah Thunderbirds,Life Pacific Warriors,0.0,0.0,0.0,,,,,,,,
401577572,,South Florida Bulls,South Carolina State Bulldogs,0.0,0.0,0.0,,,,,,,,
401584400,,Stonehill Skyhawks,Army Black Knights,0.0,0.0,0.0,,,,,,,,
401578010,,TCU Horned Frogs,Omaha Mavericks,0.0,0.0,0.0,,,,,,,,
401594462,,Tennessee State Tigers,Kentucky State Thorobreds,0.0,0.0,0.0,,,,,,,,
401599982,,Tulane Green Wave,Northwestern State Demons,0.0,0.0,0.0,,,,,,,,
401576680,,UC Davis Aggies,Pepperdine Waves,0.0,0.0,0.0,,,,,,,,
401594030,,UC Santa Barbara Gauchos,Portland State Vikings,0.0,0.0,0.0,,,,,,,,
401600062,,USC Trojans,Cal State Bakersfield Roadrunners,0.0,0.0,0.0,,,,,,,,
401604331,,UTEP Miners,Science & Arts (OK) Drovers,0.0,0.0,0.0,,,,,,,,
401575390,,VMI Keydets,Christendom Crusaders,0.0,0.0,0.0,,,,,,,,
401589463,,Wagner Seahawks,Molloy Lions,0.0,0.0,0.0,,,,,,,,
401581775,,Washington Huskies,Northern Kentucky Norse,0.0,0.0,0.0,,,,,,,,
401577583,,Wichita State Shockers,Western Kentucky Hilltoppers,0.0,0.0,0.0,,,,,,,,
401594150,,William & Mary Tribe,American University Eagles,0.0,0.0,0.0,,,,,,,,
401591430,,Alabama Crimson Tide,Indiana State Sycamores,0.0,0.0,0.0,,,,,,,,
401594525,,Arkansas Razorbacks,Gardner-Webb Runnin' Bulldogs,0.0,0.0,0.0,,,,,,,,
401593950,,BYU Cougars,San Diego State Aztecs,0.0,0.0,0.0,,,,,,,,
401576148,,Duke Blue Devils,Arizona Wildcats,0.0,0.0,0.0,,,,,,,,
401587185,,Gonzaga Bulldogs,Yale Bulldogs,0.0,0.0,0.0,,,,,,,,
401584511,,Illinois Fighting Illini,Oakland Golden Grizzlies,0.0,0.0,0.0,,,,,,,,
401575452,,Kansas Jayhawks,Manhattan Jaspers,0.0,0.0,0.0,,,,,,,,
401588943,,Kentucky Wildcats,East Texas A&M Lions,0.0,0.0,0.0,,,,,,,,
401577599,,Marquette Golden Eagles,Rider Broncs,0.0,0.0,0.0,,,,,,,,
401575461,,Miami Hurricanes,UCF Knights,0.0,0.0,0.0,,,,,,,,
401575510,,Ohio State Buckeyes,Texas A&M Aggies,0.0,0.0,0.0,,,,,,,,
401577641,,Purdue Boilermakers,Morehead State Eagles,0.0,0.0,0.0,,,,,,,,
401583725,,Texas Longhorns,Delaware State Hornets,0.0,0.0,0.0,,,,,,,,
401584357,,Villanova Wildcats,Le Moyne Dolphins,0.0,0.0,0.0,,,,,,,,
401575518,,Wisconsin Badgers,Tennessee Volunteers,0.0,0.0,0.0,,,,,,,,
401611838,,Arkansas-Pine Bluff Golden Lions,Southwestern Christian Eagles,0.0,0.0,0.0,,,,,,,,
401574582,,Ball State Cardinals,Old Dominion Monarchs,0.0,0.0,0.0,,,,,,,,
401574584,,Bowling Green Falcons,Arkansas State Red Wolves,0.0,0.0,0.0,,,,,,,,
401587205,,Bradley Braves,Utah State Aggies,0.0,0.0,0.0,,,,,,,,
401577657,,Brown Bears,Loyola Maryland Greyhounds,0.0,0.0,0.0,,,,,,,,
401574583,,Buffalo Bulls,South Alabama Jaguars,0.0,0.0,0.0,,,,,,,,
401598760,,Cal State Fullerton Titans,La Sierra Golden Eagles,0.0,0.0,0.0,,,,,,,,
401574589,,Central Michigan Chippewas,UL Monroe Warhawks,0.0,0.0,0.0,,,,,,,,
401587199,,Cleveland State Vikings,Ohio Bobcats,0.0,0.0,0.0,,,,,,,,
401582139,,Columbia Lions,UAlbany Great Danes,0.0,0.0,0.0,,,,,,,,
401577592,,Creighton Bluejays,North Dakota State Bison,0.0,0.0,0.0,,,,,,,,
401597890,,DePaul Blue Demons,Long Beach State Beach,0.0,0.0,0.0,,,,,,,,
401583608,,East Carolina Pirates,Campbell Fighting Camels,0.0,0.0,0.0,,,,,,,,
401574587,,Eastern Michigan Eagles,Georgia Southern Eagles,0.0,0.0,0.0,,,,,,,,
401586890,,Fordham Rams,Cornell Big Red,0.0,0.0,0.0,,,,,,,,
401575480,,Georgetown Hoyas,Holy Cross Crusaders,0.0,0.0,0.0,,,,,,,,
401581073,,George Washington Revolutionaries,William & Mary Tribe,0.0,0.0,0.0,,,,,,,,
401575435,,Houston Cougars,Texas A&M-Corpus Christi Islanders,0.0,0.0,0.0,,,,,,,,
401591575,,Jacksonville State Gamecocks,Utah Tech Trailblazers,0.0,0.0,0.0,,,,,,,,
401581802,,Kansas City Roos,University Of Saint Mary,0.0,0.0,0.0,,,,,,,,
401597921,,Kent State Golden Flashes,Fresno State Bulldogs,0.0,0.0,0.0,,,,,,,,
401593770,,La Salle Explorers,Northeastern Huskies,0.0,0.0,0.0,,,,,,,,
401593930,,Lipscomb Bisons,Asbury Eagles,0.0,0.0,0.0,,,,,,,,
401597903,,Longwood Lancers,St. Mary's (MD) Seahawks,0.0,0.0,0.0,,,,,,,,
401587234,,Loyola Chicago Ramblers,Eastern Illinois Panthers,0.0,0.0,0.0,,,,,,,,
401604793,,Maryland Eastern Shore Hawks,Philadelphia Biblical University Highlanders,0.0,0.0,0.0,,,,,,,,
401574586,,Miami (OH) RedHawks,Texas State Bobcats,0.0,0.0,0.0,,,,,,,,
401597983,,Mississippi State Bulldogs,UT Martin Skyhawks,0.0,0.0,0.0,,,,,,,,
401589735,,Mount St. Mary's Mountaineers,Coppin State Eagles,0.0,0.0,0.0,,,,,,,,
401579031,,New Orleans Privateers,Southern-New Orleans Knights,0.0,0.0,0.0,,,,,,,,
401584389,,Niagara Purple Eagles,Bucknell Bison,0.0,0.0,0.0,,,,,,,,
401598976,,NJIT Highlanders,Saint Peter's Peacocks,0.0,0.0,0.0,,,,,,,,
401574585,,Northern Illinois Huskies,App State Mountaineers,0.0,0.0,0.0,,,,,,,,
401581811,,North Texas Mean Green,Omaha Mavericks,0.0,0.0,0.0,,,,,,,,
401582012,,Notre Dame Fighting Irish,Western Carolina Catamounts,0.0,0.0,0.0,,,,,,,,
401581157,,Providence Friars,Milwaukee Panthers,0.0,0.0,0.0,,,,,,,,
401593789,,Richmond Spiders,Siena Saints,0.0,0.0,0.0,,,,,,,,
401580105,,Saint Louis Billikens,Illinois State Redbirds,0.0,0.0,0.0,,,,,,,,
401579109,,Santa Clara Broncos,Saint Francis Red Flash,0.0,0.0,0.0,,,,,,,,
401581170,,Seattle U Redhawks,Montana State Bobcats,0.0,0.0,0.0,,,,,,,,
401587127,,Seton Hall Pirates,Fairleigh Dickinson Knights,0.0,0.0,0.0,,,,,,,,
401575417,,St. Bonaventure Bonnies,Canisius Golden Griffins,0.0,0.0,0.0,,,,,,,,
401608791,,Tarleton State Texans,UNT Dallas Trailblazers,0.0,0.0,0.0,,,,,,,,
401574581,,Toledo Rockets,Louisiana Ragin' Cajuns,0.0,0.0,0.0,,,,,,,,
401604805,,Tulsa Golden Hurricane,Incarnate Word Cardinals,0.0,0.0,0.0,,,,,,,,
401603530,,UC Irvine Anteaters,New Mexico State Aggies,0.0,0.0,0.0,,,,,,,,
401589296,,UConn Huskies,Stonehill Skyhawks,0.0,0.0,0.0,,,,,,,,
401594110,,UC San Diego Tritons,San Diego Toreros,0.0,0.0,0.0,,,,,,,,
401582027,,UMBC Retrievers,Marist Red Foxes,0.0,0.0,0.0,,,,,,,,
401601463,,UNC Asheville Bulldogs,UNC Wilmington Seahawks,0.0,0.0,0.0,,,,,,,,
401597297,,UNLV Rebels,Stetson Hatters,0.0,0.0,0.0,,,,,,,,
401608794,,UT Arlington Mavericks,UT Tyler Patriots,0.0,0.0,0.0,,,,,,,,
401597846,,Vermont Catamounts,Plattsburgh St Cardinals,0.0,0.0,0.0,,,,,,,,
401574588,,Western Michigan Broncos,Georgia State Panthers,0.0,0.0,0.0,,,,,,,,
401600055,,Winthrop Eagles,Drexel Dragons,0.0,0.0,0.0,,,,,,,,
401594579,,Wofford Terriers,High Point Panthers,0.0,0.0,0.0,,,,,,,,
401601130,,Wyoming Cowboys,Cal Poly Mustangs,0.0,0.0,0.0,,,,,,,,
401602630,,Baylor Bears,Gardner-Webb Runnin' Bulldogs,0.0,0.0,0.0,,,,,,,,
401574592,,Binghamton Bearcats,Keystone Giants,0.0,0.0,0.0,,,,,,,,
401598044,,Boise State Broncos,San Francisco Dons,0.0,0.0,0.0,,,,,,,,
401593971,,Cincinnati Bearcats,Eastern Washington Eagles,0.0,0.0,0.0,,,,,,,,
401583849,,Clemson Tigers,Davidson Wildcats,0.0,0.0,0.0,,,,,,,,
401591555,,Columbia Lions,Bard College BARD,0.0,0.0,0.0,,,,,,,,
401594441,,Delaware Blue Hens,Air Force Falcons,0.0,0.0,0.0,,,,,,,,
401590879,,Georgia Bulldogs,North Carolina Central Eagles,0.0,0.0,0.0,,,,,,,,
401584360,,Grand Canyon Lopes,Northern Arizona Lumberjacks,0.0,0.0,0.0,,,,,,,,
401577613,,Indiana Hoosiers,Army Black Knights,0.0,0.0,0.0,,,,,,,,
401575445,,Iowa State Cyclones,Idaho State Bengals,0.0,0.0,0.0,,,,,,,,
401581836,,James Madison Dukes,Howard Bison,0.0,0.0,0.0,,,,,,,,
401587186,,Loyola Marymount Lions,Yale Bulldogs,0.0,0.0,0.0,,,,,,,,
401577560,,Maine Black Bears,Merrimack Warriors,0.0,0.0,0.0,,,,,,,,
401597912,,Montana Grizzlies,UC Davis Aggies,0.0,0.0,0.0,,,,,,,,
401606716,,Morgan State Bears,Penn State - Wilkes-Barre Mountain Lions,0.0,0.0,0.0,,,,,,,,
401583597,,North Carolina Tar Heels,Lehigh Mountain Hawks,0.0,0.0,0.0,,,,,,,,
401588312,,North Dakota Fighting Hawks,Elon Phoenix,0.0,0.0,0.0,,,,,,,,
401603540,,Oklahoma State Cowboys,Sam Houston Bearkats,0.0,0.0,0.0,,,,,,,,
401576681,,Pepperdine Waves,Lafayette Leopards,0.0,0.0,0.0,,,,,,,,
401583838,,Portland Pilots,UC Riverside Highlanders,0.0,0.0,0.0,,,,,,,,
401594031,,Portland State Vikings,Linfield College Wildcats,0.0,0.0,0.0,,,,,,,,
401587159,,Purdue Fort Wayne Mastodons,East Texas A&M Lions,0.0,0.0,0.0,,,,,,,,
401587135,,Radford Highlanders,Eastern Mennonite Royals,0.0,0.0,0.0,,,,,,,,
401600448,,Rutgers Scarlet Knights,Bryant Bulldogs,0.0,0.0,0.0,,,,,,,,
401598039,,Saint Mary's Gaels,Weber State Wildcats,0.0,0.0,0.0,,,,,,,,
401600049,,South Carolina Upstate Spartans,Carolina University Bruins,0.0,0.0,0.0,,,,,,,,
401598585,,Southern Indiana Screaming Eagles,Chicago State Cougars,0.0,0.0,0.0,,,,,,,,
401598002,,St. Thomas-Minnesota Tommies,North Central (MN) Rams,0.0,0.0,0.0,,,,,,,,
401597886,,Texas Tech Red Raiders,San José State Spartans,0.0,0.0,0.0,,,,,,,,
401587143,,Towson Tigers,Robert Morris Colonials,0.0,0.0,0.0,,,,,,,,
401583848,,UAB Blazers,Maryland Terrapins,0.0,0.0,0.0,,,,,,,,
401581776,,Washington Huskies,Nevada Wolf Pack,0.0,0.0,0.0,,,,,,,,
401594473,,Western Illinois Leathernecks,St. Ambrose Fighting Bees,0.0,0.0,0.0,,,,,,,,
401577584,,Wichita State Shockers,Friends University Falcons,0.0,0.0,0.0,,,,,,,,
401594394,,American University Eagles,Siena Saints,0.0,0.0,0.0,,,,,,,,
401600256,,Arizona Wildcats,Southern Jaguars,0.0,0.0,0.0,,,,,,,,
401581855,,Arkansas Razorbacks,Old Dominion Monarchs,0.0,0.0,0.0,,,,,,,,
401581164,,Butler Bulldogs,East Tennessee State Buccaneers,0.0,0.0,0.0,,,,,,,,
401581771,,California Golden Bears,Cal State Bakersfield Roadrunners,0.0,0.0,0.0,,,,,,,,
401574409,,Central Arkansas Bears,Arkansas-Pine Bluff Golden Lions,0.0,0.0,0.0,,,,,,,,
401592101,,Central Connecticut Blue Devils,Framingham State Rams,0.0,0.0,0.0,,,,,,,,
401597895,,Charleston Southern Buccaneers,Johnson & Wales (NC) JOHNSON & WALES-CHARLOTTE,0.0,0.0,0.0,,,,,,,,
401583850,,Duquesne Dukes,Stony Brook Seawolves,0.0,0.0,0.0,,,,,,,,
401576158,,Fairfield Stags,Mount Saint Mary (NY) Knights,0.0,0.0,0.0,,,,,,,,
401586905,,Florida State Seminoles,Central Michigan Chippewas,0.0,0.0,0.0,,,,,,,,
401575436,,Houston Cougars,Stetson Hatters,0.0,0.0,0.0,,,,,,,,
401590207,,Kansas State Wildcats,South Dakota State Jackrabbits,0.0,0.0,0.0,,,,,,,,
401602691,,Le Moyne Dolphins,SUNY-Canton Roos,0.0,0.0,0.0,,,,,,,,
401587241,,Lindenwood Lions,Hannibal-Lagrange Trojans,0.0,0.0,0.0,,,,,,,,
401600071,,Louisiana Tech Bulldogs,Lyon Scots,0.0,0.0,0.0,,,,,,,,
401577683,,Massachusetts Minutemen,Quinnipiac Bobcats,0.0,0.0,0.0,,,,,,,,
401579003,,McNeese Cowboys,Champion Christian Tigers,0.0,0.0,0.0,,,,,,,,
401588937,,Miami Hurricanes,Florida International Panthers,0.0,0.0,0.0,,,,,,,,
401583803,,Middle Tennessee Blue Raiders,Western Carolina Catamounts,0.0,0.0,0.0,,,,,,,,
401577698,,Missouri State Bears,Oral Roberts Golden Eagles,0.0,0.0,0.0,,,,,,,,
401594538,,Missouri Tigers,SIU Edwardsville Cougars,0.0,0.0,0.0,,,,,,,,
401574832,,Nebraska Cornhuskers,Rider Broncs,0.0,0.0,0.0,,,,,,,,
401591552,,Norfolk State Spartans,Hampton Pirates,0.0,0.0,0.0,,,,,,,,
401588587,,Northern Illinois Huskies,Illinois Tech Scarlet Hawks,0.0,0.0,0.0,,,,,,,,
401602357,,Northwestern State Demons,Stephen F. Austin Lumberjacks,0.0,0.0,0.0,,,,,,,,
401584358,,Pennsylvania Quakers,Villanova Wildcats,0.0,0.0,0.0,,,,,,,,
401576635,,Pepperdine Waves,Long Island University Sharks,0.0,0.0,0.0,,,,,,,,
401577553,,Pittsburgh Panthers,Florida Gulf Coast Eagles,0.0,0.0,0.0,,,,,,,,
401594071,,Presbyterian Blue Hose,The Citadel Bulldogs,0.0,0.0,0.0,,,,,,,,
401574570,,Purdue Boilermakers,Xavier Musketeers,0.0,0.0,0.0,,,,,,,,
401575391,,South Carolina Gamecocks,VMI Keydets,0.0,0.0,0.0,,,,,,,,
401584337,,South Carolina State Bulldogs,North Florida Ospreys,0.0,0.0,0.0,,,,,,,,
401574571,,St. John's Red Storm,Michigan Wolverines,0.0,0.0,0.0,,,,,,,,
401604782,,Texas A&M-Corpus Christi Islanders,Dallas Christian Crusaders,0.0,0.0,0.0,,,,,,,,
401594111,,UC San Diego Tritons,La Verne Leopards,0.0,0.0,0.0,,,,,,,,
401601134,,UTEP Miners,UC Santa Barbara Gauchos,0.0,0.0,0.0,,,,,,,,
401604761,,UT Martin Skyhawks,Brescia Bearcats,0.0,0.0,0.0,,,,,,,,
401611424,,Youngstown State Penguins,Ohio Christian Trailblazers,0.0,0.0,0.0,,,,,,,,
401591431,,Alabama Crimson Tide,South Alabama Jaguars,0.0,0.0,0.0,,,,,,,,
401581803,,Baylor Bears,Kansas City Roos,0.0,0.0,0.0,,,,,,,,
401594480,,Colorado Buffaloes,Milwaukee Panthers,0.0,0.0,0.0,,,,,,,,
401574574,,Creighton Bluejays,Iowa Hawkeyes,0.0,0.0,0.0,,,,,,,,
401581349,,Florida Atlantic Owls,Eastern Michigan Eagles,0.0,0.0,0.0,,,,,,,,
401606989,,Gonzaga Bulldogs,Eastern Oregon Mountaineers,0.0,0.0,0.0,,,,,,,,
401574573,,Illinois Fighting Illini,Marquette Golden Eagles,0.0,0.0,0.0,,,,,,,,
401575453,,Kansas Jayhawks,Kentucky Wildcats,0.0,0.0,0.0,,,,,,,,
401576149,,Michigan State Spartans,Duke Blue Devils,0.0,0.0,0.0,,,,,,,,
401575511,,SMU Mustangs,Texas A&M Aggies,0.0,0.0,0.0,,,,,,,,
401575519,,Tennessee Volunteers,Wofford Terriers,0.0,0.0,0.0,,,,,,,,
401591369,,UConn Huskies,Mississippi Valley State Delta Devils,0.0,0.0,0.0,,,,,,,,
401603531,,USC Trojans,UC Irvine Anteaters,0.0,0.0,0.0,,,,,,,,
401574618,,Bethune-Cookman Wildcats,Trinity Baptist Eagles,0.0,0.0,0.0,,,,,,,,
401593790,,Boston College Eagles,Richmond Spiders,0.0,0.0,0.0,,,,,,,,
