method,outcome,rows,brier,log_loss,auc
p_over,ou_outcome,799,0.48425858321652065,4.461130070106283,0.5132523017485763
p_home_cover_dist,cover_home_outcome,799,0.11864892485087718,0.38611603790678667,0.8796626054358013
