game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401809079,2025,2025-11-30,2025-11-30 19:00:00+00:00,2025-11-30 14:00,EST,Bucknell Bison,Cornell Big Red,0,0,0.0,0.0,,,False,Sojka Pavilion,2025-11-30T19:00:00Z,2025-11-30,,,2025-11-30,bucknell__cornellbigred,5e081bbec0e606f1ec87315a9e508310,DraftKings,2025-11-30 19:06:12.655241+00:00,145.0,-188.0,3.5,150.5,2025-11-30 19:02:26+00:00,Bucknell Bison,Cornell Big Red,2025-11-30,bucknell__cornellbigred
401811970,2025,2025-11-30,2025-11-30 20:30:00+00:00,2025-11-30 15:30,EST,Charleston Cougars,Belmont Bruins,0,0,,,,,False,TD Arena,2025-11-30T20:30:00Z,2025-11-30,,,2025-11-30,belmont__charleston,670c2a5a3b39c16a2ffb62aea9737270,FanDuel,2025-11-30 19:06:12.655241+00:00,130.0,-156.0,2.5,154.5,2025-11-30 20:30:00+00:00,Charleston Cougars,Belmont Bruins,2025-11-30,belmont__charleston
401812580,2025,2025-11-30,2025-11-30 19:30:00+00:00,2025-11-30 14:30,EST,Pennsylvania Quakers,Hofstra Pride,0,0,,,,,False,The Palestra,2025-11-30T19:30:00Z,2025-11-30,2025-11-30 14:30,EST,2025-11-30,hofstrapride__pennsylvania,6a8a90512adae138cb38b79b74f7e317,DraftKings,2025-11-30 19:06:12.655241+00:00,105.0,-125.0,1.5,149.5,2025-11-30 19:30:00+00:00,Pennsylvania Quakers,Hofstra Pride,2025-11-30,hofstrapride__pennsylvania
401812648,2025,2025-11-30,2025-11-30 18:00:00+00:00,2025-11-30 13:00,EST,Central Connecticut Blue Devils,Johnson & Wales (RI) Griffins,84,44,55.0,28.0,29.0,16.0,False,Detrick Gymnasium,2025-11-30T18:00:00Z,2025-11-30,,,2025-11-30,centralconnecticutbluedevils__johnsonandwalesri,,,,,,,,,,,,
401817200,2025,2025-11-30,2025-11-30 20:30:00+00:00,2025-11-30 15:30,EST,Florida Atlantic Owls,St. Bonaventure Bonnies,0,0,,,,,False,Eleanor R. Baldwin Arena,2025-11-30T20:30:00Z,2025-11-30,,,2025-11-30,floridaatlantic__stbonaventurebonnies,34b9d341629446a5aa774d9b9ad5d4c4,FanDuel,2025-11-30 19:06:12.655241+00:00,-142.0,116.0,-2.5,145.5,2025-11-30 20:30:00+00:00,Florida Atlantic Owls,St. Bonaventure Bonnies,2025-11-30,floridaatlantic__stbonaventurebonnies
401818302,2025,2025-11-30,2025-11-30 19:00:00+00:00,2025-11-30 14:00,EST,Vermont Catamounts,Yale Bulldogs,0,0,0.0,0.0,,,False,Patrick Gymnasium,2025-11-30T19:00:00Z,2025-11-30,,,2025-11-30,vermontcatamounts__yale,cb31ce9b01242bfa12fa577577087c88,FanDuel,2025-11-30 19:06:12.655241+00:00,235.0,-320.0,6.5,144.5,2025-11-30 19:00:00+00:00,Vermont Catamounts,Yale Bulldogs,2025-11-30,vermontcatamounts__yale
401819901,2025,2025-11-30,2025-11-30 20:00:00+00:00,2025-11-30 15:00,EST,Texas Tech Red Raiders,Wyoming Cowboys,0,0,,,,,False,United Supermarkets Arena,2025-11-30T20:00:00Z,2025-11-30,,,2025-11-30,texastechredraiders__wyoming,9bf4dcafab589ee088bf1f1079e59143,FanDuel,2025-11-30 19:06:12.655241+00:00,-4500.0,1600.0,-20.5,152.5,2025-11-30 20:00:00+00:00,Texas Tech Red Raiders,Wyoming Cowboys,2025-11-30,texastechredraiders__wyoming
401819918,2025,2025-11-30,2025-11-30 20:00:00+00:00,2025-11-30 15:00,EST,West Virginia Mountaineers,Mercyhurst Lakers,0,0,,,,,False,WVU Coliseum,2025-11-30T20:00:00Z,2025-11-30,,,2025-11-30,mercyhurst__westvirginia,40000fab197ef720b85eed6761ddd598,FanDuel,2025-11-30 19:06:12.655241+00:00,-7000.0,2000.0,-21.5,126.5,2025-11-30 20:00:00+00:00,West Virginia Mountaineers,Mercyhurst Lakers,2025-11-30,mercyhurst__westvirginia
401820189,2025,2025-11-30,2025-11-30 23:00:00+00:00,2025-11-30 18:00,EST,Loyola Maryland Greyhounds,Coppin State Eagles,0,0,,,,,False,Reitz Arena,2025-11-30T23:00:00Z,2025-11-30,,,2025-11-30,coppinstate__loyolamaryland,,,,,,,,,,,,
401820581,2025,2025-11-30,2025-11-30 19:00:00+00:00,2025-11-30 14:00,EST,Quinnipiac Bobcats,Stonehill Skyhawks,0,3,0.0,3.0,,,False,M&T Bank Arena,2025-11-30T19:00:00Z,2025-11-30,,,2025-11-30,quinnipiac__stonehillskyhawks,971e537d01cfaa046ac1643ffb3ecdbf,DraftKings,2025-11-30 19:06:12.655241+00:00,-850.0,520.0,-10.5,142.5,2025-11-30 19:01:52+00:00,Quinnipiac Bobcats,Stonehill Skyhawks,2025-11-30,quinnipiac__stonehillskyhawks
