game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401812792,2025-12-05,2025-12-06 00:30:00+00:00,UConn Huskies,East Texas A&M Lions,83,59,38.0,27.0,45.0,32.0,,Gampel Pavilion,False
401824034,2025-12-05,2025-12-06 00:00:00+00:00,Kentucky Wildcats,Gonzaga Bulldogs,59,94,20.0,43.0,39.0,51.0,,Bridgestone Arena,True
401827112,2025-12-05,2025-12-06 00:00:00+00:00,Bethune-Cookman Wildcats,South Carolina State Bulldogs,80,59,43.0,30.0,37.0,29.0,,Moore Gymnasium (FL),False
401826979,2025-12-05,2025-12-06 00:00:00+00:00,High Point Panthers,NJIT Highlanders,89,72,49.0,34.0,40.0,38.0,,Qubein Center,False
401824891,2025-12-05,2025-12-06 00:00:00+00:00,East Tennessee State Buccaneers,South Alabama Jaguars,91,65,36.0,31.0,55.0,34.0,,Freedom Hall (TN),False
401824092,2025-12-05,2025-12-06 00:00:00+00:00,Portland Pilots,Lewis & Clark Pioneers,104,87,53.0,45.0,51.0,42.0,,Chiles Center,False
401822739,2025-12-05,2025-12-06 00:00:00+00:00,VCU Rams,Samford Bulldogs,83,57,34.0,31.0,49.0,26.0,,Siegel Center,False
401820582,2025-12-05,2025-12-06 00:00:00+00:00,Iona Gaels,Quinnipiac Bobcats,68,89,34.0,36.0,34.0,53.0,,Hynes Athletics Center,False
401820213,2025-12-05,2025-12-06 00:00:00+00:00,Lafayette Leopards,Mercyhurst Lakers,79,71,34.0,34.0,45.0,37.0,,Kirby Sports Center,False
401818554,2025-12-05,2025-12-06 00:00:00+00:00,Brown Bears,Bryant Bulldogs,75,56,41.0,28.0,34.0,28.0,,Pizzitola Sports Center,False
401813380,2025-12-05,2025-12-06 00:00:00+00:00,Siena Saints,Niagara Purple Eagles,83,54,46.0,21.0,37.0,33.0,,MVP Arena,False
401813353,2025-12-05,2025-12-06 00:00:00+00:00,Saint Peter's Peacocks,Canisius Golden Griffins,69,57,32.0,32.0,37.0,25.0,,Yanitelli Center,False
401813324,2025-12-05,2025-12-06 00:00:00+00:00,Marist Red Foxes,Mount St. Mary's Mountaineers,64,56,30.0,20.0,34.0,36.0,,McCann Arena,False
401813299,2025-12-05,2025-12-06 00:00:00+00:00,Manhattan Jaspers,Fairfield Stags,70,66,31.0,26.0,39.0,40.0,,Draddy Gymnasium,False
401827756,2025-12-05,2025-12-06 00:30:00+00:00,Eastern Michigan Eagles,Cleary University Cougars,86,48,44.0,23.0,42.0,25.0,,Gervin GameAbove Center,False
401826875,2025-12-05,2025-12-06 00:30:00+00:00,Drake Bulldogs,UAB Blazers,69,74,32.0,33.0,37.0,41.0,,Knapp Center,False
401823519,2025-12-05,2025-12-06 00:30:00+00:00,VMI Keydets,Christendom Crusaders,89,36,49.0,18.0,40.0,18.0,,Cameron Hall,False
401819847,2025-12-05,2025-12-06 00:30:00+00:00,Xavier Musketeers,Cincinnati Bearcats,79,74,37.0,37.0,42.0,37.0,,Cintas Center,False
401808732,2025-12-05,2025-12-06 00:30:00+00:00,McNeese Cowboys,Northwestern State Demons,92,54,58.0,24.0,34.0,30.0,,Townsley Law Arena,False
401812254,2025-12-05,2025-12-06 01:00:00+00:00,TCU Horned Frogs,Notre Dame Fighting Irish,85,87,45.0,36.0,31.0,40.0,,Schollmaier Arena,False
401824113,2025-12-05,2025-12-06 03:00:00+00:00,San José State Spartans,San Diego Toreros,86,69,52.0,34.0,34.0,35.0,,Provident Credit Union Event Center,False
401831241,2025-12-05,2025-12-05 22:00:00+00:00,Florida A&M Rattlers,Barber Scotia BARBER SCOTIA,0,0,,,,,,State Farm Field House,True
