game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,game_date,game_key,event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,odds_date,odds_key
401812787,2025,2025-11-10,2025-11-10 23:30:00+00:00,UConn Huskies,Columbia Lions,89,62,50,27,39,35,False,Gampel Pavilion,2025-11-10,columbia__connecticut,,,,,,,,,,,,,,,,,,,,
401813758,2025,2025-11-10,2025-11-11 03:00:00+00:00,UCLA Bruins,West Georgia Wolves,83,62,37,32,46,30,False,Pauley Pavilion,2025-11-10,ucla__westgeorgiawolves,,,,,,,,,,,,,,,,,,,,
401819872,2025,2025-11-10,2025-11-11 01:00:00+00:00,Iowa State Cyclones,Mississippi State Bulldogs,96,80,53,35,43,45,True,Sanford Pentagon,2025-11-10,iowastate__mississippistate,,,,,,,,,,,,,,,,,,,,
401830743,2025,2025-11-10,2025-11-10 16:30:00+00:00,Hofstra Pride,Molloy Lions,95,61,48,31,47,30,False,David S. Mack Sports and Exhibition Complex,2025-11-10,hofstrapride__molloy,,,,,,,,,,,,,,,,,,,,
401828476,2025,2025-11-10,2025-11-10 17:00:00+00:00,Green Bay Phoenix,Ripon Red Hawks,83,63,38,35,45,28,False,Resch Center,2025-11-10,greenbayphoenix__riponred,,,,,,,,,,,,,,,,,,,,
401828307,2025,2025-11-10,2025-11-10 17:00:00+00:00,Jacksonville State Gamecocks,Reinhardt Eagles,114,39,49,19,65,20,False,Pete Mathews Coliseum,2025-11-10,jacksonvillestategamecocks__reinhardt,,,,,,,,,,,,,,,,,,,,
401827011,2025,2025-11-10,2025-11-10 17:00:00+00:00,Southern Jaguars,Ecclesia Royals,115,51,55,19,60,32,False,F.G. Clark Activity Center,2025-11-10,ecclesiaroyals__southern,,,,,,,,,,,,,,,,,,,,
401826761,2025,2025-11-10,2025-11-10 23:00:00+00:00,UMass Lowell River Hawks,New Haven Chargers,67,73,37,30,30,43,False,Kennedy Family Athletic Complex,2025-11-10,newhavenchargers__umasslowellriver,,,,,,,,,,,,,,,,,,,,
401824869,2025,2025-11-10,2025-11-10 23:30:00+00:00,Furman Paladins,Columbia International Rams,89,59,49,25,40,34,False,Timmons Arena,2025-11-10,columbiainternational__furmanpaladins,,,,,,,,,,,,,,,,,,,,
401823003,2025,2025-11-10,2025-11-10 23:30:00+00:00,Youngstown State Penguins,Penn State-Shenango Nittany Lions,115,53,43,34,72,19,False,Beeghly Center,2025-11-10,pennstateshenangonittany__youngstownstate,,,,,,,,,,,,,,,,,,,,
